1,Chickenpox,122,119,249,"27,134","24,868","33,685",2,-,1,-,-,-,1,2,6,: .,:,:,35,50,46,60,52,64,6,2,12,...,2,25,...,....,2,18,11,39,1
2,Diphtheria,2,1,3,73,74,105,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2,-,-,-,-,-,-,1,-,-,-,-,2
3,Dysentery:4,16,5,14,469,492,492,-,-,-,-,-,-,-,-,-,1,..,....,...,....,..R,5,2,6,-,-,-,2,-,-,3,1,-,5,2,2,3
4,(a) Amoebic,-,-,-,1,2,9,-,-,-,-,-,-,-,-,-,...,..,...,9.8,P...,...,-,-,-,-,-,-,-,-,-,-,-,-,$,-,-,4
5,(b) Bacillary,16,5,11,468,490,490,-,-,-,-,-,-,-,-,-,1,9.A,P...,...,R.P.,**,5,2,6,-,-,-,2,-,-,3,1,-,5,2,2,5
6,Encephalitis, infectious,7,3,1,36,25,31,-,-,-,..,...,..,-,-,-,-,-,-,:,:.,..,3,2,..,4,1,-,-,-,-,-,-,-,-,-,-,6
7,Influenza, epidemic,124,153,43,"9,254","36,953","9,214",,...,...,38,87,..,81,61,32,-,-,-,-,-,-,3,5,2,2,-,1,-,-,-,9.8,....,9.8,-,-,1,7
8,Measles,343,235,215,"42,327","44,513","47,981",3,7,-,-,-,2,3,17,32,..,...,....,74,71,46,177,87,47,20,8,9,4,..,9.,36,15,15,26,30,48,8
9,Meningitis, meningococcal,4,4,4,224,237,236,-,1,-,P.R,...,...,-,-,-,-,2,-,2,-,1,1,-,-,-,-,-,-,1,-,..,R.O.,9.R,1,-,-,9
10,Mumps,165,139,218,"22,245","20,533","29,039",-,1,1,-,-,-,8,2,2,R.P.,9.R,...,33,17,34,68,64,100,9,13,10,3,P.A,17,..A,A.O.,10,44,42,38,10
11,Poliomyelitis, epidemic:4,25,30,125,403,809,"2,008",-,-,-,-,-,1,-,1,3,1,1,4,13,13,11,5,8,44,2,-,7,-,1,6,3,1,15,1,5,10,11
12,(a) With paralysis,17,13,63,220,413,830,-,-,-,-,-,1,-,-,1,-,-,-,11,8,11,4,4,21,2,-,6,-,1,4,-,-,1,-,-,3,12
13,(b) Without paralysis,6,17,61,153,316,"1,083",-,-,-,-,-,-,-,1,-,1,1,4,-,5,1,1,4,23,-,-,1,-,-,2,3,1,1,1,5,6,13
14,Rubella,71,95,40,"49,505","17,564","9,198",-,-,-,...,...,,1,3,1,....,...,,23,10,7,22,38,15,1,2,-,3,9.8,R.P.,4,6,9,17,36,7,14
15,Scarlet fever, etc.⁵,132,129,136,"9,308","6,758","9,719",-,1,2,40,24,7,44,30,20,-,-,1,18,13,27,23,31,23,15,3,8,1,1,6,8,3,6,6,23,16,15
16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#,-,-,16
17,Tuberculosis: 4,162,179,204,"6,876","7,325","7,809",11,6,8,-,1,2,2,4,1,11,11,19,64,92,73,14,13,23,13,10,12,6,9,9,16,18,12,25,15,30,17
18,(a) Pulmonary,144,156,171,"5,605","6,033","6,454",11,6,8,-,-,-,2,3,1,10,11,18,64,88,72,(6),(6),(6),13,10,12,5,6,8,16,18,11,23,14,27,18
19,(b) Non-pulmonary,4,10,13,423,444,403,-,-,-,-,1,1,-,1,-,1,-,-,-,4,2,(6),(6),(6),-,-,-,1,3,1,...,a.e,1,2,1,3,19
20,Typhoid and paratyphoid,11,19,13,339,289,343,-,1,-,-,-,-,-,-,-,-,-,-,7,4,8,2,1,1,-,-,-,1,1,1,-,1,-,1,11,-,20
21,Undulant fever,3,-,2,106,97,99,-,$,-,$,-,-,-,-,-,...,..,,2,...,1,-,-,1,$,-,-,-,-,-,A.A,,a.a,1,I,I,21
22,Venereal diseases:,388,341,382,"12,385","12,673","13,507",10,17,7,4,1,1,7,15,9,4,9,6,97,77,118,48,65,64,36,19,30,23,17,29,75,69,53,84,52,67,22
23,(a) Syphilis, primary,5,5,6,81,87,162,-,-,-,-,-,-,1,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,1,4,1,1,1,-,23
24,"(b) "" secondary",1,1,1,37,37,85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,24
25,"(c) "" other",54,We,50,"1,416","1,764","1,932",1,2,1,1,-,-,-,3,1,1,1,-,30,20,25,14,14,13,2,-,1,-,1,1,2,1,3,3,2,5,25
26,(d) Gonorrhoea,328,291,322,"10,843","10,767","10,998",9,15,6,3,1,1,6,12,9,3,8,3,66,57,93,33,51,52,34,19,27,23,16,24,71,63,50,80,49,58,26
27 28,(e) Other venereal diseases⁷ Whooping cough,- 170,- 191,1 221,"8 ""6","460""","18 ""10","369""","16 ""6","633""",- -,- -,- -,- 1,- 1,- -,- -,- 2,- 8,- -,- 2,- 1,- 103,- 112,- 79,- 18,- 25,- 60,- 19,- 4,- 13,- 14,- 11,- 6,- 5,- 15,- 15,- 10,- 19,- 15,27 28
Table: Table_2
Type,Current,Week,Disease,Year,Calendar,Year
,1956,1955,1956,1955,1956,1955
Total,655,"1,259","11,086","21,947","12,153","23,010"
Paralytic,248,481,"4,656","7,422","5,239","7,886"
Non-paralytic,282,419,"4,461","8,810","4,746","9,100"
Unspecified,125,359,"1,969","5,715","2,168","6,024"
