source_file,row_data
Montreal.csv,source_file,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27
page_0024_tables.csv,,Manseau,,,,,,,,,,,,,,1,,,,,,,1,,
page_0024_tables.csv,Papineau,Buckingham,,,,2,,,,,,,,,,,,2,,,,,4,,
page_0024_tables.csv,,Pointe Gatineau,,,,,,,,,,,,,,,,,,,,,1,,
page_0024_tables.csv,Pontiac,Campbell's Bay,,,,,,,,,,,,,,,,,,,,,1,,
page_0024_tables.csv,,Bryson,,,,,,,,,,,,,,,,,,,,,,,
page_0024_tables.csv,,Grand Calumet,,,,,,,,,,,,,,,,1,,,,,,,5
page_0024_tables.csv,Portneuf,St-Raymond,,,,,,,,,,,,,,,,,,,,,,,5
page_0024_tables.csv,,Donnacona,,,,,,,,,,,,,,,,,,,,,,,1
page_0024_tables.csv,,St-Léonard,,,,,,,,,,,,,,,,,,,,,,1,
page_0024_tables.csv,,Pont Rouge,,,,,,,,,,,,,,,,,,,,,,,
page_0024_tables.csv,,Ste-Jeanne de Neuville,,,,4,,,,,,,,,,,,,,,,,,,
page_0024_tables.csv,Table: Table_2
page_0024_tables.csv,Québec,St-Colomb de Sillery,,,,2,,,,,,,,,,,,,,,,,4,1,
page_0024_tables.csv,Richmond,Bromptonville,,,,,,,,,,,,,,,,1,,,,,,,
page_0024_tables.csv,,Windsor, ville,,,,4,,,,,,,,,,,,1,,,,,,,
page_0024_tables.csv,,Stoke,,,,,,,,,,,,,,,,3,,,,,,,
page_0024_tables.csv,,Richmond,,,,,,,,,,,,,,,,,,,,,,,
page_0024_tables.csv,Rimouski,Bic,,,,,,,,,,,,,,,,,,,1,,,,
page_0024_tables.csv,,St-Mathieu,,,,,,,,,,,,,,,,1,,,,,,,
page_0024_tables.csv,Rouville,Rougemont,,,,,,,,,,,,1,,,,1,,,,,,,
page_0024_tables.csv,Shefford,Granby, canton Roxton Falls,,,,,,,,,,,,,,,1,24,,,,,,,
page_0024_tables.csv,Sherbrooke,Sherbrooke,,,,7,,,,,,,,1,,,,,,,,,,,
page_0024_tables.csv,Soulanges,St-Télesphore,,,,2,,,,,,,,,,,,,,,,,,,
page_0024_tables.csv,Stanstead,Magog, township Hatley, village Barnston,,,,2,,,,,,,,1 1,,,,,,,,,,,6
page_0024_tables.csv,St-Maurice,St-Boniface de Shawinigan,,,,1,,,,,,,,,,,,,,,,,,,1
page_0024_tables.csv,,Baie Shawinigan,,,,3,,,,,,,,,,,,,,,,,,,
page_0024_tables.csv,,Shawinigan Falls,,,,2,,,,,,,,,,,,,,,,,,,
page_0024_tables.csv,Témiscouata,St-Cyprien,,,,,,,,,,,,,,,,,,,10,,,,
page_0024_tables.csv,,Rivière du Loup,,,,,,,,,,,,,,,,,,,2,,,,
page_0024_tables.csv,,St-Epiphane,,,,,,,,,,,,,,,,,,,1,,,,
page_0024_tables.csv,,Isle Verte,,,,,,,,,,,,,,,,,,,1,,,,
page_0024_tables.csv,,Cacouna,,,,,,,,,,,,,,,,,,,1,,,,
page_0024_tables.csv,,St-Eloi,,,,,,,,,,,,,,,,,,,1,,,,
page_0024_tables.csv,Terrebonne,Mont Rolland,,,,1,,,,,,,,,,,,,,,,,,,2
page_0024_tables.csv,,Ste-Thérèse,,,,3,,,,,,,,,,,,1,,,,,,,
page_0024_tables.csv,Verehères,McMasterville,,,,,,,,,,,,,,,,,,,,,,2,
page_0024_tables.csv,,Contrecceur, paroisse,,,,,,,,,,,,,,1,,,,,,,,,
page_0024_tables.csv,Westmount,Outremont,,,,4,,,,,,,7,,,1,,1,,,,,,9,
page_0024_tables.csv,,Westmount,,,,,,,,,,,,,,,,3,,,,,,,
page_0024_tables.csv,,Montreal Ouest,,,,,,,,,,,,,,,,1,,,1,,,,
page_0024_tables.csv,,Totaux-Totals,,,59,228,,,27,,1,,95,9,,87,1,404,,,270,,85,195,105
page_0025_tables.csv,﻿Table: Table_1
page_0025_tables.csv,Comtés Counties,Municipalités Municipalities,Anthrax (charbon) Anthrax,Botulisme Botulism,Coqueluche Whooping-cough,Diphtérie et Croup Diphtheria and Croup,Encéphalite léthargique Lethargic encephalitis,Erysipèle Erysipelas,Grippe épidémique Epidemic influenza,Hydrophobie (rage) Rabies,Méningite cérébro-spinale Cerebro-spinal meningitis,Ophtalmie pur. des n.-nés Pur.ophthalmia neonatorum,Oreillons Mumps,Paralysie infantile Poliomyelitis,Paratyphoïde Paratyphoid,Rougeole Measles,Rubéole German measles (rubella),Scarlatine Scarlet fever,Septicémie puerpérale Puerperal septicemia,Trachôme Trachoma,Tuberculose pulmonaire Pulmonary tuberculosis,Tuberculose (autres formes) Tuberculosis (other forms),Typhoïde Typhoid,Varicelle (picotte volante) Chicken pox (varicella),Variole et varioloïde Small pox
page_0025_tables.csv,Abitibi,Bousquet,,,,,,,,,,,,,,,,,,,,,,,1
page_0025_tables.csv,,Amos,,,,,,,,,,,,,,,,,,,,,,,1
page_0025_tables.csv,,Landrienne,,,,6,,,,,,,,,,,,,,,,,,,
page_0025_tables.csv,,Rouyn,,,,,,,,,,,,,,16,,1,,,,,2,,
page_0025_tables.csv,,Noranda,,,,,,,,,,,,,,3,,,,,,,,,
page_0025_tables.csv,,Belcourt,,,,,,,,,,,,,,,,,,,,,,,2
page_0025_tables.csv,,Poularis,,,,,,,,,,,,,,,,,,,,,1,,
page_0025_tables.csv,Argenteuil,Grenville & Augmentation,,,,,,,,,,,,,,,,,,,1,,,,
page_0025_tables.csv,Arthabaska,Princeville, village,,,,,,,,,,,,,,,,,,,,,1,,
page_0025_tables.csv,Beauce,Aubert Gallion,,,,,,,,,,,,,,,,,,,,,1,,1
page_0025_tables.csv,,St-Joseph,,,,,,,,,,,,,,,,1,,,,,,,1
page_0025_tables.csv,,St-Georges,,,,,,,,,,,,,,,,,,,,,,3,
page_0025_tables.csv,,St-Benoit,,,,1,,,,,,,,,,,,,,,,,,,
page_0025_tables.csv,,S. C. de Jésus,,,,,,,,,,,,,,,,,,,,,1,,
page_0025_tables.csv,,Beauceville,,,,,,,,,,,,,,,,,,,,,1,,
page_0025_tables.csv,,St-Martin,,,,,,,,,,,,,,,,1,,,,,,,
page_0025_tables.csv,,St-Frédéric,,,,,,,,,,,2,,,,,,,,,,,,
page_0025_tables.csv,,Tring Jonction,,,,,,,,,,,6,,,,,,,,,,,,
page_0025_tables.csv,,Shenly,,,,1,,,,,,,,,,,,,,,,,,,
page_0025_tables.csv,Berthier,Ste-Geneviève,,,,1,,,,,,,,,,,,,,,,,,,
page_0025_tables.csv,,Lanoraie,,,,,,,,,,,,,,,,1,,,,,1,,
page_0025_tables.csv,Bonaventure,Paspébiac,,,,1,,,,,,,,,,,,,,,,,,,
page_0025_tables.csv,Chambly,St-Lambert,,,1,1,,,,,,,,,,,,,,,,,,5,
page_0025_tables.csv,Champlain,Ste-Flore,,,,,,,,,,,,,,,,,,,,,,,4
page_0025_tables.csv,,Almaville,,,,,,,,,,,,,,1,,,,,,,,,7
page_0025_tables.csv,,Ste-Geneviève,,,,3,,,,,,,,,,,,,,,,,1,,1
page_0025_tables.csv,,St-Stanislas,,,,,,,,,,,,,,,,,,,,,1,,
page_0025_tables.csv,Table: Table_2
page_0025_tables.csv,Charlevoix,Les Eboulements,,,,,,,,,,,,,,,,,,,,,,,3,
page_0025_tables.csv,,Baie St-Paul,,,,,,,,,,,,,,,,,,,,,,,2,
page_0025_tables.csv,Châteauguay,St-Jean Chrysostome Châteauguay,,,,1,,,,,,,,,,1,,,,,,,,,,
page_0025_tables.csv,Chicoutimi,Chicoutimi, ville,,,,,,,,,,,,,,,,,,,,,,,5,
page_0025_tables.csv,,Kénogami,,,,,,,,,,,,,,,,,,,,,,,2,
page_0025_tables.csv,,Jonquière,,,,,,,,,,1,,,,,,2,,,1,,1,11,8,
page_0025_tables.csv,Compton,Bury, township Newport,,,,,,,,,,,5,,,,,4,,,,,,26,,
page_0025_tables.csv,Dorchester,St-Bernard,,,,1,,,,,,,,,,,,,,,,,1,,,
page_0025_tables.csv,Gaspé,Gaspé Bay North,,,,,,,,,,,,,,,,,,,,,,1,23,
page_0025_tables.csv,,Chandler,,,,,,,,,,,,,,,,,,,,,,,,
page_0025_tables.csv,,L'Anse du Cap,,,,,,,,,,,,,,,,,,,,,,,6,
page_0025_tables.csv,,Péninsula,,,4,,,,,,,,,,,,,,,,,,,,4,
page_0025_tables.csv,Hull,Hull,,,,2,,,,,,,,,,,,,,,,,,,,
page_0025_tables.csv,,Wakefield, vil,,,,1,,,,,,,,,,,,,,,,,,,,
page_0025_tables.csv,,Aylmer,,,,,,,,,,,,,,,,1,,,,,,,,
page_0025_tables.csv,,Maniwaki,,,,,,,,,,,,,,,,,,,,,,,,
page_0025_tables.csv,Huntingdon,St-Anicet,,,,2,,,,,,,,,,,,1,,,,,,,,
page_0025_tables.csv,,Havelock,,,,,,,,,,,,,,,,,,,,,,,,
page_0025_tables.csv,Jaeques-Cartier,N. D. de Liesse,,,6,,,,35,,,,3,,,,,2,,,,,,,,
page_0025_tables.csv,,Verdun,,,4,3,,,,,,,,,,8,,10,,,,,,,,
page_0025_tables.csv,,Lachine,,,24,2,,,,,,,,,,,,,,,5,,,5,,
page_0025_tables.csv,,Ville Lasalle,,,,1,,,,,,,,,,,,,,,1,,2,5,,
page_0025_tables.csv,,St-Laurent,,,,2,,,,,,,,,,,,,,,,,,,,
page_0025_tables.csv,,Pointe Claire,,,,,,,,,,,,,,,,1,,,3,,,,,
page_0025_tables.csv,,Dorval,,,,,,,,,,,,,,,,1,,,,,,,,
page_0025_tables.csv,Kamouraska,Rivière Ouelle,,,,4,,,,,,,,,,,,1,,,,,,,,
page_0025_tables.csv,,St-Denis,,,,1,,,,,,,,,,,,,,,,,,,,
page_0025_tables.csv,,St-Pacôme,,,,,,,,,,,,,,,,,,,,,,,,
page_0025_tables.csv,,St-Alexandre,,,,,,,,,,,,,,,,,,,,,12,,,
page_0025_tables.csv,Lac St-Jean,Hébertville,,,,2,,,,,,,,,,,,,,,,,4,,,
page_0025_tables.csv,Lapra rie,Caughnawaga,,,,,,,8,,,,,,,,,,,,,,,,,
page_0025_tables.csv,Laval,Pointe aux Tremb'es,,,,3,,,,,,,,1,,,,,,,,,,3,66,
page_0025_tables.csv,,Ste-Rose P. 0,,,,,,,,,,,1,,,,,3,,,,,,1,,
page_0025_tables.csv,,Montréal Est,,,,1,,,,,,,,,,,,,,,,,,,,
page_0025_tables.csv,,St-François de Sales,,,,,,,,,,,,,,,,,,,,,,,,
page_0025_tables.csv,,St-Jean de Dieu,,,,,,,,,,,,,,,,,,,,,1,,,
page_0025_tables.csv,,Ville St-Michel,,,,,,,,,,,,,,,,,,,3,,1,,,
page_0025_tables.csv,,Montréal-Nord,,,,,,,,,,,,,,,,,,,,,1,,,
page_0025_tables.csv,,St-Vincent de Paul,,,,,,,,,,,,,,,,3,,,,,,,,
page_0025_tables.csv,Lévis,Lévis,,,,,,,,,,,,,,,,,,,1,,,,,
page_0025_tables.csv,L'Islet,L'Islet,,,,,,,,,,,,,,,,4,,,,,,,1,
page_0025_tables.csv,,L'Islet, paroisse,,,,,,,,,,,,,,,,1,,,,,,,4,
page_0026_tables.csv,﻿Table: Table_1
page_0026_tables.csv,Comtés Counties,Municipalités Municipalities,Anthrax (charbon Anthrax,Botulisme Botulism,Coqueluche Whooping-cough,Diphtérie et Croup Diphtheria and Croup,Encéphalite léthargique Lethargic encephalitis,Erysipèle Erysipelas,Grippe épidémique Epidemic influenza,Hydrophobie (rage) Rabies,Méningite cérébro-spinale Cerebro-spinal meningitis,Ophtalmie pur. des n.-nés Pur.ophthalmia neonatorum,Oreillons Mumps,Paralysie infantile Poliomyelitis,Paratyphoïde Paratyphoid,Rougeole Measles,Rubéole German measles (rubella),Scarlatine Scarlet fever,Septicémie puerpérale Puerperal septicemia,Trachôme Trachoma,Tuberculose pulmonaire Pulmonary tuberculosis,Tuberculose (autres formes) Tuberculosis (other forms),Typhoïde Typhoid,Varicelle (picotte volante) Chicken pox (varicella),Variole et varioloïde Small pox
page_0026_tables.csv,Maskinongé,St-Justin,,,,,,,,,,,,,,,,,,,,,1,,
page_0026_tables.csv,Matane,Ste-Félicité,,,,,,,,,,,,,,,,,,,,,,,4
page_0026_tables.csv,,Matane,,,,,,,,,,,,,,,,,,,,,,,2
page_0026_tables.csv,,Ter. non org. Matane,,,,,,,,,,,,,,,,,,,,,,,1
page_0026_tables.csv,,St-Octave de Métis,,,,,,,,,,,,,,,,7,,,,,,,
page_0026_tables.csv,,Ste-Flavie,,,,,,,,,,,,,,,,1,,,,,,,
page_0026_tables.csv,,Princeville,,,,,,,,,,,,,,,,6,,,,,,,
page_0026_tables.csv,,Mont-Joli,,,,,,,,,,,,,,,,5,,,,,,,
page_0026_tables.csv,Mégantie,Black Lake,,,,2,,,,,,,,,,,,,,,,,,,
page_0026_tables.csv,,Thetford Mines,,,,,,,,,,,,,,,,,,,,,2,,
page_0026_tables.csv,,Lyster, village,,,,,,,,,,,,,,,,,,,,,1,,
page_0026_tables.csv,Missisquoi,Bedford,,,,,,,,,,,,,,,,1,,,,,,,
page_0026_tables.csv,,Stanbridge,,,,,,,,,,,,,,,,1,,,,,,,
page_0026_tables.csv,,Cowansville,,,,,,,,,,,,,,,,,,,,,,1,
page_0026_tables.csv,Montmagny,Cap St-Ignace,,,,,,,,,,,,,,,,S7,,,,,,,
page_0026_tables.csv,Nicolet,Bécancour, village,,,,,,,,,,,,,,,,,,,,,,,1
page_0026_tables.csv,,St-Léonard,,,,,,,,,,,,,,,,,,,,,3,,
page_0026_tables.csv,,St-Edouard,,,,,,,,,,,,,,,,2,,,,,,,
page_0026_tables.csv,Papineau,Pointe Gatineau,,,,1,,,,,,,,,,,,,,,,,,,
page_0026_tables.csv,,Buckingham,,,,2,,,,,,,,,,,,3,,,,,,,
page_0026_tables.csv,Pontiac,Litchfield,,,,,,,,,,,,,,,,1,,,,,,,
page_0026_tables.csv,Portneuf,St-Raymond,,,,,,,,,,,,,,,,,,,,,,,1
page_0026_tables.csv,,Pont-Rouge,,,1,,,,,,,,,,,,,,,,,,,,
page_0026_tables.csv,Québec,Giffard,,,,,,,,,,,,,,,,,,,,,,1,
page_0026_tables.csv,,Charlesbourg,,,,2,,,,,,,,,,,,,,,,,,,
page_0026_tables.csv,,Sillery,,,,,,,,,,,,,,,,6,,,,,,,
page_0026_tables.csv,,Loretteville,,,,,,,,,,,,,,,,,,,,,1,,
page_0026_tables.csv,,,,,,,,,,,,,,,,,,,,,,,,,
page_0026_tables.csv,,,,,,,,,,,,,,,,,,,,,,,,,
page_0026_tables.csv,Richmond,Asbestos,,,,,,,,,,,,,,,,,,,,,,1,
page_0026_tables.csv,,St-Georges de Windsor,,,,,,,,,,,,,,,,,,,1,,,,
page_0026_tables.csv,Rimouski,Rimouski,,,,1,,,,,,,,,,,,1,,,,,,,
page_0026_tables.csv,,St-Anaclet,,,,,,,,,,,,,,4,,15,,,,,,,
page_0026_tables.csv,,Luceville,,,,,,,,,,,,,,,,2,,,,,,,
page_0026_tables.csv,Saguenay,Sept Iles,,,,,,,,,,,,,,,,,,,,,,,1
page_0026_tables.csv,Shefford,Granby,,,,1,,,,,,,,,,,,2,,,,,,,
page_0026_tables.csv,,Shefford Township,,,,4,,,,,,,,,,,,,,,,,,,
page_0026_tables.csv,,Waterloo,,,,1,,,,,,,,,,,,,,,,,,,
page_0026_tables.csv,,St-Alphonse,,,,,,,,,,,,,,,,2,,,,,,,
page_0026_tables.csv,,Roxton Falls,,,1,,,,,,,,,,,,5,,,,,,,,
page_0026_tables.csv,,Roxton, canton,,,,,,,,,,,,,,,1,,,,,,,,
page_0026_tables.csv,Sherbrooke,Sherbrooke,,,,13,,,,,,,,,,,,23,,,,,,,
page_0026_tables.csv,,Rock Forest,,,,,,,,,,,,,,,,1,,,,,,,
page_0026_tables.csv,Soulanges,St-Télesphore,,,,3,,,,,,,,,,,,,,,,,,,
page_0026_tables.csv,Stanstead,Coaticook,,,,,,,,,,,,,,,,,,,,,,1,
page_0026_tables.csv,,Rock Island,,,,,,,,,,,,,,1,,1,,,,,,,
page_0026_tables.csv,St-Maurice,St-Boniface,,,,1,,,,,,,,,,,,,,,,,,,17
page_0026_tables.csv,,Baie Shawinigan,,,,1,,,,,,,,,,,,,,,,,,,4
page_0026_tables.csv,,Shawinigan Falls,,,,5,,,,,,,,,,,,2,,,,,1,4,15
page_0026_tables.csv,Témiscouata,Isle Verte,,,,,,,,,,,,,,,,,,,1,,,,
page_0026_tables.csv,,Trois-Pistoles,,,,,,,,,,,,,,,,,,,1,,,,
page_0026_tables.csv,Terrebonne,St-Joseph de Mont Rolland,,,,,,,,,,,,,,,,,,,,,,,1
page_0026_tables.csv,,Ste-Thérèse,,,,4,,,,,,,,,,,,,,,,,,,
page_0026_tables.csv,,St-Jovite,,,,,,,,,,,,,,,,,,,1,,,,
page_0026_tables.csv,Vaudreuil,Rigaud,,,,1,,,,,,,,,,,,,,,,,,,
page_0026_tables.csv,,Hudson,,,,1,,,,,,,,,,,,,,,,,,,
page_0026_tables.csv,Verchères,Belœil,,,,,,,,,,,,,,,,,,,,,],,
page_0026_tables.csv,,McMasterville,,,,,,,,,,,5,,,,,1,,,,,,,
page_0026_tables.csv,,Contrecœur,,,,,,,,,,,,,,,2,,,,,,,,
page_0026_tables.csv,Westmount,Outremont,,,,2,,,,,,,15,,,1,,5,,,,,,15,
page_0026_tables.csv,,Hampstead,,,,,,,,,,,,,,,,,,,,,,4,
page_0026_tables.csv,,Westmount,,,,1,,,,,,,,,,,,9,,,,,,,
page_0026_tables.csv,Wolfe,Weedon Centre,,,,1,,,,,,,,,,,,,,,,,,,
page_0026_tables.csv,,St-Fortunat,,,,,,,,,,,,,,,,,,,,,1,,
page_0026_tables.csv,,,,,,,,,,,,,,,,,,,,,,,,,
page_0026_tables.csv,,Totaux-Totals,,,71,294,,,99,,,1,142,2,,162,27,629,,,183,,67,423,210
page_0027_tables.csv,﻿Table: Table_1
page_0027_tables.csv,Comtés Counties,Municipalités Municipalities,Anthrax (charbon) Anthrax,Botulisme Botulism,Coqueluche Whooping-cough,Diphtérie et Croup Diphtheria and Croup,Encéphalite léthargique Lethargic encephalitis,Erysipèle Erysipelas,Grippe épidémique Epidemic influenza,Hydrophobie (rage) Rabies,Méningite cérébro-spinale Cerebro-spinal meningitis,Ophtalmie pur. des n.-nés Pur.ophthalmia neonatorum,Oreillons Mumps,Paralysie infantile Poliomyelitis,Paratyphoïde Paratyphoid,Rougeole Measles,Rubéole German measles (rubella),Scarlatine Scarlet fever,Septicémie puerpérale Puerperal septicemia,Trachôme Trachoma,Tuberculose pulmonaire Pulmonary tuberculosis,Tuberculose (autres formes) Tuberculosis (other forms),Typhoïde Typhoid,Varicelle (picotte volante) Chicken pox (varicella),Variole et varioloïde Small pox,
page_0027_tables.csv,,Montréal Québec,,,40,173 17,,,1069,,2,,48,1,,103 1,13,208 39,,,123 6,,5 5,228 5,5 3,
page_0027_tables.csv,,Trois-Rivières,,,,3,,,,,,,,,,,,,,,,,,1,4,
page_0027_tables.csv,Abitibi,Piedmont & Barraute,,,,1,,,,,,,,,,,,8,,,,,,,4,
page_0027_tables.csv,,Carpentier & Courville,,,,,,,,,,,,,,,,,,,,,,,1,
page_0027_tables.csv,,Amos,,,,,,,,,,,,,,,,1,,,,,,,1,
page_0027_tables.csv,,Poularies,,,,4,,,,,,,,,,,,,,,,,1,,,
page_0027_tables.csv,,Privat,,,,,,,,,,,,,,,,4,,,,,,,,
page_0027_tables.csv,,Rouyn,,,,,,,,,,,,,,2,,3,,,,,,,,
page_0027_tables.csv,,Trécesson,,,,,,,,,,,,,,,,1,,,,,,,,
page_0027_tables.csv,Argenteuil,Laurel,,,,,,,,,,,,,,,,,,,,,,,8,
page_0027_tables.csv,,Dunnaney,,,,,,,,,,,,,,,,,,,,,,,1,
page_0027_tables.csv,,Wentworth,,,,,,,,,,,,,,,,,,,,,,,35,
page_0027_tables.csv,Arthabaska,St-Valère,,,,,,,,,,,,,,,,,,,,,,,1,
page_0027_tables.csv,,Arthabaska,,,,1,,,10,,,,,,,,,,,,,,,,,
page_0027_tables.csv,,Victoriaville,,,,,,,131,,,,,,,,,,,,,,,,,
page_0027_tables.csv,,St-Louis de Blandford,,,,,,,,,,,,,,,,,,,1,,,,,
page_0027_tables.csv,Beauce,St-Joseph de Beauce,,,,,,,,,,,,,,,,,,,,,,,,
page_0027_tables.csv,,Ste-Marie,,,,1,,,,,,,,,,,,,,,,,,1,1,
page_0027_tables.csv,,Sacré-Coeur de Jésus,,,,,,,,,,,3,,,,,,,,,,,,,
page_0027_tables.csv,,Aubert Gallion,,,,,,,,,,,,,,,,,,,,,1,,,
page_0027_tables.csv,Bellechasse,St-Michel,,,,,,,,,,,,,,,,3,,,,,,,,
page_0027_tables.csv,,St-Valier,,,,,,,,,,,,,,,,2,,,,,,,,
page_0027_tables.csv,Berthier,Lavaltrie,,,,,,,,,,,,,,,,3,,,,,,2,,
page_0027_tables.csv,,St-Damien,,,,,,,,,,,,,,,,,,,,,2,,,
page_0027_tables.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
page_0027_tables.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
page_0027_tables.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
page_0027_tables.csv,Brôme,Knowlton,,,,,,,1,,,,,,,,,,,,,,,,,
page_0027_tables.csv,,Sutton,,,,,,,79,,,,,,,,,1,,,,,,,,
page_0027_tables.csv,,Bolton East,,,,1,,,,,,,,,,,,,,,,,,,,
page_0027_tables.csv,Bonaventure,New Richmond,,,,,,,,,,,,,,,,2,,,,,,,,
page_0027_tables.csv,Chambly,Longueuil,,,,1,,,2,,,,,,,,,,,,,,,7,,
page_0027_tables.csv,Champlain,Cap de la Madeleine,,,,],,,,,,,,,,,,,,,,,,,,
page_0027_tables.csv,Charlevoix,Rivière du Gouffre,,,,,,,,,,,,,,,,,,,,,,,2,
page_0027_tables.csv,Chicoutimi,Chicoutimi,,,,,,,,,,,,,,,,,,,,,,,5,
page_0027_tables.csv,,Jonquière,,,,1,,,,,,,,,,,,1,,,1,,,1,4,
page_0027_tables.csv,Compton,East Angus,,,,1,,,,,,,,,,,,,,,,,,1,,
page_0027_tables.csv,,Bury,,,,,,,,,,,1,,,,,,,,,,,3,,
page_0027_tables.csv,D.-Montagnes,St-Eustache,,,,,,,,,,,1,,,,,,,,,,,,,
page_0027_tables.csv,Dorchester,Ste-Germaine,,,,,,,,,,,,,,1,,,,,,,,,,
page_0027_tables.csv,Drummond,Drummondville,,,,,,,,,,,,,,,,1,,,,,,,,
page_0027_tables.csv,,L'Avenir,,,,,,,,,,,,,,,,3,,,,,,,,
page_0027_tables.csv,Gaspé,Gaspé Bay North,,,1,,,,,,,,,,,,,,,,,,,,3,
page_0027_tables.csv,,L'Anse du Cap,,,,,,,4,,,,,,,,,,,,,,,1,6,
page_0027_tables.csv,Hull,Hull,,,,1,,,,,,,,,,,,4,,,,,,,,
page_0027_tables.csv,,Masham Nord,,,,,,,,,,,,,,,,,,,,,,5,,
page_0027_tables.csv,Huntingdon,Godmanchester,,,,,,,7,,,,,,,,,,,,,,,,,
page_0027_tables.csv,Jacques-Cartier,Notre-Dame de Liesse,,,4,2,,,400,,,,8,,,1,,,,,,,,,,
page_0027_tables.csv,,Verdun,,,2,9,,,3175,,,,,,,2,,15,,,4,,,7,,
page_0027_tables.csv,,Lachine,,,8,1,,,1033,,,,,,,,,,,,1,,,,,
page_0027_tables.csv,,Ste-Anne de Bellevue,,,,,,,95,,,,,,,,,1,,,,,,,,
page_0027_tables.csv,,Côte St-Luc,,,,,,,30,,,,,,,,,,,,,,,,,
page_0027_tables.csv,,Pointe Claire, ville,,,,,,,152,,,,,,,,,,,,,,,,,
page_0027_tables.csv,,Pointe Claire, municipalité,,,,,,,4,,,,,,,,,,,,,,,,,
page_0027_tables.csv,,Dorval,,,,,,,,,,,,,,,,8,,,,,,,,
page_0027_tables.csv,,Ste-Anne du Bout de l'Ile,,,,,,,50,,,,,,,,,,,,,,,,,
page_0027_tables.csv,,Ville St-Pierre,,,,,,,300,,,,,,,,,,,,,,,,,
page_0027_tables.csv,,Beaconsfield,,,,,,,,,,,,,,,,1,,,,,,,,
page_0027_tables.csv,,St-Laurent, ville,,,,,,,355,,,,,,,,,,,,,,,,,
page_0027_tables.csv,,Town of Mount Royal,,,,,,,10,,,,,,,,,,,,,,,,,
page_0027_tables.csv,Kamouraska,St-Pacôme,,,,1,,,,,,,,,,,,,,,,,1,,,
page_0027_tables.csv,,Mont Carmel,,,,,,,,,,,,,,,,6,,,,,,,,
page_0027_tables.csv,Lac St-Jean,Roberval,,,,,,,2,,,,,,,,,,,,,,,,,
page_0027_tables.csv,Laval,St-Jean de Dieu,,,,,,,397,,,,,,,,,,,,3,,,,,
page_0027_tables.csv,,Ste-Rose, partie ouest,,,,,,,3,,,,,,,,,2,,,,,,,,
page_0027_tables.csv,,Ste-Rose, village,,,,,,,65,,,,,,,,,,,,,,,,,
page_0027_tables.csv,,St-Elzéar,,,,,,,10,,,,,,,,,,,,,,,,,
page_0027_tables.csv,,Montréal-Est,,,,,,,49,,,,,,,,,,,,,,,4,,
page_0027_tables.csv,,,,,,,,,,,,,,,,,,,,,,,,,,
page_0028_tables.csv,﻿Table: Table_1
page_0028_tables.csv,Comtés Counties,Municipalités Municipalities,Anthrax (charbon) Anthrax,Botulisme Botulism,Coqueluche Whooping-cough,Diphtérie et Croup Diphtheria and Croup,Encéphalite léthargique Lethargic encephalitis,Erysipèle Erysipelas,Grippe épidémique Epidemic influenza,Hydrophobie (rage) Rabies,Méningite cérébro-spinæle Cerebro-spinal meningitis,Ophtalmie pur. des n.-nés Pur ophthalmia neonatorum,Oreillons Mumps,Paralysie infantile Poliomyelitis,Paratyphoïde Paratyphoid,Rougeole Measles,Rubéole German measles (rubella),Scarlatine Scarlet fever,Septicémie puerpérale Puerperal septicemia,Trachôme Trachoma,Tuberculose palmonaire Pulmonary tuberculosis,Tuberculose (autres formes) Tuberculosis (other forms),Typhoïde Typhoid,Varicelle (picotte volante) Chicken pox (varicella),Variole et varioloïde Small pox
page_0028_tables.csv,,Ste-Dorothée,,,,1,,,53,,,,,,,,,,,,,,,,
page_0028_tables.csv,,St-François de Sales St-Léonard de Port Maurice,,,,,,,15 300,,,,,,,,,,,,,,,,
page_0028_tables.csv,,Montréal-Nord,,,,,,,800,,,,,,,,,,,,,,,,
page_0028_tables.csv,,Pointe aux Trembles,,,,,,,168,,,,,,,,,13,,,,,,,
page_0028_tables.csv,,St-Léonard de P. M., par,,,,,,,4,,,,,,,,,,,,,,,,
page_0028_tables.csv,,St-Martin,,,,,,,54,,,,,,,,,,,,,,,,
page_0028_tables.csv,,St-Michel, village,,,,,,,11,,,,,,,,,,,,,,,,
page_0028_tables.csv,,St-Vincent de Paul,,,,,,,30,,,,,,,,,,,,,,1,,
page_0028_tables.csv,,Pont Viau,,,,,,,,,,,,,,,,,,,,,,,
page_0028_tables.csv,,L'Abord à Plouffe,,,,,,,50,,,,,,,,,,,,,,,,
page_0028_tables.csv,,Rivière des Prairies,,,,,,,15,,,,,,,,,,,,,,,,
page_0028_tables.csv,,Laval des Rapides,,,,,,,25,,,,,,,,,,,,,,,,
page_0028_tables.csv,Lóvis,Lévis,,,,1,,,,,,,,,,,,1,,,,,,,
page_0028_tables.csv,,St-Henri de Lévis,,,,2,,,,,,,,,,,,,,,,,1,,
