source_file,disease,cases
cdi_ca_1958_wk_prov_dbs__0001__w1.csv,Chickenpox,649
cdi_ca_1958_wk_prov_dbs__0001__w1.csv,Mumps,303
cdi_ca_1958_wk_prov_dbs__0002__w2.csv,Chickenpox,1166
cdi_ca_1958_wk_prov_dbs__0002__w2.csv,Mumps,516
cdi_ca_1958_wk_prov_dbs__0003__w3.csv,Chickenpox,784
cdi_ca_1958_wk_prov_dbs__0003__w3.csv,Mumps,496
cdi_ca_1958_wk_prov_dbs__0004__w4.csv,Chickenpox,810
cdi_ca_1958_wk_prov_dbs__0004__w4.csv,Mumps,335
cdi_ca_1958_wk_prov_dbs__0005__w5.csv,Chickenpox,741
cdi_ca_1958_wk_prov_dbs__0005__w5.csv,Mumps,362
cdi_ca_1958_wk_prov_dbs__0006__w6.csv,Chickenpox,638
cdi_ca_1958_wk_prov_dbs__0006__w6.csv,Mumps,419
cdi_ca_1958_wk_prov_dbs__0007__w7.csv,Chickenpox,898
cdi_ca_1958_wk_prov_dbs__0007__w7.csv,Mumps,286
cdi_ca_1958_wk_prov_dbs__0008__w8.csv,Chickenpox,822
cdi_ca_1958_wk_prov_dbs__0008__w8.csv,Mumps,344
cdi_ca_1958_wk_prov_dbs__0009__w9.csv,Chickenpox,989
cdi_ca_1958_wk_prov_dbs__0009__w9.csv,Mumps,323
cdi_ca_1958_wk_prov_dbs__0010__w10.csv,Chickenpox,832
cdi_ca_1958_wk_prov_dbs__0010__w10.csv,Mumps,334
cdi_ca_1958_wk_prov_dbs__0011__w11.csv,Chickenpox,768
cdi_ca_1958_wk_prov_dbs__0011__w11.csv,Mumps,342
cdi_ca_1958_wk_prov_dbs__0012__w12.csv,Chickenpox,845
cdi_ca_1958_wk_prov_dbs__0012__w12.csv,Mumps,496
cdi_ca_1958_wk_prov_dbs__0013__w13.csv,Chickenpox,903
cdi_ca_1958_wk_prov_dbs__0013__w13.csv,Mumps,444
cdi_ca_1958_wk_prov_dbs__0014__w14.csv,Chickenpox,623
cdi_ca_1958_wk_prov_dbs__0014__w14.csv,Mumps,272
cdi_ca_1958_wk_prov_dbs__0015__w15.csv,Chickenpox,608
cdi_ca_1958_wk_prov_dbs__0015__w15.csv,Mumps,242
cdi_ca_1958_wk_prov_dbs__0016__w16.csv,Chickenpox,873
cdi_ca_1958_wk_prov_dbs__0016__w16.csv,Mumps,395
cdi_ca_1958_wk_prov_dbs__0017__w17.csv,Chickenpox,768
cdi_ca_1958_wk_prov_dbs__0017__w17.csv,Mumps,364
cdi_ca_1958_wk_prov_dbs__0018__w18.csv,Chickenpox,780
cdi_ca_1958_wk_prov_dbs__0018__w18.csv,Mumps,326
cdi_ca_1958_wk_prov_dbs__0019__w19.csv,Chickenpox,642
cdi_ca_1958_wk_prov_dbs__0019__w19.csv,Mumps,374
cdi_ca_1958_wk_prov_dbs__0020__w20.csv,Chickenpox,538
cdi_ca_1958_wk_prov_dbs__0020__w20.csv,Mumps,267
cdi_ca_1958_wk_prov_dbs__0021__w21.csv,Chickenpox,539
cdi_ca_1958_wk_prov_dbs__0021__w21.csv,Mumps,317
cdi_ca_1958_wk_prov_dbs__0022__w22.csv,Chickenpox,661
cdi_ca_1958_wk_prov_dbs__0022__w22.csv,Mumps,312
cdi_ca_1958_wk_prov_dbs__0023__w23.csv,Chickenpox,609
cdi_ca_1958_wk_prov_dbs__0023__w23.csv,Mumps,356
cdi_ca_1958_wk_prov_dbs__0024__w24.csv,Chickenpox,525
cdi_ca_1958_wk_prov_dbs__0024__w24.csv,Mumps,275
cdi_ca_1958_wk_prov_dbs__0025__w25.csv,Chickenpox,631
cdi_ca_1958_wk_prov_dbs__0025__w25.csv,Mumps,246
cdi_ca_1958_wk_prov_dbs__0026__w26.csv,Chickenpox,486
cdi_ca_1958_wk_prov_dbs__0026__w26.csv,Mumps,179
cdi_ca_1958_wk_prov_dbs__0027__w27.csv,Chickenpox,365
cdi_ca_1958_wk_prov_dbs__0027__w27.csv,Mumps,151
cdi_ca_1958_wk_prov_dbs__0028__w28.csv,Chickenpox,321
cdi_ca_1958_wk_prov_dbs__0028__w28.csv,Mumps,188
cdi_ca_1958_wk_prov_dbs__0029__w29.csv,Chickenpox,266
cdi_ca_1958_wk_prov_dbs__0029__w29.csv,Mumps,111
cdi_ca_1958_wk_prov_dbs__0030__w30.csv,Chickenpox,192
cdi_ca_1958_wk_prov_dbs__0030__w30.csv,Mumps,66
cdi_ca_1958_wk_prov_dbs__0031__w31.csv,Chickenpox,134
cdi_ca_1958_wk_prov_dbs__0031__w31.csv,Mumps,64
cdi_ca_1958_wk_prov_dbs__0032__w32.csv,Chickenpox,263
cdi_ca_1958_wk_prov_dbs__0032__w32.csv,Mumps,93
cdi_ca_1958_wk_prov_dbs__0033__w33.csv,Chickenpox,67
cdi_ca_1958_wk_prov_dbs__0033__w33.csv,Mumps,83
cdi_ca_1958_wk_prov_dbs__0034__w34.csv,Chickenpox,553
cdi_ca_1958_wk_prov_dbs__0034__w34.csv,Mumps,52
cdi_ca_1958_wk_prov_dbs__0035__w35.csv,Chickenpox,107
cdi_ca_1958_wk_prov_dbs__0035__w35.csv,Mumps,27
cdi_ca_1958_wk_prov_dbs__0036__w36.csv,Chickenpox,81
cdi_ca_1958_wk_prov_dbs__0036__w36.csv,Mumps,51
cdi_ca_1958_wk_prov_dbs__0037__w37.csv,Chickenpox,98
cdi_ca_1958_wk_prov_dbs__0037__w37.csv,Mumps,76
cdi_ca_1958_wk_prov_dbs__0038__w38.csv,Chickenpox,72
cdi_ca_1958_wk_prov_dbs__0038__w38.csv,Mumps,105
cdi_ca_1958_wk_prov_dbs__0039__w39.csv,Chickenpox,137
cdi_ca_1958_wk_prov_dbs__0039__w39.csv,Mumps,97
cdi_ca_1958_wk_prov_dbs__0040__w40.csv,Chickenpox,153
cdi_ca_1958_wk_prov_dbs__0040__w40.csv,Mumps,145
cdi_ca_1958_wk_prov_dbs__0041__w41.csv,Chickenpox,113
cdi_ca_1958_wk_prov_dbs__0041__w41.csv,Mumps,98
cdi_ca_1958_wk_prov_dbs__0042__w42.csv,Chickenpox,168
cdi_ca_1958_wk_prov_dbs__0042__w42.csv,Mumps,156
cdi_ca_1958_wk_prov_dbs__0043__w43.csv,Chickenpox,341
cdi_ca_1958_wk_prov_dbs__0043__w43.csv,Mumps,178
cdi_ca_1958_wk_prov_dbs__0044__w44.csv,Chickenpox,351
cdi_ca_1958_wk_prov_dbs__0044__w44.csv,Mumps,166
cdi_ca_1958_wk_prov_dbs__0045__w45.csv,Chickenpox,312
cdi_ca_1958_wk_prov_dbs__0045__w45.csv,Mumps,179
cdi_ca_1958_wk_prov_dbs__0046__w46.csv,Chickenpox,358
cdi_ca_1958_wk_prov_dbs__0046__w46.csv,Mumps,204
cdi_ca_1958_wk_prov_dbs__0047__w47.csv,Chickenpox,394
cdi_ca_1958_wk_prov_dbs__0047__w47.csv,Mumps,219
cdi_ca_1958_wk_prov_dbs__0048__w48.csv,Chickenpox,487
cdi_ca_1958_wk_prov_dbs__0048__w48.csv,Mumps,265
cdi_ca_1958_wk_prov_dbs__0049__w49.csv,Chickenpox,534
cdi_ca_1958_wk_prov_dbs__0049__w49.csv,Mumps,202
cdi_ca_1958_wk_prov_dbs__0050__w50.csv,Chickenpox,522
cdi_ca_1958_wk_prov_dbs__0050__w50.csv,Mumps,243
cdi_ca_1958_wk_prov_dbs__0051__w51.csv,Chickenpox,232
cdi_ca_1958_wk_prov_dbs__0051__w51.csv,Mumps,267
cdi_ca_1958_wk_prov_dbs__0052__w52.csv,Chickenpox,265
cdi_ca_1958_wk_prov_dbs__0052__w52.csv,Mumps,115
cdi_ca_1958_wk_prov_dbs__0053__template.csv,Chickenpox,
cdi_ca_1958_wk_prov_dbs__0053__template.csv,Mumps,
