98,235,86,26680,24412,32611,-,3,-,2,-,-,13,5,1,..,..,..,7,11,21,53,96,30,13,5,8,..,..,12,..,..,2,10,15,17,1
2,-,1,62,68,91,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,6,2
18,11,11,435,432,432,-,-,-,-,-,-,-,-,-,2,2,..,..,3,1,2,-,2,3,-,-,2,-,-,3,-,-,6,6,-,3
-,-,-,-,2,7,-,-,-,-,-,-,-,-,-,..,..,..,..,..,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,4
18,11,11,435,430,430,-,-,-,-,-,-,-,-,-,2,2,..,..,3,1,2,-,2,3,-,-,2,-,-,3,-,-,6,6,-,5
2,2,2,17,18,23,-,-,-,..,..,..,-,-,-,-,-,-,..,2,..,..,..,..,-,-,-,2,-,1,-,-,-,-,-,-,6
126,55,59,8805,36652,9049,..,..,..,39,9,..,86,43,28,-,-,-,-,-,-,-,-,-,1,2,1,-,-,-,..,..,..,-,1,-,7
152,246,121,41208,43678,47337,2,-,1,1,-,1,17,13,6,..,..,1,27,52,40,60,156,28,5,9,11,..,..,7,10,7,16,30,9,16,8
-,2,3,229,209,189,1,2,-,..,..,..,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,..,..,..,-,-,1,9
96,127,98,21647,19928,28321,-,-,-,-,-,-,6,12,1,..,..,..,3,14,20,67,60,62,5,9,11,..,..,6,..,..,2,15,32,15,10
31,26,203,245,599,1261,-,-,1,-,-,3,-,-,8,1,3,4,7,7,19,7,10,61,-,2,4,1,-,18,9,2,12,6,2,11,11
15,17,83,134,318,513,-,-,1,-,-,1,-,-,5,-,1,-,7,5,7,5,6,23,-,2,3,(6),-,4,3,1,1,-,2,6,12
15,7,101,91,227,695,-,-,-,-,-,-,-,-,-,1,2,4,-,-,4,2,4,38,-,-,1,(6),-,4,6,1,3,6,-,5,13
103,73,37,49134,17409,9035,1,1,-,..,..,..,3,2,1,..,..,..,1,25,5,74,25,12,4,-,-,..,1,1,8,6,7,12,13,9,14
83,77,60,8877,6422,9419,1,-,-,31,3,2,32,35,8,1,1,-,6,7,20,8,19,11,2,-,5,-,3,6,-,6,8,2,3,6,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
184,213,175,6218,6543,7110,11,6,1,-,1,1,8,-,1,9,7,10,87,58,68,17,56,11,6,40,12,13,11,6,11,18,17,22,16,21,17
154,142,156,5039,5356,5717,11,6,1,-,1,-,7,-,1,9,5,9,86,56,66,(6),(6),(6),5,38,12,8,8,6,11,13,14,17,15,20,18
13,15,10,390,419,365,-,-,-,-,-,-,1,-,-,-,2,-,1,2,2,(6),(6),(6),1,2,-,5,3,-,..,5,..,5,1,3,19
7,14,10,287,232,314,-,-,-,-,-,-,-,-,-,-,-,-,5,10,5,2,4,1,-,-,-,-,-,-,-,-,-,-,-,-,20
-,4,2,103,90,90,-,-,-,-,-,-,-,-,-,..,..,..,..,2,1,-,1,1,-,1,-,-,-,-,..,..,..,-,-,-,21
365,378,333,10929,11395,11963,10,4,9,3,-,-,6,8,11,3,5,3,64,78,88,49,47,59,28,25,29,27,25,23,79,73,55,96,113,51,22
-,2,4,66,75,145,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,1,-,-,-,-,-,-,1,-,1,-,23
1,1,3,30,32,78,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,24
37,28,36,1231,1613,1778,-,1,2,-,-,-,3,-,2,-,-,1,19,14,9,3,8,11,2,1,1,1,-,1,2,-,1,7,4,4,25
327,347,289,9599,9660,9753,10,3,6,3,-,-,3,8,8,3,5,2,45,63,68,46,39,45,26,23,27,26,25,21,76,73,52,89,108,42,26
-,-,-,3,15,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27
137,130,211,5636,9088,5572,-,-,-,9,1,-,3,-,2,-,-,-,34,61,69,25,14,70,8,6,9,13,5,13,6,3,17,39,40,11,28
