609,906,1629,36463,33599,45887,-,-,2,4,-,6,44,75,54,..,..,3,130,220,239,419,355,719,12,45,54,..,..,47,..,..,148,208,211,245,1
-,2,6,136,139,190,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2
-,4,9,617,673,673,-,-,-,-,-,-,-,-,-,..,4,..,..,..,3,-,-,1,-,-,-,-,-,-,-,-,-,-,-,2,3
-,-,-,2,3,19,-,-,-,-,-,-,-,-,-,..,..,..,..,..,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4
-,4,9,614,670,670,-,-,-,-,-,-,-,-,-,..,4,..,..,..,..,-,-,1,-,-,-,-,-,-,-,-,-,-,-,2,5
-,-,-,46,35,42,-,-,-,..,..,..,-,-,-,-,-,-,..,..,..,..,..,..,-,-,-,-,-,-,-,-,-,-,-,-,6
116,106,87,11086,38438,10110,..,..,..,57,22,-,55,82,69,..,..,1,-,-,-,1,1,4,3,1,-,-,-,-,..,..,..,-,-,-,7
884,1074,1855,53427,56922,56922,-,-,11,..,..,1,30,47,108,..,..,10,191,322,197,501,256,453,43,40,41,..,..,29,119,107,90,254,302,272,8
4,2,4,283,310,298,1,1,-,1,-,-,-,-,-,-,-,-,1,-,-,1,-,2,-,1,-,-,-,-,..,..,..,1,-,-,9
310,710,1134,27734,27193,35189,-,-,2,7,4,3,3,22,12,..,..,..,78,132,108,204,222,227,18,22,27,..,..,33,..,..,80,237,308,71,10
3,2,5,615,1021,2568,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,1,-,4,-,1,-,11
2,1,4,361,551,1163,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,12
1,1,1,206,376,1295,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,13
79,249,159,52080,20409,10116,-,-,-,..,..,..,1,-,9,..,..,..,28,48,7,35,18,117,-,4,-,..,..,2,15,90,27,89,89,20,14
145,129,444,11621,9360,14054,6,1,3,8,6,10,16,12,28,1,-,3,29,46,69,68,35,63,1,1,12,4,7,12,12,14,98,7,7,54,15
-,-,-,-,-,-,-,-,-,..,..,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
106,171,170,9205,10170,10474,1,10,11,-,1,1,4,1,1,5,9,14,64,79,42,16,4,33,9,16,11,7,5,5,-,20,15,8,26,26,17
86,159,133,7588,8073,8547,1,10,10,-,-,-,4,1,1,5,9,14,62,78,40,(6),(6),(6),8,16,10,6,4,1,-,20,15,8,21,22,18
4,8,9,508,580,567,-,-,-,-,1,-,-,-,-,-,-,-,2,1,2,(6),(6),(6),1,-,-,1,1,1,-,-,-,-,5,4,19
1,5,4,451,380,469,-,-,-,-,-,-,-,-,-,-,-,-,-,4,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,-,20
4,2,1,143,122,133,-,-,-,-,-,-,-,-,-,-,-,-,4,..,..,-,1,-,-,-,-,-,-,-,..,..,..,-,1,-,21
148,311,250,16737,16647,18207,6,2,5,-,4,1,2,2,4,1,1,7,28,66,70,37,47,45,15,28,21,19,28,22,40,43,39,26,90,30,22
2,1,3,115,128,201,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2,-,-,-,1,-,-,-,1,-,-,-,23
-,1,-,54,49,109,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,24
21,25,38,1924,2218,2588,-,-,3,-,-,-,-,-,-,1,1,1,8,12,-,5,4,9,-,3,-,2,1,1,5,-,1,-,4,4,25
125,283,213,14632,14230,14416,6,2,3,-,4,1,2,2,4,-,-,5,20,54,21,32,43,40,13,25,21,17,25,20,35,42,38,26,86,28,26
-,1,-,12,22,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,27
64,112,190,8727,13682,9387,-,-,-,1,3,-,-,-,5,-,2,1,39,76,51,13,13,48,5,2,7,3,2,3,3,2,10,-,12,17,28
