Table: Table_1
,,,,,CANADA2,,,,NFLD.,,,P.E.I.,,,N.S.,,,N.B.,,,QUE.,,,ONT.,,,MAN.,,,SASK.,,,ALTA.,,,B.C.,,
10,Mumps,903,902,994,"4,126","4,537","4,537",-,-,-,,6,6,27,83,22,.R,...,.A,133,118,163,277,270,408,24,11,41,,,63,,,9,442,414,222,10
11,Poliomyelitis, epidemic:4,1,2,7,9,16,21,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,-,-,1,1,-,-,-,-,-,1,-,-,2,11
12,(a) With paralysis,1,-,3,7,8,16,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,12
13,(b) Without paralysis,-,2,2,2,3,3,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,1,-,-,1,-,-,-,-,-,-,,,-,I,13
14,Rubella,293,450,280,"1,643","5,101","1,084",-,-,-,,R.P.,,6,8,3,,P.O,,27,40,12,47,69,129,14,1,1,,....,7,-,162,33,199,170,55,14
15,Scarlet-fever, etc.,248,198,415,"1,202","1,487","1,763",6,1,2,20,15,7,9,17,10,-,-,2,108,56,92,71,80,69,9,1,19,3,-,13,-,12,54,22,16,56,15
16,Smallpox,-,-,-,-,-,-,-,-,-,,...,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1€
17,Tuberculosis:,136,147,176,697,859,859,4,3,3,1,1,1,1,-,2,9,6,18,53,44,86,28,25,28,6,7,8,8,13,6,-,23,14,26,25,27,17
18,(a) Pulmonary,91,110,138,537,712,712,4,2,3,-,1,-,1,-,2,-,5,15,48,42,78,(6),(6),(6),6,7,8,8,9,4,-,22,12,24,22,24,18
19,(b) Non-pulmonary,17,12,12,65,36,46,-,1,-,1,-,-,-,-,-,9,1,-,5,2,4,(6),(6),(6),-,-,-,-,4,-,-,1,1,2,3,1,19
20,Typhoid and paratyphoid,3,6,10,30,50,42,-,-,-,-,-,-,-,-,-,-,-,-,1,5,4,1,-,1,-,-,-,-,--,I,-,-,1,1,1,-,20
21,Undulant fever,-,2,4,10,18,9,-,-,-,-,-,,1,-,-,-,-,-,,2,4,-,-,-,-,-,-,-,-,-,,,A.O.,I,-,1:,21
22,Venereal diseases:,266,322,379,"1,605","1,690","1,778",7,17,9,1,I,2,15,9,17,4,5,4,75,62,81,37,36,61,17,20,28,22,16,22,-,79,65,88,78,74,22
23,(a) Syphilis, primary,2,4,5,14,17,17,1,-,-,-,-,-,-,1,=,-,=,-,-,I,1,-,-,1,-,1,-,-,2,1,-,-,-,1,-,I,23
,(b) secondary,-,-,7,-,9,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24
25,(c) other,27,36,58,162,155,244,-,1,3,1,-,-,-,1,3,1,2,1,11,20,19,6,6,16,1,-,1,2,-,2,-,2,1,6,4,5,25
26,(d) Gonorrboea,237,282,328,"1,428","1,509","1,509",6,16,5,1,-,1,15,7,14,3,3,2,64,42,56,31,30,53,16,19,26,20,14,19,-,77,64,81,74,66,26
27,e) Other venereal diseases?,-,-,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27
28,Whooping cough,187,301,227,812,948,948,-,-,1,1,-,1,7,-,3,-,3,-,127,197,76,20,62,51,11,-,14,3,-,6,-,25,8,18,14,30,28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
