Table: Table_1
,,,,,CANADA2,,,,NFLD.,,,P.E.I.,,,N.S.,,,N.B.,,,QUE.,,,ONT.,,,MAN.,,,SASK.,,,ALTA.,,,B.C.,,
No.,DISEASE,,Previous,,,Cumulative,Total³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No.
,,Report Week,Week,Median 1952-56,1957,1956,Median 1952-56,Report Week,Previous Week,Median 1952-56,Report Week,Previous Week,Median 1952-56,Report Week,Previous Week,Median 1952-56,Report Week,Previous Week,Median 1952-56,Report Week,Previous Week,Median 1952-56,Report Week,Previous "eek,Median 1952-56,Report Week,Previous Week,Median 1952-56,Report Week,Previous Week,Median 1952-56,Report Week,Previous Week,Median 1952-56,Report Week,Previous Week,Median 1952-56,
1,Chickenpox,"1,275","1,269","1,083","14,600","15,115","16,260",..,: .,4,2,:,3,67,40,31,,,1,281,207,186,677,781,524,28,47,24,...,:,36,....,9.P.,13,220,194,162,1
2,Diphtheria,2,2,4,53,42,42,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,2,-,-,-,-,1,-,-,-,-,-,2
3,Dysentery:4,22,22,17,165,116,136,-,-,-,4,-,-,-,--,-,-,-,-,10,,...,-,7,3,-,-,-,1,-,1,-,-,-,7,15,6,3
4,(a) Amoebic,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,,,...,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,4
5,(h) Bacillary,22,22,17,164,116,136,-,-,-,4,-,-,-,-,-,-,-,-,10,,...,-,7,3,-,1,-,1,-,1,I,-,-,7,15,6,5
6,Encephalitis, infectious,-,1,-,2,4,6,-,-,-,,...,...,-,-,1,-,-,-,,,..,-,-,-,-,1,-,-,-,-,,-,-,-,-,I,6
7,Influenza, epidemic,146,124,399,"1,217","5,490","3,955",P.O,,A.*,76,27,63,53,70,69,,,,-,-,-,3,1,20,6,26,8,I,-,I,2,,,6,1,12,7
8,Measles,"2,183","2,102","1,749","24,993","21,349","21,672",,-,12,,,7,43,29,66,,,1,296,237,400,398,621,531,96,103,54,--,,30,559,579,170,791,533,161,8
9,Meningitis, meningococcal,3,4,7,76,87,86,2,-,-,-,2,-,-,-,-,I,-,-,1,-,1,-,2,2,-,-,-,-,-,-,,,,-,-,1,9
10,Mumps,917,934,975,"11,145","11,906","11,906",,: .,....,: .,...,14,51,26,22,...,...,1,190,253,215,328,363,404,18,21,42,9.8,*,24,A.P.,,21,330,271,138,10
11,Poliomyelitis, epidemic:⁴,--,1,7,22,41,51,-,-,-,I,-,-,-,-,-,-,-,-,-,1,-,-,--,-,-,-,1,-,-,-,-,-,2,-,-,-,11
12,(a) With paralysis,-,(6),3,13,27,36,-,-,-,-,1,1,-,-,-,-,-,-,-,(6),-,--,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12
13,(b) Without paralysis,-,(6),2,5,14,14,-,-,-,-,:,,I,-,:,-,-,-,-,(6),-,-,-,-,-,-,1,-,-,-,-,AT,-,-,-,-,13
14,Rubella,"1,058",963,505,"8,146","20,361","3,849",-,-,-,,R.A.,...,12,,19,,,...,53,32,26,78,60,241,u,4,1,...,R.S,3,611,653,444,301,213,14,14
15,Scarlet fever, etc.⁵,243,189,432,"3,256","4,423","5,272",-,2,3,15,16,9,51,45,12,2,-,10,36,-,76,102,68,92,2,4,9,1,4,34,23,34,64,11,18,70,15
16,Smallpox,-,-,-,I,-,-,-,-,-,...,...,,-,,-,-,-,-,:,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,1€
17,Tuberculosis:4,182,172,169,"2,082","2,191","2,472",2,3,5,-,-,2,1,1,3,14,10,14,65,€4,61,39,23,23,7,9,10,2,19,5,33,11,14,19,32,39,17
18,(a) Pulmonary,139,137,136,"1,666","1,769","2,003",2,3,5,-,-,2,1,-,3,13,02,14,64,62,58,6),(6),(6),7,8,10,2,16,4,31,10,14,19,30,36,18
19,(b) Non-pulmonary,4,12,6,133,106,127,-,-,-,-,-,-,-,1,-,1,2,-,1,2,2,(6),(6),(G),-,1,-,-,3,1,2,1,-,1,2,1,19
20,Typhoid and paratyphoid,6,5,9,73,88,88,I,-,-,-,1,-,-,-,-,-,-,-,in,4,1,1,,-,-,1,-,-,-,-,3,1,-,-,-,-,20
21,Undulant fever,3,5,1,27,36,28,-,-,-,-,-,-,-,-,-,-,-,-,2,4,...,1,-,-,-,-,-,-,1,-,...,,,-,-,-,21
22,Venereal diseases:,295,325,347,"4,234","4,059","4,455",6,8,5,-,2,I,8,17,14,1,o,6,119,54,do,45,73,71,18,14,29,27,32,22,1,66,42,71,53,45,22
23,(a) Syphilis, primary,I,2,3,39,34,41,-,-,-,:,I,I,-,-,I,-,1,-,I,-,-,-,-,-,-,-,-,-,2,-,-,-,1,,-,1,23
24,(b) " secondary,1,,-,10,12,17,I,I,I,-,I,-,1,2,:,-,-,-,-,!,1,1,-,I,-,1,I,-,-,-,-,-,à,-,-,,24
25,(c) " other,69,41,46,546,449,662,1,I,I,-,1,I,I,3.,2,-,-,3,54,12,14,7,15,15,-,2,2,4,3,1,-,2,2,u,4,4,25
26,(d) Gonorrhoea,225,282,293,"3,637","3,564","3,597",5,8,5,-,N,-,CO,14,in,1,C,3,65,42,66,37,58,55,13,12,26,3,27,18,1,64,40,68,49,40,26
27,(e) Other venereal diseases?,-,-,-,2,-,,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,,..,-,-,4,-,-,-,-,-,-,-,PUI,27
28,Whooping cough,130,150,203,"2,182","2,270","2,270",-,-,,,-,1,-,-,7,-,1,-,63,65,71,26,51,37,3,-,4,-,-,2,19,20,12,6,13,31,28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
