1135,1111,1031,13395,12408,14545,1,3,2,-,-,6,30,39,17,-,-,1,276,244,230,579,621,503,29,18,26,..,..,21,..,..,56,220,186,145,1
8,2,3,36,32,38,-,-,-,-,-,-,-,-,-,-,-,-,8,-,1,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,2
7,13,10,116,97,108,-,-,-,-,-,-,-,-,-,..,..,..,..,..,..,3,7,4,1,-,-,-,-,-,-,-,-,3,6,7,3
-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,..,..,..,..,..,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4
7,13,10,116,97,100,-,-,-,-,-,-,-,-,-,..,..,..,..,..,..,3,7,4,1,-,-,-,-,-,-,-,-,3,6,7,5
1,-,-,4,4,4,-,-,-,..,..,..,-,-,-,-,-,-,..,..,..,..,..,..,-,-,-,-,-,-,-,-,-,1,-,-,6
2230,167,284,4953,18776,3020,..,..,..,65,27,..,63,46,107,-,-,1,-,-,-,26,74,24,1,2,1,-,8,-,..,..,..,2075,10,200,7
1323,1697,1866,18629,18066,19850,4,16,9,14,15,3,44,103,42,-,-,-,235,390,314,857,949,668,58,39,100,..,16,51,10,39,133,101,130,184,8
7,5,8,75,79,72,-,4,-,1,..,..,-,-,-,-,-,1,1,1,1,4,-,2,-,-,-,-,-,-,..,..,..,1,-,-,9
1139,820,941,10264,9575,12383,-,-,1,6,2,4,9,3,39,-,-,-,202,216,220,623,369,381,78,35,35,..,..,76,..,..,19,221,195,119,10
2,4,2,32,36,36,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,2,1,11
2,3,2,20,28,28,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,1,-,12
-,1,-,7,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,13
2154,2194,362,16179,5436,3055,-,12,-,..,..,..,34,31,10,..,..,..,1027,1266,16,657,534,164,8,8,1,..,7,11,17,-,21,411,336,21,14
415,401,459,3724,2754,4343,1,2,-,16,18,7,26,32,9,1,-,19,104,89,100,205,204,68,5,14,15,1,-,10,36,24,42,20,18,57,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
150,193,201,1864,1927,2182,5,4,4,-,4,-,6,1,4,3,24,11,44,66,84,22,20,28,7,18,10,5,22,7,24,12,18,34,22,27,17
117,150,163,1528,1548,1782,5,4,3,-,2,-,6,1,4,3,23,11,42,58,80,(6),(6),(6),6,18,10,3,14,6,19,12,16,33,18,25,18
9,23,9,107,124,117,-,-,1,-,2,-,-,-,-,-,1,-,2,8,3,(6),(6),(6),1,-,-,-,8,1,5,..,1,1,4,3,19
3,2,8,70,36,107,-,-,-,-,-,-,-,-,-,-,-,-,3,-,5,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,20
4,1,3,34,18,23,-,-,-,-,-,-,-,-,-,..,..,..,2,..,2,-,1,-,1,-,-,-,-,-,1,..,..,-,-,-,21
279,284,320,3555,3795,3876,11,9,5,2,-,-,8,16,11,9,4,6,58,73,78,43,42,63,31,28,24,12,12,17,49,50,51,56,50,48,22
1,3,2,29,28,48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,3,-,-,-,-,23
-,1,4,13,8,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,24
32,31,58,386,552,633,2,-,1,-,-,-,1,4,3,-,-,3,16,15,35,11,3,16,-,-,2,-,3,2,1,2,2,1,4,2,25
246,249,240,3127,3200,3108,9,9,3,2,-,-,7,12,8,9,4,3,42,58,56,32,39,41,30,28,22,12,9,17,48,44,48,55,46,44,26
-,-,-,-,7,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27
157,140,132,1869,3878,2063,6,8,-,9,15,2,2,9,3,1,1,-,78,67,54,18,7,39,7,4,2,1,7,3,7,15,10,28,7,11,28
