632,623,779,24590,22564,28485,4,-,3,6,10,4,27,25,41,..,..,..,93,154,91,343,324,362,33,12,30,..,..,24,..,..,26,126,98,135,1
-,1,3,46,52,81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,2
14,20,10,299,245,245,-,-,-,-,-,-,-,-,-,..,..,..,1,..,..,-,-,1,-,-,1,-,-,-,-,2,-,13,18,5,3
-,-,-,-,1,6,-,-,-,-,-,-,-,-,-,..,..,..,..,..,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4
14,20,10,299,244,244,-,-,-,-,-,-,-,-,-,..,..,..,1,..,..,-,-,1,-,-,1,-,-,-,-,2,-,13,18,5,5
1,-,-,9,11,16,-,-,-,..,..,..,-,-,-,-,-,-,..,..,..,..,..,..,-,-,-,1,-,-,-,-,-,-,-,-,6
168,160,42,7769,35988,8774,..,..,..,140,88,..,26,67,31,-,1,1,-,-,-,1,3,1,1,1,1,-,-,-,..,..,..,-,-,-,7
1137,1382,974,37324,39478,42610,2,4,10,12,16,7,20,27,23,..,..,4,190,456,210,762,695,354,38,26,23,..,..,13,37,30,136,76,128,141,8
8,2,4,165,156,154,-,-,-,..,..,..,2,-,-,-,-,-,-,1,-,-,1,1,1,-,-,2,-,-,..,..,..,3,-,-,9
417,491,389,20091,18473,26448,-,1,-,8,21,1,3,-,13,..,..,..,45,101,84,259,260,196,21,24,18,..,..,17,..,..,17,81,84,58,10
2,5,17,70,131,131,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,2,8,-,1,-,-,-,-,-,-,4,1,2,4,11
2,1,9,43,80,80,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,3,-,1,-,-,-,-,-,-,-,1,-,1,12
-,4,8,21,41,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,5,-,-,-,-,-,-,-,-,-,-,2,1,13
968,1653,205,46899,16549,8357,1,1,-,..,..,..,38,32,5,..,..,..,152,481,12,497,586,62,1,4,-,..,..,8,19,19,32,260,530,31,14
170,188,201,7858,5618,8666,1,2,3,7,16,1,34,19,6,-,-,2,16,54,57,85,78,48,3,2,6,3,1,21,10,6,20,11,10,30,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
167,182,243,4425,4552,5122,10,12,8,1,1,-,1,6,1,3,5,17,54,50,91,24,18,28,6,8,12,-,-,16,28,40,25,40,42,32,17
134,148,192,3600,3683,4076,10,12,7,1,1,-,1,6,1,-,5,17,53,47,91,(6),(6),(6),6,7,12,-,-,11,26,34,23,37,36,30,18
9,16,13,263,297,248,-,-,-,-,-,-,-,-,-,3,-,-,1,3,1,(6),(6),(6),-,1,-,-,-,5,2,6,2,3,6,5,19
11,10,7,196,123,221,2,-,-,-,-,-,-,-,-,-,1,-,5,3,5,1,2,1,-,-,-,-,1,-,-,-,-,3,3,-,20
3,5,3,76,55,59,-,-,-,-,-,-,-,-,-,..,..,..,1,1,1,1,3,1,1,1,-,-,-,-,..,..,..,-,-,-,21
282,327,297,7688,7977,8466,-,13,9,-,1,-,8,4,7,2,4,6,50,70,55,46,39,57,21,22,33,23,27,30,56,59,54,76,88,56,22
2,1,5,49,57,104,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,-,-,1,-,-,-,1,1,-,-,-,-,-,23
1,-,3,22,18,65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,24
36,22,50,922,1142,1339,-,-,-,-,-,-,-,1,2,-,-,1,19,11,18,5,8,12,-,-,1,4,-,2,2,1,3,6,1,2,25
242,304,234,6694,6747,6752,-,13,9,-,1,-,8,3,4,2,4,5,31,59,42,40,31,46,20,21,29,19,27,24,52,58,49,70,87,52,26
1,-,-,1,13,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,27
130,165,121,4387,6817,4239,-,-,-,39,19,-,3,-,2,-,2,-,54,86,43,10,10,28,8,8,6,-,9,3,5,17,17,11,14,22,28
