690,1028,952,15115,14211,16260,2,2,1,1,-,2,17,16,27,-,-,-,199,335,173,296,382,473,14,14,25,..,..,19,..,..,47,161,279,183,1
-,1,1,37,37,45,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
4,4,13,124,136,136,-,-,-,-,-,-,-,-,-,..,..,..,..,1,..,-,-,1,-,-,-,-,-,-,-,-,-,4,3,12,3
-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,..,..,..,..,..,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4
4,4,12,124,136,136,-,-,-,-,-,-,-,-,-,..,..,..,..,1,..,-,-,1,-,-,-,-,-,-,-,-,-,4,3,12,5
-,-,1,4,6,6,-,-,-,..,..,..,-,-,-,-,-,-,..,..,..,..,..,..,-,-,-,-,-,-,-,-,-,-,-,-,6
372,126,672,5466,27575,3955,..,..,..,86,62,..,36,46,83,-,-,1,-,-,-,3,11,12,-,4,6,-,-,-,..,..,..,247,3,7,7
1388,1329,1607,21346,21672,23810,2,7,5,15,8,5,40,35,40,-,-,3,634,441,244,531,614,621,33,52,59,..,3,13,4,14,78,129,155,144,8
10,3,7,87,94,86,1,2,-,1,..,..,-,-,-,-,-,1,-,-,1,3,-,1,-,-,1,-,-,1,..,..,..,5,1,2,9
715,926,1048,11905,11133,15629,-,-,1,14,-,3,3,-,27,-,-,1,104,301,208,404,360,413,51,46,42,1,..,51,..,..,24,138,219,150,10
4,2,2,39,51,51,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,2,1,-,-,-,-,11
2,1,1,23,36,36,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,12
2,1,-,11,12,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,1,-,-,-,-,13
1836,2509,408,20424,7380,3849,22,5,-,..,..,..,19,25,8,..,..,..,790,1373,36,298,356,200,22,7,-,..,..,6,8,6,29,677,737,26,14
319,352,324,4395,3304,5272,1,2,1,14,16,3,27,24,31,-,1,9,51,115,70,180,151,67,2,-,15,1,1,9,12,17,49,31,25,50,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
127,170,178,2162,2240,2562,7,11,3,1,1,-,-,-,4,9,6,14,61,68,69,15,22,20,10,10,11,2,14,7,8,8,18,14,30,29,17
107,138,144,1774,1785,2075,7,11,2,1,1,-,-,-,4,9,6,14,57,66,66,(6),(6),(6),9,10,11,2,13,5,8,7,15,14,24,21,18
5,10,12,122,153,127,-,-,1,-,-,-,-,-,-,-,-,-,4,2,1,(6),(6),(6),1,-,-,-,1,1,..,1,1,-,6,4,19
4,6,7,83,50,126,-,-,-,-,-,-,-,-,-,-,-,-,2,2,5,-,1,1,-,-,-,-,3,-,-,-,-,2,-,1,20
-,2,3,36,20,28,-,-,-,-,-,-,-,-,-,..,..,..,..,2,1,-,-,-,-,-,-,-,-,-,..,..,..,-,-,-,21
270,284,350,4109,4393,4584,5,4,9,-,-,-,8,10,12,4,1,6,79,46,90,46,49,62,29,30,27,18,20,25,35,49,49,46,63,60,22
3,2,4,34,29,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,1,1,1,-,-,-,-,2,-,-,-,-,-,23
-,-,2,13,8,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24
40,26,46,452,637,762,-,-,3,-,-,-,2,2,3,1,-,1,20,8,18,6,8,14,2,5,1,1,1,3,2,1,1,6,1,8,25
227,256,264,3610,3711,3597,5,4,5,-,-,-,6,8,9,3,1,4,59,38,60,40,41,48,26,24,25,17,19,17,31,45,45,40,62,49,26
-,-,-,-,8,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27
221,179,161,2270,4276,2359,34,2,1,11,17,-,5,2,13,2,-,-,106,112,36,22,11,35,2,7,7,2,2,2,4,7,7,33,11,31,28
