82.42,85.89,85.99,89.45,24.73,91.26,82.62,27.54,79.49,78.22,47.51,83.84,32.74,82.81,47.61,82.47,30.81,84.23,29.71,73.88,84.72,35.52,76.42,47.61,81.88,38.53,84.57,70.75,76.07,82.62,68.51,81.10,47.41,86.57,83.30,83.01,84.28
77.34,80.57,80.71,83.94,23.21,85.64,77.54,25.85,74.61,73.44,44.58,78.66,30.71,77.69,44.68,77.39,28.91,79.05,27.88,69.34,79.49,33.33,71.73,44.68,76.86,36.16,79.35,66.41,71.39,77.54,64.26,76.12,44.51,81.25,78.17,77.88,79.10
81.88,85.30,85.45,88.87,24.57,90.67,82.08,27.37,78.96,77.73,47.19,83.25,32.52,82.23,47.29,81.93,30.59,83.69,29.52,73.39,84.13,35.28,75.93,47.29,81.35,38.26,83.98,70.31,75.54,82.08,68.02,80.57,47.09,85.99,82.76,82.42,83.74
79.05,82.32,82.47,85.79,23.72,87.50,79.25,26.42,76.22,75.05,45.56,80.37,31.40,79.39,45.65,79.10,29.54,80.81,28.49,70.85,81.25,34.06,73.29,45.65,78.52,36.94,81.10,67.87,72.95,79.25,65.67,77.78,45.48,83.01,79.88,79.59,80.81
77.64,80.91,81.01,84.28,23.30,85.99,77.83,25.95,74.90,73.73,44.75,78.96,30.83,78.03,44.85,77.69,29.00,79.35,27.98,69.58,79.79,33.47,72.02,44.85,77.15,36.28,79.69,66.65,71.63,77.83,64.50,76.42,44.68,81.54,78.47,78.17,79.39
79.54,82.86,83.01,86.33,23.88,88.09,79.74,26.59,76.71,75.54,45.85,80.91,31.59,79.93,45.95,79.59,29.74,81.30,28.66,71.29,81.74,34.28,73.78,45.95,79.00,37.18,81.64,68.31,73.39,79.74,66.11,78.32,45.78,83.54,80.42,80.08,81.35
76.03,79.20,79.30,82.47,22.80,84.13,76.17,25.39,73.29,72.17,43.80,77.29,30.18,76.37,43.90,76.03,28.39,77.69,27.39,68.12,78.12,32.74,70.46,43.90,75.49,35.52,77.98,65.23,70.12,76.17,63.13,74.80,43.73,79.83,76.81,76.51,77.73
76.61,79.79,79.93,83.11,22.99,84.81,76.76,25.59,73.88,72.71,44.14,77.88,30.42,76.95,44.24,76.66,28.61,78.27,27.61,68.65,78.71,33.01,71.04,44.24,76.07,35.79,78.56,65.77,70.65,76.76,63.62,75.39,44.07,80.42,77.44,77.10,78.32
76.17,79.35,79.49,82.67,22.85,84.33,76.37,25.46,73.49,72.31,43.90,77.44,30.25,76.51,43.99,76.22,28.47,77.83,27.44,68.26,78.27,32.81,70.65,43.99,75.63,35.60,78.17,65.38,70.26,76.37,63.28,74.95,43.82,79.98,77.00,76.71,77.88
80.37,83.69,83.84,87.21,24.11,88.96,80.52,26.86,77.49,76.27,46.31,81.74,31.91,80.71,46.41,80.42,30.03,82.13,28.96,72.02,82.57,34.62,74.51,46.41,79.83,37.55,82.42,68.99,74.17,80.52,66.75,79.10,46.24,84.38,81.20,80.91,82.18
