82.57,73.49,85.16,88.23,47.44,89.26,78.76,34.59,86.23,76.03,82.37,82.28,22.45,82.28,26.59,81.54,22.68,84.72,77.78,45.58,87.21,62.40,74.41,47.44,85.94,72.46,86.28,76.32,75.78,87.45,58.35,85.16,46.51,86.13,84.57,78.32,84.47
70.51,62.74,72.71,75.34,40.50,76.22,67.24,29.54,73.63,64.89,70.31,70.26,19.17,70.26,22.71,69.63,19.36,72.36,66.41,38.92,74.46,53.27,63.53,40.50,73.39,61.87,73.68,65.14,64.70,74.66,49.83,72.71,39.72,73.54,72.22,66.89,72.17
77.69,69.14,80.13,83.06,44.65,84.03,74.12,32.57,81.15,71.58,77.54,77.44,21.13,77.44,25.02,76.76,21.35,79.74,73.19,42.92,82.08,58.74,70.02,44.65,80.91,68.21,81.25,71.83,71.34,82.32,54.93,80.13,43.77,81.05,79.64,73.73,79.54
73.78,65.67,76.12,78.91,42.41,79.79,70.41,30.93,77.05,67.97,73.63,73.54,20.07,73.54,23.77,72.90,20.28,75.73,69.53,40.75,77.93,55.76,66.50,42.41,76.81,64.75,77.15,68.21,67.77,78.17,52.20,76.12,41.58,77.00,75.63,70.02,75.54
82.32,73.29,84.91,88.04,47.31,89.01,78.56,34.52,85.99,75.83,82.18,82.08,22.39,82.08,26.51,81.30,22.62,84.52,77.59,45.46,86.96,62.26,74.22,47.31,85.69,72.27,86.08,76.12,75.59,87.26,58.20,84.91,46.39,85.89,84.38,78.12,84.28
75.39,67.14,77.78,80.62,43.33,81.54,71.92,31.62,78.76,69.43,75.24,75.15,20.51,75.15,24.29,74.46,20.72,77.39,71.04,41.65,79.64,56.98,67.97,43.33,78.52,66.21,78.86,69.68,69.24,79.88,53.32,77.78,42.48,78.66,77.29,71.58,77.20
69.92,62.26,72.12,74.76,40.19,75.63,66.70,29.32,73.05,64.40,69.78,69.68,19.02,69.68,22.52,69.09,19.21,71.78,65.87,38.62,73.88,52.88,63.04,40.19,72.80,61.38,73.10,64.65,64.21,74.07,49.44,72.12,39.40,72.95,71.68,66.36,71.58
74.12,65.97,76.46,79.25,42.60,80.18,70.70,31.08,77.44,68.26,73.97,73.88,20.15,73.88,23.88,73.24,20.36,76.07,69.87,40.94,78.32,56.05,66.80,42.60,77.20,65.09,77.49,68.51,68.07,78.56,52.44,76.46,41.77,77.34,75.98,70.36,75.88
76.27,67.87,78.66,81.54,43.82,82.47,72.75,31.96,79.64,70.21,76.07,76.03,20.74,76.03,24.56,75.34,20.95,78.27,71.88,42.11,80.57,57.67,68.75,43.82,79.39,66.94,79.74,70.51,70.02,80.81,53.91,78.66,42.97,79.54,78.12,72.36,78.08
81.15,72.22,83.69,86.77,46.63,87.74,77.39,34.01,84.77,74.71,80.96,80.86,22.06,80.86,26.15,80.13,22.29,83.30,76.46,44.80,85.69,61.33,73.14,46.63,84.47,71.24,84.81,75.00,74.51,85.99,57.37,83.69,45.73,84.67,83.15,77.00,83.06
77.49,68.99,79.93,82.86,44.53,83.79,73.93,32.50,80.91,71.39,77.34,77.25,21.07,77.25,24.96,76.56,21.29,79.54,73.00,42.80,81.84,58.59,69.82,44.53,80.66,68.02,81.01,71.63,71.14,82.13,54.79,79.93,43.65,80.86,79.39,73.54,79.30
80.81,71.92,83.35,86.38,46.44,87.40,77.10,33.86,84.38,74.41,80.62,80.52,21.97,80.52,26.03,79.83,22.19,82.96,76.12,44.63,85.35,61.08,72.85,46.44,84.13,70.95,84.47,74.71,74.17,85.60,57.13,83.35,45.53,84.28,82.81,76.66,82.71
79.15,70.46,81.64,84.62,45.48,85.60,75.49,33.18,82.67,72.90,78.96,78.91,21.52,78.91,25.49,78.17,21.74,81.25,74.56,43.70,83.59,59.81,71.34,45.48,82.37,69.48,82.76,73.14,72.66,83.84,55.96,81.64,44.60,82.57,81.10,75.10,81.01
