78.66,75.98,80.22,82.03,36.91,84.03,78.27,55.03,82.86,76.42,69.04,81.45,41.53,81.93,44.48,79.35,21.36,82.03,76.56,73.34,82.32,62.84,82.23,44.48,81.69,65.77,82.62,67.58,59.42,80.81,59.28,77.15,27.34,81.79,77.05,75.83,77.49
84.67,81.79,86.38,88.28,39.72,90.48,84.23,59.23,89.16,82.23,74.27,87.65,44.70,88.18,47.88,85.40,22.99,88.28,82.37,78.91,88.57,67.68,88.53,47.88,87.89,70.80,88.92,72.75,63.96,86.96,63.82,83.06,29.44,88.04,82.96,81.64,83.40
69.04,66.70,70.41,71.97,32.40,73.78,68.70,48.29,72.71,67.04,60.60,71.48,36.45,71.92,39.04,69.63,18.75,71.97,67.19,64.36,72.27,55.18,72.17,39.04,71.68,57.71,72.51,59.33,52.15,70.90,52.05,67.72,24.00,71.78,67.63,66.55,68.02
78.37,75.68,79.93,81.69,36.77,83.74,77.98,54.83,82.52,76.12,68.75,81.15,41.36,81.59,44.31,79.05,21.28,81.69,76.27,73.05,81.98,62.60,81.93,44.31,81.35,65.53,82.32,67.33,59.18,80.47,59.08,76.86,27.25,81.49,76.76,75.54,77.20
72.75,70.26,74.22,75.83,34.13,77.73,72.41,50.88,76.61,70.65,63.82,75.34,38.40,75.78,41.14,73.39,19.75,75.83,70.80,67.82,76.12,58.15,76.03,41.14,75.54,60.84,76.42,62.50,54.98,74.71,54.83,71.34,25.29,75.63,71.29,70.17,71.68
78.17,75.49,79.69,81.49,36.67,83.50,77.78,54.69,82.28,75.93,68.55,80.91,41.26,81.40,44.19,78.86,21.22,81.49,76.03,72.85,81.79,62.45,81.69,44.19,81.15,65.33,82.08,67.14,59.03,80.27,58.89,76.66,27.17,81.25,76.56,75.34,77.00
76.46,73.83,77.98,79.74,35.86,81.69,76.07,53.52,80.52,74.27,67.09,79.15,40.36,79.64,43.24,77.15,20.76,79.74,74.41,71.29,80.03,61.08,79.93,43.24,79.39,63.92,80.32,65.72,57.76,78.52,57.62,75.00,26.59,79.49,74.90,73.73,75.34
77.00,74.37,78.52,80.27,36.11,82.28,76.61,53.86,81.05,74.76,67.53,79.69,40.65,80.18,43.53,77.69,20.90,80.27,74.90,71.78,80.57,61.52,80.47,43.53,79.93,64.36,80.86,66.16,58.15,79.05,58.01,75.49,26.76,80.03,75.39,74.22,75.83
81.88,79.05,83.50,85.35,38.40,87.45,81.45,57.28,86.18,79.49,71.83,84.77,43.21,85.25,46.29,82.57,22.23,85.35,79.64,76.32,85.64,65.43,85.60,46.29,84.96,68.46,85.99,70.36,61.82,84.08,61.72,80.27,28.47,85.11,80.18,78.91,80.66
76.56,73.93,78.08,79.79,35.91,81.79,76.17,53.56,80.62,74.37,67.19,79.25,40.41,79.74,43.29,77.25,20.79,79.79,74.46,71.34,80.13,61.18,80.03,43.29,79.49,64.01,80.42,65.77,57.81,78.61,57.71,75.10,26.61,79.59,75.00,73.83,75.39
80.86,78.12,82.47,84.33,37.94,86.43,80.47,56.59,85.16,78.56,70.95,83.74,42.70,84.23,45.73,81.59,21.96,84.33,78.66,75.39,84.62,64.60,84.52,45.73,83.94,67.63,84.91,69.48,61.08,83.06,60.94,79.30,28.10,84.08,79.20,77.98,79.69
74.27,71.73,75.73,77.44,34.84,79.35,73.88,51.95,78.22,72.12,65.19,76.90,39.21,77.34,41.99,74.90,20.17,77.44,72.27,69.24,77.73,59.33,77.64,41.99,77.10,62.11,77.98,63.82,56.10,76.27,55.96,72.85,25.81,77.20,72.75,71.58,73.14
74.37,71.83,75.83,77.49,34.89,79.44,73.97,52.00,78.27,72.22,65.23,77.00,39.26,77.44,42.04,75.00,20.19,77.49,72.36,69.29,77.78,59.42,77.73,42.04,77.20,62.16,78.08,63.87,56.15,76.37,56.05,72.90,25.85,77.29,72.85,71.68,38.99
71.73,69.29,73.14,74.76,33.64,76.61,71.34,50.20,75.54,69.68,62.94,74.27,37.87,74.71,40.55,72.36,19.47,74.76,69.78,66.85,75.05,57.32,74.95,40.55,74.46,59.96,75.34,61.62,54.15,73.68,54.05,70.31,24.93,74.56,70.26,69.14,38.99
77.69,75.00,79.20,80.96,36.43,83.01,77.29,54.35,81.79,75.44,68.16,80.42,41.02,80.91,43.92,78.37,21.09,80.96,75.59,72.41,81.30,62.06,81.20,43.92,80.62,64.94,81.59,66.75,58.69,79.79,58.54,76.17,27.00,80.76,76.07,74.90,76.51
82.81,79.98,84.47,86.33,38.84,88.48,82.42,57.96,87.21,80.42,72.66,85.74,43.73,86.23,46.83,83.54,22.49,86.33,80.57,77.20,86.67,66.16,86.57,46.83,85.99,69.24,86.96,71.14,62.55,85.06,62.40,81.20,28.78,86.08,81.10,79.83,81.59
70.26,67.82,71.63,73.24,32.96,75.05,69.92,49.15,73.97,68.21,61.62,72.75,37.08,73.14,39.72,70.85,19.08,73.24,68.36,65.48,73.49,56.15,73.44,39.72,72.95,58.74,73.78,60.35,53.08,72.17,52.93,68.90,24.41,73.05,68.80,67.72,69.19
73.73,71.24,75.20,76.90,34.59,78.81,73.39,51.61,77.64,71.63,64.70,76.37,38.94,76.81,41.70,74.41,20.02,76.90,71.73,68.75,77.15,58.94,77.10,41.70,76.56,61.67,77.44,63.38,55.71,75.73,55.57,72.31,25.63,76.66,72.22,71.09,72.66
81.01,78.22,82.62,84.42,37.99,86.52,80.62,56.69,85.30,78.66,71.09,83.89,42.75,84.38,45.80,81.74,22.00,84.42,78.81,75.49,84.77,64.70,84.67,45.80,84.08,67.72,85.06,69.58,61.18,83.20,61.04,79.44,28.15,84.23,79.35,78.08,79.79
82.42,79.59,84.08,85.94,38.67,88.09,82.03,57.67,86.82,80.08,72.31,85.35,43.51,85.84,46.61,83.15,22.38,85.94,80.18,76.81,86.23,65.87,86.18,46.61,85.55,68.90,86.57,70.80,62.26,84.67,62.11,80.81,28.66,85.69,80.76,79.44,81.20
68.46,61.04,51.95,71.34,32.10,46.68,44.17,47.88,72.07,66.46,60.06,70.85,36.13,71.29,38.70,69.04,18.58,71.34,66.60,63.77,71.63,54.69,71.53,38.70,71.04,57.23,71.88,58.79,51.71,70.31,51.56,67.09,23.79,71.14,67.04,65.97,67.43
59.13,61.04,51.95,61.67,27.76,46.68,44.17,41.38,62.30,57.47,51.90,61.23,31.23,61.62,33.45,59.67,16.06,61.67,57.57,55.13,61.91,47.27,61.82,33.45,61.43,49.46,62.11,50.83,44.68,60.74,44.58,58.01,20.56,61.52,57.96,57.03,58.25
83.25,80.42,84.91,86.77,39.04,88.96,82.81,58.25,87.65,80.86,73.05,86.18,43.95,86.67,47.07,83.98,22.61,86.77,81.01,77.59,87.11,66.50,87.01,47.07,86.43,69.58,87.45,71.53,62.89,85.50,62.74,81.64,28.93,86.57,81.54,80.27,81.98
81.88,79.10,83.54,85.40,38.43,87.50,81.49,57.32,86.23,79.54,71.88,84.81,43.24,85.30,46.31,82.62,22.24,85.40,79.69,76.37,85.69,65.43,85.60,46.31,85.01,68.46,86.04,70.36,61.87,84.13,61.72,80.32,28.47,85.16,80.22,78.96,80.66
76.12,73.54,77.64,79.35,35.72,81.35,75.73,53.27,80.18,73.93,66.80,78.81,40.19,79.30,43.04,76.81,20.67,79.35,74.07,70.95,79.64,60.84,79.59,43.04,79.00,63.62,79.93,65.38,57.52,78.17,57.37,74.66,26.46,79.15,74.56,73.39,75.00
84.52,81.64,86.23,88.13,39.65,90.33,84.13,59.13,89.01,82.13,74.17,87.55,44.63,88.04,47.80,85.30,22.96,88.13,82.28,78.81,88.48,67.53,88.38,47.80,87.74,70.65,88.77,72.66,63.87,86.82,63.72,82.91,29.39,87.89,82.81,81.49,83.30
80.71,77.93,82.32,84.13,37.87,86.23,80.32,56.45,84.96,78.37,70.80,83.54,42.60,84.03,45.63,81.40,21.91,84.13,78.52,75.20,84.42,64.50,84.38,45.63,83.79,67.48,84.77,69.34,60.94,82.86,60.84,79.15,28.05,83.89,79.05,77.78,79.49
57.13,55.18,58.25,59.57,26.81,61.04,56.84,39.97,60.16,55.47,50.10,59.13,30.15,59.47,32.30,57.62,15.52,59.57,55.57,53.22,59.77,45.65,59.72,32.30,59.28,47.75,60.01,49.07,43.14,58.69,43.07,56.01,19.86,59.38,55.96,55.08,56.25
