78.86,90.62,88.13,85.25,89.65,90.04,35.57,90.92,82.37,42.99,87.35,74.71,34.74,85.25,51.95,79.49,41.06,82.47,72.27,83.98,55.76,72.75,86.62,78.32,82.42,47.51,86.04,80.76,80.62,28.17,83.50,88.33,23.91,87.06,73.39,89.75,85.45,83.54,84.81
75.49,86.77,84.38,81.64,85.79,86.23,34.06,87.06,78.86,41.16,83.64,71.53,33.28,81.59,49.76,76.07,39.31,78.96,69.19,80.37,53.37,69.63,82.91,75.00,78.91,45.48,82.37,77.34,77.20,26.98,79.93,84.57,22.90,83.35,70.26,85.89,81.84,79.98,81.20
77.78,89.36,86.91,84.08,88.38,88.82,35.06,89.70,81.20,42.38,86.13,73.68,34.28,84.03,51.22,78.37,40.50,81.35,71.29,82.81,54.98,71.73,85.40,77.25,81.30,46.85,84.81,79.64,79.54,27.78,82.37,87.11,23.58,85.84,72.36,88.48,84.28,82.42,83.64
75.44,86.67,84.33,81.54,85.74,86.13,34.01,86.96,78.76,41.11,83.54,71.44,33.23,81.49,49.68,76.03,39.26,78.91,69.14,80.32,53.32,69.58,82.86,74.90,78.86,45.43,82.28,77.25,77.10,26.95,79.88,84.47,22.88,83.25,70.21,85.79,81.74,79.93,81.10
77.15,88.62,86.18,83.40,87.65,88.09,34.77,88.92,80.52,42.04,85.45,73.05,33.98,83.35,50.83,77.73,40.16,80.66,70.70,82.13,54.54,71.14,84.72,76.56,80.62,46.46,84.13,79.00,78.86,27.56,81.69,86.38,23.39,85.11,71.78,87.74,83.59,81.69,82.96
52.34,86.62,84.28,81.49,85.69,86.08,33.98,86.91,78.71,41.09,83.50,71.39,33.20,81.45,49.66,75.98,39.26,78.86,69.09,80.27,53.32,69.53,82.81,74.85,78.81,45.41,82.23,77.20,77.05,26.93,79.83,84.42,22.86,83.20,70.17,85.74,81.69,79.88,81.05
52.34,87.79,85.40,82.62,86.82,87.26,34.45,88.09,79.79,41.65,84.62,72.36,33.67,82.57,50.34,77.00,39.77,79.88,70.02,81.35,54.00,70.46,83.89,75.88,79.88,46.02,83.30,78.22,78.12,27.29,80.91,85.55,23.17,84.33,71.09,86.91,82.76,80.96,82.18
52.34,85.84,83.54,80.81,84.96,85.35,33.69,86.18,78.03,40.72,82.76,70.80,32.93,80.76,49.24,75.29,38.92,78.17,68.51,79.59,52.83,68.95,82.08,74.22,78.12,45.02,81.49,76.56,76.42,26.71,79.15,83.69,22.67,82.47,69.53,85.01,81.01,79.20,80.37
74.85,85.99,83.69,80.96,85.06,85.50,33.76,86.33,78.17,40.80,82.91,70.90,32.98,80.91,49.32,75.44,38.96,78.27,68.60,79.69,52.93,69.04,82.23,74.32,78.27,45.09,81.64,76.66,76.51,26.76,79.25,83.84,22.71,82.62,69.68,85.16,81.10,79.30,80.52
75.10,86.28,83.94,81.20,85.35,85.74,33.86,86.57,78.42,40.94,83.20,71.14,33.08,81.15,49.49,75.68,39.09,78.56,68.85,79.98,53.12,69.29,82.47,74.56,78.52,45.24,81.88,76.90,76.81,26.83,79.54,84.13,22.78,82.86,69.87,85.45,81.40,79.59,80.76
76.76,88.18,85.79,83.01,87.26,87.65,34.62,88.53,80.18,41.85,85.01,72.71,33.81,82.96,50.59,77.34,39.97,80.27,70.36,81.74,54.30,70.80,84.33,76.22,80.22,46.24,83.74,78.61,78.47,27.44,81.30,85.99,23.28,84.72,71.44,87.35,83.15,81.35,82.57
