81.79,93.99,88.67,88.33,90.87,91.80,82.18,93.31,89.55,84.42,90.09,86.18,86.47,90.62,62.40,88.18,48.24,87.60,68.26,90.43,65.53,83.74,91.46,81.88,88.43,48.24,91.02,48.24,86.28,80.42,46.63,85.64,62.11,87.30,27.78,91.60,73.44,85.45,84.23
80.62,92.68,87.40,87.06,89.60,90.53,81.01,91.99,88.28,83.20,88.82,84.96,85.25,89.36,61.52,86.96,47.56,86.33,67.29,89.16,64.60,82.57,90.14,80.71,87.16,47.56,89.75,47.56,85.06,79.30,45.97,84.42,61.23,86.08,27.37,90.28,72.41,84.23,83.06
80.62,92.68,87.40,87.06,89.60,90.53,81.01,91.99,88.28,83.20,88.82,84.96,85.25,89.36,61.52,86.96,47.56,86.33,67.29,89.16,64.60,82.57,90.14,80.71,87.16,47.56,89.75,47.56,85.06,79.30,45.97,84.42,61.23,86.08,27.37,90.28,72.41,84.23,83.06
78.12,89.75,84.67,84.38,86.77,87.70,78.47,89.11,85.55,80.62,86.04,82.28,82.62,86.57,59.62,84.23,46.07,83.64,65.19,86.38,62.60,79.98,87.30,78.17,84.42,46.07,86.91,46.07,82.37,76.81,44.53,81.79,59.28,83.35,26.51,87.45,70.12,81.59,80.42
80.86,92.92,87.70,87.35,89.84,90.82,81.25,92.29,88.57,83.50,89.06,85.21,85.55,89.65,61.72,87.21,47.71,86.62,67.48,89.45,64.79,82.81,90.43,80.96,87.45,47.71,89.99,47.71,85.30,79.54,46.12,84.72,61.43,86.33,27.47,90.58,72.61,84.52,83.30
77.83,89.45,84.42,84.08,86.52,87.40,78.22,88.82,85.25,80.37,85.74,82.03,82.32,86.28,59.42,83.94,45.92,83.35,64.99,86.08,62.40,79.74,87.06,77.93,84.18,45.92,86.62,45.92,82.13,76.56,44.41,81.54,59.13,83.11,26.44,87.16,69.92,81.35,80.18
70.95,81.54,76.90,76.61,78.81,79.64,71.29,80.96,77.69,73.24,78.12,74.76,75.05,78.61,54.15,76.51,41.85,75.98,59.23,78.47,56.84,72.66,79.30,71.04,76.71,41.85,78.96,41.85,74.80,69.78,40.45,74.32,53.86,75.73,24.08,79.44,63.72,74.12,73.05
76.03,87.35,82.42,82.13,84.47,85.35,76.37,86.77,83.25,78.47,83.74,80.13,80.42,84.28,58.01,81.98,44.85,81.40,63.48,84.08,60.94,77.88,85.01,76.12,82.23,44.85,84.62,44.85,80.18,74.76,43.36,79.64,57.71,81.15,25.83,85.16,68.26,79.44,78.32
78.91,90.72,85.55,85.25,87.70,88.62,79.30,90.09,86.43,81.49,86.91,83.15,83.50,87.50,60.25,85.11,46.56,84.52,65.87,87.30,63.23,80.86,88.23,79.00,85.35,46.56,87.84,46.56,83.25,77.59,45.02,82.67,59.91,84.23,26.81,88.38,70.90,82.47,81.30
80.81,92.87,87.65,87.30,89.84,90.77,81.20,92.24,88.53,83.45,89.01,85.16,85.50,89.60,61.72,87.16,47.68,86.57,67.48,89.40,64.75,82.81,90.38,80.91,87.40,47.68,89.94,47.68,85.25,79.49,46.09,84.67,61.38,86.28,27.44,90.53,72.61,84.47,83.25
