Table: Table_1
77.73,86.72,69.48,74.61,47.46,59.62,65.23,54.35,58.40,38.84,47.00,47.73,42.85,37.60,47.83,52.29,53.27,82.62,36.01,74.90,52.20,57.23,58.50,42.94,48.58,63.62,90.53,70.41
76.22,85.01,68.12,73.14,46.53,58.45,63.96,53.32,57.28,38.09,46.07,46.80,42.02,36.87,46.90,51.27,52.20,80.96,35.30,73.44,51.17,56.10,57.32,42.11,47.63,62.40,88.77,69.04
76.51,85.40,68.41,73.49,46.73,58.69,64.26,53.52,57.52,38.23,46.26,47.00,42.19,37.01,47.09,51.46,52.44,81.30,35.45,73.73,51.37,56.35,57.57,42.29,47.83,62.65,89.11,69.34
73.73,82.28,65.92,70.80,45.02,56.54,61.91,51.56,55.37,36.84,44.58,45.29,40.65,35.64,45.36,49.58,50.54,78.32,34.16,71.04,49.51,54.30,55.47,40.72,46.07,60.35,85.84,66.80
75.54,84.28,67.53,72.51,46.12,57.91,63.43,52.83,56.74,37.74,45.68,46.39,41.63,36.52,46.48,50.78,51.76,80.27,34.99,72.80,50.73,55.62,56.84,41.72,47.19,61.82,87.94,68.41
73.58,82.08,65.77,70.61,44.92,56.40,61.77,51.46,55.27,36.77,44.48,45.19,40.55,35.57,45.26,49.49,50.39,78.17,34.08,70.90,49.39,54.20,55.37,40.65,45.97,60.25,85.69,66.65
