Table: Table_1
74.46,91.94,61.96,61.96,61.96,61.96,61.96,61.96,80.81,80.81,80.81,80.13,80.13,80.13,80.18,80.18,80.18,83.98,83.98,83.98,79.49,79.49,79.49,86.91,86.91,86.91,82.42,82.42,82.42,77.05,77.05,77.05,84.28,84.28,84.28,87.30,87.30,87.30,84.86
74.46,91.94,88.62,94.78,91.65,88.43,88.43,88.43,69.34,88.92,72.41,84.42,48.54,83.35,56.30,92.77,81.40,70.56,89.21,74.22,84.52,83.74,89.75,61.62,89.65,79.20,81.69,89.70,79.00,75.44,90.33,91.36,59.38,84.77,86.23,66.70,72.31,85.11,84.86
74.46,91.94,88.62,94.78,91.65,47.14,13.73,46.92,69.34,88.92,72.41,84.42,48.54,83.35,56.30,92.77,81.40,70.56,89.21,74.22,84.52,83.74,89.75,61.62,89.65,79.20,81.69,89.70,79.00,75.44,90.33,91.36,59.38,84.77,86.23,66.70,72.31,85.11,84.86
75.98,69.09,69.09,54.93,90.14,91.06,26.54,90.62,85.01,76.56,88.38,80.03,79.30,90.72,35.52,88.62,21.74,83.69,20.42,88.43,81.93,83.50,88.38,48.19,82.91,48.29,80.81,76.12,86.52,68.70,44.04,87.70,71.39,84.72,48.29,87.74,83.15,81.25,82.96
72.51,87.89,81.59,52.44,86.04,86.91,25.32,86.52,81.15,73.05,84.38,76.37,75.68,86.62,33.91,84.57,20.75,79.88,19.49,84.42,78.17,79.69,84.38,46.00,79.15,46.09,77.15,72.66,82.62,65.58,42.04,83.74,68.16,80.86,46.09,83.79,79.35,77.54,79.20
73.34,88.87,82.52,53.03,86.96,87.89,25.61,87.50,82.08,73.88,85.30,77.25,76.51,87.55,34.30,85.50,20.98,80.81,19.70,85.35,79.05,80.57,85.30,46.51,80.03,46.61,78.03,73.44,83.50,66.31,42.50,84.67,68.90,81.74,46.61,84.72,80.22,78.42,80.08
72.56,87.94,81.64,52.49,86.08,86.96,25.34,86.57,81.20,73.10,84.42,76.42,75.68,86.67,33.94,84.62,20.76,79.93,19.51,84.42,78.22,79.74,84.42,46.02,79.20,46.12,77.20,72.71,82.67,65.62,42.07,83.79,68.16,80.91,46.12,83.84,79.39,77.59,79.20
72.85,88.33,81.98,52.69,86.43,87.35,25.44,86.91,81.54,73.39,84.77,76.76,76.03,87.01,34.08,84.96,20.85,80.27,19.58,84.81,78.56,80.03,84.77,46.22,79.49,46.31,77.54,73.00,83.01,65.92,42.24,84.13,68.46,81.25,46.31,84.18,79.74,77.93,79.54
71.53,86.72,80.47,51.71,84.81,85.74,24.98,85.30,80.03,72.07,83.20,75.34,74.61,85.40,33.45,83.40,20.47,78.81,19.23,83.25,77.10,78.56,83.20,45.36,78.03,45.46,76.07,71.63,81.45,64.70,41.46,82.57,67.19,79.74,45.46,82.62,78.27,76.51,78.08
70.85,85.84,79.69,51.22,84.03,84.91,24.73,84.52,79.25,71.34,82.37,74.61,73.93,84.57,33.13,82.62,20.26,78.03,19.03,82.42,76.37,77.83,82.37,44.92,77.29,45.02,75.34,70.95,80.66,64.06,41.06,81.79,66.55,78.96,45.02,81.84,77.49,75.73,77.34
