Table: Table_1
82.23,90.38,65.04,65.04,65.04,65.04,65.04,65.04,83.98,83.98,83.98,87.45,87.45,87.45,83.64,83.64,83.64,84.33,84.33,84.33,75.83,75.83,75.83,87.70,87.70,87.70,77.98,77.98,77.98,85.84,85.84,85.84,85.84,85.84,85.84,86.72,86.72,86.72,83.64
82.23,90.38,88.72,95.12,93.41,88.23,88.23,88.23,65.48,91.80,80.03,88.62,70.07,84.28,74.22,93.60,90.04,36.79,91.36,90.82,89.40,84.67,91.65,64.60,91.21,87.35,79.49,89.75,85.45,79.49,88.33,91.46,77.34,79.59,88.96,75.78,85.84,85.25,83.64
82.23,90.38,88.72,95.12,93.41,67.43,15.39,66.31,65.48,91.80,80.03,88.62,70.07,84.28,74.22,93.60,90.04,36.79,91.36,90.82,89.40,84.67,91.65,64.60,91.21,87.35,79.49,89.75,85.45,79.49,88.33,91.46,77.34,79.59,88.96,75.78,85.84,85.25,83.64
78.96,89.11,80.91,78.66,85.50,87.26,19.92,85.79,76.90,48.97,79.49,74.17,37.52,78.71,33.74,71.19,46.61,82.47,28.10,82.57,75.78,53.66,85.25,33.25,82.52,46.61,74.76,28.08,81.35,49.51,74.02,84.38,80.32,77.73,34.55,86.72,84.03,81.64,81.74
75.98,85.74,77.88,75.68,82.28,83.94,19.18,82.57,74.02,47.12,76.51,71.39,36.11,75.73,32.47,68.51,44.85,79.35,27.05,79.44,72.90,51.66,82.03,31.98,79.39,44.85,71.92,27.03,78.27,47.66,71.19,81.20,77.29,74.80,33.25,83.45,80.86,78.56,78.66
77.29,87.21,79.20,76.95,83.64,85.40,19.49,83.94,75.24,47.92,77.78,72.61,36.72,77.00,33.03,69.68,45.61,80.71,27.49,80.81,74.17,52.49,83.40,32.54,80.76,45.61,73.14,27.49,79.59,48.46,72.41,82.57,78.61,76.07,33.81,84.86,82.23,79.88,79.98
75.54,85.25,77.39,75.24,81.74,83.45,19.06,82.08,73.58,46.85,76.07,70.95,35.89,75.29,32.28,68.07,44.58,78.91,26.88,78.96,72.51,51.32,81.54,31.81,78.91,44.58,71.48,26.86,77.78,47.36,70.80,80.71,76.86,74.37,33.03,82.96,80.37,78.12,78.17
79.69,89.89,81.64,79.35,86.23,88.04,20.10,86.57,77.59,49.41,80.22,74.85,37.87,79.39,34.06,71.83,47.02,83.20,28.34,83.30,76.46,54.15,85.99,33.54,83.25,47.02,75.39,28.32,82.08,49.95,74.66,85.16,81.05,78.42,34.86,87.50,84.77,82.37,82.47
74.56,84.18,76.42,74.27,80.71,82.42,18.82,81.01,72.66,46.26,75.10,70.07,35.45,74.32,31.88,67.24,44.02,77.88,26.54,77.98,71.58,50.68,80.52,31.40,77.93,44.02,70.61,26.51,76.81,46.78,69.87,79.69,75.88,73.44,32.62,81.88,79.35,77.10,77.20
78.47,88.57,80.42,78.17,84.96,86.72,19.80,85.25,76.42,48.66,79.00,73.73,37.28,78.22,33.54,70.75,46.31,81.93,27.93,82.03,75.29,53.32,84.72,33.03,81.98,46.31,74.27,27.91,80.81,49.22,73.54,83.84,79.83,77.25,34.33,86.18,83.50,81.15,81.25
75.73,85.50,77.64,75.44,81.98,83.69,19.10,82.28,73.78,46.97,76.27,71.14,35.99,75.49,32.37,68.26,44.70,79.10,26.95,79.20,72.71,51.46,81.79,31.88,79.15,44.70,71.68,26.93,78.03,47.49,71.00,80.96,77.05,74.56,33.13,83.15,80.57,78.32,78.42
76.66,86.52,78.56,76.32,82.96,84.67,19.34,83.30,74.66,47.53,77.20,72.02,36.43,76.37,32.76,69.09,45.24,80.03,27.27,80.13,73.54,52.10,82.76,32.28,80.08,45.24,72.56,27.27,78.96,48.07,71.83,81.88,77.98,75.44,33.52,84.18,81.54,79.25,79.35
79.05,89.21,81.01,78.71,85.55,87.35,19.95,85.89,77.00,49.02,79.59,74.27,37.57,78.76,33.79,71.24,46.66,82.57,28.12,82.67,75.88,53.71,85.35,33.28,82.62,46.66,74.80,28.10,81.40,49.56,74.07,84.47,80.42,77.83,34.57,86.82,84.13,81.74,81.84
76.46,86.28,78.32,76.12,82.76,84.47,19.29,83.06,74.46,47.41,76.95,71.83,36.33,76.17,32.67,68.90,45.12,79.83,27.20,79.93,73.34,51.95,82.52,32.18,79.88,45.12,72.36,27.17,78.71,47.95,71.63,81.69,77.78,75.24,33.45,83.94,81.35,79.05,79.15
77.29,87.21,79.20,76.95,83.64,85.40,19.49,83.94,75.24,47.92,77.78,72.61,36.72,77.00,33.03,69.68,45.61,80.71,27.49,80.81,74.17,52.49,83.40,32.54,80.76,45.61,73.14,27.49,79.59,48.46,72.41,82.57,78.61,76.07,33.81,84.86,82.23,79.88,79.98
77.00,86.91,78.96,76.71,83.35,85.11,19.43,83.69,75.05,47.78,77.54,72.36,36.60,76.76,32.91,69.43,45.46,80.42,27.42,80.52,73.93,52.34,83.15,32.42,80.47,45.46,72.90,27.39,79.35,48.29,72.17,82.32,78.37,75.83,33.69,84.57,81.93,79.64,79.74
79.69,89.94,81.69,79.39,86.28,88.09,20.12,86.62,77.64,49.44,80.27,74.90,37.89,79.44,34.06,71.88,47.05,83.25,28.37,83.35,76.51,54.15,86.04,33.57,83.30,47.05,75.44,28.34,82.08,49.98,74.71,85.16,81.10,78.47,34.86,87.50,84.81,82.42,82.52
79.88,90.14,81.84,79.54,86.47,88.23,20.15,86.77,77.78,49.54,80.42,75.05,37.96,79.59,34.13,72.02,47.14,83.40,28.42,83.50,76.66,54.30,86.23,33.64,83.45,47.14,75.59,28.42,82.28,50.10,74.85,85.35,81.25,78.61,34.94,87.70,85.01,82.62,82.67
65.09,73.49,66.70,64.84,70.46,71.92,16.43,70.75,63.43,40.38,65.58,61.18,30.93,64.89,27.83,58.69,38.43,68.02,23.17,68.07,62.50,44.24,70.31,27.42,68.02,38.43,61.62,23.16,67.04,40.82,61.04,69.58,66.21,64.11,28.49,71.48,69.29,67.33,67.38
76.95,86.82,78.86,76.61,83.30,85.01,19.41,83.59,74.95,47.71,77.49,72.27,36.57,76.66,32.89,69.34,45.41,80.37,27.39,80.42,73.83,52.29,83.06,32.40,80.42,45.41,72.80,27.37,79.25,48.24,72.12,82.23,78.27,75.73,33.67,84.47,81.88,79.54,79.64
76.66,86.52,78.56,76.32,82.96,84.67,19.34,83.30,74.66,47.53,77.20,72.02,36.43,76.37,32.76,69.09,45.24,80.03,27.27,80.13,73.54,52.10,82.76,32.28,80.08,45.24,72.56,27.27,78.96,48.07,71.83,81.88,77.98,75.44,33.52,84.18,81.54,79.25,79.35
79.69,89.94,81.69,79.39,86.28,88.09,20.12,86.62,77.64,49.44,80.27,74.90,37.89,79.44,34.06,71.88,47.05,83.25,28.37,83.35,76.51,54.15,86.04,33.57,83.30,47.05,75.44,28.34,82.08,49.98,74.71,85.16,81.10,78.47,34.86,87.50,84.81,82.42,82.52
79.54,89.75,81.49,79.25,86.08,87.89,20.07,86.43,77.49,49.34,80.08,74.76,37.79,79.25,33.98,71.73,46.95,83.06,28.32,83.15,76.32,54.05,85.89,33.50,83.11,46.95,75.29,28.30,81.93,49.88,74.56,85.01,80.91,78.32,34.79,87.35,84.62,82.28,82.32
78.52,88.62,80.47,78.17,84.96,86.77,19.81,85.30,76.46,48.68,79.05,73.78,37.30,78.22,33.54,70.75,46.34,81.98,27.95,82.08,75.34,53.37,84.77,33.06,82.03,46.34,74.32,27.93,80.86,49.24,73.58,83.89,79.88,77.29,34.35,86.18,83.54,81.20,81.25
80.13,90.43,82.13,79.79,86.72,88.53,20.21,87.06,78.03,49.68,80.66,75.29,38.09,79.83,34.25,72.22,47.29,83.69,28.52,83.79,76.90,54.44,86.47,33.74,83.74,47.29,75.83,28.49,82.52,50.24,75.10,85.64,81.49,78.86,35.06,87.99,85.25,82.86,82.96
78.32,88.38,80.22,77.98,84.77,86.52,19.75,85.06,76.27,48.56,78.86,73.58,37.21,78.03,33.47,70.61,46.22,81.79,27.88,81.88,75.15,53.22,84.52,32.96,81.84,46.22,74.12,27.86,80.66,49.10,73.39,83.69,79.64,77.10,34.25,85.99,83.30,80.96,81.05
78.37,88.48,80.32,78.08,84.86,86.62,19.78,85.16,76.37,48.61,78.91,73.63,37.26,78.12,33.50,70.65,46.26,81.88,27.91,81.93,75.24,53.27,84.62,33.01,81.93,46.26,74.17,27.88,80.71,49.15,73.49,83.74,79.74,77.15,34.30,86.08,83.40,81.05,81.15
