",,,,CANADA2,,,,NFLD.,,,P.E.I.,,,N.S.,,,N.B.,,,QUE.,,,ONT.,,,MAN.,,,SASK.,,,ALTA.,,,B.C.,,"
"o.,DISEASE,,Previous,,,Cumulative,Total³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No."
",Report Week,Week,Median 1951-55,1956,1955,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,"
",Chickenpox,119,94,132,""26,893"",""24,573"",""33,005"",2,-,1,-,-,1,5,6,4,:.,:.,:.,59,24,35,30,46,38,5,3,10,:.,:.,12,:,:,5,18,15,18,1"
",Diphtheria,1,7,2,70,70,98,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,6,-,-,-,-,1,1,-,-,-,-,2"
",Dysentery:4,6,7,13,448,455,455,-,-,-,-,-,-,-,-,-,A..,,,,,3,2,3,2,1,-,-,-,-,-,I,1,-,3,3,5,3"
",(a) Amoebic,-,1,-,1,2,9,-,-,-,-,-,-,-,-,-,,...,...,...,...,...,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,4"
",(h) Pacillary,6,6,13,447,453,453,-,-,-,-,-,-,-,-,-,...,...,...,...,...,3,2,2,2,1,-,-,-,-,-,-,1,-,3,3,5.,5"
",Encephalitis, infectious,2,2,2,26,22,26,-,-,-,,R.A,P..,-,-,-,-,-,-,...,...,...,1,9.8,....,1,-,-,-,1,1,-,-,-,-,1,-,6"
",Influenza, epidemic,52,114,34,""8,975"",""36,812"",""9,169"",A.O.,,,25,48,...,22,62,30,-,-,-,-,-,-,3,4,1,2,-,3,-,-,1,R.R,....,..R,-,-,1,7"
",Measles,192,317,152,""41,744"",""43,969"",""47,565"",-,3,5,-,-,-,4,13,16,R.P.,9.A,R.P.,34,70,31,87,135,23,4,13,14,24,21,8,7,7,26,32,55,21,8"
",Meningitis, meningococcal,6,8,5,216,227,200,4,4,-,,,,-,-,-,1,-,1,-,-,-,1,3,2,-,-,-,-,1,-,..R,a.e.,,-,-,1,9"
"0,Mumps,153,141,170,""21,941"",""20,192"",""28,661"",-,1,-,-,-,-,6,5,-,,..A,,14,14,25,67,74,78,7,9,11,,..a,11,..A,a.e.,7,59,38,25,10"
"1,Poliomyelitis, epidemic:4,38,38,203,335,719,""1,662"",-,-,-,-,-,-,-,-,7,1,3,2,15,10,26,11,16,42,-,1,3,3,-,13,4,6,25,4,2,12,11"
"2,(a) With paralysis,15,22,99,181,374,696,-,-,-,-,-,-,-,-,1,-,1,1,7,7,15,5,10,13,-,-,2,-,-,4,2,3,3,1,1,6,12"
"3,(b) Without paralysis,19,14,102,127,275,896,-,-,-,-,-,-,-,-,-,1,2,1,4,1,6,6,6,29,-,1,1,3,-,4,2,3,1,3,1,6,13"
"4,Rubella,63,113,43,""49,310"",""17,496"",""9,118"",-,1,-,,,,-,1,-,P...,,A.P.,9,74,6,31,16,13,-,,-,,,3,8,9.,10,15,12,8,14"
"5,Scarlet fever, etc.⁵,75,94,96,""9,047"",""6,584"",""9,530"",-,-,1,16,24,1,11,16,11,-,-,3,7,11,19,22,28,16,1,-,3,5,5,3,9,7,16,4,3,13,15"
"6,Smallpox,-,,-,-,,-,-,-,,-,-,-,-,-,-,-,-,-,,-,-,,-,,-,,-,-,-,=,$,=,1:,I,I,-,16"
"7,Tuberculosis:4,153,166,173,""6,535"",""6,850"",""7,457"",8,14,7,3,-,-,2,-,3,9,6,10,33,71,69,13,17,13,9,9,21,6,7,14,53,24,11,17,18,28,17"
"8,(a) Pulmonary,126,143,149,""5,305"",""5,632"",""6,116"",8,14,7,3,-,-,1,-,1,9,6,10,33,69,69,(6),(6),(6),9,8,21,5,6,11,44,23,10,14,17,25,18"
"9,(b) Non-pulmonary,14,6.,9.,409,424,383,-,-,-,-,-,-,1,-,-,-,-,-,-,2,2,(6),(6),(6),-,1,-,1,1,2,9,1,1,3,1,-,19"
