",,,,CANADA2,,,,NFLD.,,,P.E.I.,,,N.S.,,,N.B.,,,QUE.,,,ONT.,,,MAN.,,,SASK.,,,ALTA.,,,B.C.,,"
"o.,DISEASE,,Previous,,,Cumulative,Total³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No."
",Report Week,Week,Median 1951-55,1956,1955,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,"
",Chickenpox,301,252,307,""25,674"",""23,751"",""31,067"",12,3,1,1,-,6,18,27,11,:.,..,1,112,41,29,88,130,95,4,7,20,:,:,21,:,,12,66,44,55,1"
",Diphtheria,4,1,2,56,60,85,-,1,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,2"
",Dysentery:4,20,23,18,357,316,316,-,-,-,-,-,-,-,-,-,...,...,...,...,....,3,2,1,2,-,-,-,3,14,-,1,-,-,14,8,11,3"
",(a) Amoebic,-,-,-,-,2,7,-,-,-,-,-,-,-,-,-,a..,,,,,,-,-,-,-,-,-,-,,,,,-,-,-,-,4"
",(h) Bacillary,20,23,18,357,314,314,-,-,-,-,-,-,-,-,-,,,a.e.,,A.O.,3,2,1,2,-,-,-,3,14,-,1,-,-,14,8,11,5"
",Encephalitis, infectious,-,-,1,10,14,18,-,-,-,,,,-,-,-,,-,-,,,,,,,-,-,-,-,-,-,-,,-,-,-,-,6"
",Influenza, epidemic,127,148,18,""8,318"",""36,126"",""8,918"",A.S.,,A.A.,84,126,:,34,22,11,-,-,-,,-,-,9,-,1,-,-,-,,-,-,,,,-,,-,7"
",Measles,552,495,466,""39,564"",""42,113"",""45,800"",2,1,3,1,10,7,28,13,22,,..,1,254,188,78,180,219,151,7,10,19,A..,...,6,28,25,72,52,29,67,8"
",Meningitis, meningococcal,1,4,2,177,183,168,-,-,-,.A,A.A,....,-,-,-,-,-,-,-,1,-,1,1,1,-,-,1,-,-,-,,,A.P.,-,2,-,9"
"0,Mumps,138,198,186,""20,909"",""19,205"",""27,491"",-,-,1,4,7,1,-,1,12,,,,24,45,23,77,91,80,4,4,13,2,1,9,A.A.,,16,27,49,22,10"
"1,Poliomyelitis, epidemic:4,11,2,95,91,219,259,-,-,1,-,-,-,-,-,1,-,-,3,3,-,6,1,2,34,-,-,3,1,-,2,3,-,11,3,1,10,11"
"2,(a) With paralysis,6,-,25,55,127,127,-,-,-,-,-,-,-,-,-,-,-,-,3,-,5,-,-,5,-,-,1,(6),-,1,3,-,-,-,-,3,12"
"3,(b) Without paralysis,4,2,58,28,79,115,-,-,1,-,-,-,-,-,,,-,1,-,-,1,1,2,29,-,-,2,(6),-,-,-,-,2,3,I,8,13"
"4,Rubella,251,242,58,""48,333"",""17,122"",""8,796"",-,1,-,,A.9.,,8,6,1,,,....,111,91,5,49,52,30,-,-,-,....,1,3,16,11,11,67,80,9,14"
"5,Scarlet fever, etc.5,117,112,110,""8,405"",""6,025"",""9,139"",3,1,1,25,10,2,12,22,6,21,1,1,16,17,14,29,20,12,1,1,14,1,24,2,3,7,8,6,9,14,15"
"6,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,1,,,-,-,16"
"7,Tuberculosis:4,247,138,188,""5,156"",""5,375"",""5,900"",3,6,20,3,1,-,-,1,1,15,9.,7,155,47,57,11,22,22,13,13,19,-,8,9,29,9,17,18,23,31,17"
"8,(a) Pulmonary,218,109,155,""4,217"",""4,368"",""4,728"",3,6,19,2,-,-,-,1,1,14,9,7,149,46,52,(6),(6),(6),12,13,19,-,4,8,22,9,17,16,21,26,18"
"9,(b) Non-pulmonary,18,7,10,308,350,296,-,-,-,1,-,-,-,-,-,1,-,-,6,1,5,(6),(6),(6),1,-,-,-,4,1,7,..A,1,2,2,4.,19"
"0,Typhoid and paratyphoid,1,7,7,219,152,232,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2,-,-,1,-,-,-,-,1,-,-,-,-,1,5.,-,20"
"1,Undulant fever,-,-,2,78,69,70,-,-,-,-,-,-,-,-,-,,,,,,1,-,-,1,-,I,-,-,-,-,a.a.,,a.e.,-,-,-,21"
"2,Venereal diseases:,258,334,345,""8,822"",""9,288"",""9,817"",11,11,7,1,-,-,5,5,11,5,10,7,85,75,81,(8),34,65,18,17,30,36,41,32,57,58,57,40,83,56,22"
