",,,,CANADA²,,,,NFLD.,,,P.E.I.,,,N.S.,,,N.B.,,,QUE.,,,ONT.,,,MAN.,,,SASK.,,,ALTA.,,,B.C.,,"
"o.,DISEASE,,Previous,,,Cumulative,Total³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No."
",Report Week,Week,Median 1951-55,1956,1955,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,Report Week,Previous Week,Median 1951-55,"
"5,Scarlet fever, etc.⁵,342,346,454,""2,503"",""1,878"",""2,986"",3,-,2,4,11,4,27,29,20,-,2,3,60,82,100,203,165,67,-,11,17,1,-,21,15,11,55,29,35,99,15"
"6,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16"
"7,Tuberculosis:4,156,123,200,""1,319"",""1,341"",""1,545"",2,7,14,1,-,1,1,1,2,12,2,11,54,52,88,17,19,23,12,4,13,8,6,7,23,6,7,26,26,21,17"
"8,(a) Pulmonary,123,97,167,""1,095"",""1,058"",""1,258"",2,7,13,1,-,1,1,1,2,12,2,11,53,50,85,(6),(6),(6),11,4,13,6,5,6,21,6,7,19,22,20,18"
"9,(b) Non-pulmonary,13,7,10,65,96,80,-,-,-,-,-,-,-,-,-,-,-,-,1,2,3,(6),(6),(6),1,-,-,2,1,1,2,R.P.,9.3,7,4,3,19"
"0,Typhoid and paratyphoid,4,6,8,58,29,76,-,-,-,-,-,-,-,-,-,1,1,-,-,5,4,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20"
"1,Undulant fever,5,4,2,29,10,15,-,-,-,-,-,-,-,-,-,A..,..A,...,4,4,2,1,-,1,-,-,-,-,-,-,...,R.P.,9.5,-,-,-,21"
"2,Venereal diseases:,303,297,364,""2,627"",""2,870"",""2,844"",8,8,8,-,1,1,11,4,13,3,5,1,60,71,105,45,55,59,33,25,22,13,21,18,54,39,55,76,68,66,22"
"3,(a) Syphilis, primary,1,2,4,21,24,37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,1,1,1,1,-,-,-,-,23"
"4,(b) secondary,1,-,3,10,5,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,24"
"5,(c) "" other,27,34,66,269,397,447,1,2,2,-,-,-,1,-,6,-,1,-,13,12,24,6,9,15,4,1,2,1,3,4,1,1,1,-,5,7,25"
"6,(d) Gonorrhoea,274,261,292,""2,327"",""2,442"",""2,327"",7,6,6,-,1,1,10,4,12,3,4,1,47,59,78,39,46,44,29,24,20,12,17,17,51,37,55,76,63,55,26"
"7,(e) Other venereal diseases⁷,-,-,-,-,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27"
"8,Whooping cough,143,133,158,""1,324"",""3,071"",""1,618"",9,3,-,13,17,-,3,2,5,-,-,1,46,50,40,36,23,54,9,5,8,7,2,6,6,4,12,14,27,17,28"
