Table: Table_1
Comtés Counties,Municipalités Municipalities,Anthrax (charbon Anthrax,Botulisme Botulism,Coqueluche Whooping-cough,Diphtérie et Croup Diphtheria and Croup,Encéphalite léthargique Lethargic encephalitis,Erysipèle Erysipelas,Grippe ěpidémique Epidemic influenza,Hydrophobie (rage) Rabies,Méningite cérébro-spinale Cerebro-spinal meningitis,Ophtalmie pur. des n.-nés Pur.ophthalmia neonatorum,Oreillons Mumps,Paralysie infantile Poliomyelitis,Paratyphoide Paratyphoid,Rougeole Measles,Rubéole German measles (rubella),Scarlatine Scarlet fever,Septicémie puerpérale Puerperal septicemia,Trachôme Trachoma,Tuberculose pulmonaire Pulmonary tuberculosis,Tuberculose (autres formes) Tuberculosis (other forms),Typhoïde Typhoid,Varicelle (picotte volante) Chicken pox (varicella),Variole et varioloïde Small pox
,Maria,,,,,,,,,,,,,,,,2,,,,,,,
,Mann,,,,,,,,,,,,,,90,,,,,,,,,
Brome,Potton,,,,,,,,,,,,,,,,1,,,,,,,
Chambly,St-Lambert,,,3,3,,,,,,,2,,,2,,5,,,,,,4,
,Longueuil,,,,,,,,,,,,,,,,1,,,,,,,
Champlain,St-Maurice,,,,,,,,,,,,,,,,,,,,,,5,2
,St-Tite, paroisse,,,,1,,,,,,,,,,,,,,,,,,,
,Ste-Thècle, village,,,,1,,,,,,,,,,,,,,,,,,,
,Almaville,,,,1,,,,,,,,,,,,,,,,,,,
,Ste-Anne de la Pérade,,,,,,,,,,,,,,,,1,,,,,,,
,Cap de la Madeleine,,,1,,,,,,,,,,,,,,,,,,,,
Charlevoix,La Malbaie, village,,,,1,,,,,,,,,,1,,5,,,,,,,
Chateauguay,Très St-Sacrement,,,,1,,,,,,,,,,,,,,,,,,,
Chicoutimi,Jonquière,,,,1,,,,,,,,,,3,,,,,1,,,,
,Kénogami,,,,1,,,,,,,,,,,,,,,,,1,,2
Compton,Ste-Edwidge de Clifton,,,,2,,,,,,,,,,,,,,,,,,,
,Newport,,,,,,,,,,,,,,,,1,,,,,,,
,St-Isidore Auckland,,,,,,,,,,,,,,,,1,,,,,,,
D.-Montagnes,St-Augustin,,,,,,,,,,,,,,,,,,,1,,,,
Dorchester,St-Léon de-Standon,,,,1,,,,,,,,,,,,2,,,,,,,
Hull,Hull,,,,1,,,,,,,,,,,,2,,,,,,,
,Aylmer,,,,,,,,,,,,,,,,1,,,,,,,
Huntingdon,Hinchinbrooke,,,,1,,,,,,,,,,,,2,,,,,,,
Jacques-Cartier,Ville St-Pierre,,,,,,,,,,,,,,2,,6,,,,,1,,
,Notre-Dame de Liesse,,,5,,,,53,,,4,,,,,,,,,1,,,67,
,Lachine,,,1,8,,,,,,,,,,2,4,7,,,1,,,2,
,Ville St-Laurent,,,,,,,,,,,4,,,25,,1,,,4,,,1,
,,,,,,,,,,,,,,,,,,,,,,,,
Table: Table_2
,,,,16,6,,,,,,,31,,,105 5 2,,18 3,,,4,,,10 1,,
,Verdun,,,3,1,,,,,,,,,,1,,,,,,,,,,
,Pointe-Claire,,,,,,,,,,,,,,,,2,,,,,,,,
,Beaconsfield,,,,,,,,,,,,,,1,,,,,,,,,,
,Ville La Salle,,,,,,,,,,,20,,,,,,,,,,,,,
,Dorval Town Mount Royal,,,,3,,,,,,,,,,,,,,,,,,,,
Joliette,Joliette,,,,2,,,,,,,,,,,,,,,,,,,,
,St-Félix de Valois,,,,,,,,,,,,,,1,,7,,,,,,,,
,Sacré-Coeur de Jésus de Crabbie Mills,,,,2,,,,,,,,1,,,,1,,,,,,1,,1
Kamouraska,Ste-Anne de la Pocatière St-Eleuthère,,,,,,,,,,,,,,,,,,,,,,,,
Lac St-Jean,Delisle,,,,,1,,,,,,,,,,,,,,,,,,,
,Hébertville Hébertville, village Roberval, paroisse,,,,,2 1,,,,,,,4,,,,,1,,,,,,,
Laprairie,Caughnawaga St-Constant,,,,,3,,,,,,,,,,,,,,,,,,,
L'Assomption,Charlemagne St-Lin,,,,,4 1,,,,,,,,,,1,,2,,,1,,,,
Laval,Montréal-Nord Pointe aux Trembles Laval des Rapides St-Jean de Dieu,,,,,2,,1,,,,,,,,2,,3 1,,,1,,1 1,,
,Lévis,,,,,4,,,,,,,,,,,,,,,,,,,
Lévis,St-Romuald d'Etchemin Ste-Hélène de Breakeyville Lauzon,,,,,2,,,,,,,,,,,,3 7,,,,,,,
L'Islet,St-Jean Port Joli St-Roch des Aulnaies Bonsecours,,,,,1,,,,,,,,,,,,4,,,,,3,,
,Matane,,,,,,,,,,,,,,,,,,,,,,,,
Matane Matapédia,St-Benoit Joseph Labre St-Léon,,,,,1,,,,,,,,,,2,,1,,,,,2,,
,Plessisville,,,,,1,,,,,,,,,,1,,,,,,,,1,
Mégantic,St-Pierre Baptiste,,,,,1,,,,,,,,,,,,2,,,,,1,,
,Thetford Mines,,,,,,,,,,,,,,,,,,,,,,,,
,Lyster,,,,,,,,,,,,,,,,,,,,,,,,
Montcalm,Rawdon,,,,,1,,,,,,,,,,,,2,,,1,,,,
,St-Esprit,,,,,2,,,,,,,,,,,,,,,,,,,
,Ste-Julienne de Rawdon,,,,,,,,,,,,,,,,,,,,,,,,
,St-Jacques,,,,,,,,,,,,,,,,,,,,,,,,
