Table: Table_1
Comtés Counties,Municipalités Municipalities,Anthrax (charbon) Anthrax,Botulisme Botulism,Coqueluche Whooping-cough,Diphtérie et Croup Diphtheria and Croup,Encéphalite léthargique Lethargic encephalitis,Erysipèle Erysipelas,Grippe épidémique Epidemic influenza,Hydrophobie (rage) Rabies,Méningite cérébro-spinale Cerebro-spinal meningitis,Ophtalmie pur. des n.-nés Pur.ophthalmia neonatorum,Oreillons Mumps,Paralysie infantile Poliomyelitis,Paratyphoïde Paratyphoid,Rougeole Measles,Rubéole German measles (rubella),Scarlatine Scarlet fever,Septicémie puerpérale Puerperal septicemia,Trachôme Trachoma,Tuberculose pulmonaire Pulmonary tuberculosis,Tuberculose (autres formes) Tuberculosis (other forms),Typhoïde Typhoid,Varicelle (picotte volante) Chicken pox (varicella),Variole et varioloïde Small pox
Montmagny,St-Pierre de la Rivière du Loup,,,,3,,,,,,,,,,,,,,,,,,,
Napierville,St-François,,,,,,,,,,,,,,,,16,,,,,,,
,St-Rémi,,,,,,,,,,,,,,,,,,,1,,,,
Nicolet,Lemieux,,,,1,,,,,,,,,,,,,,,,,,,
,Ste-Monique,,,,,,,,,,,,,,,,,,,,,3,,
,Nicolet,,,,,,,,,,,,,,,,1,,,,,1,,
Papineau,Buckingham,,,,5,,,,,,,,,,,,,,,,,,,
,Ripon,,,,1,,,,,,,,,,,,,,,,,,,
,Masson,,,,,,,,,,,,,,,,4,,,,,2,,
Pontiac,Quyon,,,,3,,,,,,,,,,,,,,,,,,,
,Litchfield,,,,,,,,,,,,,,,,1,,,,,,,
,Campbell's Bay,,,,,,,,,,,,,,1,,,,,,,,,
Portneuf,Pont Rouge, village,,,,,,,,,,,,,,2,,,,,,,1,,
,St-Raymond,,,,,,,,,,,,,,,,1,,,,,,,
Québec,Giffard,,,,1,,,,,,,,,,,,,,,,,,,
Richmond,Asbestos Windsor,,,,,,,,,,,,,,,,1,,,,,,2,
Rimouski,Rimouski,,,,,,,,,,,,,,,,,,,1,,,,
Saguenay,Clarke City,,,,,,,,,1,,,,,,,,,,,,,15,
,Sept Cantons Unis de Sa- guenay,,,,,,,,,,,,,,,,,,,,,,8,
St-Hyacinthe,St-Hyacinthe,,,,,,,,,,,,,,,,,,,,,1,,
St-Maurice,Shawinigan Falls,,,8,4,,,,,,,,,,21,,,,,,,,,
Shefford,West Shefford,,,,,,,,,,,,,,,,1,,,,,1,1,
,St-Valérien de Milton,,,,1,,,,,,,,,,,,,,,,,,,
,Granby,,,,,,,,,,,,,,,,,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Table: Table_2
,,,,,,,,,,,,,,,,,,,15,,,,,,,
,,,,,5,,,,,,,,,,,,,,2 1,,,,,,,
,Sherbrooke,,,,,,,,,,,,,,,,1,,,,,,,,,
Sherbrooke,Lennoxville,,,,,,,,,,,,,,,,,,7,,,,,,,
,Ascot,,,,3,,,,,,,,,,,,,,1,,,3,,,,
,Coaticook,,,,,,,,,,,,,,,,,,,,,1,,,,
Stanstead,North Hatley,,,,,,,,,,,,,,,,,,,,,1,,,,
,Hatley, village,,,,1,,,,,,,,,,,,,,,,,,,,,
,Rivière-du-Loup,,,,1,,,,,,,,,,,,,,,,,1,,,1,
Témiscouata,Notre-Dame du Lac,,,,,,,,,,,1,,,,,7,,1,,,1,,2,,
,St-Epiphane,,,,,,,,,,,,,,,,,,,,,,,1,,
,Ile Verte,,,3,4,,,,,,,,,,,,,,,,,1,,,,
,St-Jérôme,,,,,,,,,,,,,,,,,,,,,,,,,
Terrebonne,Varennes, village,,,,,,,,,,,,,,,,,,1,,,,,,3,
Verchères,Contrecccur St-Antoine sur Richelieu,,,,,,,,,,,,,3 1,,,8,,7 12,,,1,,,2,
,Montreal West,,,,,,,,,,,,,5,,,,,2,,,,,,,
Westmount,Westmount,,,17,1,,,,,,,,,,,,,,2,,,,,,,
,Outremont,,,,,,,,,,,,,,,,,,,,,,,1,,
,Hampstead,,,,,,,,,,,,,,,,,,,,,,,1,,
,Dudswell,,,,,,,,,,,,,,,,,,,,,,,,,
Wolfe,St-Joseph de la Baie du,,,,,,,,,,,,,,,,,,,,,216,,32,484,10
Yamaska,Febvre,,,,,,,,,,,,,486,,,598,21,536,1,,,,,,
,St-Michel Totaux-Totals,,,473,248,,21,,78,,,8,5,,1930.,,,,,,,,,,,
Table: Table_3
,,,,,FEVRIER,,,,,,,,,,,,,,,,,,5,279,
,,,,,,,,,,2,1,527,3,,214 58,38,296 25,6,,126 8,,2,11 2,
,,,,427,82,,22,21,,,,4,,,4,,1,,,,,,,
,Montréal,,,1,19,,,,,,,,,,,,,,,,,,,
,Québec,,,13,1,,,,,,,,,,,,3,,,,,1,,
,Trois-Rivières,,,,1,,,,,,,,,,,,,,,,,,,
,Amos,,,,,,,,,,,,,,4,,,,,,,1,11,
Abitibi,Lachute,,,,,,,,,,,,,,,,,,,,,,,
Argenteuil,Ste-Clothilde de Horton,,,,,,,,,,,,,,,,2,,,,,5,,
Arthabaska,Arthabaska,,,,,,,,,,,,,,,,,,,,,2,,
,Sacré-Cocur de Jésus,,,,1,,,,,,,,,,,,,,,,,,1,
Beauce,St-Joseph,,,,,,,,,,,,,,,,,,,,,,,
,St-Georges de Broughton,,,,,,,,,,,,,,,,8,,,,,,,
,St-Pierre Aubert Gallion,,,,,,,,,,,,,,,,,,,,,,,
,Tring Jonction,,,,,,,,,,,,,,,,,,,,,,,
