cdi_ca_1956_wk_prov_dbs_Part10_confidences.csv,49.54,53.56,50.29,47.92,51.61,53.27,18.95,53.32,51.37,42.41,50.93,49.44,14.29,49.80,11.69,50.29,12.12,51.76,12.16,51.56,47.78,45.09,51.86,34.30,50.54,12.03,50.05,21.08,49.90,44.92,15.61,51.56,30.66,49.19,27.59,50.49,49.80,48.14,50.10,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part10_tables.csv,14,Rubella,"2,194","2,072",431,"14,025","4,378","2,697",12,-,-,...,...,,31,35,16,....,,,1266,1334,33,534,409,181,8,8,1,...,...,4,7,29,29,336,257,15,14,,,
cdi_ca_1956_wk_prov_dbs_Part11_confidences.csv,80.22,87.99,78.52,73.68,80.91,85.21,42.48,86.33,75.29,28.12,79.54,68.36,81.35,74.32,37.16,78.22,23.83,76.03,19.84,80.47,63.82,53.96,82.18,48.61,78.52,46.26,72.46,71.44,80.18,70.26,73.00,85.60,79.00,74.66,62.11,86.13,83.40,83.06,83.84,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part11_tables.csv,14,Rubella,"2,154","2,194",362,"16,179","5,436","3,055",-,12,-,,,,34,31,10,,,,1027,1266,16,657,534,164,8,8,1,A.R,7,11,17,-,21,411,336,21,14,,,
cdi_ca_1956_wk_prov_dbs_Part12_confidences.csv,78.32,89.06,84.03,70.65,85.60,88.57,83.64,88.09,80.27,46.44,85.84,73.39,84.67,85.16,38.09,83.25,25.44,83.79,18.59,86.13,80.32,45.70,87.16,76.86,84.96,46.44,84.96,30.59,84.13,73.58,79.83,84.13,35.67,75.29,74.61,83.84,82.47,79.20,81.05,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part12_tables.csv,14,Rubella,"2,509","2,154",432,"18,588","6,370","3,417",5,-,-,,,....,25,34,23,,,A.P.,1373,1027,26,356,657,229,7,8,1,,...,4,6,17,44,737,411,14,14,,,
cdi_ca_1956_wk_prov_dbs_Part13_confidences.csv,79.69,89.94,81.69,79.39,86.28,88.09,20.12,86.62,77.64,49.44,80.27,74.90,37.89,79.44,34.06,71.88,47.05,83.25,28.37,83.35,76.51,54.15,86.04,33.57,83.30,47.05,75.44,28.34,82.08,49.98,74.71,85.16,81.10,78.47,34.86,87.50,84.81,82.42,82.52,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part13_tables.csv,14,Rubella,"1,836","2,509",408,"20,424","7,380","3,849",22,5,-,...,A.P.,....,19,25,8,....,...,A.P.,790,1373,36,298,356,200,22,7,-,...,....,6,8,6,29,677,737,26,14,,,
cdi_ca_1956_wk_prov_dbs_Part14_confidences.csv,80.37,89.26,81.49,72.51,84.03,87.11,46.83,88.13,77.73,34.16,85.11,75.05,81.30,81.20,22.16,81.20,26.25,80.47,22.39,83.64,76.76,45.00,86.08,61.57,73.44,46.83,84.81,71.53,85.21,75.29,74.80,86.33,57.62,84.03,45.92,85.01,83.50,77.34,83.40,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part14_tables.csv,14,Rubella,"2,636","1,836",350,"23,060","8,094","4,257",5,22,-,,,,30,19,18,,,,966,790,21,1255,298,218,3,22,2,,,9,15,8,26,362,677,18,14,,,
cdi_ca_1956_wk_prov_dbs_Part15_confidences.csv,77.98,85.69,79.15,76.56,82.57,84.77,67.19,84.18,75.93,34.20,77.39,72.90,73.49,76.86,35.62,79.39,18.04,78.61,17.80,80.08,77.15,77.69,82.42,19.89,82.42,44.24,80.57,33.89,78.91,62.50,73.88,81.15,73.10,78.81,44.24,80.91,77.05,77.20,80.62,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,14,Rubella,"2,644","2,636",358,"25,704","8,844","4,607",1,5,-,,...,...,25,30,14,P...,,...,1108,966,26,760,1255,139,3,3,-,,P...,7,21,15,24,726,362,35,14,,,
cdi_ca_1956_wk_prov_dbs_Part16_confidences.csv,83.15,90.14,85.74,82.23,87.89,87.65,58.11,88.57,83.54,52.00,83.06,84.77,40.33,84.33,38.84,84.52,46.26,86.33,28.93,85.01,80.71,46.36,84.57,42.55,84.67,21.53,86.23,67.24,82.37,60.89,82.96,78.17,63.23,81.25,63.82,85.60,81.84,80.32,82.96,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part16_tables.csv,14,Rubella,"2,929","2,644",392,"28,633","9,607","4,883",4,1,-,...,...,....,29,25,8,..,.,...,953,1108,19,1208,760,178,7,3,1,...,..,10,17,21,25,711,726,33,14,,,
cdi_ca_1956_wk_prov_dbs_Part17_confidences.csv,63.28,75.73,66.70,55.86,72.56,74.80,64.36,72.02,71.04,39.26,69.87,47.19,73.97,68.99,29.35,69.58,31.01,72.41,18.10,72.95,28.96,47.68,73.19,39.26,70.75,22.16,67.38,20.81,66.99,59.33,59.13,71.97,66.75,71.14,39.26,72.46,69.58,71.63,70.41,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,14,Rubella,"2,118","2,929",444,"30,751","10,589","5,211",2,4,-,,A.P.,,13,29,13,...,,,786,953,25,805,1208,234,4,7,-,R.9,...,27,8,17,41,500,711,30,14,,,
cdi_ca_1956_wk_prov_dbs_Part18_confidences.csv,46.34,50.59,48.75,45.34,49.32,49.66,39.72,50.44,47.97,26.42,47.66,44.09,47.97,46.78,12.61,47.00,37.99,47.07,11.00,46.83,44.07,44.82,49.61,41.14,45.68,14.54,47.44,30.62,48.02,44.17,29.10,48.80,45.70,47.85,10.77,49.29,48.22,47.68,47.44,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part18_tables.csv,14,Rubella,"2,086","2,120",393,"32,839","11,268","5,676",1,2,-,,,,10,15,8,,,*.*,828,786,33,488,805,175,6,4,1,1,,19,16,8,36,736,500,47,14,,,
cdi_ca_1956_wk_prov_dbs_Part19_confidences.csv,78.71,90.48,85.35,85.01,87.45,88.38,79.10,89.84,86.18,81.25,86.72,82.96,83.25,87.26,60.11,84.91,46.44,84.28,65.72,87.06,63.09,80.62,88.04,78.81,85.11,46.44,87.60,46.44,83.01,77.39,44.90,82.42,59.77,84.03,26.73,88.13,70.70,82.28,81.10,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part19_tables.csv,14,Rubella,"1,888","2,087",434,"34,728","12,197","5,967",1,1,-,,,...,22,11,11,,,,772,828,25,555,488,213,7,6,-,2,1,24,16,16,32,513,736,37,14,,,
cdi_ca_1956_wk_prov_dbs_Part1_confidences.csv,65.48,85.16,76.81,77.59,79.83,81.88,21.25,82.47,72.22,29.17,77.15,68.85,64.99,76.37,29.22,73.14,25.68,69.43,21.92,74.76,52.34,60.40,78.27,45.07,67.87,45.07,75.49,55.03,68.60,67.09,69.19,76.86,68.55,69.92,36.28,79.35,72.17,74.46,76.86,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,14,Rubella,437,298,159,437,159,158,2,5,-,...,...,...,19,12,9,....,...,...,310,151,7,70,96,117,-,-,-,:,:,2,8,4,27,28,30,20,14,,,,,,,,
