cdi_ca_1956_wk_prov_dbs_Part17_confidences.csv,73.58,88.09,77.59,64.94,84.38,86.96,74.85,83.79,82.62,45.65,81.30,54.88,86.04,80.27,34.13,80.91,36.06,84.23,21.06,84.86,33.69,55.47,85.11,45.65,82.32,25.78,78.32,24.21,77.93,68.99,68.80,83.69,77.64,82.76,45.65,84.28,80.91,83.30,81.84,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,13,(b) Without paralysis,1,1,2,14,25,24,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,I,-,-,-,-,-,1,-,1,-,-,13,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part18_confidences.csv,82.08,89.60,86.38,80.32,87.40,87.99,70.36,89.40,85.01,46.80,84.42,78.12,85.01,82.86,22.34,83.25,67.33,83.40,19.48,82.96,78.08,79.44,87.89,72.90,80.96,25.76,84.03,54.25,85.11,78.22,51.56,86.47,81.01,84.77,19.07,87.35,85.40,84.47,84.03,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part18_tables.csv,13,(b) Without paralysis,1,1,-,15,25,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,1,-,13,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part19_confidences.csv,79.15,90.97,85.79,85.45,87.94,28.03,79.49,90.28,86.67,81.69,87.16,83.40,83.69,87.70,60.40,85.35,46.68,84.77,66.06,87.50,63.43,81.05,88.48,79.25,85.55,46.68,88.09,46.68,83.45,77.83,45.14,82.86,60.06,84.47,26.88,88.62,71.04,82.71,81.49,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part19_tables.csv,13,(b) Without paralysis,-,1,2,15,26,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,13,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part1_confidences.csv,66.31,86.23,77.73,78.56,80.81,82.91,21.52,83.50,73.14,29.54,78.12,69.68,65.82,77.29,29.59,74.07,26.00,70.31,22.20,75.68,52.98,61.13,79.25,45.63,68.70,45.63,76.42,55.71,69.48,67.92,70.07,77.78,69.43,70.80,36.74,80.32,73.10,75.39,77.78,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,13,(b) Without paralysis,-,1,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,13,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part20_confidences.csv,71.78,88.43,63.82,77.78,84.91,85.79,83.11,87.99,81.98,34.96,83.25,80.96,79.64,83.98,77.83,80.66,45.41,80.96,54.79,83.84,60.74,58.25,83.01,77.15,78.86,65.97,83.64,78.52,74.12,83.54,40.65,82.62,45.41,81.84,32.35,82.81,79.00,70.31,78.66,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part20_tables.csv,13,(b) Without paralysis,2,,1,17,27,27,I,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,I,-,-,-,per,1,and,-,13,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part21_confidences.csv,83.74,90.38,85.01,81.98,87.26,89.60,69.04,89.21,82.28,47.97,84.72,83.59,75.78,86.04,41.72,84.81,24.10,83.74,65.72,88.13,83.15,52.00,86.77,66.89,84.18,46.51,86.87,70.75,83.45,74.07,81.74,80.47,75.73,83.15,37.26,84.23,85.79,82.47,82.81,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part21_tables.csv,13,(b) Without paralysis,-,1,2,16,29,29,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,I,-,-,-,-,-,-,-,1,13,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part22_confidences.csv,69.34,82.76,73.97,71.88,76.46,79.25,31.67,79.74,75.29,41.41,74.12,60.94,66.31,70.90,21.72,73.34,24.82,69.43,20.87,72.75,67.43,41.50,75.83,42.68,66.94,43.36,68.21,49.66,70.51,63.33,73.14,73.97,65.19,71.58,61.67,74.80,72.85,74.07,76.22,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part22_tables.csv,13,(b) Without paralysis,1,-,3,17,32,32,-,-,-,-,1,,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,I,1,13,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part23_confidences.csv,68.31,74.37,70.07,68.12,71.58,73.10,64.79,74.41,67.19,27.66,71.00,63.72,71.09,67.43,39.31,69.68,40.89,71.92,38.55,71.48,65.58,55.71,71.92,62.01,70.02,22.62,69.78,23.79,70.61,63.23,62.79,71.04,68.99,71.24,38.55,72.12,71.09,68.65,70.02,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part23_tables.csv,13,(b) Without paralysis,-,1,4,17,34,34,-,-,-,-,-,-,-,(6),-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,1,13,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part24_confidences.csv,82.42,90.28,79.93,75.15,83.50,86.62,51.95,86.87,81.25,31.15,78.61,78.03,75.93,81.98,26.42,80.22,46.61,82.18,46.61,80.96,54.79,51.61,82.76,35.18,78.71,46.61,78.27,68.12,79.35,29.35,54.98,84.96,80.91,79.10,62.50,84.62,84.62,85.21,84.33,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part24_tables.csv,13,(b) Without paralysis,4,-,6,21,36,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,3,-,-,-,-,-,-,-,-,-,2,-,1,13,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part25_confidences.csv,73.05,88.57,82.23,52.83,86.67,87.55,25.51,87.16,81.74,73.58,84.96,76.95,76.22,87.26,34.18,85.21,20.91,80.47,19.64,85.01,78.76,80.27,84.96,46.34,79.74,46.44,77.73,73.19,83.20,66.06,42.36,84.33,68.65,81.45,46.44,84.38,79.93,78.12,79.79,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part25_tables.csv,13,(b) Without paralysis,-,4,8,21,41,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,5,-,-,-,-,-,-,-,-,-,-,2,1,13,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part26_confidences.csv,82.03,88.28,81.05,80.81,83.59,86.87,61.04,84.86,79.93,45.97,83.11,81.93,45.87,82.28,20.57,84.62,20.59,85.06,45.97,85.11,76.61,79.39,85.79,44.80,82.76,34.20,32.37,26.68,82.62,77.59,35.40,55.27,80.52,53.61,52.20,86.08,82.23,82.81,85.16,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part26_tables.csv,13,(b) Without paralysis,-,-,13,21,49,49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,1,-,-,,-,,,,,2,13,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part27_confidences.csv,69.24,81.40,74.37,71.83,75.83,77.49,34.89,79.44,73.97,52.00,78.27,72.22,65.23,77.00,39.26,77.44,42.04,75.00,20.19,77.49,72.36,69.29,77.78,59.42,77.73,42.04,77.20,62.16,78.08,63.87,56.15,76.37,56.05,72.90,25.85,77.29,72.85,71.68,38.99,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,13,(b) Without paralysis,316,566,135,"47,840","16,975","8,697",1,-,-,...,A.P,...,9,12,4,,9.9,...,55,70,4,118,208,20,3,2,-,...,....,5,14,19,23,116,255,21,14,,,,,
cdi_ca_1956_wk_prov_dbs_Part28_confidences.csv,68.95,82.76,76.17,77.34,79.10,80.91,32.67,77.15,74.37,19.71,74.17,43.99,76.81,75.15,50.68,76.86,68.95,78.17,24.74,77.05,72.07,65.09,78.42,21.86,74.41,34.01,77.54,42.43,76.51,69.19,74.12,76.17,67.58,75.20,42.43,77.98,71.39,75.05,77.88,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part28_tables.csv,13,(b) Without paralysis,231,316,75,"48,071","17,048","8,753",1,1,-,...,...,1.9,6,9,3,....,...,....,91,55,4,52,118,19,-,3,-,1,:,5,-,14,12,80,116,13,14,,,,,
cdi_ca_1956_wk_prov_dbs_Part29_confidences.csv,79.30,90.04,83.89,75.34,85.45,88.72,67.53,90.23,71.92,66.75,84.47,80.27,73.49,82.32,19.53,85.50,22.50,80.96,47.56,84.03,76.71,57.76,87.99,63.23,84.72,47.56,83.01,39.82,83.20,76.42,77.64,81.79,79.93,79.98,37.77,88.33,85.35,81.45,85.25,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part29_tables.csv,13,(b) Without paralysis,4,2,58,28,79,115,-,-,1,-,-,-,-,-,,,-,1,-,-,1,1,2,29,-,-,2,(6),-,-,-,-,2,3,I,8,13,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part2_confidences.csv,64.16,88.57,83.35,84.33,84.96,88.67,32.50,86.23,77.44,46.83,85.21,72.66,83.94,77.64,77.39,86.04,56.01,84.13,20.39,84.81,53.81,77.44,75.54,26.73,83.35,34.20,76.71,45.63,82.81,71.68,77.44,87.21,72.85,86.87,29.22,84.18,74.95,81.74,83.01,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part2_tables.csv,13,(b) Without paralysis,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,13,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part30_confidences.csv,76.66,87.60,82.62,60.40,81.88,86.91,38.57,86.52,80.66,32.47,81.54,72.07,74.90,83.64,68.95,81.93,30.20,81.01,62.01,82.28,69.78,52.39,81.45,30.79,77.00,45.36,82.47,39.53,77.29,73.29,75.20,77.59,47.31,80.96,23.03,83.50,83.01,79.69,81.01,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part30_tables.csv,13,(b) Without paralysis,3,4,73,31,100,157,-,-,1,-,-,-,-,-,-,-,-,-,-,-,3,-,1,37,-,-,1,-,(6),2,2,-,2,1,3,4,13,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part31_confidences.csv,69.58,88.53,82.13,78.96,86.18,86.28,32.98,86.08,77.59,46.80,81.54,70.65,26.64,77.10,18.98,81.05,32.71,78.66,27.25,82.57,74.12,49.07,84.42,60.60,78.47,46.44,78.86,60.50,83.84,39.94,75.34,83.54,79.93,82.71,60.89,86.62,81.88,79.30,82.32,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part31_tables.csv,13,(b) Without paralysis,5,3,105,36,122,230,-,-,-,1,-,-,-,-,-,-,-,2,-,-,-,-,-,48,-,-,6,2,-,3,2,2,2,-,1,3,13,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part33_confidences.csv,73.24,84.13,81.84,79.20,83.25,83.64,33.03,84.42,76.46,39.92,81.10,69.38,32.28,79.15,48.24,73.78,38.13,76.61,67.14,77.98,51.81,67.53,80.42,72.71,76.56,44.12,79.88,75.00,74.85,26.17,77.54,82.03,22.20,80.81,68.16,83.30,79.35,77.59,78.76,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,13,(b) Without paralysis,12,15,124,66,163,472,-,-,1,-,-,-,-,-,-,-,-,7,1,2,-,-,2,31,-,-,5,-,-,4,2,5.,4,9,6,6,13,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part34_confidences.csv,71.39,80.91,73.54,70.12,78.08,78.17,73.83,79.93,73.83,59.77,77.64,73.54,68.95,77.98,31.37,77.25,41.87,77.34,30.00,77.34,62.70,74.22,79.10,48.54,75.93,41.87,77.83,72.46,77.59,64.50,74.66,77.10,60.99,74.95,30.10,77.29,75.83,75.54,74.80,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,13,(b) Without paralysis,3,16,96,73,195,596,-,-,-,-,-,-,-,-,-,2,-,6,-,1,4,-,4,23,-,-,3,-,-,4,1,2,1,-,9,8,13,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part35_confidences.csv,75.88,86.13,81.59,71.58,83.35,83.59,39.65,84.77,78.91,54.10,77.64,67.87,79.88,79.98,19.20,79.69,44.31,80.18,19.64,81.98,74.37,65.38,81.98,38.38,72.27,44.31,77.29,46.48,79.15,71.63,77.29,81.30,76.37,78.86,39.75,81.35,81.54,79.44,78.66,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,13,(b) Without paralysis,15,7,101,91,227,695,-,-,-,-,-,-,-,-,-,1,2,4,-,-,4,2,4,38,-,-,1,(6),-,4.,6,1,3,6,-,5,13,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part36_confidences.csv,74.90,85.11,78.42,76.61,81.15,82.71,53.71,83.45,74.56,54.10,80.03,75.24,64.16,82.32,57.71,78.12,41.36,75.98,39.65,81.10,68.95,70.95,82.42,28.39,76.51,44.31,78.76,35.94,78.91,56.88,70.65,75.29,27.54,73.88,37.52,80.86,76.12,76.22,77.78,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part36_tables.csv,13,(b) Without paralysis,10,18,100,104,254,796,-,-,1,-,-,-,-,-,-,2,1,4,1,-,2,2,5,33,1,-,2,-,-,2,3,6,2,1,6,8,13,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part37_confidences.csv,79.30,86.28,79.88,77.44,82.67,85.60,33.45,84.96,79.30,33.45,79.49,79.49,77.59,80.81,28.86,80.03,18.58,76.32,21.11,81.79,56.93,72.22,82.52,36.62,67.82,44.75,82.42,27.69,78.27,71.04,79.54,81.20,80.18,80.57,53.32,82.37,80.42,78.08,79.69,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part37_tables.csv,13,(b) Without paralysis,19,14,102,127,275,896,-,-,-,-,-,-,-,-,-,1,2,1,4,1,6,6,6,29,-,1,1,3,-,4,2,3,1,3,1,6,13,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part38_confidences.csv,81.49,90.92,81.40,82.91,83.54,87.50,84.23,88.53,81.30,32.20,81.79,80.18,80.42,84.08,42.92,81.98,26.07,84.62,28.42,85.60,33.28,78.91,85.35,82.03,83.40,46.85,83.69,79.83,79.44,86.08,28.88,86.08,46.85,85.60,32.50,86.33,81.01,83.15,83.15,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,13,(b) Without paralysis,16,22,85,146,297,998,-,-,-,-,-,-,1,-,-,1,1,4,5,4,1,3,9,17,-,-,4,-,3,2,1,2,2,5,3,7,13,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part39_confidences.csv,77.39,88.48,82.08,84.42,84.33,85.60,23.19,87.01,80.27,55.62,83.50,75.88,53.86,83.64,71.19,82.08,45.80,79.20,47.85,83.69,37.30,73.29,84.96,60.69,80.86,45.80,83.50,79.59,85.84,79.15,46.34,85.99,82.81,83.64,58.59,87.35,83.15,81.40,81.35,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part39_tables.csv,13,(b) Without paralysis,6,17,61,153,316,"1,083",-,-,-,-,-,-,-,1,-,1,1,4,-,5,1,1,4,23,-,-,1,-,-,2,3,1,1,1,5,6,13,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part3_confidences.csv,79.54,90.04,84.62,83.50,87.94,89.06,64.55,89.60,82.67,71.00,85.25,75.24,80.91,84.67,77.34,82.91,24.80,82.28,36.06,86.08,71.92,79.15,85.06,44.26,81.25,46.73,84.72,76.51,84.42,75.98,31.40,86.96,80.86,81.25,21.85,87.55,80.13,82.42,83.25,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part3_tables.csv,13,(b) Without paralysis,1,-,1,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,13,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part40_confidences.csv,75.20,89.31,83.89,82.76,85.64,88.13,51.22,87.26,82.18,55.81,80.08,79.30,79.74,82.91,77.25,86.04,19.40,85.21,75.63,84.38,73.93,74.07,83.59,81.64,84.08,45.95,85.35,28.83,84.96,80.37,44.51,86.96,28.20,85.30,45.95,86.52,85.35,81.25,81.79,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part40_tables.csv,13,(b) Without paralysis,8,6,37,161,327,"1,144",-,-,-,-,-,-,-,-,-,3,1,3,1,-,2,2,1,8,-,-,1,(6),-,6,1,3,-,1,1,5,13,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part41_confidences.csv,70.02,88.28,78.61,81.88,82.03,85.30,23.60,87.06,78.81,26.27,75.83,74.66,45.31,79.93,31.23,79.00,45.41,78.66,29.37,80.37,28.34,70.46,80.81,33.89,72.90,45.41,78.08,36.74,80.66,67.48,72.56,78.81,65.33,77.39,45.24,82.57,79.49,79.15,80.42,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part41_tables.csv,13,(b) Without paralysis,2,10,32,165,336,"1,178",-,-,-,-,-,-,-,-,-,1,4,2,-,1,1,-,3,10,-,-,1,1,-,1,-,1,4,-,1,4,13,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part42_confidences.csv,77.20,86.77,80.86,72.41,81.93,84.38,46.36,85.60,79.15,43.19,79.88,80.71,42.04,80.66,21.31,82.23,22.94,81.84,45.04,81.64,68.90,48.93,84.81,45.04,80.18,45.04,82.91,43.02,79.25,75.39,71.00,80.47,29.00,76.71,46.19,78.42,79.69,78.42,82.32,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part42_tables.csv,13,(b) Without paralysis,6,2,24,171,347,"1,210",-,-,-,-,-,-,-,-,-,2,1,3,1,-,2,1,-,5,-,-,1,1,1,4,1,-,-,1,I,6,13,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part43_confidences.csv,77.69,87.89,79.98,77.78,81.15,85.99,31.10,86.43,78.42,56.74,80.66,78.52,32.59,83.01,19.29,82.18,45.41,80.62,20.97,82.28,59.18,77.49,84.81,38.11,80.91,23.00,83.30,54.25,80.47,78.03,75.00,82.47,53.37,83.20,45.41,81.45,76.17,79.74,82.71,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part43_tables.csv,13,(b) Without paralysis,1,6,28,172,353,"1,230",I,,,-,an,for,100%,!,-,,-,2,1,-,1,1,I,1,6,I,-,1,-,1,1,1,1,1,I,-,11,13,,,,,,
cdi_ca_1956_wk_prov_dbs_Part44_confidences.csv,84.13,89.75,83.79,79.74,86.13,88.18,52.88,88.62,81.35,72.17,81.74,81.79,51.81,84.52,45.39,84.52,46.68,85.21,43.09,86.62,45.58,81.35,84.52,22.07,81.84,46.95,85.40,72.61,82.47,73.34,87.65,83.64,19.46,81.30,55.22,84.38,83.64,81.59,87.06,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part44_tables.csv,13,(b) Without paralysis,5,3,21,179,354,"1,258",-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,3,2,5.,-,-,1,-,-,1,I,1,-,1,-,1,13,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part45_confidences.csv,81.01,89.26,79.79,72.66,84.18,86.77,58.20,86.13,78.37,42.80,79.79,54.49,83.15,77.39,29.49,78.37,43.36,82.96,19.63,84.81,77.49,40.58,85.50,31.13,82.67,46.34,82.13,46.34,81.25,74.90,77.05,82.62,36.18,83.74,46.34,86.91,81.79,83.11,84.08,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part45_tables.csv,13,(b) Without paralysis,6.,6,11,186,358,"1,270",-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,3,4,1,2,-,1,-,-,3,1,-,F,-,1,2,13,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part46_confidences.csv,72.27,86.57,76.71,69.48,79.64,82.96,35.94,83.98,69.82,62.35,78.42,69.63,80.22,72.75,45.83,74.66,27.51,78.03,18.46,79.98,72.27,39.40,81.15,42.90,78.32,45.39,75.73,71.88,80.71,55.37,68.26,81.93,74.61,75.05,36.96,83.35,78.12,80.96,81.35,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part46_tables.csv,13,(b) Without paralysis,5,6,13,191,363,"1,278",-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,3,3,1,1,2,-,(6),-,3,-,1,-,-,-,1,13,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part47_confidences.csv,70.80,87.70,81.88,78.03,83.30,85.01,66.99,85.64,78.56,45.41,83.50,64.26,83.50,80.96,75.93,81.59,37.94,82.86,45.41,82.57,54.10,79.54,68.95,37.84,82.96,49.39,80.18,21.48,82.18,75.63,80.37,84.23,79.20,83.20,18.25,81.01,46.39,75.39,73.49,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part47_tables.csv,13,(b) Without paralysis,5,6,11,198,367,"1,280",-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,4,1,-,1,-,-,(6),2,4,-,-,-,-,1,13,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part48_confidences.csv,77.59,89.45,80.71,78.71,84.03,86.67,73.34,87.45,77.59,41.19,82.71,75.98,48.05,79.30,29.30,82.62,46.41,80.08,19.48,80.71,78.22,39.38,85.01,49.95,83.64,46.41,84.23,71.88,79.25,73.44,75.10,83.98,65.67,78.81,39.48,85.11,85.35,79.88,83.54,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part48_tables.csv,13,(b) Without paralysis,2,5.,8,200,371,"1,284",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,1,1,4,-,-,-,3,13,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part49_confidences.csv,78.71,88.67,82.23,78.91,84.91,86.04,79.10,87.65,80.62,23.35,83.11,76.51,75.68,82.28,68.60,82.71,45.80,82.52,67.72,79.05,71.39,58.30,84.08,80.71,78.81,45.80,82.81,78.17,83.79,35.60,77.83,86.33,41.67,81.69,22.95,87.26,81.45,74.46,79.54,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part49_tables.csv,13,(b) Without paralysis,-,3,14,201,373,"1,292",-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,-,-,-,1,-,-,-,3,13,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part4_confidences.csv,77.44,85.55,80.37,71.44,83.79,83.06,67.92,84.42,78.47,75.49,81.59,73.05,81.01,82.47,22.92,81.98,19.74,81.74,43.92,82.62,77.69,61.91,81.69,64.89,83.20,21.12,81.49,64.21,78.86,39.14,74.51,75.34,75.63,77.78,50.15,76.22,77.59,76.71,79.54,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part4_tables.csv,13,(b) Without paralysis,1,1,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,13,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part50_confidences.csv,75.83,87.50,76.86,80.57,83.59,85.21,53.86,85.01,80.47,36.45,80.22,76.81,25.98,80.37,44.95,78.03,20.79,77.10,44.95,79.44,61.47,45.12,81.54,37.82,80.81,44.95,80.08,33.57,80.91,73.14,75.78,77.39,36.96,76.17,54.79,80.57,49.24,73.58,79.00,,,,,,,,
