cdi_ca_1956_wk_prov_dbs_Part10_confidences.csv,81.64,42.92,82.86,78.96,85.06,87.74,31.20,87.84,84.62,69.87,83.89,81.45,23.55,82.08,19.25,82.86,19.98,85.30,20.03,84.91,78.71,74.32,85.45,56.49,83.25,19.82,82.47,34.74,82.23,74.02,25.73,84.91,50.54,81.05,45.46,83.20,82.08,79.35,82.52,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part10_tables.csv,6,Encephalitis, infectious,-,-,-,3,4,4,-,-,-,,: .,:,-,-,-,-,-,-,,,,,..,:.,-,-,-,-,-,-,-,-,-,-,-,-,6,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part11_confidences.csv,78.76,86.38,77.05,72.31,79.44,83.64,41.67,84.77,73.93,27.61,78.08,67.09,79.83,72.95,36.47,76.76,23.39,74.66,19.47,79.00,62.65,52.93,80.66,47.71,77.05,45.41,71.14,70.12,78.71,68.95,71.68,83.98,77.54,73.24,60.99,84.52,81.88,81.49,82.32,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part11_tables.csv,6,Encephalitis, infectious,1,-,-,4,4,4,-,-,-,...,A.A.,P...,-,-,-,-,-,-,.A,,P.A.,A.A.,,a.a.,-,-,-,-,-,I,-,1,-,1,1,-,6,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part12_confidences.csv,68.02,56.20,73.00,61.38,74.37,76.90,72.61,76.46,69.73,40.33,74.56,63.72,73.54,73.97,33.08,72.31,22.09,72.80,16.15,74.80,69.78,39.70,75.68,66.75,73.83,40.33,73.83,26.56,73.05,63.92,69.34,73.05,30.98,65.38,64.79,72.80,71.63,68.75,70.36,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part12_tables.csv,6,Encephalitis, infectious,-,1,-,4,5,6,-,-,-,....,R.R.,,-,-,-,-,-,-,..A,R.P.,..A,R.P.,...,R.P.,-,-,-,-,-,-,-,-,-,-,1,-,6,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part13_confidences.csv,74.56,84.18,76.42,74.27,80.71,82.42,18.82,81.01,72.66,46.26,75.10,70.07,35.45,74.32,31.88,67.24,44.02,77.88,26.54,77.98,71.58,50.68,80.52,31.40,77.93,44.02,70.61,26.51,76.81,46.78,69.87,79.69,75.88,73.44,32.62,81.88,79.35,77.10,77.20,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part13_tables.csv,6,Encephalitis, infectious,-,-,1,4,6,6,-,-,-,...,R.A,...,-,-,-,-,-,-,P.S,R.P.,...,R.P.,...,...,-,-,-,-,-,-,-,-,-,-,-,-,6,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part14_confidences.csv,48.54,82.62,75.39,67.14,77.78,80.62,43.33,81.54,71.92,31.62,78.76,69.43,75.24,75.15,20.51,75.15,24.29,74.46,20.72,77.39,71.04,41.65,79.64,56.98,67.97,43.33,78.52,66.21,78.86,69.68,69.24,79.88,53.32,77.78,42.48,78.66,77.29,71.58,77.20,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part14_tables.csv,6,Encephalitis, infectious,2,-,-,6,6,7,-,-,-,,,,-,-,-,-,-,-,,,....,,...,A.9.,-,-,-,-,-,-,-,-,-,2,-,-,6,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part15_confidences.csv,78.12,85.84,79.30,76.66,82.71,84.91,67.29,84.28,76.07,34.28,77.49,73.05,73.58,77.00,35.67,79.54,18.08,78.76,17.83,80.22,77.29,77.78,82.57,19.92,82.57,44.31,80.71,33.94,79.05,62.60,73.97,81.30,73.24,78.91,44.31,81.05,77.20,77.34,80.76,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,6,Encephalitis, infectious,-,2,1,6,7,7,-,-,-,,...,...,-,-,-,-,-,-,...,...,9.8,,....,...,-,-,-,-,-,-,-,-,-,-,2,-,6,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part16_confidences.csv,82.28,89.16,84.86,81.35,86.96,86.72,57.47,87.60,82.67,51.46,82.18,83.89,39.89,83.40,38.43,83.64,45.78,85.45,28.64,84.13,79.83,45.87,83.69,42.11,83.79,21.30,85.35,66.50,81.49,60.25,82.08,77.34,62.60,80.37,63.13,84.72,80.96,79.49,82.08,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part16_tables.csv,6,Encephalitis, infectious,-,-,-,6,7,8,-,-,-,,,A.O.,-,-,-,-,-,-,,R.P.,,,....,R.A.,-,-,-,-,-,-,-,-,-,-,-,-,6,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part17_confidences.csv,71.78,85.94,75.68,63.38,82.32,84.86,73.00,81.69,80.57,44.53,79.30,53.52,83.94,78.27,33.30,78.91,35.18,82.13,20.53,82.76,32.86,54.10,83.01,44.53,80.27,25.15,76.42,23.61,76.03,67.33,67.09,81.64,75.73,80.71,44.53,82.18,78.91,81.25,79.83,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,6,Encephalitis, infectious,-,1,-,6,7,a,-,-,-,,,*..,-,-,-,-,-,-,A.S.,,,,..A,,-,-,-,-,-,-,-,-,-,-,-,-,6,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part18_confidences.csv,80.18,87.50,84.38,78.42,85.35,85.94,68.75,87.30,83.01,45.70,82.42,76.27,83.01,80.91,21.81,81.30,65.72,81.45,19.02,81.01,76.22,77.59,85.84,71.19,79.05,25.15,82.08,52.98,83.11,76.42,50.34,84.42,79.10,82.81,18.63,85.30,83.40,82.47,82.08,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part18_tables.csv,6,Encephalitis, infectious,-,-,-,TB 6,7,10,-,-,-,...,...,..,-,-,-,-,-,-,..,....,...,...,...,....,-,-,-,-,-,-,-,-,-,-,-,-,6,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part19_confidences.csv,77.83,89.45,84.42,84.08,86.52,87.40,78.22,88.82,85.25,80.37,85.74,82.03,82.32,86.28,59.42,83.94,45.92,83.35,64.99,86.08,62.40,79.74,87.06,77.93,84.18,45.92,86.62,45.92,82.13,76.56,44.41,81.54,59.13,83.11,26.44,87.16,69.92,81.35,80.18,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part19_tables.csv,6,Encephalitis, infectious,-,-,1,6,8,10,-,-,-,,,,-,-,-,-,-,-,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,6,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part1_confidences.csv,58.20,75.68,68.26,68.99,71.00,72.80,18.90,73.34,64.21,25.93,68.60,61.18,57.76,67.87,25.98,65.04,22.83,61.72,19.49,66.46,46.51,53.66,69.58,40.06,60.35,40.06,67.09,48.90,60.99,59.62,61.52,68.31,60.94,62.16,32.25,70.56,64.16,66.21,68.31,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,6,Encephalitis, infectious,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,-,,A.P,...,,,,-,-,-,-,-,-,-,-,-,-,-,-,6,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part20_confidences.csv,71.24,87.74,63.33,77.20,84.28,85.16,82.47,87.30,81.40,34.69,82.62,80.37,79.05,83.35,77.25,80.08,45.07,80.37,54.35,83.20,60.30,57.81,82.37,76.56,78.27,65.48,83.01,77.88,73.54,82.91,40.33,81.98,45.07,81.20,32.10,82.18,78.37,69.78,78.08,,,,,,,,
