cdi_ca_1956_wk_prov_dbs_Part20_tables.csv,6,Encephalitis, infectious,-,-,-,6,8,11,-,-,-,...,A.°,P.M,-,-,-,-,-,-,...,...,...,:,...,....,-,-,-,-,-,-,-,-,-,-,-,-,6,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part21_confidences.csv,84.47,91.16,85.74,82.67,87.99,90.38,69.63,89.94,82.96,48.36,85.40,84.33,76.42,86.77,42.07,85.50,24.29,84.47,66.26,88.92,83.84,52.44,87.50,67.48,84.86,46.90,87.60,71.34,84.13,74.71,82.42,81.15,76.37,83.84,37.57,84.96,86.52,83.15,83.50,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part21_tables.csv,6,Encephalitis, infectious,-,-,1,6,9,13,-,-,-,...,A.P.,P..9,-,-,-,-,-,-,,,...,....,...,1,-,-,-,-,-,-,-,-,-,-,-,-,6,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part22_confidences.csv,41.48,82.03,73.29,71.19,75.78,78.56,31.40,79.00,74.61,41.04,73.49,60.40,65.72,70.26,21.52,72.66,24.58,68.80,20.69,72.07,66.80,41.11,75.15,42.29,66.36,42.97,67.58,49.22,69.87,62.79,72.46,73.29,64.60,70.90,61.13,74.17,72.22,73.39,75.54,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part22_tables.csv,6,Encephalitis, infectious,1,1,1,7,10,13,-,-,-,,,,-,-,-,-,-,I,,,A.P.,1,A.P.,,-,-,-,-,-,-,-,I,-,-,-,-,6,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part23_confidences.csv,58.59,88.96,83.84,81.49,85.64,87.45,77.49,89.06,80.37,33.11,84.96,76.22,85.01,80.66,47.02,83.35,48.90,86.08,46.12,85.55,78.47,66.65,86.08,74.17,83.79,27.08,83.45,28.47,84.47,75.68,75.15,84.96,82.57,85.21,46.12,86.28,85.06,82.08,83.79,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part23_tables.csv,6,Encephalitis, infectious,i,1,1,8,11,15,-,-,-,...,R.P.,...,$,-,-,-,-,-,,..,:,1,1,....,-,-,-,-,-,-,-,-,-,-,-,-,6,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part24_confidences.csv,80.52,88.23,78.08,73.39,81.59,84.62,50.73,84.86,79.39,30.44,76.81,76.22,74.17,80.08,25.81,78.37,45.53,80.32,45.53,79.10,53.52,50.44,80.86,34.38,76.90,45.53,76.46,66.55,77.49,28.69,53.71,83.01,79.05,77.29,61.04,82.67,82.67,83.25,82.37,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part24_tables.csv,6,Encephalitis, infectious,-,1,-,8,11,16,-,-,-,,,.0,-,-,-,-,-,-,,A..,,,1,....,-,,,-,-,-,-,-,-,I,-,1,,6,,,,,,
cdi_ca_1956_wk_prov_dbs_Part25_confidences.csv,71.53,86.72,80.47,51.71,84.81,85.74,24.98,85.30,80.03,72.07,83.20,75.34,74.61,85.40,33.45,83.40,20.47,78.81,19.23,83.25,77.10,78.56,83.20,45.36,78.03,45.46,76.07,71.63,81.45,64.70,41.46,82.57,67.19,79.74,45.46,82.62,78.27,76.51,78.08,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part25_tables.csv,6,Encephalitis, infectious,1,-,-,9,11,16,-,-,-,,,,-,-,-,-,-,-,....,...,,,,,-,-,-,1,-,-,-,-,-,-,-,-,6,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part26_confidences.csv,82.47,88.72,81.49,81.25,84.03,87.35,61.33,85.30,80.32,46.22,83.54,82.37,46.12,82.71,20.68,85.06,20.70,85.55,46.22,85.60,77.05,79.79,86.23,45.04,83.20,34.40,84.67,26.83,83.06,77.98,35.60,86.77,80.91,85.79,52.49,86.52,82.67,83.25,85.60,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part26_tables.csv,6,Encephalitis, infectious,1,1,1,10,11,16,-,-,-,...,...,...,-,-,-,-,-,-,....,9.8,...,..A,P...,..A,-,-,-,1,1,-,-,-,-,-,-,-,6,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part27_confidences.csv,34.81,64.89,78.17,75.49,79.69,81.49,36.67,83.50,77.78,54.69,82.28,75.93,68.55,80.91,41.26,81.40,44.19,78.86,21.22,81.49,76.03,72.85,81.79,62.45,81.69,44.19,81.15,65.33,82.08,67.14,59.03,80.27,58.89,76.66,27.17,81.25,76.56,75.34,77.00,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,6,Encephalitis, infectious,139,134,45,"8,042","36,096","8,855",...,...,...,90,97,...,43,35,25,-,-,-,-,-,-,1,1,-,-,1,6,-,-,-,,,:,5,-,4,7,,,,
cdi_ca_1956_wk_prov_dbs_Part28_confidences.csv,73.97,55.71,81.74,83.01,84.86,86.82,35.06,82.81,79.83,21.15,79.59,47.22,82.37,80.66,54.39,82.47,73.97,83.84,26.54,82.67,77.34,69.87,84.13,23.45,79.88,36.47,83.20,45.53,82.13,74.27,79.54,81.74,72.51,80.71,45.53,83.69,76.61,80.52,83.59,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part28_tables.csv,6,Encephalitis, infectious,148,140,18,"8,191","36,110","8,900",....,...,...,126,90,...,22,44,16,-,-,-,-,-,-,-,1,-,-,-,2,-,-,-,:.,:,..,-,5,-,7,,,,
cdi_ca_1956_wk_prov_dbs_Part29_confidences.csv,68.55,77.83,72.51,65.14,73.88,76.71,58.40,78.03,62.21,57.71,73.05,69.38,63.53,71.19,16.88,73.93,19.46,69.97,41.11,72.61,66.31,49.95,76.07,54.64,73.24,41.11,71.73,34.42,71.92,66.06,67.14,70.70,69.09,69.14,32.64,76.37,73.78,70.41,73.73,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part29_tables.csv,6,Encephalitis, infectious,-,-,1,10,14,18,-,-,-,,,,-,-,-,,-,-,,,,,,,-,-,-,-,-,-,-,,-,-,-,-,6,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part2_confidences.csv,61.43,84.77,79.79,80.71,81.35,84.86,31.10,82.57,74.12,44.82,81.54,69.58,80.37,74.32,74.07,82.32,53.61,80.57,19.51,81.20,51.51,74.12,72.31,25.59,79.79,32.74,73.44,43.68,79.30,68.65,74.17,83.50,69.73,83.15,27.98,80.57,71.73,78.22,79.44,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part2_tables.csv,6,Encephalitis, infectious,-,-,-,-,-,1,-,-,-,,A.P.,.A,-,-,-,-,-,-,A.P.,,A...,.A,A.O.,,-,-,-,-,-,-,-,-,-,-,li,1,6,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part30_confidences.csv,71.58,81.84,77.20,56.40,76.51,81.20,36.06,80.81,75.39,30.35,76.22,67.33,69.97,78.12,64.40,76.56,28.20,75.68,57.96,76.86,65.19,48.97,76.12,28.76,71.92,42.38,77.05,36.94,72.22,68.51,70.21,72.51,44.21,75.68,21.52,78.03,77.59,74.46,75.68,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part30_tables.csv,6,Encephalitis, infectious,1,-,-,11,14,19,-,-,-,...,...,....,-,-,-,-,-,-,..,:.,..,1,..,:,-,-,-,-,-,-,-,-,-,-,-,-,6,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part31_confidences.csv,69.58,88.57,82.18,79.00,86.18,86.33,33.01,86.13,77.64,46.83,81.59,70.70,26.66,77.15,18.98,81.05,32.74,78.71,27.27,82.62,74.17,49.10,84.47,60.60,78.52,46.46,78.91,60.55,83.89,39.97,75.34,83.59,79.98,82.76,60.94,86.67,81.93,79.35,82.32,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part31_tables.csv,6,Encephalitis, infectious,1,1,-,12,14,19,-,-,-,A.P.,...,R.A,-,-,-,-,-,-,R.9,9.8,P...,1,1,9.8,-,-,-,-,-,-,-,-,-,-,-,-,6,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part33_confidences.csv,52.34,86.62,84.28,81.49,85.69,86.08,33.98,86.91,78.71,41.09,83.50,71.39,33.20,81.45,49.66,75.98,39.26,78.86,69.09,80.27,53.32,69.53,82.81,74.85,78.81,45.41,82.23,77.20,77.05,26.93,79.83,84.42,22.86,83.20,70.17,85.74,81.69,79.88,81.05,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,6,Encephalitis, infectious,3,3,1,18,15,20,-,-,-,R.9.,...,A..,-,-,-,-,-,-,,,,3,2,,-,1,-,-,-,1,-,-,-,-,-,-,6,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part34_confidences.csv,72.71,82.37,74.90,71.39,79.44,79.59,75.20,81.40,75.15,60.84,79.05,74.85,70.17,79.39,31.96,78.61,42.63,78.76,30.57,78.76,63.82,75.54,80.57,49.41,77.29,42.63,79.20,73.78,79.00,65.67,76.03,78.52,62.11,76.32,30.64,78.66,77.20,76.90,76.17,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,6,Encephalitis, infectious,2,3,1,20,16,21,-,-,-,..A,,..A,-,-,-,-,-,-,2,9.9,R.O.,...,3,...,-,-,-,-,-,-,-,-,-,-,-,-,6,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part35_confidences.csv,79.59,90.38,85.55,75.10,87.45,87.70,41.60,88.92,82.81,56.74,81.45,71.24,83.79,83.89,20.14,83.59,46.48,84.13,20.61,85.99,77.98,68.60,86.04,40.26,75.83,46.48,81.05,48.75,83.01,75.15,81.05,85.30,80.13,82.71,41.70,85.35,85.55,83.35,82.52,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,6,Encephalitis, infectious,2,2,2,17,18,23,-,-,-,a.e,A.A,a.e,-,-,-,-,-,-,.A,2,...,a.e.,.A,R.O.,-,-,-,2,-,1,-,-,-,-,-,-,6,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part36_confidences.csv,39.50,86.33,79.54,77.69,82.28,83.94,54.49,84.62,75.63,54.88,81.15,76.32,65.09,83.50,58.54,79.25,41.97,77.10,40.23,82.28,69.92,71.97,83.59,28.78,77.59,44.95,79.88,36.45,80.08,57.67,71.68,76.37,27.93,74.90,38.06,82.03,77.20,77.29,78.91,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part36_tables.csv,6,Encephalitis, infectious,2,2,.2,24,21,24,-,-,-,,,,-,-,-,-,-,-,,,.A,A..,...,A.O.,-,-,-,1,2,-,-,-,-,1,-,-,6,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part37_confidences.csv,80.62,87.70,81.20,78.71,84.03,87.01,34.01,86.33,80.62,34.01,80.81,80.81,78.86,82.13,29.35,81.35,18.87,77.54,21.45,83.15,57.86,73.39,83.84,37.23,68.95,45.48,83.79,28.15,79.54,72.22,80.86,82.52,81.49,81.88,54.20,83.74,81.74,79.39,80.96,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part37_tables.csv,6,Encephalitis, infectious,2,2,2,26,22,26,-,-,-,,R.A,P..,-,-,-,-,-,-,...,...,...,1,9.8,....,1,-,-,-,1,1,-,-,-,-,1,-,6,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part38_confidences.csv,75.39,84.08,75.29,76.66,77.29,80.91,77.93,81.88,75.20,29.79,75.68,74.12,74.41,77.78,39.70,75.83,24.12,78.27,26.27,79.20,30.79,73.00,78.91,75.88,77.15,43.33,77.39,73.83,73.49,79.64,26.71,79.64,43.33,79.20,30.08,79.83,74.95,76.90,76.95,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,6,Encephalitis, infectious,3,2,2,29,24,29,-,-,-,,...,...,-,-,-,-,-,-,...,R.O.,9.8,2,1,...,1,1,-,-,-,-,-,-,-,-,-,-,6,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part39_confidences.csv,78.08,89.26,82.81,85.21,85.06,86.38,23.40,87.79,81.01,56.10,84.28,76.61,54.35,84.38,71.88,82.81,46.22,79.93,48.29,84.42,37.65,73.97,85.69,61.23,81.59,46.22,84.28,80.27,86.62,79.88,46.75,86.77,83.59,84.38,59.13,88.13,83.89,82.13,82.08,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part39_tables.csv,6,Encephalitis, infectious,7,3,1,36,25,31,-,-,-,..,...,..,-,-,-,-,-,-,:,:.,..,3,2,..,4,1,-,-,-,-,-,-,-,-,-,-,6,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part3_confidences.csv,78.66,89.06,83.69,82.57,86.96,88.09,63.87,88.62,81.79,70.21,84.33,74.41,80.03,83.74,76.51,81.98,24.52,81.40,35.64,85.11,71.14,78.27,84.13,43.77,80.37,46.22,83.79,75.68,83.50,75.15,31.05,86.04,79.98,80.32,21.61,86.57,79.25,81.49,82.32,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part3_tables.csv,6,Encephalitis, infectious,1,-,1,1,-,1,-,-,-,,,a.e,-,-,-,-,-,-,,...,...,1,9.9,....,-,-,-,-,-,-,-,-,-,-,-,-,6,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part40_confidences.csv,71.68,85.11,79.98,78.86,81.64,83.98,48.80,83.20,78.32,53.22,76.37,75.59,76.03,79.05,73.63,81.98,18.49,81.20,72.12,80.42,70.46,70.61,79.69,77.78,80.18,43.80,81.35,27.49,80.96,76.61,42.43,82.91,26.88,81.30,43.80,82.47,81.35,77.44,77.98,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part40_tables.csv,6,Encephalitis, infectious,1,7,-,37,25,32,=,-,-,,,,-,-,-,-,-,-,..,,,1,3,,I,4,I,-,-,-,I,-,:,,,,6,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part41_confidences.csv,70.85,89.36,79.54,82.86,83.01,86.33,23.88,88.09,79.74,26.59,76.71,75.54,45.85,80.91,31.59,79.93,45.95,79.59,29.74,81.30,28.66,71.29,81.74,34.28,73.78,45.95,79.00,37.18,81.64,68.31,73.39,79.74,66.11,78.32,45.78,83.54,80.42,80.08,81.35,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part41_tables.csv,6,Encephalitis, infectious,2,1,1,39,26,33,-,-,-,,,.0,-,-,-,-,-,-,..a,a.e,a.a.,,1,A.O.,1,-,-,1,-,-,-,-,-,=,=,I,6,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part42_confidences.csv,76.61,86.08,80.22,71.88,81.35,83.74,46.02,84.96,78.52,42.87,79.30,80.13,41.72,80.08,21.15,81.59,22.77,81.20,44.70,81.01,68.36,48.54,84.18,44.70,79.59,44.70,82.28,42.70,78.66,74.80,70.46,79.83,28.78,76.12,45.83,77.83,79.10,77.83,81.74,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part42_tables.csv,6,Encephalitis, infectious,1,2,1,40,28,34,-,-,-,,,,-,-,-,-,-,-,,,R.9,1,R.O.,...,-,1,-,-,1,-,-,-,-,-,-,-,6,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part43_confidences.csv,77.29,87.40,79.59,77.34,80.71,85.55,30.93,85.99,77.98,56.40,80.22,78.08,32.42,82.57,19.19,81.74,45.17,80.18,20.86,81.84,58.84,77.05,84.38,37.92,80.47,22.86,82.81,53.96,80.08,77.59,74.61,82.03,53.12,82.76,45.17,81.01,75.78,79.30,82.28,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part43_tables.csv,6,Encephalitis, infectious,-,1,1,40,28,35,I,-,:,,,,:,1,-,-,-,-,4.a,,,,1,,-,-,-,-,-,-,-,-,-,-,-,-,6,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part44_confidences.csv,81.45,86.91,81.15,77.20,83.40,85.35,51.17,85.79,78.76,69.87,79.15,79.20,50.15,81.88,43.95,81.84,45.19,82.47,41.72,83.84,44.12,78.76,81.88,21.37,79.25,45.46,82.71,70.31,79.88,71.04,84.86,80.96,18.85,78.71,53.47,81.69,80.96,79.00,84.33,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part44_tables.csv,6,Encephalitis, infectious,-,-,-,40,28,35,-,-,-,..A,*...,9.A,-,-,-,-,-,-,,,,,R.R,...,-,-,-,-,-,-,-,-,-,-,-,-,6,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part45_confidences.csv,39.38,89.26,79.79,72.66,84.18,86.77,58.20,86.13,78.37,42.80,79.79,54.49,83.15,77.39,29.49,78.37,43.36,82.96,19.63,84.81,77.49,40.58,85.50,31.13,82.67,46.34,82.13,46.34,81.25,74.90,77.05,82.62,36.18,83.74,46.34,86.91,81.79,83.11,84.08,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part45_tables.csv,6,Encephalitis, infectious,5,-,-,45,28,37,-,-,-,9.2,A.O,..R,-,-,-,-,-,-,A.P.,.A,A.9.,1,A.R.,9.0,-,-,-,-,-,-,-,-,-,4,-,-,6,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part46_confidences.csv,70.70,84.72,75.05,68.02,77.93,81.20,35.18,82.18,68.31,61.04,76.71,68.12,78.52,71.19,44.85,73.10,26.93,76.37,18.07,78.27,70.75,38.55,79.39,41.99,76.61,44.41,74.12,70.36,78.96,54.88,66.80,80.18,73.00,73.44,36.16,81.59,76.46,79.25,79.59,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part46_tables.csv,6,Encephalitis, infectious,F,5,1,45,33,38,-,-,-,,,,-,-,-,-,-,-,,,,,1,,-,-,-,-,-,1,-,-,-,-,4,-,6,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part47_confidences.csv,66.31,82.08,76.61,73.05,77.93,79.59,62.70,80.18,73.54,42.50,78.17,60.16,78.17,75.78,71.04,76.37,35.52,77.59,42.50,77.29,50.63,74.46,64.55,35.42,77.69,46.24,75.05,20.10,76.90,70.80,75.20,78.81,74.12,77.88,17.08,75.83,43.41,70.56,68.80,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part47_tables.csv,6,Encephalitis, infectious,-,-,-,45,33,39,-,-,-,,,,-,-,-,,-,-,..,...,,..,4.8,a.s.,-,-,-,-,-,-,-,-,-,-,-,-,6,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part48_confidences.csv,76.71,88.43,79.79,77.83,83.06,85.64,72.46,86.47,76.71,40.70,81.74,75.10,47.49,78.42,28.96,81.69,45.87,79.15,19.25,79.79,77.34,38.94,84.03,49.37,82.67,45.87,83.25,71.04,78.37,72.56,74.22,83.01,64.89,77.88,39.01,84.13,84.38,79.00,82.57,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part48_tables.csv,6,Encephalitis, infectious,-,-,2,45,32,41,-,-,-,...,,...,-,-,-,-,-,-,9.8,...,...,...,..,...,-,-,-,-,-,-,-,-,-,-,-,-,6,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part49_confidences.csv,76.76,86.43,80.13,76.90,82.76,83.89,77.10,85.45,78.56,22.77,81.01,74.61,73.78,80.18,66.89,80.62,44.65,80.47,66.02,77.05,69.58,56.84,81.98,78.71,76.86,44.65,80.71,76.22,81.69,34.72,75.88,84.18,40.65,79.64,22.38,85.06,79.39,72.61,77.54,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part49_tables.csv,6,Encephalitis, infectious,-,=,-,45,32,41,-,-,-,,..A,...,-,-,-,-,-,-,O.R,A.O.,..,R.O.,...,A.P.,-,-,-,-,-,-,-,-,-,-,-,-,6,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part4_confidences.csv,80.18,88.53,83.20,73.93,86.72,85.99,70.31,87.35,81.20,78.12,84.42,75.59,83.84,85.35,23.73,84.81,20.43,84.62,45.46,85.50,80.42,64.11,84.52,67.19,86.13,21.86,84.33,66.46,81.59,40.50,77.10,77.98,78.27,80.47,51.90,78.91,80.32,79.44,82.37,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part4_tables.csv,6,Encephalitis, infectious,1,1,1,2,1,2,-,-,-,..,...,: .,-,-,-,-,-,-,:.,:.,: .,..,1,..,-,1,-,-,-,-,1,-,-,-,-,-,6,,,,,,,
