cdi_ca_1956_wk_prov_dbs_Part15_confidences.csv,82.23,90.38,83.45,80.71,87.06,89.40,70.85,88.77,80.08,36.08,81.59,76.90,77.49,81.05,37.57,83.74,19.03,82.91,18.77,84.47,81.40,81.93,86.91,20.97,86.91,46.66,84.96,35.74,83.25,65.92,77.93,85.60,77.10,83.11,46.66,85.35,81.30,81.40,85.01,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,4,(a) Amoebic,-,-,I,-,-,1,-,-,-,-,-,-,-,-,-,A.P,,A.F.,...,,#.A,-,-,-,-,-,-,-,-,-,I,,I,-,-,I,4,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part16_confidences.csv,30.03,86.62,82.42,79.00,84.42,84.23,55.81,85.11,80.27,49.98,79.79,81.45,38.75,81.01,37.30,81.25,44.46,82.96,27.81,81.69,77.54,44.56,81.30,40.89,81.35,20.69,82.86,64.60,79.15,58.54,79.69,75.10,60.79,78.08,61.28,82.28,78.61,77.20,79.69,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part16_tables.csv,4,(a) Amoebic,7,-,-,7,-,1,-,-,-,-,-,-,-,-,-,,,,,,,3,I,-,-,-,-,-,-,-,4,-,-,-,-,-,4,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part17_confidences.csv,64.16,76.86,67.68,56.64,73.63,75.88,65.28,73.05,72.07,39.82,70.90,47.88,75.05,69.97,29.76,70.56,31.47,73.44,18.36,74.02,29.37,48.36,74.22,39.82,71.78,22.47,68.31,21.12,67.97,60.21,60.01,73.00,67.72,72.17,39.82,73.49,70.56,72.66,71.39,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,4,(a) Amoebic,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,,,,,,,-,-,-,-,-,-,-,-,-,-,-,--,-,-,-,4,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part18_confidences.csv,79.05,86.28,83.20,77.34,84.13,84.72,67.77,86.08,81.88,45.07,81.30,75.20,81.88,79.79,21.51,80.18,64.84,80.32,18.76,79.88,75.20,76.51,84.62,70.21,77.93,24.80,80.96,52.25,81.93,75.34,49.63,83.25,77.98,81.64,18.36,84.13,82.28,81.35,80.96,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part18_tables.csv,4,(a) Amoebic,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,...,,,,,.A,-,-,-,-,-,-,-,-,-,-,-,-,I,I:,-,4,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part19_confidences.csv,78.12,89.75,84.67,84.38,86.77,87.70,78.47,89.11,85.55,80.62,86.04,82.28,82.62,86.57,59.62,84.23,46.07,83.64,65.19,86.38,62.60,79.98,87.30,78.17,84.42,46.07,86.91,46.07,82.37,76.81,44.53,81.79,59.28,83.35,26.51,87.45,70.12,81.59,80.42,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part19_tables.csv,4,(a) Amoebic,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part1_confidences.csv,66.50,86.47,77.98,78.76,81.05,83.15,21.58,83.74,73.34,29.61,78.32,69.87,66.02,77.54,29.66,74.27,26.07,70.51,22.27,75.88,53.12,61.28,79.44,45.75,68.90,45.75,76.61,55.86,69.68,68.12,70.21,78.03,69.63,71.00,36.84,80.57,73.29,75.59,78.03,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,4,(a) Amoebic,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,...,,...,...,...,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part20_confidences.csv,72.27,89.01,64.21,78.27,85.45,86.38,83.64,88.57,82.52,35.18,83.79,81.49,80.18,84.52,78.32,81.20,45.70,81.49,55.13,84.38,61.13,58.64,83.54,77.64,79.35,66.41,84.18,79.00,74.56,84.08,40.89,83.15,45.70,82.32,32.57,83.35,79.49,70.75,79.20,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part20_tables.csv,4,(a) Amoebic,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,...,...,...,,...,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part21_confidences.csv,30.03,89.01,83.74,80.71,85.94,88.23,67.97,87.84,81.01,47.24,83.40,82.32,74.61,84.72,41.09,83.50,23.73,82.47,64.70,86.82,81.88,51.22,85.45,65.87,82.86,45.80,85.55,69.68,82.18,72.95,80.52,79.25,74.56,81.88,36.69,82.96,84.47,81.20,81.54,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part21_tables.csv,4,(a) Amoebic,-,-,1,-,1,4,-,-,-,-,-,-,-,-,-,...,,,,,...,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,4,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part22_confidences.csv,67.38,80.52,71.92,69.87,74.37,77.10,30.81,77.54,73.19,40.26,72.12,59.23,64.50,68.95,21.12,71.34,24.13,67.53,20.30,70.75,65.53,40.36,73.73,41.50,65.09,42.16,66.31,48.29,68.55,61.62,71.09,71.92,63.38,69.58,60.01,72.75,70.85,72.02,74.12,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part22_tables.csv,4,(a) Amoebic,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part23_confidences.csv,38.92,86.13,81.15,78.91,82.96,84.67,75.05,86.23,77.83,32.06,82.23,73.78,82.32,78.08,45.53,80.71,47.36,83.35,44.65,82.81,75.98,64.55,83.35,71.83,81.10,26.20,80.81,27.56,81.79,73.24,72.75,82.28,79.93,82.52,44.65,83.54,82.37,79.49,81.10,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part23_tables.csv,4,(a) Amoebic,-,-,-,-,I,5,-,-,-,use,-,-,-,-,-,,...,,,,R.R.,-,-,-,-,-,-,-,-,-,-,I,-,-,,-,4,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part24_confidences.csv,70.61,77.34,68.46,64.36,71.53,74.17,44.48,74.41,31.79,26.68,67.33,66.80,65.04,35.52,22.63,68.70,39.92,70.41,39.92,69.34,46.92,44.21,70.85,36.62,67.38,39.92,67.04,58.35,67.97,25.15,47.09,72.80,69.29,32.86,53.52,27.76,72.46,72.95,72.22,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part24_tables.csv,4,(a) Amoebic,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,*..,...,9.3,R.P.,9.9,R.P.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part25_confidences.csv,72.56,87.94,81.64,52.49,86.08,86.96,25.34,86.57,81.20,73.10,84.42,76.42,75.68,86.67,33.94,84.62,20.76,79.93,19.51,84.42,78.22,79.74,84.42,46.02,79.20,46.12,77.20,72.71,82.67,65.62,42.07,83.79,68.16,80.91,46.12,83.84,79.39,77.59,79.20,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part25_tables.csv,4,(a) Amoebic,-,-,-,-,1,6,-,-,-,-,-,-,-,-,-,,:,:,,...,...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part26_confidences.csv,83.25,89.55,82.28,82.03,84.81,88.18,61.91,86.13,81.10,46.66,84.33,83.15,46.56,83.50,20.87,85.89,20.90,86.33,46.66,86.38,77.78,80.57,87.06,45.46,84.03,34.72,85.50,27.08,83.84,78.71,35.94,87.55,81.69,86.62,52.98,87.35,83.45,84.08,86.43,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part26_tables.csv,4,(a) Amoebic,-,-,-,-,1,6,-,-,-,-,-,-,-,-,-,,,,,,,-,,-,-,-,-,-,-,-,,,,,,,4,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part27_confidences.csv,34.81,85.79,78.37,75.68,79.93,81.69,36.77,83.74,77.98,54.83,82.52,76.12,68.75,81.15,41.36,81.59,44.31,79.05,21.28,81.69,76.27,73.05,81.98,62.60,81.93,44.31,81.35,65.53,82.32,67.33,59.18,80.47,59.08,76.86,27.25,81.49,76.76,75.54,77.20,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,4,(a) Amoebic,6,8,11,314,293,293,-,-,-,-,-,-,-,-,-,..,:,:.,: .,:.,1,2,-,-,-,-,-,-,-,-,1,-,-,3,8,2,5,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part28_confidences.csv,75.29,90.38,83.15,84.47,86.38,88.33,35.67,84.28,81.25,21.53,81.01,48.05,83.84,82.08,55.32,83.94,75.29,85.35,27.03,84.13,78.71,71.09,85.60,23.86,81.25,37.13,84.67,46.34,83.59,75.59,80.96,83.15,73.83,82.13,46.34,85.16,77.98,81.93,85.06,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part28_tables.csv,4,(a) Amoebic,23,6,6,337,297,297,-,-,-,-,-,-,-,-,-,: .,..,..,:.,:,: .,1,2,-,-,-,-,14,-,-,-,1,-,8,3,3,5,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part29_confidences.csv,45.80,86.23,80.32,72.12,81.84,84.91,64.65,86.38,68.90,63.92,80.86,76.86,70.36,78.86,18.70,81.84,21.55,77.49,45.53,80.42,73.44,55.32,84.28,60.50,81.10,45.53,79.44,38.13,79.64,73.14,74.37,78.32,76.51,76.56,36.16,84.57,81.74,77.98,81.64,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part29_tables.csv,4,(a) Amoebic,-,-,-,-,2,7,-,-,-,-,-,-,-,-,-,a..,,,,,,-,-,-,-,-,-,-,,,,,-,-,-,-,4,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part2_confidences.csv,60.94,84.13,79.20,80.13,80.71,84.23,30.86,81.93,73.54,44.48,80.91,69.04,79.74,73.78,73.49,81.69,53.22,79.93,19.36,80.57,51.12,73.54,71.78,25.39,79.20,32.50,72.90,43.36,78.66,68.12,73.58,82.86,69.19,82.52,27.76,79.98,71.19,77.64,78.86,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part2_tables.csv,4,(a) Amoebic,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..A,,,A...,..A,P...,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,4,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part30_confidences.csv,78.76,90.04,84.91,62.06,84.18,89.36,39.67,88.92,82.91,33.37,83.84,74.07,77.00,85.99,70.85,84.23,31.03,83.30,63.77,84.57,71.73,53.86,83.74,31.64,79.15,46.63,84.81,40.65,79.44,75.34,77.29,79.79,48.63,83.25,23.68,85.84,85.35,81.93,83.30,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part30_tables.csv,4,(a) Amoebic,-,-,-,-,2,7,-,1,-,-,-,-,-,-,-,: .,:.,:,:.,:,: .,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part31_confidences.csv,68.60,87.30,81.01,77.88,84.96,85.11,32.54,84.91,76.51,46.17,80.42,69.68,26.27,76.03,18.71,79.93,32.28,77.59,26.88,81.45,73.14,48.39,83.30,59.77,77.39,45.80,77.78,59.67,82.71,39.40,74.32,82.37,78.86,81.59,60.06,85.45,80.76,78.22,81.20,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part31_tables.csv,4,(a) Amoebic,-,-,-,-,2,7,-,-,-,-,-,-,-,-,-,....,...,...,...,...,...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part33_confidences.csv,75.44,86.67,84.33,81.54,85.74,86.13,34.01,86.96,78.76,41.11,83.54,71.44,33.23,81.49,49.68,76.03,39.26,78.91,69.14,80.32,53.32,69.58,82.86,74.90,78.86,45.43,82.28,77.25,77.10,26.95,79.88,84.47,22.88,83.25,70.21,85.79,81.74,79.93,81.10,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,4,(a) Amoebic,-,-,-,-,2,7,-,-,-,-,-,-,-,-,-,R.P.,,,,R.P.,....,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part34_confidences.csv,79.10,89.65,81.49,77.69,86.47,86.62,81.79,88.57,81.79,66.21,86.04,81.45,76.37,86.38,34.77,85.55,46.39,85.69,33.25,85.69,69.43,82.23,87.65,53.76,84.13,46.39,86.18,80.27,85.99,71.48,82.71,85.45,67.58,83.06,33.35,85.60,84.03,83.69,82.91,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,4,(a) Amoebic,-,-,-,-,2,7,-,-,-,-,-,-,-,-,-,...,...,:.,...,...,:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part35_confidences.csv,79.00,89.70,84.96,74.51,86.77,87.06,41.31,88.28,82.18,56.35,80.86,70.70,83.20,83.25,20.00,82.96,46.14,83.50,20.46,85.35,77.39,68.07,85.40,39.97,75.24,46.14,80.47,48.39,82.42,74.56,80.47,84.67,79.54,82.08,41.38,84.72,84.91,82.71,34.16,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,4,(a) Amoebic,-,-,-,-,2,7,-,-,-,-,-,-,-,-,-,...,...,,.A,...,N.A.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part36_confidences.csv,69.73,79.25,73.00,71.34,75.54,77.05,50.00,77.69,69.43,50.34,74.51,70.07,59.77,76.66,53.76,72.71,38.53,70.75,36.94,75.49,64.21,66.06,76.76,26.44,71.24,41.26,73.34,33.47,73.49,52.93,65.82,70.12,25.63,68.80,34.94,75.29,70.90,70.95,72.46,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part36_tables.csv,4,(a) Amoebic,1,-,-,1,2,8,-,-,-,-,-,-,-,-,-,,,,P.A,...,,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part37_confidences.csv,78.32,85.21,78.91,76.46,81.64,84.52,33.03,83.89,78.32,33.03,78.52,78.52,76.61,79.79,28.49,79.00,18.33,75.34,20.84,80.76,56.25,71.29,81.49,36.16,66.99,44.19,81.40,27.34,77.29,70.17,78.52,80.18,79.20,79.59,52.64,81.35,79.39,77.10,78.66,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part37_tables.csv,4,(a) Amoebic,-,1,-,1,2,9,-,-,-,-,-,-,-,-,-,,...,...,...,...,...,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,4,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part38_confidences.csv,80.08,89.36,79.98,81.49,82.13,85.99,82.76,87.01,79.88,31.67,80.42,78.76,79.05,82.67,42.19,80.57,25.63,83.20,27.93,84.13,32.71,77.59,83.84,80.62,81.98,46.04,82.23,78.47,78.08,84.62,28.37,84.62,46.04,84.13,31.96,84.86,79.64,81.69,81.74,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,4,(a) Amoebic,-,-,-,1,2,9,-,-,-,-,-,-,-,-,-,...,...,...,9.8,....,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part39_confidences.csv,77.64,88.77,82.32,84.72,84.57,85.89,23.27,87.26,80.57,55.76,83.79,76.12,54.00,83.89,71.44,82.32,45.95,79.44,48.02,83.94,37.43,73.54,85.21,60.89,81.10,45.95,83.79,79.83,86.08,79.44,46.48,86.23,83.11,83.89,58.79,87.65,83.40,81.64,81.64,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part39_tables.csv,4,(a) Amoebic,-,-,-,1,2,9,-,-,-,-,-,-,-,-,-,...,..,...,9.8,P...,...,-,-,-,-,-,-,-,-,-,-,-,-,$,-,-,4,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part3_confidences.csv,80.71,91.36,85.84,84.72,89.21,90.38,65.53,90.92,83.89,72.02,86.47,76.37,82.08,85.89,78.47,84.13,25.17,83.50,36.57,87.30,72.95,80.27,86.33,44.92,82.47,47.41,85.99,77.64,85.64,77.10,31.86,88.23,82.03,82.42,22.17,88.82,81.30,83.64,84.47,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part3_tables.csv,4,(a) Amoebic,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,....,...,...,...,...,..,-,-,$,-,-,-,-,-,-,-,-,-,-,-,-,4,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part40_confidences.csv,71.68,85.11,79.98,78.86,81.64,83.98,48.80,83.20,78.32,53.22,76.37,75.59,76.03,79.05,73.63,81.98,18.49,81.20,72.12,80.42,70.46,70.61,79.69,77.78,80.18,43.80,81.35,27.49,80.96,76.61,42.43,82.91,26.88,81.30,43.80,82.47,81.35,77.44,77.98,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part40_tables.csv,4,(a) Amoebic,1,-,-,2,2,9,-,-,-,-,-,-,-,-,-,...,,a.,.A,...,a.a,1,-,-,-,-,-,-,-,-,-,if,I,,I,1,4,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part41_confidences.csv,70.41,88.77,79.05,82.32,82.47,85.79,23.72,87.50,79.25,26.42,76.22,75.05,45.56,80.37,31.40,79.39,45.65,79.10,29.54,80.81,28.49,70.85,81.25,34.06,73.29,45.65,78.52,36.94,81.10,67.87,72.95,79.25,65.67,77.78,45.48,83.01,79.88,79.59,80.81,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part41_tables.csv,4,(a) Amoebic,-,1,-,2,2,9,-,-,-,-,-,-,-,-,-,,9.0,...,..,9.8,...,-,1,-,-,-,-,-,-,-,1,-,-,,-,-,4,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part42_confidences.csv,41.48,87.16,81.25,72.75,82.37,84.77,46.58,86.04,79.54,43.41,80.27,81.10,42.26,81.05,21.41,82.62,23.05,82.23,45.26,82.03,69.24,49.15,85.21,45.26,80.57,45.26,83.30,43.24,79.64,75.78,71.34,80.86,29.15,77.10,46.41,78.81,80.08,78.81,35.99,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part42_tables.csv,4,(a) Amoebic,-,-,-,2,2,9,-,-,-,-,-,-,-,-,-,,....,...,...,9.8,R...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part43_confidences.csv,73.78,83.45,75.98,73.83,77.05,81.64,29.54,82.08,74.46,53.86,76.61,74.51,30.96,78.81,18.31,78.03,43.12,76.56,19.91,78.12,56.15,73.54,80.57,36.18,76.81,21.83,79.05,51.51,76.42,74.07,71.19,78.32,50.68,79.00,43.12,77.34,72.31,75.68,78.52,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part43_tables.csv,4,(a) Amoebic,-,-,-,2,2,14,-,-,-,NO,NO,NO,-,-,-,*.*,9.9.,R.A,R.A,P.9,.,cm,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part44_confidences.csv,79.25,84.52,78.91,75.10,81.15,83.01,49.78,83.45,76.61,67.97,77.00,77.05,48.78,79.64,42.75,79.59,43.95,80.22,40.58,81.54,42.92,76.61,79.64,20.79,77.05,44.21,80.42,68.41,77.69,69.09,82.57,78.76,18.33,76.56,52.00,79.44,78.76,76.86,81.98,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part44_tables.csv,4,(a) Amoebic,1,F,-,2,2,18,-,-,-,-,-,-,-,-,-,,,,,,,-,-,-,-,-,-,-,-,-,-,=,-,-,I:,if,4,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part45_confidences.csv,81.40,89.70,80.18,73.00,84.57,87.16,58.45,86.52,78.76,43.02,80.18,54.74,83.54,77.73,29.64,78.76,43.55,83.35,19.73,85.21,77.83,40.77,85.89,31.27,83.06,46.56,82.52,46.56,81.59,75.24,77.44,83.01,36.35,84.18,46.56,87.35,82.18,83.50,84.47,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part45_tables.csv,4,(a) Amoebic,,1,-,2,2,18,(6),-,-,-,-,-,-,-,-,,,,,,,=,-,-,-,-,=,-,-,-,-,-,-,-,-,,4,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part46_confidences.csv,66.06,79.15,70.17,63.57,72.85,75.88,32.86,76.81,63.82,57.03,71.68,63.67,73.34,66.55,41.92,68.31,25.17,71.39,16.88,73.14,66.11,36.04,74.22,39.23,71.63,41.50,69.29,65.72,73.83,51.27,62.40,74.95,68.21,68.60,33.81,76.22,71.44,74.07,74.37,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part46_tables.csv,4,(a) Amoebic,:,E,E,2,2.,18,-,(6),-,-,-,-,-,-,-,,,,,.A,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,4,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part47_confidences.csv,67.14,83.11,77.59,73.97,78.96,80.57,63.53,81.15,74.46,43.04,79.15,60.89,79.15,76.76,71.97,77.34,35.96,78.56,43.04,78.27,51.27,75.39,65.38,35.86,78.66,46.83,75.98,20.36,77.88,71.73,76.17,79.83,75.05,78.86,17.30,76.81,43.97,71.44,69.63,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part47_tables.csv,4,(a) Amoebic,-,-,-,2,3.,18,-,-,-,-,-,-,-,-,-,,,,R.B.,..,a.e.,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,4,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part48_confidences.csv,75.88,87.50,78.96,77.00,82.18,84.77,71.73,85.55,75.88,40.26,80.91,74.27,46.97,77.59,28.66,80.81,45.39,78.32,19.04,78.96,76.51,38.53,83.15,48.85,81.79,45.39,82.37,70.31,77.54,71.78,73.44,82.13,64.21,77.10,38.60,83.25,83.45,78.12,81.69,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part48_tables.csv,4,(a) Amoebic,,1,-,2,3.,18,-,-,-,-,-,-,-,-,-,...,...,....,P.A,,...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part49_confidences.csv,75.24,84.72,78.56,75.39,81.15,82.23,75.59,83.79,30.08,22.31,79.44,73.14,72.31,78.61,65.58,79.05,43.77,78.86,64.70,75.54,68.21,55.71,80.37,77.15,75.34,43.77,79.15,74.71,80.08,34.03,74.37,82.52,39.84,78.08,21.94,83.40,77.83,71.19,76.03,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part49_tables.csv,4,(a) Amoebic,PP.,-,-,2,3,18,-,1,-,-,-,-,-,-,-,,,,,,,-,-,-,-,-,-,-,-,-,,-,-,-,,-,4,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part4_confidences.csv,77.20,85.25,80.13,71.19,83.50,82.81,67.72,84.13,78.17,75.24,81.30,72.80,80.76,82.23,22.85,81.69,19.68,81.49,43.77,82.32,77.44,61.72,81.40,64.70,82.91,21.06,81.20,64.01,78.56,39.01,74.27,75.05,75.34,77.49,49.98,75.98,77.34,76.46,79.30,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part4_tables.csv,4,(a) Amoebic,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,:.,..,..,:,:.,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part50_confidences.csv,72.07,83.15,73.00,76.51,79.44,80.96,51.17,80.76,76.42,34.64,76.22,73.00,24.68,76.37,42.70,74.12,19.75,73.24,42.70,75.49,58.40,42.87,77.49,35.91,76.76,42.70,76.07,31.91,76.86,69.48,72.02,73.54,35.11,72.36,52.05,76.56,46.78,69.87,75.05,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part50_tables.csv,4,(a) Amoebic,-,-,,2,3,18,-,-,-,-,-,-,-,-,-,R.O,9.8,...,..,,P.A,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,4,,,,,,,,
