cdi_ca_1956_wk_prov_dbs_Part10_confidences.csv,83.89,90.67,85.16,81.15,87.40,90.19,32.06,90.28,86.91,71.78,86.18,83.69,24.19,84.33,19.79,85.16,20.52,87.65,20.58,87.26,80.86,76.37,87.79,58.06,85.50,20.36,84.77,35.69,84.47,76.03,26.44,87.26,51.90,83.30,46.70,85.45,84.33,81.49,84.77,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part10_tables.csv,11,Poliomyelitis, epidemic:4,4,-,3,30,35,35,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,2,-,-,11,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part11_confidences.csv,77.00,84.47,75.39,70.75,77.69,81.79,40.77,82.86,72.31,27.00,76.37,65.62,78.08,71.34,35.67,75.05,22.88,73.00,19.04,77.25,61.28,51.76,78.91,46.66,75.39,44.41,69.58,68.55,77.00,67.43,70.07,82.13,75.83,71.63,59.62,82.67,80.08,79.69,80.47,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part11_tables.csv,11,Poliomyelitis, epidemic:4,2,4,2,32,36,36,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,2,1,11,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part12_confidences.csv,73.14,83.15,78.47,65.97,79.93,82.71,78.08,82.23,74.95,43.36,80.18,68.51,79.05,79.54,35.57,77.73,23.75,78.27,17.36,80.42,75.00,42.68,81.40,71.78,79.35,43.36,79.35,28.56,78.56,68.70,74.56,78.56,33.30,70.31,69.68,78.27,77.00,73.93,75.68,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part12_tables.csv,11,Poliomyelitis, epidemic:4,2,2,7,35,47,47,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,1,-,1,-,-,-,1,-,-,-,-,-,11,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part13_confidences.csv,76.46,86.28,78.32,76.12,82.76,84.47,19.29,83.06,74.46,47.41,76.95,71.83,36.33,76.17,32.67,68.90,45.12,79.83,27.20,79.93,73.34,51.95,82.52,32.18,79.88,45.12,72.36,27.17,78.71,47.95,71.63,81.69,77.78,75.24,33.45,83.94,81.35,79.05,79.15,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part13_tables.csv,11,Poliomyelitis, epidemic:4,4,2,2,39,51,51,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,2,1,-,-,-,-,11,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part14_confidences.csv,76.46,84.86,77.49,68.99,79.93,82.86,44.53,83.79,73.93,32.50,80.91,71.39,77.34,77.25,21.07,77.25,24.96,76.56,21.29,79.54,73.00,42.80,81.84,58.59,69.82,44.53,80.66,68.02,81.01,71.63,71.14,82.13,54.79,79.93,43.65,80.86,79.39,73.54,79.30,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part14_tables.csv,11,Poliomyelitis, epidemic:4,4,4,2,43,56,56,-,1,-,2,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,2,-,1,-,-,11,,,,,,,
