cdi_ca_1956_wk_prov_dbs_Part10_confidences.csv,85.01,91.89,86.33,82.23,88.57,91.41,32.50,91.50,88.13,72.75,87.35,84.81,24.52,85.50,20.06,86.33,20.80,88.87,20.86,88.43,81.98,77.39,89.01,58.84,86.67,20.64,85.89,36.18,85.60,77.05,26.78,88.43,52.59,84.42,47.34,86.62,85.50,82.62,85.94,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part10_tables.csv,26,(d) Gonorrhoea,249,305,280,"2,881","2,960","2,885",9,2,7,-,-,-,12,6,13,4,4,5,58,83,66,39,60,48,28,41,17,9,14,19,44,48,48,46,47,50,26,,,,,
cdi_ca_1956_wk_prov_dbs_Part11_confidences.csv,81.01,88.87,79.25,74.37,81.69,86.04,42.87,87.16,76.03,28.39,80.32,68.99,82.08,75.05,37.52,78.96,24.06,76.76,20.02,81.25,64.45,54.44,82.96,49.07,79.25,46.70,73.14,72.12,80.96,70.90,73.68,86.38,79.79,75.34,62.70,86.91,84.18,83.84,84.67,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part11_tables.csv,26,(d) Gonorrhoea,246,249,240,"3,127","3,200","3,108",9,.9,3,2,-,-,7,12,8,9,4,3,42,58,56,32,39,41,30,28,22,12,9,17,48,44,48,55,46,44,26,,,,,
cdi_ca_1956_wk_prov_dbs_Part12_confidences.csv,75.29,85.64,80.81,67.92,82.32,85.16,80.42,84.67,77.20,44.65,82.57,70.56,81.40,81.88,36.62,80.08,24.46,80.57,17.88,82.81,77.25,43.95,83.79,73.93,81.74,44.65,81.74,29.42,80.91,70.75,76.81,80.91,34.30,72.36,71.73,80.62,79.30,76.12,77.93,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part12_tables.csv,26,(d) Gonorrhoea,256,246,293,"3,383","3,443","3,301",4,9,2,-,2,-,8,7,8,1,9,4,38,42,66,41,32,55,24,30,17,19,12,18,59,48,40,62,55,45,26,,,,,
cdi_ca_1956_wk_prov_dbs_Part13_confidences.csv,79.25,89.45,81.20,78.96,85.79,87.55,20.00,86.13,77.20,49.15,79.79,74.46,37.67,79.00,33.86,71.44,46.78,82.76,28.20,82.86,76.07,53.86,85.55,33.37,82.81,46.78,75.00,28.17,81.64,49.71,74.27,84.72,80.62,78.03,34.67,87.01,84.33,81.93,82.03,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part13_tables.csv,26,(d) Gonorrhoea,227,256,264,"3,610","3,711","3,597",5,4,5,-,-,-,6,8,9,3,1,4,59,38,60,40,41,48,26,24,25,17,19,17,31,59,45,40,62,49,26,,,,,
cdi_ca_1956_wk_prov_dbs_Part14_confidences.csv,79.64,88.43,80.71,71.83,83.25,86.28,46.39,87.30,77.00,33.84,84.33,74.32,80.57,80.47,21.95,80.47,26.00,79.74,22.18,82.86,76.07,44.58,85.25,61.04,72.75,46.39,84.03,70.85,84.38,74.61,74.12,85.55,57.08,83.25,45.48,84.23,82.71,76.61,82.62,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part14_tables.csv,26,(d) Gonorrhoea,275,227,236,"3,887","3,923","3,834",17,5,4,-,-,-,8,6,2,-,3,2,62,59,56,44,40,43,32,26,14,31,17,14,35,31,47,46,40,50,26,,,,,
