cdi_ca_1956_wk_prov_dbs_Part10_confidences.csv,85.01,91.89,86.33,82.23,88.57,91.41,32.50,91.50,88.13,72.75,87.35,84.81,24.52,85.50,20.06,86.33,20.80,88.87,20.86,88.43,81.98,77.39,89.01,58.84,86.67,20.64,85.89,36.18,85.60,77.05,26.78,88.43,52.59,84.42,47.34,86.62,85.50,82.62,85.94,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,18,(a) Pulmonary,105,67,133,105,134,141,4,2,10,-,-,-,5,1,1,14,7,14,37,22,40,(6),(6),(6),1,13,10,-,4,1,8,6,15,37,12,22,18,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part2_tables.csv,18,(a) Pulmonary,136,105,151,241,249,291,6,4,7,-,-,-,2,5,2,15,14,13,64,37,74,(6),(6),(6),2,-,10,1,-,5,20,8,11,26,37,28,18,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part3_tables.csv,18,(a) Pulmonary,169,136,113,410,350,393,6,6,3,-,-,-,-,2,5,23,15,15,87,64,53,(6),(6),(6),3,2,7,3,1,5,20,20,18,27,26,16,18,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part4_tables.csv,18,(a) Pulmonary,165,169,165,575,485,557,4,6,6,1,-,-,3,1,5,2,23,6,96,87,78,(6),(6),(6),9,3,10,12,3,4,15,20,12,23,26,26,18,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part5_tables.csv,18,(a) Pulmonary,138,165,1/7,713,613,760,3,4,4,-,1,1,3,3,3,24,2,6,54,96,70,(6),(6),(6),8,9,11,7,12,8,15,15,20,24,23,25,18,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part6_tables.csv,18,(a) Pulmonary,159,138,141,872,741,909,7,3,7,1,-,1,5,3,2,13,24,10,84,54,72,(6),(6),(6),5.,8,9,3,7,4,29,15,15,12,24,22,18,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part7_tables.csv,18,(a) Pulmonary,97,159,149,969,881,"1,048",7,7,5,-,1,-,1,5,4,2,13,9,50,84,72,(6),(6),(6),4,5,10,5,3,5,6,29,7,22,12,20,18,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part8_tables.csv,18,(a) Pulmonary,123,97,167,"1,095","1,058","1,258",2,7,13,1,-,1,1,1,2,12,2,11,53,50,85,(6),(6),(6),11,4,13,6,5,6,21,6,7,19,22,20,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part9_tables.csv,18,(a) Pulmonary,167,125,167,"1,261","1,191","1,404",24,2,6,-,1,1,3,1,3,14,12,8,72,53,75,6),(6),(6),13,10,13,3,6,5,22,21,18,16,19,28,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part10_tables.csv,18,(a) Pulmonary,150,167,169,"1,411","1,383","1,571",4,24,9,2,-,-,1,3,3,23,14,11,58,72,87,(6),(6),(6),18,13,10,14,3,7,12,22,15,18,16,24,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part11_tables.csv,18,(a) Pulmonary,117,150,163,"1,528","1,548","1,782",5,4,3,-,2,-,6,1,4,3,23,11,42,58,80,(6),(6),(6),6,18,10,3,14,6,19,12,16,33,18,25,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part12_tables.csv,18,(a) Pulmonary,137,117,173,"1,666","1,687","1,911",11,5,2,-,-,2,-,6,3,6,3,14,66,42,62,(6),(6),(6),10,6,10,13,3,4,7,19,14,24,33,36,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part13_tables.csv,18,(a) Pulmonary,107,138,144,"1,774","1,785","2,075",7,11,2,1,1,-,-,-,4,9,6,14,57,66,66,(6),(6),(6),9,10,11,2,13,5,S,7.,15,14,24,21,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part14_tables.csv,18,(a) Pulmonary,117,108,160,"1,892","1,944","2,302",11,7,4,1,1,-,5,1,4,19,9,16,32,57,83,(6),(6),(6),4,9,18,3,2,5,13,8,10,29,14,27,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,18,(a) Pulmonary,169,114,174,"2,052","2,119","2,405",4,11,9,-,1,-,1,5,3,5,19,17,88,32,80,(6),(6),(6),4,4,14,4,-,4,38,13,17,25,29,16,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part16_tables.csv,18,(a) Pulmonary,205,169,148,"2,258","2,242","2,544",11,4,6,1,-,1,4,1,2,4,5,14,82,88,73,(6),(6),(6),15,4,12,3,4,4,34,38,11,51,25,34,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,18,(a) Pulmonary,111,205,181,"2,369","2,445","2,743",6,11,4,1,1,2,1,4,2,16,4,5,22,82,69,(6),(6),(6),17,15,16,8,3,3,20,34,12,20,51,26,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part18_tables.csv,18,(a) Pulmonary,88,111,181,"2,457","2,556","2,923",5,6,7,-,1,-,1,1,2,9,16,15,31,22,77,(6),(6),(6),13,17,16,1,8,8,7,20,17,21,20,27,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part19_tables.csv,18,(a) Pulmonary,172,88,175,"2,629","2,686","3,136",5,5,5,1,-,1,8,1,6,17,9,12,81,31,70,(6),(6),(6),15,13,20,8,1,7,25,7,10,12,21,30,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part20_tables.csv,18,(a) Pulmonary,163,172,151,"2,792","2,833","3,290",8,5,12,-,1,2,1,8,4,5,17,5,91,81,76,(6),(6),(6),16,15,12,14,8,6,-,25,13,28,12,25,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part21_tables.csv,18,(a) Pulmonary,124,184,169,"2,937","3,003","3,386",4,8,7,-,-,1,-,2,1,16,5,16,59,91,58,(6),(6),(6),8,16,19,2,14,6,24,20,21,11,28,19,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part22_tables.csv,18,(a) Pulmonary,135,124,163,"3,011","3,166","3,549",8,4,6,-,-,1,3,-,-,2,16,16,66,59,79,(6),(6),(6),17,8,12,3,2,6,20,24,14,16,11,23,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part23_tables.csv,18,(a) Pulmonary,247,135,177,"3,318","3,317","3,684",7,8,5,1,-,1,2,3,3,18,2,26,174,66,74,(6),(6),(6),6,17,14,9,3,9,13,20,15,17,16,28,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part24_tables.csv,18,(a) Pulmonary,148,247,207,"3,466","3,491","3,936",12,7,10,1,1,2,6,2,3,5,18,18,47,174,98,(6),(6),(6),7,6,20,-,9,7,34,13,20,36,17,25,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part25_tables.csv,18,(a) Pulmonary,134,148,192,"3,600","3,683","4,076",10,12,7,1,1,-,1,6,1,-,5,17,53,47,91,(6),(6),(6),6,7,12,-,-,11,26,34,23,37,36,30,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part26_tables.csv,18,(a) Pulmonary,145,134,163,"3,745","3,865","4,221",8,10,8,-,1,-,1,1,4,13,-,11,40,53,69,(6),(6),(6),16,6,14,8,-,6,23,26,14,36,37,18,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,19,(a) Pulmonary (b) Non-pulmonary,6,13,9,282,319,264,-,-,-,1,1,-,-,-,-,-,1,-,1,1,2,(6),(6),(6),-,1,-,2,2,1,1,1,2,1,6,1,19,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part28_tables.csv,18,(a) Pulmonary,7,7,10,290,330,288,-,-,-,-,1,-,-,1,-,-,-,-,1,1,1,(6),(6),(6),-,-,1,4,2,-,:.,1,3,2,1,4,19,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part29_tables.csv,18,(a) Pulmonary,218,109,155,"4,217","4,368","4,728",3,6,19,2,-,-,-,1,1,14,9,7,149,46,52,(6),(6),(6),12,13,19,-,4,8,22,9,17,16,21,26,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part30_tables.csv,18,(a) Pulmonary,165,218,175,"4,382","4,524","4,892",23,3,8,1,2,1,-,-,2,11,14,19,77,149,69,(6),(6),(6),9,12,19,7,-,4,16,22,27,21,16,26,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part31_tables.csv,18,(a) Pulmonary,129,165,173,"4,511","4,644","5,067",10,23,4,-,1,1,-,-,-,9,11,12,50,77,56,(6),(6),(6),23,9,11,-,7,7,11,16,16,26,21,21,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,18,(a) Pulmonary,93,138,164,"4,743","5,015","5,386",4,10,7,-,2,-,1,1,2,8,11,3,59,47,62,(6),(6),(6),9,25,20,1,15,7,-,-,19,11,27,24,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,18,(a) Pulmonary,142,93,157,"4,885","5,179","5,558",6,4,3,1,-,1,-,1,3,5,8,16,56,59,70,(6),(6),(6),38,9,17,8,1,4,13,-,9.,15,11,32,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,18,(a) Pulmonary,154,142,156,"5,039","5,356","5,717",11,6,1,-,1,-,7,-,1,9,5,9,86,56,66,(6),(6),(6),5,38,12,8,8,6,11,13,14,17,15,20,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part36_tables.csv,18,(a) Pulmonary,143,154,180,"5,179","5,500","5,926",14,11,9,-,-,2,-,7,1,6,9,18,69,86,84,(6),(6),(6),8,5.,12,6,8,12,23,11,8,17,17,30,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part37_tables.csv,18,(a) Pulmonary,126,143,149,"5,305","5,632","6,116",8,14,7,3,-,-,1,-,1,9,6,10,33,69,69,(6),(6),(6),9,8,21,5,6,11,44,23,10,14,17,25,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,18,(a) Pulmonary,156,126,171,"5,461","5,842","6,284",6,8,5,-,3,1,3,1,1,11,9,10,88,33,80,(6),(6),(6),10,9,16,6,5,10,18,44,10,14,14,24,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part39_tables.csv,18,(a) Pulmonary,144,156,171,"5,605","6,033","6,454",11,6,8,-,-,-,2,3,1,10,11,18,64,88,72,(6),(6),(6),13,10,12,5,6,8,16,18,11,23,14,27,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part40_tables.csv,18,(a) Pulmonary,122,145,165,"5,728","6,193","6,615",4,11,4,-,-,1,1,3,3,8,10,6,16,64,73,(6),(6),(6),10,13,20,3,5,4,26,16,16,54,23,24,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part41_tables.csv,18,(a) Pulmonary,98,122,163,"5,826","6,375","6,773",3,4,3,-,-,-,1,1,2,18,8,11,21,16,79,(6),(6),(6),15,10,14,7,3,4,20,26,20,13,54,30,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part42_tables.csv,18,(a) Pulmonary,132,98,183,"5,958","6,580","6,955",9,3,9,1,-,-,-,1,2,-,18,14,74,21,117,(6),(6),(6),7,15,13,7,7,7,17,20,13,17,13,24,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part43_tables.csv,18,(a) Pulmonary,124,132,157,"6,078","6,725","7,136",3,9,22,4,1,FOR,-,I,3,18,3,6,47,74,74,(6),(6),(6),13,7,15,8,7,11,14,17,11,17,17,18,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part44_tables.csv,18,(a) Pulmonary,177,124,194,"6,255","6,922","7,273",9,3,6,1,4,-,2,-,1,8,18,22,76,47,103,(6),(6),(6),15,13,18,5,8,6,31,14,21,30,17,22,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part45_tables.csv,18,(a) Pulmonary,143,177,111,"6,398","7,036","7,404",4,9,2,-,1,-,1,2,1,10,8,7,28,76,38,(6),(6),(6),23,15,13,6,5,6,21,31,11,50,30,21,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part46_tables.csv,18,(a) Pulmonary,180,143,190,"6,578","7,160","7,579",1,4,7,-,-,-,1,1,2,15,10,4,95,28,83,(6),(6),(6),15,23,24,5.,6,11,32,21,13,16,50,26,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part47_tables.csv,18,(a) Pulmonary,145,180,203,"6,723","7,382","7,739",3,1,7,-,-,-,2,1,-,2,15,20,64,95,83,(6),(6),(6),16,15,22,9,5,7,24,32,22,25,16,21,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part48_tables.csv,18,(a) Pulmonary,251,145,120,"6,971","7,515","7,859",15,3,14,1,-,2,-,2,1,13,2,6,136,64,52,(6),(6),(6),15,16,19,2,9,4,29,24,16,40,25,16,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part49_tables.csv,18,(a) Pulmonary,153,251,152,"7,124","7,649","8,070",7,15,9,-,1,-,-,-,1,10,13,8,61,136,49,(6),(6),(6),29,15,9,3,2,7,21,29,22,22,40,41,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part50_tables.csv,18,(a) Pulmonary,219,153,158,"7,343","7,881","8,272",9,7,7,-,-,1,-,-,1,12,10,3,123,61,74,(6),(6),(6),19,29,16,6,3,4,28,21,20,22,22,29,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,18,(a) Pulmonary,158,219,123,"7,501","8,004","8,390",10,9,2,-,-,-,-,-,-,9,12,6,78,123,42,(6),(6),(6),16,19,11,4,6.,3.,20,23,16,21,22,24,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part52_tables.csv,18,(a) Pulmonary,86,159,133,"7,588","8,073","8,547",1,10,10,-,-,-,4,1,1,5,9,14,62,78,40,(6),(6),(6),8,16,10,6,4,1,-,20,15,-,21,22,18,,,,,
