cdi_ca_1956_wk_prov_dbs_Part14_tables.csv,19,(b) Non-pulmonary,13,5,9,135,161,130,-,-,-,-,-,-,-,-,-,2,-,-,3,4,1,(6),(6),(6),1,1,-,2,-,1,3,,,2,-,3,19,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,19,(b) Non-pulmonary,8,13,6,143,166,139,-,-,-,-,-,-,1,-,-,-,2,-,1,3,1,(6),(6),(6),2,1,I,1,2,1,a.e.,3,1,3,2,3,19,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part16_tables.csv,19,(b) Non-pulmonary,17,8,9,160,175,145,-,-,-,-,-,-,1,1,,1,-,-,6,1,1,(6),(6),(6),-,2,-,1,1,2,3,...,P...,5,3,4,19,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,19,(b) Non-pulmonary,10,17,11,170,196,153,-,-,-,-,-,-,1,1,-,2,1,-,1,6,1,(6),(6),(6),-,-,-,1,1,2,3,3,1,2,5,6,19,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part18_tables.csv,19,(b) Non-pulmonary,7,10,10,177,203,162,-,-,-,1,-,-,-,1,-,-,2,-,1,1,1,(6),(6),(6),1,-,-,2,1,3,9.8,3,2,2,2,3,19,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part19_tables.csv,19,(b) Non-pulmonary,16,7,10,193,212,171,-,-,-,-,1,1,-,-,-,-,-,-,4,1,2,(6),(6),(6),1,1,-,7,2,1,2,,1,2,2,6,19,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part20_tables.csv,19,(b) Non-pulmonary,11,16,12,204,224,193,-,-,-,-,1,-,-,-,-,-,-,-,6,4,2,(6),(6),(6),-,1,-,3,7,2,A.A,2,2,2,2,1,19,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part21_tables.csv,19,(b) Non-pulmonary,9,14,11,216,235,205,-,-,-,-,-,-,-,-,-,1,-,-,3,6,3,(6),(6),(6),I,-,-,-,3,2,3,3,2,2,2,1,19,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part22_tables.csv,19,(b) Non-pulmonary,6,9,9,222,244,220,-,-,-,-,-,-,-,-,-,-,1,-,1,3,3,(6),(6),(6),2,-,-,-,-,2,1,3,1,2,2,3,19,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part23_tables.csv,19,(b) Non-pulmonary,16,6,11,238,259,228,-,-,the,1,-,-,--,-,-,1,-,-,4,1,2,(6),(6),(6),2,2,-,1,-,1,3,1,1,4,2,4,19,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part24_tables.csv,19,(b) Non-pulmonary,16,16,12,254,274,238,-,-,-,-,1,-,-,-,-,-,1,-,3,4,2,(6),(6),(6),1,2,-,=,1,4,6,3,1,6,4,3,19,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part25_tables.csv,19,(b) Non-pulmonary,9,16,13,263,297,248,-,-,-,-,-,-,-,-,-,3,-,-,1,3,1,(6),(6),(6),-,1,-,-,-,5,2,6,2,3,6,5,19,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part26_tables.csv,19,(b) Non-pulmonary,13,9,6,276,310,259,-,-,-,1,-,-,-,-,-,1,3,-,1,1,2,(6),(6),(6),1,-,-,2,-,1,1,2,2,6,3,1,19,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,20,and paratyphoid,8,6,4,211,127,227,2,1,-,-,-,-,-,-,I,1,1,-,-,1,3,2,1,-,-,-,-,-,1,-,-,-,-,3,1,-,20,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part28_tables.csv,19,(b) Non-pulmonary,7,8,6,218,134,232,-,2,-,-,-,-,-,-,-,1,1,-,-,-,4,-,2,-,-,-,-,1,-,-,-,-,-,5,3,1,20,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part29_tables.csv,19,(b) Non-pulmonary,18,7,10,308,350,296,-,-,-,1,-,-,-,-,-,1,-,-,6,1,5,(6),(6),(6),1,-,-,-,4,1,7,..A,1,2,2,4.,19,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part30_tables.csv,19,(b) Non-pulmonary,12,18,14,320,371,310,1,-,-,-,1,-,-,-,-,1,1,-,6,6,4,(6),(6),(6),2,1,-,-,-,3,1,7,2,1,2,4,19,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part31_tables.csv,19,(b) Non-pulmonary,14,12,7,334,378,322,-,1,-,1,-,1,-,-,-,4,1,-,1,6,2,(6),(6),(6),3,2,-,1,-,2,2,1,1,2,1,2,19,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,19,(b) Non-pulmonary,16,12,6,362,403,337,-,-,-,-,-,-,-,-,-,1,2,-,6,1,-,(6),(6),(6),4,-,-,1,7,1,...,,,4,2,2,19,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,19,(b) Non-pulmonary,15,16,10,377,408,351,-,-,-,-,-,-,-,-,-,2,1,-,2,6,1,(6),(6),(6),2,4,-,3,1,1,5,,1,1,4,2,19,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,19,(b) Non-pulmonary,13,15,10,390,419,365,-,-,-,-,-,-,1,-,-,I,2,-,1,2,2,(6),(6),(6),1,2,-,5,3,-,9.8,5,9.9,5.,1,3,19,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part36_tables.csv,19,(b) Non-pulmonary,6,13,5,395,419,373,-,-,-,-,-,-,-,1,-,-,-,-,2,1,1,(6),(6),(6),1,1,-,1,5,I,1,...,9.8,1,5,2,19,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part37_tables.csv,19,(b) Non-pulmonary,14,6.,9.,409,424,383,-,-,-,-,-,-,1,-,-,-,-,-,-,2,2,(6),(6),(6),-,1,-,1,1,2,9,1,1,3,1,-,19,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,19,(b) Non-pulmonary,10,14,6,419,430,392,-,-,-,1,-,-,1,1,-,-,-,-,4,-,1,(6),(6),(6),-,-,-,3,1,2,...,9,..,1,3,2,19,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part39_tables.csv,19,(b) Non-pulmonary,4,10,13,423,444,403,-,-,-,-,1,1,-,1,-,1,-,-,-,4,2,(6),(6),(6),-,-,-,1,3,1,...,a.e,1,2,1,3,19,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part40_tables.csv,19,(b) Non-pulmonary,8,4,10,431,451,412,-,-,-,-,-,-,1,-,-,1,1,-,-,-,3,(6),(6),(6),-,-,-,1,1,-,3,...,R.P.,2,2,3,19,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part41_tables.csv,19,(b) Non-pulmonary,11,8,12,442,457,425,-,-,1,-,-,-,-,1,-,5,1,-,2,-,2,(6),(6),(6),1,-,-,1,1,2,2,3,1,-,2,4,19,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part42_tables.csv,19,(b) Non-pulmonary,3,11,8,445,476,438,-,-,-,-,-,-,-,-,-,-,5,-,1,2,3,(6),(6),(6),-,1,-,1,1,2,A.A,2,4.0,1,-,3,19,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part43_tables.csv,19,(b) Non-pulmonary,2,3,8,446,484,455,-,$,MKO,,-,,1,-,-,:,-,1,2,1,1,(6),(6),(6),I,1,-,-,1,3,...,,,-,1,2,19,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part44_tables.csv,19,(b) Non-pulmonary,6,2,14,452,498,463,-,-,-,1,-,1,-,-,-,-,-,-,1,2,1,(6),(6),(6),-,-,-,-,-,2,1,,1,3,-,3,19,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part45_tables.csv,19,(b) Non-pulmonary,3,6,5,455,517,481,-,-,-,-,1,-,-,-,-,-,-,-,1,1,1,(6),(6),(6),-,-,-,1,-,-,1,1,-,-,3,1,19,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part46_tables.csv,19,(b) Non-pulmonary,12,3,12,467,529,484,-,-,-,-,-,-,-,-,-,4,-,-,5,1,3,(6),(6),(6),-,-,-,1,1,3,-,1,-,2,-,3,19,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part47_tables.csv,19,(b) Non-pulmonary,7,12,9,474,545,500,-,-,-,-,-,-,1,-,-,-,4,-,1,5,1,(6),(6),(6),-,-,ans,-,1,2,3,-,1,2,2,4,19,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part48_tables.csv,19,(b) Non-pulmonary,9,7,9,482,553,506,-,-,-,1,-,-,-,1,-,1,-,-,1,1,2,(6),(6),(6),1,-,-,1,-,1,-,3,-,4,2,2,19,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part49_tables.csv,19,(b) Non-pulmonary,7,9,9.,489,565,513,-,-,-,-,1,-,-,-,-,1,1,-,3,1,2,(6),(6),(6),-,1,-,1,1,1,1,-,1,1,4,3,19,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part50_tables.csv,19,(b) Non-pulmonary,7,7,10,496,578,533,-,,-,-,-,-,-,-,-,1,1,-,2,3,1,(6),(6),(6),-,-,,2,1,2,1,1,-,1,1,1,19,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,19,(b) Non-pulmonary,8,7,8,504,583,543,-,-,1,1,-,-,-,-,-,-,1,I,1,2,2,(6),(6),(6),-,-,I:,1,2,1,-,1,-,5,1,3,19,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part52_tables.csv,19,(b) Non-pulmonary,4,8,9,508,580,567,-,-,-,-,1,-,-,-,-,-,-,-,2,1,2,(6),(6),(6),1,-,-,1,1,1,-,-,-,-,5,4,19,,,,,,,,
