cdi_ca_1956_wk_prov_dbs_Part10_confidences.csv,81.84,88.48,83.11,79.20,85.30,87.99,31.30,88.09,84.86,70.07,84.13,81.69,23.61,82.32,19.31,83.11,20.03,85.55,20.08,85.16,78.91,74.51,85.69,56.64,83.45,19.87,82.71,34.84,82.42,74.22,25.81,85.16,50.63,81.30,45.58,83.40,82.32,79.54,82.76,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part10_tables.csv,3,Dysentery:4,13,20,12,109,87,98,-,-,-,-,-,-,-,-,-,...,..,,...,6,1,7,1,3,-,-,1,-,-,1,-,1,-,6,12,4,3,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part11_confidences.csv,82.23,90.19,80.47,75.54,82.91,87.30,43.53,88.48,77.20,28.83,81.54,70.07,83.35,76.17,38.09,80.13,24.43,77.93,20.32,82.47,65.43,55.27,84.23,49.83,80.47,47.41,74.27,73.19,82.18,72.02,74.80,87.70,80.96,76.46,63.67,88.23,85.45,85.11,85.94,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part11_tables.csv,3,Dysentery:4,7,13,10,116,97,108,-,-,-,-,-,-,-,-,-,P...,,....,...,R.A.,...,3,7,4,1,-,-,-,-,-,-,-,-,3,6,7,3,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part12_confidences.csv,78.66,89.45,84.38,70.95,85.99,88.92,83.98,88.43,80.62,46.63,86.18,73.68,85.01,85.50,38.26,83.59,25.54,84.13,18.66,86.47,80.66,45.90,87.50,77.20,85.35,46.63,85.35,30.71,84.47,73.93,80.18,84.47,35.82,75.59,74.90,84.18,82.81,79.49,81.40,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part12_tables.csv,3,Dysentery:4,4,7,17,120,114,114,-,-,-,-,I,-,-,-,-,,,A.O.,1,,.A,-,3,3,-,1,-,-,-,1,-,-,-,3,3,6,3,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part13_confidences.csv,77.29,87.21,79.20,76.95,83.64,85.40,19.49,83.94,75.24,47.92,77.78,72.61,36.72,77.00,33.03,69.68,45.61,80.71,27.49,80.81,74.17,52.49,83.40,32.54,80.76,45.61,73.14,27.49,79.59,48.46,72.41,82.57,78.61,76.07,33.81,84.86,82.23,79.88,79.98,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part13_tables.csv,3,Dysentery:4,4,4,13,124,136,136,-,-,-,-,-,-,-,-,-,R.P.,...,...,P.A,1,*.*,-,-,1,-,-,-,-,-,-,-,-,-,4,3,12,3,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part14_confidences.csv,76.66,85.11,77.69,69.14,80.13,83.06,44.65,84.03,74.12,32.57,81.15,71.58,77.54,77.44,21.13,77.44,25.02,76.76,21.35,79.74,73.19,42.92,82.08,58.74,70.02,44.65,80.91,68.21,81.25,71.83,71.34,82.32,54.93,80.13,43.77,81.05,79.64,73.73,79.54,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part14_tables.csv,3,Dysentery:4,9,4,9,133,137,138,-,-,-,-,-,-,-,-,-,P..,R.P.,...,1,,...,1,-,1,-,-,-,-,-,-,1,-,-,6,4,4,3,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part15_confidences.csv,41.21,90.92,83.94,81.20,87.55,89.89,71.24,89.26,80.57,36.30,82.08,77.34,77.93,81.54,37.79,84.23,19.14,83.40,18.88,84.96,81.84,82.37,87.45,21.09,87.45,46.92,85.45,35.94,83.74,66.31,78.37,86.08,77.54,83.59,46.92,85.84,81.74,81.88,85.50,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,3,Dysentery:4,16,9,12,149,149,149,-,-,-,-,-,-,-,-,-,R.P,,....,...,1,...,3,1,2,-,-,-,1,-,-,7,1,-,5,6,7.,3,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part16_confidences.csv,30.03,91.75,87.30,83.69,89.45,89.21,59.13,90.14,85.06,52.93,84.52,86.28,41.04,85.84,39.53,86.04,47.09,87.89,29.47,86.57,82.13,47.19,86.08,43.33,86.18,21.91,87.79,68.46,83.84,62.01,84.42,79.54,64.40,82.71,64.94,87.16,83.30,81.79,84.42,,,,,,,,
