cdi_ca_1956_wk_prov_dbs_Part10_confidences.csv,86.13,93.07,87.40,83.30,89.70,92.58,32.91,92.68,89.26,73.68,88.48,85.94,24.84,86.57,20.31,87.40,21.07,89.99,21.13,89.60,83.01,78.37,90.14,59.62,87.79,20.91,87.01,36.65,86.72,78.08,27.12,89.60,53.27,85.50,47.95,87.74,86.57,83.69,87.06,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part30_tables.csv,23,(a) Syphilis, primary,:-,4,5,59,62,123,,,,-,,,,,,,,-,,,-,-,-,-,,-,-,-,-,-,-,3,1,-,1,-,23,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part31_tables.csv,23,(a) Syphilis, primary,-,-,3,59,65,128,I,-,-,-,-,-,-,=,-,=,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,23,(a) Syphilis, primary,2,3,3,64,68,132,,-,-,-,=,-,1,,-,1,-,-,,:0,T,4,1,1,=,1,-,E,:,-,1,1,1,,1,1,23,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,23,(a) Syphilis, primary,2,2,6,66,74,139,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,1,1,1,-,-,23,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,23,(a) Syphilis, primary,-,2,4,66,75,145,-,-,1,I,I,-,-,-,1,I,1,-,-,-,1,-,-,1,-,1,1,-,-,I,I:,-,1,E,1,1,23,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part36_tables.csv,23,(a) Syphilis, primary,1,-,3,67,78,150,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,23,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part37_tables.csv,23,(a) Syphilis, primary,4,1,6,71,81,151,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,1,-,-,-,-,1,-,4,-,-,-,-,-,23,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,23,(a) Syphilis, primary,5,4,4,76,85,159,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,4,4,1,1,-,-,23,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part39_tables.csv,23,(a) Syphilis, primary,5,5,6,81,87,162,-,-,-,-,-,-,1,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,1,4,1,1,1,-,23,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part40_tables.csv,23,(a) Syphilis, primary,3,5,4,84,91,165,-,-,-,-,-,-,-,1,1,1,-,-,-,1,-,-,1,1,-,-,-,-,-,-,2,1,-,-,1,-,23,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part41_tables.csv,23,(a) Syphilis, primary,2,3,3,86,93,168,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,23,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part42_tables.csv,23,(a) Syphilis, primary,3,2,3,89,96,171,-,-,-,-,I,-,-,I,-,-,-,-,-,:,1,-,-,-,1,-,-,2,I,I,1,2,-,-,F,1,23,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part43_tables.csv,23,(a) Syphilis, primary,4,3,3,93,99,175,-,-,-,-,-,1,-,,NOT,-,-,-,-,-,1,-,-,-,-,-,-,-,2,-,4,1,1,,,-,-,23,,,,,,
cdi_ca_1956_wk_prov_dbs_Part44_tables.csv,23,(a) Syphilis, primary,2,4,3,95,102,178,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,-,-,1,-,-,-,-,-,-,-,4,-,-,-,-,23,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part45_tables.csv,23,(a) Syphilis, primary,2,2,3,97,105,181,-,-,-,-,-,-,-,-,-,1,-,-,-,2,2,-,-,1,-,-,-,1,-,-,-,-,1,-,-,-,23,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part46_tables.csv,23,(a) Syphilis, primary,-,2,4.,97,106,184,-,-,-,-,-,1,-,-,-,-,1,-,-,I,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,23,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part47_tables.csv,23,(a) Syphilis, primary,2,-,5,99,111,188,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,1,-,-,1,-,1,-,-,-,-,=,-,23,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part48_tables.csv,23,(a) Syphilis, primary,4,2,3,106,115,193,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,1,-,1,1,-,1,-,-,1,-,-,23,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part49_tables.csv,23,(a) Syphilis, primary,2,4,5,108,120,194,-,-,1,-,-,-,-,-,-,-,I,-,-,1,-,-,-,-,-,-,1,2,1,-,-,1,-,-,1,1,23,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part50_tables.csv,23,(a) Syphilis, primary,4,2,2,112,122,198,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,-,-,-,4,2,-,,,,-,,-,23,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,23,(a) Syphilis, primary,1,4,2.,113,125,198,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,4,I,1,I,1,I,I,I,23,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part52_tables.csv,23,(a) Syphilis, primary,2,1,3,115,128,201,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2,-,-,-,1,-,-,-,1,-,-,-,23,,,,,,,
