cdi_ca_1956_wk_prov_dbs_Part10_confidences.csv,84.52,91.41,85.84,81.79,88.09,90.87,32.32,90.97,87.60,72.36,86.87,84.33,24.39,85.01,19.93,85.84,20.69,88.33,20.74,87.94,81.49,76.95,88.48,58.50,86.18,20.52,85.40,35.96,85.11,76.61,26.64,87.94,52.29,83.94,47.07,86.13,85.01,82.13,85.45,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part10_tables.csv,24,"(b) "" secondary",1,-,2,13,6,29,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,24,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part11_confidences.csv,81.30,89.16,79.54,74.66,81.98,86.33,43.02,87.50,76.32,28.49,80.62,69.24,82.42,75.29,37.65,79.25,24.15,77.05,20.09,81.54,64.70,54.64,83.25,49.27,79.54,46.88,73.44,72.36,81.25,71.19,73.97,86.72,80.08,75.63,62.94,87.26,84.52,84.13,84.96,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part11_tables.csv,24,(b) secondary,-,1,4,13,8,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,I,-,I,I,-,1,I,-,-,-,24,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part12_confidences.csv,80.37,91.41,86.23,72.51,87.89,90.87,85.84,90.38,82.37,47.66,88.09,75.29,86.87,87.40,39.09,85.45,26.10,85.99,19.08,88.38,82.42,46.92,89.45,78.91,87.21,47.66,87.21,31.40,86.33,75.54,81.93,86.33,36.60,77.25,76.56,86.04,84.67,81.25,83.15,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part12_tables.csv,24,(b) secondary,-,-,2,13,8,36,-,-,1,-,-,-,I,I,I,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,I,-,-,-,24,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part13_confidences.csv,78.37,88.48,80.32,78.08,84.86,86.62,19.78,85.16,76.37,48.61,78.91,73.63,37.26,78.12,33.50,70.65,46.26,81.88,27.91,81.93,75.24,53.27,84.62,33.01,81.93,46.26,74.17,27.88,80.71,49.15,73.49,83.74,79.74,77.15,34.30,86.08,83.40,81.05,81.15,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part13_tables.csv,24,"(b) "" secondary",-,-,2,13,8,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part14_confidences.csv,78.56,87.21,79.64,70.85,82.13,85.11,45.75,86.08,75.98,33.37,83.15,73.34,79.44,79.35,21.64,79.35,25.63,78.61,21.88,81.74,75.00,43.97,84.08,60.21,71.78,45.75,82.86,69.87,83.25,73.58,73.10,84.38,56.30,82.13,44.85,83.06,81.59,75.54,81.49,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part14_tables.csv,24,(b) secondary,-,-,3,13,8,38,-,-,-,-,-,-,-,1,4,I,I,-,-,-,1,,-,-,-,,I,-,-,-,-,,=,-,-,-,24,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part15_confidences.csv,81.79,89.89,83.01,80.27,86.57,88.87,70.46,88.23,79.64,35.89,81.15,76.46,77.05,80.57,37.35,83.25,18.92,82.42,18.66,83.98,80.91,81.45,86.43,20.85,86.43,46.39,84.47,35.55,82.76,65.53,77.44,85.11,76.66,82.62,46.39,84.86,80.81,80.96,84.52,,,,,,,,
