cdi_ca_1956_wk_prov_dbs_Part13_confidences.csv,93.70,85.99,92.09,92.04,86.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part13_tables.csv,Unspecified,202,18.8,309,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part18_confidences.csv,85.64,66.11,88.04,76.27,62.26,88.57,68.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part18_tables.csv,Unspecified,10,30,61,150,260,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part19_confidences.csv,94.53,80.57,91.16,91.46,82.13,92.68,81.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part19_tables.csv,Unspecified,14,52,76,199,275,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part20_confidences.csv,92.19,76.66,81.40,69.68,60.50,88.62,70.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part20_tables.csv,Unspecified,9,65,35,264,284,573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part21_confidences.csv,94.58,79.20,89.36,77.73,75.15,87.21,65.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part21_tables.csv,Unspecified,21,74,106,338,305,647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part23_confidences.csv,94.14,85.45,93.51,90.87,90.14,92.53,82.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part23_tables.csv,Unspecified,21,99,152,494,351,803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part33_confidences.csv,96.00,76.76,89.36,88.57,83.94,92.19,79.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,Unspecified,152,573,976,"2,635","1,175","2,944",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part44_confidences.csv,90.43,78.81,89.75,90.77,87.35,91.85,84.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part44_tables.csv,Unspecified,73,171,"2,381","6,717","2,580","7,026",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part46_confidences.csv,94.68,89.65,90.62,93.31,90.48,92.29,88.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part46_tables.csv,Unspecified,49,106,"2,471","6,937","2,670","7,246",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part49_confidences.csv,90.67,81.15,87.84,89.65,85.01,88.28,86.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part49_tables.csv,Unspecified,30,50,"2,559","7,121","2,758","7,430",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part50_confidences.csv,94.78,85.99,91.41,85.45,78.52,92.33,84.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part50_tables.csv,Unspecified,21,40,"2,579","7,161","2,778","7,470",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part13_confidences.csv,93.70,85.99,92.09,92.04,86.77,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,,,,,,,,
