cdi_ca_1956_wk_prov_dbs_Part10_confidences.csv,83.89,90.67,85.16,81.15,87.40,90.19,32.06,90.28,86.91,71.78,86.18,83.69,24.19,84.33,19.79,85.16,20.52,87.65,20.58,87.26,80.86,76.37,87.79,58.06,85.50,20.36,84.77,35.69,84.47,76.03,26.44,87.26,51.90,83.30,46.70,85.45,84.33,81.49,84.77,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,11,Poliomyelitis, epidemic:4,1,6,5,1,5,5,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,1,4,-,11,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part2_tables.csv,11,Poliomyelitis, epidemic:4,-,1,7,1,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,1,11,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part3_tables.csv,11,Poliomyelitis, epidemic:4,2,-,4,3,16,16,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,2,-,-,11,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part4_tables.csv,11,Poliomyelitis, epidemic:4,1,4,2,8,18,18,-,-,-,-,-,-,-,1,-,-,-,one,-,-,-,-,1,-,-,-,-,-,I,-,-,-,1,1,2,-,11,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part5_tables.csv,11,Poliomyelitis, epidemic:4,7,-,3,14,21,21,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,1,1,-,1,-,-,-,2,-,-,2,-,2,11,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part6_tables.csv,11,Poliomyelitis, epidemic:4,1,7,2,15,24,24,1,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,1,-,-,-,-,-,2,1,-,2,-,11,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part7_tables.csv,11,Poliomyelitis, epidemic:4,3,1,2,18,26,26,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-,-,-,-,-,-,-,2,-,-,11,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part8_tables.csv,11,Poliomyelitis, epidemic:4,5,3,4,25,30,30,-,-,-,-,-,-,-,-,1,1,-,-,2,-,-,-,1,-,-,-,1,-,-,-,-,-,1,2,2,-,11,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part9_tables.csv,11,Poliomyelitis, epidemic:4,-,5,2,25,32,32,-,-,-,-,-,-,I,1,-,-,2,1,-,-,-,-,-,-,-,-,-,-,.... -,2,A.9 -,... -,-,-,2,,11,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part10_tables.csv,11,Poliomyelitis, epidemic:4,4,-,3,30,35,35,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,2,-,-,11,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part11_tables.csv,11,Poliomyelitis, epidemic:4,2,4,2,32,36,36,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,2,1,11,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part12_tables.csv,11,Poliomyelitis, epidemic:4,2,2,7,35,47,47,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,1,-,1,-,-,-,1,-,-,-,-,-,11,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part13_tables.csv,11,Poliomyelitis, epidemic:4,4,2,2,39,51,51,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,2,1,-,-,-,-,11,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part14_tables.csv,11,Poliomyelitis, epidemic:4,4,4,2,43,56,56,-,1,-,2,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,2,-,1,-,-,11,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,11,Poliomyelitis, epidemic:4,-,4,4,44,65,65,-,-,-,-,2,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,A.9 -,-,-,-,1,1,11,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part16_tables.csv,11,Poliomyelitis, epidemic:4,2,-,2,46,69,69,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,1,-,1,11,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,11,Poliomyelitis, epidemic:4,2,2,6,49,76,76,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,1,-,1,1,1,1,1,11,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part18_tables.csv,11,Poliomyelitis, epidemic:4,2,2,2,51,78,78,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,11,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part19_tables.csv,11,Poliomyelitis, epidemic:4,1,2,5,52,83,83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,2,1,11,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part20_tables.csv,11,Poliomyelitis, epidemic:4,6,1,3,58,86,86,-,-,-,-,-,--,-,-,-,-,-,-,4,-,1,-,-,1,-,-,1,-,1,-,-,-,-,2,-,1,11,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part21_tables.csv,11,Poliomyelitis, epidemic:4,1,4,8,57,94,94,-,-,-,-,-,-,-,-,-,-,-,-,1,4,1,-,-,2,-,-,-,-,-,-,-,-,-,-,-,4,11,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part22_tables.csv,11,Poliomyelitis, epidemic:4,1,1,11,58,105,105,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,3,-,-,-,-,-,1,-,-,-,1,-,5,11,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part23_tables.csv,11,Poliomyelitis, epidemic:4,1,2,8,62,110,110,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,2,!,-,-,-,-,-,-,-,-,1,1,3,11,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part24_tables.csv,11,Poliomyelitis, epidemic:⁴,5.,2,11,68,117,117,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,4,1,#:,-,-,-,-,E,-,2,2,1,2,11,,,,,,,
