cdi_ca_1956_wk_prov_dbs_Part25_tables.csv,11,Poliomyelitis, epidemic:4,2,5,17,70,131,131,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,2,8,-,1,-,-,-,-,-,-,4,1,2,4,11,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part26_tables.csv,11,Poliomyelitis, epidemic:4,2,2,29,72,152,152,-,-,-,-,-,-,-,,MP.,,-,-,MR,1,2,1,PM,9,-,-,1,1,-,1,-,-,3,-,1,4,11,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,11,Poliomyelitis, epidemic:4,3,3,15,49,99,99,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,2,2,-,-,2,(6),1,1,-,-,-,1,-,-,12,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part28_tables.csv,11,Poliomyelitis, epidemic:⁴,-,3,23,49,116,116,-,-,-,-,-,-,-,-,1,-,-,-,-,1,2,-,1,4,-,-,4,-,(6),1,-,-,1,-,1,3,12,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part29_tables.csv,11,Poliomyelitis, epidemic:4,11,2,95,91,219,259,-,-,1,-,-,-,-,-,1,-,-,3,3,-,6,1,2,34,-,-,3,1,-,2,3,-,11,3,1,10,11,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part30_tables.csv,11,Poliomyelitis, epidemic:4,8,12,119,101,256,391,-,-,1,-,-,1,-,-,1,-,-,-,3,3,8,-,2,47,-,-,4,-,1,4,3,3,8,2,3,7,11,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part31_tables.csv,11,Poliomyelitis, epidemic:4,10,8,189,111,307,581,-,-,1,1,-,-,-,-,4,-,-,3,-,3,14,1,-,60,-,-,15,4,-,10,2,3,28,2,2,5,11,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,11,Poliomyelitis, epidemic:4,25,26,247,170,440,945,-,-,1,-,-,1,1,-,11,-,-,7,4,5,21,5,7,51,1,-,8,-,2,16,3,5,24,11,7,14,11,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,11,Poliomyelitis, epidemic:⁴,20,38,218,205,516,"1,074",-,-,-,-,-,-,-,1,7,3,-,6,7,4,26,4,18,47,2,1,5.,-,-,11,2,3,20,2,11,8,11,,,,,,
cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,11,Poliomyelitis, epidemic:4,31,26,203,245,599,"1,261",-,-,1,-,-,3,-,-,8,1,3,4,7,7,19,7,10,61,-,2,4,1,-,18,9,2,12,6,2,11,11,,,,,,
cdi_ca_1956_wk_prov_dbs_Part36_tables.csv,11,Poliomyelitis, epidemic:4,30,38,198,285,667,"1,464",-,-,1,-,-,-,-,-,4,2,1,5.,10,7,18,9,14,52,1,-,3,-,1,to,6,9,33,2,6,1/,11,,,,,,
cdi_ca_1956_wk_prov_dbs_Part37_tables.csv,11,Poliomyelitis, epidemic:4,38,38,203,335,719,"1,662",-,-,-,-,-,-,-,-,7,1,3,2,15,10,26,11,16,42,-,1,3,3,-,13,4,6,25,4,2,12,11,,,,,,
cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,11,Poliomyelitis, epidemic:4,27,46,143,372,766,"1,865",-,-,-,-,-,2,1,-,4,1,1,5,13,15,12,5,19,32,-,-,6,1,3,6,1,4,14,5,4,15,11,,,,,,
cdi_ca_1956_wk_prov_dbs_Part39_tables.csv,11,Poliomyelitis, epidemic:4,25,30,125,403,809,"2,008",-,-,-,-,-,1,-,1,3,1,1,4,13,13,11,5,8,44,2,-,7,-,1,6,3,1,15,1,5,10,11,,,,,,
cdi_ca_1956_wk_prov_dbs_Part40_tables.csv,11,Poliomyelitis, epidemic:4,29,25,101,432,849,"2,133",-,-,-,-,-,-,-,-,2,3,1,4,8,13,13,9,5,23,-,2,1,2,-,9,2,3,10,5,1,9.,11,,,,,,
cdi_ca_1956_wk_prov_dbs_Part41_tables.csv,11,Poliomyelitis, epidemic:4,9,33,86,447,867,"2,220",-,-,-,-,-,-,-,-,2,2,4,3,2,8,15,1,12,30,-,-,6,1,2,9,2,2,18,1,5,7,11,,,,,,
cdi_ca_1956_wk_prov_dbs_Part42_tables.csv,11,Poliomyelitis, epidemic:4,22,10,98,472,900,"2,306",-,-,-,-,-,-,-,-,6,3,2,4,7,2,6,5,2,20,-,-,2,1,1,12,2,2,22,4,1,11,11,,,,,,
cdi_ca_1956_wk_prov_dbs_Part43_tables.csv,11,Poliomyelitis, epidemic:4,18,22,72,490,920,"2,362",-,File,-,1,521,1,I,,1,1,3,1,6,7,7,4,5,10,2,-,2,-,1,6,2,2,12,2,4,11,11,,,,,,
cdi_ca_1956_wk_prov_dbs_Part44_tables.csv,11,Poliomyelitis, epidemic:⁴,17,22,63,512,936,"2,413",-,-,-,-,1,-,-,-,-,-,1,-,5,6,6,4,8,8,1,2,5,-,-,11,5,2,13,2,2,5,11,,,,,,
cdi_ca_1956_wk_prov_dbs_Part45_tables.csv,11,Poliomyelitis, epidemic:4,11,19,51,525,952,"2,446",-,-,-,-,-,-,-,-,2,-,-,-,2,5.,7,4,6,6,3,1,4,-,-,8,2,5,11,-,2,5.,11,,,,,,
cdi_ca_1956_wk_prov_dbs_Part46_tables.csv,11,Poliomyelitis, epidemic:4,10,12,32,537,968,"2,478",-,-,-,-,-,-,-,-,1,-,-,-,3,2,7,4,5,3,1,3,-,1,-,8,1,2,7,=,=,6,11,,,,,,
cdi_ca_1956_wk_prov_dbs_Part47_tables.csv,11,Poliomyelitis, epidemic:⁴,22,12,46,562,980,"2,498",2,-,-,-,-,-,-,-,2,-,-,1,7,3,3,1,6,2,-,1,2,-,1,3,9,1,3,3,-,5,11,,,,,,
cdi_ca_1956_wk_prov_dbs_Part48_tables.csv,11,Poliomyelitis, epidemic:4,13,23,13,576,989,"2,514",-,2,-,-,-,-,-,-,-,-,-,-,9,7,1,-,2,4,1,-,-,-,-,3,2,9,3,1,3,4,11,,,,,,
cdi_ca_1956_wk_prov_dbs_Part49_tables.csv,11,Poliomyelitis, epidemic:4,-,14,27,579,"1,000","2,527",-,-,-,-,-,-,-,-,-,-,-,-,-,9,2,-,1,-,-,1,2,-,-,2,-,2,6,-,1,5,11,,,,,
cdi_ca_1956_wk_prov_dbs_Part50_tables.csv,11,Poliomyelitis, epidemic:4,26,-,28,605,"1,009","2,528",-,-,-,-,-,-,-,-,-,-,-,-,24(8),-,3,-,-,1,1,-,-,-,-,1,1,-,1,-,,2,11,,,,,
cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,11,Poliomyelitis, epidemic:4,2,5,18,611,"1,012","2,536",-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,2,1,-,1,2,1,-,-,-,1,1,1,=,2,11,,,,,
cdi_ca_1956_wk_prov_dbs_Part52_tables.csv,11,Poliomyelitis, epidemic:4,3,2,5,615,"1,021","2,568",-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,1,-,4,-,1,-,11,,,,,
