cdi_ca_1956_wk_prov_dbs_Part10_confidences.csv,75.15,81.25,76.32,72.71,78.32,80.81,28.74,80.86,77.88,64.31,77.25,75.00,21.68,75.54,17.72,76.32,18.38,78.56,18.44,78.17,72.46,68.41,78.66,52.00,76.61,18.25,75.93,31.98,75.68,68.12,23.68,78.17,46.51,74.61,41.85,76.56,75.54,73.05,75.98,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,17,Tuberculosis: 4,116,79,168,116,168,196,4,2,11,-,-,1,5,1,1,14,7,14,37,22,42,8,11,33,-,13,11,-,5,5,8,6,15,40,12,26,17,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part2_tables.csv,17,Tuberculosis:4,166,116,186,280,295,384,6,4,7,-,-,1,2,5,4,15,14,13,69,37,75,22,8,17,2,-,10,1,-,5,21,8,12,28,40,28,17,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part3_tables.csv,17,Tuberculosis: ⁴,202,166,147,484,431,533,6,6,4,-,-,-,-,2,5,23,15,15,88,69,58,28,22,24,4,2,7,5,1,7,21,21,19,27,28,18,17,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part4_tables.csv,17,Tuberculosis:4,190,203,202,675,608,738,4,6,6,1,-,-,3,1,5,2,23,6,101,88,86,15,28,30,9,4,10,14,5,4,18,21,14,23,27,31,17,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part5_tables.csv,17,Tuberculosis:4,171,190,202,846,774,986,3,4,5,1,1,1,3,3,3,24,2,6,55,101,73,22,15,28,8,9,11,8,14,12,20,18,20,27,23,28,17,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part6_tables.csv,17,Tuberculosis: 4,194,171,172,"1,040",947,"1,185",7,3,7,1,1,1,5,3,2,13,24,10,88,55,77,26,22,24,6.,8,9,4,8,6,31,20,20,13,27,23,17,,,,,,
cdi_ca_1956_wk_prov_dbs_Part7_tables.csv,17,Tuberculosis:4,123,194,176,"1,163","1,120","1,348",7,7,5,-,1,-,1,5,4,2,13,9,52,88,72,19,26,21,4,6,10,6,4,6,6,31,8,26,13,20,17,,,,,
cdi_ca_1956_wk_prov_dbs_Part8_tables.csv,17,Tuberculosis:4,156,123,200,"1,319","1,341","1,545",2,7,14,1,-,1,1,1,2,12,2,11,54,52,88,17,19,23,12,4,13,8,6,7,23,6,7,26,26,21,17,,,,,
cdi_ca_1956_wk_prov_dbs_Part9_tables.csv,17,Tuberculosis:,203,155,212,"1,521","1,504","1,724",24,2,6,-,1,1,3,1,3,14,12,8,77,54,75,26,17,25,13,11,14,3,8,7,23,23,19,20,26,32,17,,,,,
cdi_ca_1956_wk_prov_dbs_Part10_tables.csv,17,Tuberculosis:4,193,203,217,"1,714","1,727","1,936",4,24,10,4,-,1,1,3,5,24,14,11,66,77,88,20,26,20,18,13,10,22,3,16,12,23,17,22,20,30,17,,,,,
cdi_ca_1956_wk_prov_dbs_Part11_tables.csv,17,Tuberculosis:,150,193,201,"1,864","1,927","2,182",5,4,4,-,4,-,6,1,4,3,24,11,44,66,84,22,20,28,7,18,10,5,22,7,24,12,18,34,22,27,17,,,,,
cdi_ca_1956_wk_prov_dbs_Part12_tables.csv,17,Tuberculosis:4,169,150,207,"2,034","2,118","2,341",11,5,3,-,-,2,-,6,3,6,3,14,68,44,62,22,22,28,10,7,10,14,5,6,8,24,14,30,34,39,17,,,,,
cdi_ca_1956_wk_prov_dbs_Part13_tables.csv,17,Tuberculosis:4,127,170,178,"2,162","2,240","2,562",7,11,3,1,1,-,-,-,4,9,6,14,61,68,69,15,22,20,10,10,11,2,14,7,8,8,18,14,30,29,17,,,,,
cdi_ca_1956_wk_prov_dbs_Part14_tables.csv,17,Tuberculosis:4,151,128,213,"2,314","2,425","2,815",11,7,5,1,1,-,5,1,4,21,9,16,35,61,83,21,15,29,5,10,18,5,2,6,16,8,11,31,14,29,17,,,,,
cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,17,Tuberculosis: 4,205,148,197,"2,510","2,617","3,037",4,11,9,-,1,-,2,5,3,5,21,18,89,35,81,28,21,30,6,5,15,5,2,4,38,16,17,28,31,19,17,,,,,
cdi_ca_1956_wk_prov_dbs_Part16_tables.csv,17,Tuberculosis:4,254,205,184,"2,764","2,770","3,222",11,4,6,1,-,1,5,2,2,5,5,14,88,89,77,32,28,21,15,6,13,4,5,6,37,38,16,56,28,38,17,,,,,
cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,17,Tuberculosis: 4,143,254,206,"2,907","3,015","3,465",6,11,4,1,1,2,2,5,2,18,5,5,23,88,69,22,32,29,17,15,16,9,4,6,23,37,15,22,56,32,17,,,,,
cdi_ca_1956_wk_prov_dbs_Part18_tables.csv,17,Tuberculosis:4,114,143,215,"3,021","3,151","3,673",5,6,7,1,1,-,1,2,2,9,18,15,32,23,79,19,22,30,14,17,16,3,9,12,7,23,18,23,22,30,17,,,,,
cdi_ca_1956_wk_prov_dbs_Part19_tables.csv,17,Tuberculosis:4,214,114,196,"3,235","3,314","3,932",5,5,5,1,1,2,8,1,6,17,9,12,85,32,72,26,19,24,16,14,20,15,3,8,27,7,12,14,23,37,17,,,,,
cdi_ca_1956_wk_prov_dbs_Part20_tables.csv,17,Tuberculosis:4,199,214,196,"3,434","3,505","4,128",8,5,12,-,1,2,1,8,5,5,17,5,97,85,79,25,26,32,16,16,12,17,15,7,-,27,17,30,14,26,17,,,,,
cdi_ca_1956_wk_prov_dbs_Part21_tables.csv,17,Tuberculosis:4,161,224,207,"3,620","3,708","4,284",4,8,8,-,-,1,-,3,2,17,5,17,62,97,61,28,25,29,8,16,19,2,17,6,27,23,27,13,30,19,17,,,,,
cdi_ca_1956_wk_prov_dbs_Part22_tables.csv,17,Tuberculosis:4,168,161,199,"3,787","3,907","4,477",8,4,8,-,-,1,3,-,-,2,17,16,67,62,84,27,28,36,19,8,12,3,2,6,21,27,14,18,13,27,17,,,,,
cdi_ca_1956_wk_prov_dbs_Part23_tables.csv,17,Tuberculosis:,289,168,215,"4,076","4,098","4,658",7,8,7,2,-,1,2,3,3,19,2,26,178,67,75,26,27,26,8,19,16,10,3,12,16,21,15,21,18,32,17,,,,,
cdi_ca_1956_wk_prov_dbs_Part24_tables.csv,17,Tuberculosis: 4,182,289,246,"4,258","4,309","4,947",12,7,11,1,2,2,6,2,4,5,19,18,50,178,100,18,26,26,8,8,20,-,10,11,40,16,22,42,21,29,17,,,,,
cdi_ca_1956_wk_prov_dbs_Part25_tables.csv,17,Tuberculosis:4,167,182,243,"4,425","4,552","5,122",10,12,8,1,1,-,1,6,1,3,5,17,54,50,91,24,18,28,6,8,12,-,-,16,28,40,25,40,42,32,17,,,,,
cdi_ca_1956_wk_prov_dbs_Part26_tables.csv,17,Tuberculosis:4,171,167,185,"4,596","4,773","5,295",8,10,8,1,1,-,1,1,4,14,3,11,41,54,70,13,24,26,17,6,14,10,-,7,24,28,16,42,40,20,17,,,,,
cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,18,,145,145,182,"3,889","3,994","4,414",5,8,8,1,-,1,2,1,2,13,13,16,80,40,73,(6),(6),(6),4,16,16,7,8,17,17,23,16,16,36,19,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part28_tables.csv,17,Tuberculosis:4,100,146,162,"3,990","4,149","4,566",6,5,3,-,1,-,1,3,2,9,13,8,46,80,73,(6),(6),(6),13,4,17,4,7,1,-,17,10,21,16,23,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part29_tables.csv,17,Tuberculosis:4,247,138,188,"5,156","5,375","5,900",3,6,20,3,1,-,-,1,1,15,9.,7,155,47,57,11,22,22,13,13,19,-,8,9,29,9,17,18,23,31,17,,,,,
cdi_ca_1956_wk_prov_dbs_Part30_tables.csv,17,Tuberculosis:4,194,247,214,"5,350","5,572","6,075",24,3,8,1,3,2,-,-,2,12,15,19,83,155,75,17,11,23,11,13,19,7,-,7,17,29,28,22,18,30,17,,,,,
