cdi_ca_1956_wk_prov_dbs_Part10_confidences.csv,81.35,87.94,82.57,78.66,84.72,87.45,31.10,87.55,84.28,69.63,83.59,81.15,23.46,81.79,19.18,82.57,19.90,85.01,19.96,84.62,78.42,74.02,85.16,56.30,82.91,19.75,82.18,34.62,81.88,73.73,25.63,84.62,50.34,80.76,45.29,82.86,81.79,79.05,82.23,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,2,Diphtheria,4,1,6,4,5,5,-,-,-,-,-,-,-,-,-,-,-,-,2,1,4,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part2_tables.csv,2,Diphtheria,6,4,4,10,10,7,-,-,-,-,-,-,-,-,-,-,-,-,1,2,3,-,-,-,-,-,-,-,-,-,5,2,-,-,-,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part3_tables.csv,2,Diphtheria,3,6,5,13,15,13,-,-,-,-,-,-,-,-,-,-,-,-,3,1,2,-,-,1,-,-,-,-,-,-,-,5,-,-,-,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part4_tables.csv,2,Diphtheria,4,3,2,17,17,17,-,-,-,-,-,-,-,-,-,-,-,-,2,3,1,-,-,-,$,-,-,-,1,-,1,1,-,1,-,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part5_tables.csv,2,Diphtheria,1,5,1,19,18,18,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,-,-,-,-,-,-,-,1,-,-,1,-,-,1,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part6_tables.csv,2,Diphtheria,3,1,2,22,20,20,-,-,-,-,-,-,-,-,-,-,-,-,3,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part7_tables.csv,2,Diphtheria,2,3,1,24,21,21,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part8_tables.csv,2,Diphtheria,-,2,3,24,26,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part9_tables.csv,2,Diphtheria,2,I,5,26,30,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,... -,-,-,M 2,-,-,-,-,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part10_tables.csv,2,Diphtheria,2,2,3,28,30,34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part11_tables.csv,2,Diphtheria,8,2,3,36,32,38,-,-,-,-,-,-,-,-,-,-,-,-,8,-,1,-,-,-,-,-,-,-,-,-,... -,2,-,-,-,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part12_tables.csv,2,Diphtheria,1,8,4,37,36,42,-,-,-,-,-,-,-,-,-,-,-,-,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part13_tables.csv,2,Diphtheria,-,1,1,37,37,45,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part14_tables.csv,2,Diphtheria,1,-,2,40,38,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,2,Diphtheria,-,1,4,40,41,59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part16_tables.csv,2,Diphtheria,-,-,4,40,43,61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,2,Diphtheria,-,-,2,40,43,62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part18_tables.csv,2,Diphtheria,2,-,2,42,43,67,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,1,-,1,-,1,-,-,-,1,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part19_tables.csv,2,Diphtheria,2,2,2,44,47,69,-,-,-,-,-,-,-,,-,-,-,-,2,1,1,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part20_tables.csv,2,Diphtheria,rist,2,1,44,48,69,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,-,-,-,used,and,-,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part21_tables.csv,2,Diphtheria,1,-,1,45,48,71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part22_tables.csv,2,Diphtheria,-,1,1,45,48,73,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part23_tables.csv,2,Diphtheria,-,-,2,45,49,76,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part24_tables.csv,2,Diphtheria,1,-,2,46,49,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,=,1,#,-,I,I,=,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part25_tables.csv,2,Diphtheria,-,1,3,46,52,81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part26_tables.csv,2,Diphtheria,2,-,1,50,54,81,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,,-,-,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,2,Diphtheria,6,8,11,314,295,295,-,-,-,-,-,-,-,-,-,: .,:,:.,:.,:.,1,2,-,-,-,-,-,-,-,-,1,-,-,3,8,3,3,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part28_tables.csv,2,Diphtheria,23,6,12,337,299,299,-,-,-,-,-,-,-,-,-,:.,:.,:,:,:,:.,1,2,3,-,-,-,14,-,-,-,1,-,8,3,3,3,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part29_tables.csv,2,Diphtheria,4,1,2,56,60,85,-,1,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part30_tables.csv,2,Diphtheria,3,4,1,59,61,86,-,-,-,-,-,-,-,-,-,-,-,-,3,3,7.,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part31_tables.csv,2,Diphtheria,1,3,2,60,63,87,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,2,Diphtheria,-,-,2,60,68,88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,2,Diphtheria,-,-,-,60,68,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,2,Diphtheria,2,-,1,62,68,91,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part36_tables.csv,2,Diphtheria,6,2,1,68,69,95,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,6,1,-,-,-,-,1,-,-,-,-,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part37_tables.csv,2,Diphtheria,1,7,2,70,70,98,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,6,-,-,-,-,1,1,-,-,-,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,2,Diphtheria,1,1,2,71,71,104,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part39_tables.csv,2,Diphtheria,2,1,3,73,74,105,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2,-,-,-,-,-,-,1,-,-,-,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part40_tables.csv,2,Diphtheria,3,2,2,76,76,107,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,-,-,I,1,2,-,-,-,=,R.A. 1,... -,I,1,,I,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part41_tables.csv,2,Diphtheria,1,3,4,77,78,110,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,I,I,-,1,1,-,-,-,-,8,-,-,1,I,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part42_tables.csv,2,Diphtheria,1,1,7,78,85,116,-,-,-,-,-,-,-,-,-,-,-,-,1,-,6,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part43_tables.csv,2,Diphtheria,2,1,/,80,85,121,-,-,-,$,-,-,-,-,-,-,-,-,1,1,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part44_tables.csv,2,Diphtheria,11,2,7,91,92,129,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5,-,1,-,11,-,-,-,-,-,-,-,-,-,I,I,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part45_tables.csv,2,Diphtheria,4,11,6,107,98,133,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,4,11,-,-,-,-,-,-,-,-,-,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part46_tables.csv,2,Diphtheria,7,4,9,114,107,137,-,-,-,-,-,-,-,-,-,-,-,1,-,-,6,-,-,-,7,4,-,-,-,-,-,-,-,-,-,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part47_tables.csv,2,Diphtheria,4,7,5,118,112,143,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,4,7,-,-,-,-,-,-,-,,-,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part48_tables.csv,2,Diphtheria,7,4,6,125,116,150,-,-,-,-,-,-,-,-,-,1,-,-,-,-,3,-,-,-,6,4,-,-,-,-,-,-,-,-,-,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part49_tables.csv,2,Diphtheria,7,7,5,132,118,161,-,-,-,-,-,-,-,-,-,-,1,-,3,-,3,-,-,1,4,6,-,-,-,-,-,-,-,-,,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part50_tables.csv,2,Diphtheria,2,7,4,134,128,163,-,-,-,-,-,-,-,-,-,-,-,-,2,3,3,-,-,-,-,4,-,-,-,-,-,-,-,-,-,,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,2,Diphtheria,2,2,8,136,136,184,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,-,-,-,-,-,-,2,-,1,... *,-,1,-,-,,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part52_tables.csv,2,Diphtheria,-,2,6,136,139,190,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2,,,,,,,,
