cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,10,Mumps,100,134,118,"21,424","19,730","28,087",1,1,1,-,-,-,3,1,4,,,,16,34,13,46,67,50,8,9,8,,,6,,,8,26,22,19,10,,,,,
cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,10,Mumps,127,100,116,"21,551","19,830","28,205",-,1,1,-,-,-,12,3,2,...,...,,14,16,15,60,46,64,9,8,11,...,A...,3,....,9.8,3,32,26,19,10,,,,,
cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,10,Mumps,96,127,98,"21,647","19,928","28,321",-,-,-,-,-,-,6,12,1,...,,....,3,14,20,67,60,62,5,9,11,...,9.A,6,..,....,2,15,32,15,10,,,,,
cdi_ca_1956_wk_prov_dbs_Part36_tables.csv,10,Mumps,136,96,132,"21,783","20,060","28,529",1,-,1,-,-,1,-,6,2,R.P,1.8,...,14,3,19,74,67,68,9,5,6,....,9.8,6,.A,....,6,38,15,16,10,,,,,
cdi_ca_1956_wk_prov_dbs_Part37_tables.csv,10,Mumps,153,141,170,"21,941","20,192","28,661",-,1,-,-,-,-,6,5,-,,..A,,14,14,25,67,74,78,7,9,11,,..a,11,..A,a.e.,7,59,38,25,10,,,,,
cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,10,Mumps,139,153,179,"22,080","20,351","28,854",1,-,-,-,-,-,2,6,2,R.P,...,..,17,14,32,64,67,78,13,7,9,....,..,8,...,R.O.,12,42,59,28,10,,,,,
cdi_ca_1956_wk_prov_dbs_Part39_tables.csv,10,Mumps,165,139,218,"22,245","20,533","29,039",-,1,1,-,-,-,8,2,2,R.P.,9.R,...,33,17,34,68,64,100,9,13,10,3,P.A,17,..A,A.O.,10,44,42,38,10,,,,,
cdi_ca_1956_wk_prov_dbs_Part40_tables.csv,10,Mumps,169,177,195,"22,426","20,703","29,257",-,-,-,...,...,...,13,20,1,R.O,..A,...,6,33,47,75,68,80,6,9,11,....,3,9.,..A,a.e,a.e. 8,69,44,42,10,,,,,
cdi_ca_1956_wk_prov_dbs_Part41_tables.csv,10,Mumps,184,169,278,"22,610","21,061","29,452",-,-,2,,,1,18,13,8,,,,15,6,38,91,75,145,9,6.,17,,,14,,,13,51,69,41,10,,,,,
cdi_ca_1956_wk_prov_dbs_Part42_tables.csv,10,Mumps,212,184,297,"22,822","21,489","29,730",-,-,1,..,*.*,9.8,6,18,16,...,...,...,54,15,88,66,91,137,14,9,13,...,A.A,10,a.a,a.e,A.O. 16,72,51,29,10,,,,,
cdi_ca_1956_wk_prov_dbs_Part43_tables.csv,10,Mumps,292,227,353,"23,129","21,843","30,014",:,:,1,,,2,8,21,12,,,,38,54,48,126,66,153,12,14,15,a.a.,...,16,...,,6,108,72,54,10,,,,,
cdi_ca_1956_wk_prov_dbs_Part44_tables.csv,10,Mumps,352,292,509,"23,484","22,354","30,327",-,-,2,..A,A...,5,2,8,17,....,...,,41,38,110,208,126,259,11,12,21,....,,7,... R.A,,10,90,108,52,10,,,,,
cdi_ca_1956_wk_prov_dbs_Part45_tables.csv,10,Mumps,383,368,412,"23,883","22,724","30,846",-,-,-,9.8,**,1,5,18,3,P.A,R.O.,1,91,41,72,160,208,225,19,11,17,...,R.R.,6,...,...,1,108,90,59,10,,,,,
cdi_ca_1956_wk_prov_dbs_Part46_tables.csv,10,Mumps,426,384,637,"24,310","23,320","31,258",-,-,I,4,,5,32,6,11,,,2,78,91,130,131,160,302,10,19,20,,,22,,,23,171,108,82,10,,,,,
cdi_ca_1956_wk_prov_dbs_Part47_tables.csv,10,Mumps,494,426,580,"24,804","24,053","31,976",-,-,-,6,4,1,41,32,27,...,..,...,44,78,108,202,131,295,19,10,22,...,R.A,15,...,...,3,182,171,104,10,,,,,
cdi_ca_1956_wk_prov_dbs_Part48_tables.csv,10,Mumps,540,494,701,"25,344","24,844","32,556",-,-,1,2,6,...,60,41,12,..,..,1,70,44,120,171,202,311,36,19,22,..,:,14,:.,,12,201,182,145,10,,,,,
cdi_ca_1956_wk_prov_dbs_Part49_tables.csv,10,Mumps,585,543,690,"25,932","25,583","33,237",-,-,-,....,2,2,14,63,22,4.9.,**,1,72,70,174,132,171,283,40,36,29,S.A.,...,17,...,,5,327,201,103,10,,,,,
cdi_ca_1956_wk_prov_dbs_Part50_tables.csv,10,Mumps,551,589,619,"26,487","26,086","33,927",-,-,1,4,,,45,18,20,,,,222,72,152,-,132,238,17,40,23,,,16,,,4,263,327,84,10,,,,,
cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,10,Mumps,478,778,530,"27,192","26,616","34,584",-,-,-,4,...,...,12,45,8,R.O.,R,A.O.,132,222,70,-,231,319,22,17,36,,,12,a.e.,...,.. 3,308,263,75,10,,,,,
cdi_ca_1956_wk_prov_dbs_Part52_tables.csv,10,Mumps,310,710,"1,134","27,734","27,193","35,189",-,-,2,7,4,3,3,22,12,,,:.,78,132,108,204,222,227,18,22,27,,,33,P.A,A.O.,80,-,308,71,10,,,,
