cdi_ca_1956_wk_prov_dbs_Part21_confidences.csv,84.08,90.72,85.35,82.28,87.55,89.94,69.29,89.55,82.57,48.14,85.01,83.94,76.03,86.33,41.87,85.11,24.18,84.08,65.97,88.48,83.45,52.20,87.06,67.14,84.47,46.68,87.21,71.04,83.74,74.37,82.03,80.76,75.98,83.45,37.40,84.57,86.13,82.76,83.11,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part21_tables.csv,9,Meningitis, meningococcal,6,11,5,142,132,132,3,1,-,,A.O.,...,1,-,-,2,4,-,-,-,-,-,1,1,-,-,-,-,-,1,.A,R.P.,,-,5,1,9,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part22_confidences.csv,69.34,82.76,73.97,71.88,76.46,79.25,31.67,79.74,75.29,41.41,74.12,60.94,66.31,70.90,21.72,73.34,24.82,69.43,20.87,72.75,67.43,41.50,75.83,42.68,66.94,43.36,68.21,49.66,70.51,63.33,73.14,73.97,65.19,71.58,61.67,74.80,72.85,74.07,76.22,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part22_tables.csv,9,Meningitis, meningococcal,7,6,4,149,138,140,3,3,-,,1,..a,-,-,-,-,2,-,1,-,1,1,-,-,1,-,-,-,-,-,1,...,.A.P.,-,-,-,9,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part23_confidences.csv,79.74,67.33,81.84,79.54,83.64,85.40,75.68,86.91,78.47,32.32,82.91,74.37,83.01,78.76,45.90,81.40,47.75,84.03,45.02,83.50,76.56,65.09,84.03,72.41,81.79,26.42,81.45,27.78,82.47,73.88,73.34,82.96,80.57,83.20,45.02,84.23,83.06,80.13,81.79,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part23_tables.csv,9,Meningitis, meningococcal,6,7,7,155,150,146,2,3,-,,R.P.,f.t,I,-,-,2,-,1,-,1,-,2,1,2,-,1,1,-,-,1,...,1,.R.P.,-,-,-,9,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part24_confidences.csv,78.32,85.79,75.93,71.39,79.35,82.32,49.34,82.57,77.20,29.61,74.71,74.12,72.12,77.88,25.10,76.27,44.29,78.12,44.29,76.95,52.05,49.05,78.61,33.42,74.76,44.29,74.37,64.75,75.39,27.91,52.25,80.76,76.90,75.15,59.38,80.42,80.42,80.96,80.13,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part24_tables.csv,9,Meningitis, meningococcal,2,6.,6,157,154,149,-,2,-,,,,-,-,-,-,2,-,1,-,1,1,2,2,-,-,1,-,-,-,,,,-,-,-,9,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part25_confidences.csv,74.27,90.04,83.59,53.71,88.13,89.06,25.93,88.62,83.15,74.85,86.43,78.27,77.49,88.72,34.74,86.62,21.25,81.84,19.97,86.47,80.08,81.59,86.43,47.12,81.05,47.22,79.05,74.41,84.62,67.19,43.07,85.74,69.82,82.81,47.22,85.79,81.30,79.44,81.10,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part25_tables.csv,9,Meningitis, meningococcal,8,2,4,165,156,154,-,-,-,,,,2,-,-,-,-,-,-,1,-,-,1,1,1,-,-,2,-,-,.....,...,,3,-,-,9,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part26_confidences.csv,80.37,86.47,79.44,79.20,81.88,85.11,59.77,83.15,78.32,45.04,81.45,80.27,44.95,80.62,20.15,82.91,20.18,83.35,45.04,83.40,75.10,77.78,84.08,43.90,81.10,33.52,82.52,26.15,80.96,76.03,34.69,84.52,78.86,83.64,51.17,84.33,80.57,81.15,83.45,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part26_tables.csv,9,Meningitis, meningococcal,4,8,6,170,163,160,-,-,,..,...,..,1,2,-,-,-,-,-,-,-,1,-,1,-,1,1,-,2,-,..A,,,2,3,1,9,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part27_confidences.csv,76.22,60.74,81.88,79.05,83.50,85.35,38.40,87.45,81.45,57.28,86.18,79.49,71.83,84.77,43.21,85.25,46.29,82.57,22.23,85.35,79.64,76.32,85.64,65.43,85.60,46.29,84.96,68.46,85.99,70.36,61.82,84.08,61.72,80.27,28.47,85.11,80.18,78.91,80.66,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,9,Meningitis, meningococcal,186,295,263,"20,572","18,909","27,076",-,-,4.,13,10,1,1,-,9,...,..,...,33,23,29,88,193,115,6,9,14,. :,.,8,:,:.,8,45,60,30,10,,,,
cdi_ca_1956_wk_prov_dbs_Part28_confidences.csv,72.12,61.13,79.69,80.91,82.76,84.62,34.18,80.71,77.78,20.62,77.59,46.02,80.32,78.61,53.03,80.42,72.12,81.74,25.88,80.57,75.39,68.12,82.03,22.86,77.83,35.57,81.10,44.38,80.08,72.36,77.54,79.69,70.70,78.66,44.38,81.59,74.66,20.59,81.49,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part28_tables.csv,9,Meningitis, meningococcal,198,187,213,"20,771","19,050","27,278",-,-,2,7,13,2,1,2,2,,...,...,45,33,31,91,88,74,4,6,11,1,...,10,...,...,12,49,45,44,10,,,,
cdi_ca_1956_wk_prov_dbs_Part29_confidences.csv,76.07,86.43,80.47,72.27,81.98,85.11,64.79,86.57,69.04,64.01,81.05,77.00,70.51,79.00,18.74,82.03,21.59,77.69,45.63,80.62,73.63,55.42,84.42,60.64,81.30,45.63,79.64,38.21,79.79,73.29,74.51,78.47,76.71,76.71,36.23,84.77,81.88,78.17,81.84,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part29_tables.csv,9,Meningitis, meningococcal,1,4,2,177,183,168,-,-,-,.A,A.A,....,-,-,-,-,-,-,-,1,-,1,1,1,-,-,1,-,-,-,,,A.P.,-,2,-,9,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part2_confidences.csv,61.52,84.91,79.93,80.86,81.45,85.01,31.15,82.71,74.22,44.90,81.69,69.68,80.52,74.46,74.17,82.47,53.71,80.66,19.54,81.35,51.61,74.22,72.41,25.63,79.93,32.79,73.58,43.75,79.39,68.75,74.27,83.59,69.82,83.30,28.03,80.71,71.88,78.37,79.59,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part2_tables.csv,9,Meningitis, meningococcal,15,4,6,19,15,10,8,4,-,...,...,9.8,-,-,-,-,-,-,-,-,1,5,I,2,1,-,-,1,-,-,A.9.,,,-,-,2,9,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part30_confidences.csv,74.76,85.45,80.62,58.94,79.93,84.81,37.65,84.42,78.71,31.69,79.59,70.31,73.10,81.59,67.24,79.98,29.47,79.05,60.50,80.27,68.07,51.12,79.49,30.05,75.15,44.26,80.47,38.57,75.44,71.53,73.34,75.73,46.17,79.00,22.47,81.49,81.01,77.78,79.05,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part30_tables.csv,9,Meningitis, meningococcal,4,1,1,182,184,169,1,-,-,:,...,...,-,-,-,1,-,-,-,-,-,2,1,-,-,-,-,-,-,-,:,,:,-,-,-,9,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part31_confidences.csv,67.97,86.52,80.27,77.15,84.23,84.33,32.25,84.13,75.83,45.75,79.69,69.04,26.05,75.34,18.55,79.20,31.98,76.90,26.64,80.71,72.46,47.95,82.52,59.23,76.66,45.39,77.10,59.13,81.93,39.04,73.63,81.64,78.12,80.86,59.52,84.67,80.03,77.54,80.47,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part31_tables.csv,9,Meningitis, meningococcal,7,4,2,189,188,172,-,1,-,A.R,a.e,,-,-,-,3,1,-,2,-,-,2,2,1,-,-,-,-,-,-,R.O.,9.8,,-,-,-,9,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part33_confidences.csv,74.85,85.99,83.69,80.96,85.06,85.50,33.76,86.33,78.17,40.80,82.91,70.90,32.98,80.91,49.32,75.44,38.96,78.27,68.60,79.69,52.93,69.04,82.23,74.32,78.27,45.09,81.64,76.66,76.51,26.76,79.25,83.84,22.71,82.62,69.68,85.16,81.10,79.30,80.52,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,9,Meningitis, meningococcal,5,2,5,196,202,177,2,-,-,,,,1,-,1,-,-,-,,,-,2,1,2,-,,-,-,1,,,,,-,-,-,9,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part34_confidences.csv,79.83,90.48,82.28,78.42,87.30,87.45,82.57,89.40,82.52,66.85,86.82,82.23,77.10,87.21,35.11,86.38,46.83,86.52,33.57,86.52,70.12,83.01,88.48,54.30,84.91,46.83,87.01,81.05,86.82,72.17,83.50,86.23,68.21,83.84,33.67,86.43,84.81,84.47,83.69,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,9,Meningitis, meningococcal,2,5,6,198,208,186,2,2,-,,,,-,1,-,-,-,-,-,-,1,-,2,1,-,-,1,-,-,-,,,,-,-,-,9,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part35_confidences.csv,77.98,88.57,83.84,73.58,85.69,85.94,40.77,87.16,81.15,55.62,79.83,69.82,82.13,82.23,19.74,81.88,45.56,82.42,20.20,84.28,76.42,67.24,84.33,39.45,74.32,45.56,79.44,47.78,81.35,73.63,79.44,83.59,78.52,81.05,40.87,83.64,83.84,81.69,80.86,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,9,Meningitis, meningococcal,31,2,3,229,209,189,1,2,-,P.R,...,...,-,-,-,-,-,-,,-,-,3,-,-,-,-,-,-,-,-,...,...,...,-,-,1,9,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part36_confidences.csv,71.92,81.74,75.29,73.54,77.93,79.44,51.56,80.13,71.58,51.95,76.86,72.27,61.62,79.05,55.42,75.00,39.72,72.95,38.09,77.88,66.21,68.16,79.15,27.27,73.49,42.55,75.63,34.52,75.78,54.59,67.87,72.31,26.44,70.95,36.04,77.69,73.10,73.19,74.71,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part36_tables.csv,9,Meningitis, meningococcal,6,4,3,208,216,195,4,1,-,,,,-,-,-,-,-,-,-,-,-,1,3,1,-,-,-,1,1,=,,,,I,:,1,9,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part37_confidences.csv,79.44,86.43,80.03,77.59,82.81,85.74,33.52,85.11,79.44,33.52,79.64,79.64,77.69,80.96,28.91,80.13,18.60,76.42,21.14,81.93,57.03,72.31,82.67,36.69,67.92,44.82,82.57,27.73,78.42,71.19,79.69,81.35,80.32,80.71,53.42,82.52,80.57,78.22,79.79,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part37_tables.csv,9,Meningitis, meningococcal,6,8,5,216,227,200,4,4,-,,,,-,-,-,1,-,1,-,-,-,1,3,2,-,-,-,-,1,-,..R,a.e.,,-,-,1,9,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part38_confidences.csv,77.78,86.77,77.69,79.15,79.74,83.50,80.42,84.52,77.64,30.76,78.08,76.51,76.81,80.27,40.97,78.27,24.90,80.81,27.12,81.74,31.79,75.34,81.45,78.32,79.64,44.73,79.88,76.22,75.83,82.23,27.56,82.23,44.73,81.74,31.03,82.42,77.34,79.35,79.39,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,9,Meningitis, meningococcal,4,6,4,220,233,232,1,4,1,..,..,..,-,-,-,2,1,-,-,1,1,-,-,1,-,-,-,1,-,-,9.8,R.9.,..,-,-,-,9,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part39_confidences.csv,73.68,84.23,78.12,80.37,80.27,81.49,22.08,82.81,76.42,52.93,79.49,72.27,51.27,79.64,67.77,78.12,43.60,75.39,45.56,79.69,35.52,69.78,80.86,57.76,77.00,43.60,79.49,75.73,81.74,75.39,44.12,81.84,78.86,79.64,55.76,83.15,79.15,77.49,77.44,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part39_tables.csv,9,Meningitis, meningococcal,4,4,4,224,237,236,-,1,-,P.R,...,...,-,-,-,-,2,-,2,-,1,1,-,-,-,-,-,-,1,-,..,R.O.,9.R,1,-,-,9,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part3_confidences.csv,75.49,85.40,80.27,79.25,83.45,84.52,61.28,85.06,78.47,67.38,80.86,71.39,76.76,80.32,73.39,78.66,23.54,78.08,34.20,81.64,68.21,75.10,80.71,41.99,77.10,44.34,80.42,72.61,80.08,72.07,29.79,82.52,76.71,77.05,20.73,83.06,76.03,78.17,78.96,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part3_tables.csv,9,Meningitis, meningococcal,11,15,4,30,24,17,1,8,-,...,...,...,-,-,-,4,-,-,-,-,1,3,5,2,-,1,-,-,1,1,,:.,:.,3,-,-,9,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part40_confidences.csv,72.85,86.47,81.30,80.13,82.96,85.35,49.58,84.52,79.59,54.05,77.59,76.81,77.25,80.32,74.80,83.30,18.79,82.52,73.29,81.69,71.58,71.78,80.96,79.05,81.45,44.51,82.67,27.93,82.28,77.83,43.12,84.23,27.32,82.62,44.51,83.79,82.67,78.71,79.25,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part40_tables.csv,9,Meningitis, meningococcal,6,4,7,230,240,222,1,-,-,-,-,-,-,-,-,-,-,-,1,2,1,3,1,1,-,-,1,-,-,-,..a,...,,1,1,1,9,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part41_confidences.csv,67.82,85.55,76.17,79.35,79.49,82.67,22.85,84.33,76.37,25.46,73.49,72.31,43.90,77.44,30.25,76.51,43.99,76.22,28.47,77.83,27.44,68.26,78.27,32.81,70.65,43.99,75.63,35.60,78.17,65.38,70.26,76.37,63.28,74.95,43.82,79.98,77.00,76.71,77.88,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part41_tables.csv,9,Meningitis, meningococcal,5,6,5,235,243,243,2,1,-,-,-,-,-,-,-,-,-,-,-,1,1,2,3,2,1,-,-,-,-,-,0.0,,...,-,1,2,9,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part42_confidences.csv,77.25,86.77,80.91,72.46,81.98,84.42,46.39,85.64,79.20,43.21,79.93,80.76,42.07,80.71,21.33,82.28,22.95,81.88,45.07,81.69,68.95,48.95,84.86,45.07,80.22,45.07,82.96,43.04,79.30,75.44,71.04,80.52,29.03,76.76,46.22,78.47,79.74,78.47,82.37,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part42_tables.csv,9,Meningitis, meningococcal,6,5,5,241,246,237,-,2,-,-,-,-,-,-,-,-,-,1,3,-,-,2,2,2,-,1,-,-,-,-,,,,1,1,1,9,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part43_confidences.csv,74.66,84.42,76.86,74.71,77.98,82.62,29.88,83.06,75.34,54.49,77.49,75.39,31.32,79.74,18.53,78.96,43.63,77.44,20.15,79.05,56.84,74.41,81.49,36.62,77.73,22.09,80.03,52.10,77.34,74.95,72.02,79.25,51.32,79.93,43.63,78.27,73.19,76.61,79.44,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part43_tables.csv,9,Meningitis, meningococcal,7,7,5,249,254,242,$,#,:,;,$,-,,1,as,$,5,1,1,3,1,2,2,2,-,-,-,-,-,-,1,,.R,3,1,1,9,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part44_confidences.csv,73.83,78.76,73.54,69.92,75.59,77.34,46.39,77.73,71.34,63.33,71.73,71.78,45.46,74.17,39.82,74.12,40.94,74.71,37.82,75.98,39.99,71.34,74.17,19.37,71.78,41.19,74.95,63.72,72.36,64.36,76.90,73.34,17.08,71.29,48.44,74.02,73.34,71.58,76.37,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part44_tables.csv,9,Meningitis, meningococcal,5,7,5,254,259,250,3,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,2,2,I,I,I,-,-,,,1,,-,3,-,9,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part45_confidences.csv,80.42,88.62,79.20,72.12,83.54,86.08,57.76,85.50,77.78,42.48,79.20,54.10,82.57,76.81,29.30,77.78,43.04,82.32,19.48,84.18,76.90,40.26,84.86,30.91,82.08,46.00,81.54,46.00,80.62,74.32,76.51,82.03,35.91,83.15,46.00,86.28,81.15,82.47,83.45,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part45_tables.csv,9,Meningitis, meningococcal,4,5,6,258,265,255,1,3,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,-,-,-,1,-,1,R.P.,P...,...,-,-,1,9,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part46_confidences.csv,70.17,84.08,74.51,67.53,77.39,80.62,34.91,81.59,67.82,60.60,76.17,67.63,77.93,70.70,44.53,72.56,26.73,75.83,17.93,77.73,70.21,38.28,78.86,41.67,76.07,44.09,73.58,69.82,78.42,54.49,66.31,79.64,72.46,72.90,35.91,81.01,75.93,78.66,79.00,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part46_tables.csv,9,Meningitis, meningococcal,1,4,6,259,267,263,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,-,-,-,-,1,I:,0.0,,,.,-,1,9,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part47_confidences.csv,70.61,87.40,81.59,77.78,83.01,84.72,66.80,85.35,78.32,45.26,83.25,64.06,83.25,80.71,75.68,81.35,37.82,82.62,45.26,82.32,53.91,79.30,68.75,37.72,82.71,49.24,79.93,21.41,81.88,75.39,80.08,83.94,78.96,82.91,18.19,80.76,39.79,75.15,40.11,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part47_tables.csv,9,Meningitis, meningococcal,5,1,5,264,274,269,1,1,-,1,-,-,-,-,-,1,-,-,1,-,1,-,-,2,-,-,-,-,-,-,...,...,...,1,-,-,9,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part48_confidences.csv,72.95,84.08,75.88,74.02,79.00,81.45,68.95,82.23,72.95,38.70,77.73,71.39,45.17,74.56,27.54,77.69,43.63,75.29,18.31,75.88,73.54,37.04,79.93,46.95,78.61,43.63,79.15,67.58,74.51,69.04,70.61,78.96,61.72,74.07,37.11,80.03,80.22,75.10,78.52,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part48_tables.csv,9,Meningitis, meningococcal,5,5.,5,269,280,273,-,1,-,-,1,-,-,-,-,-,1,-,-,1,-,1,-,2,1,-,-,1,-,-,9.A,...,..A.,2,1,1,9,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part49_confidences.csv,73.10,82.32,76.32,73.24,78.81,79.93,73.44,81.40,74.85,21.68,77.15,71.04,70.26,76.37,63.72,76.81,42.53,76.61,62.89,73.39,66.31,54.10,78.08,74.95,73.19,42.53,76.86,72.61,77.78,33.06,72.27,80.18,38.70,75.83,21.30,81.01,75.63,69.14,73.83,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part49_tables.csv,9,Meningitis, meningococcal,2,5.,6,271,285,280,-,-,-,-,-,1,1,-,-,-,-,-,-,-,2,1,1,1,-,1,1,-,1,-,P.R,...,P.R.,-,2,1,9,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part4_confidences.csv,69.04,76.22,71.63,63.62,74.66,74.02,60.55,75.20,69.92,67.29,72.71,65.09,72.22,73.49,20.42,73.05,17.59,72.85,39.14,73.63,69.19,55.18,72.75,57.81,74.12,18.82,72.61,57.23,70.26,34.86,66.41,67.09,67.38,69.29,44.68,67.92,69.14,68.36,70.90,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part4_tables.csv,9,,3,11,8,33,33,23,-,1,-,...,...,...,-,-,-,-,4,-,-,-,3,-,3,2,-,-,1,2,-,-,...,....,...,1,3,1,9,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part50_confidences.csv,64.21,74.07,65.04,68.16,70.75,72.12,45.58,71.97,68.07,30.86,67.92,64.99,21.98,68.02,38.04,66.06,17.60,65.23,38.04,67.24,52.05,38.18,68.99,32.01,68.41,38.04,38.45,28.42,68.46,35.79,64.16,65.48,31.27,44.75,46.36,68.21,41.67,62.26,66.85,,,,,,,,
