cdi_ca_1956_wk_prov_dbs_Part10_confidences.csv,81.49,88.13,82.76,78.86,84.91,87.65,31.15,87.70,84.47,69.78,83.79,81.35,23.51,81.93,19.23,82.76,19.95,85.21,20.00,84.77,78.56,74.22,85.30,56.45,83.11,19.79,82.37,34.69,82.08,73.88,25.68,84.77,50.44,80.91,45.39,83.06,81.93,79.20,82.37,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part10_tables.csv,9,Meningitis, meningococcal,5,7,7,67,70,65,4,1,-,,...,...,-,-,-,-,2,-,1,-,1,-,3,2,-,-,-,-,-,-,...,..,...,-,1,1,9,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part11_confidences.csv,77.83,85.35,76.17,71.48,78.47,82.67,41.19,83.74,73.05,27.27,77.15,66.31,78.86,72.07,36.04,75.88,23.12,73.73,19.24,78.03,61.91,52.34,79.69,47.14,76.17,44.87,70.31,69.29,77.78,68.16,70.80,83.01,76.66,72.41,60.25,83.54,80.91,80.57,81.35,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part11_tables.csv,9,Meningitis, meningococcal,7,5,8,75,79,72,-,4,-,1,A.P.,...,-,-,-,-,-,1,1,1,1,4,-,2,-,-,-,-,-,-,,,,1,-,-,9,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part12_confidences.csv,76.42,86.91,81.98,68.95,83.54,86.43,81.59,85.94,78.32,45.31,83.79,71.58,82.62,83.11,37.16,81.25,24.83,81.79,18.14,84.03,78.37,44.60,85.06,75.00,82.91,45.31,82.91,29.86,82.08,71.83,77.93,82.08,34.81,73.44,72.80,81.84,80.47,77.25,79.05,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part12_tables.csv,9,Meningitis, meningococcal,3,7,7,78,92,85,2,-,-,,1,P...,-,-,-,-,-,-,-,1,1,-,4,2,-,-,-,-,-,-,P.R,R.A,...,1,1,1,9,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part13_confidences.csv,76.66,86.52,78.56,76.32,82.96,84.67,19.34,83.30,74.66,47.53,77.20,72.02,36.43,76.37,32.76,69.09,45.24,80.03,27.27,80.13,73.54,52.10,82.76,32.28,80.08,45.24,72.56,27.27,78.96,48.07,71.83,81.88,77.98,75.44,33.52,84.18,81.54,79.25,79.35,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part13_tables.csv,9,Meningitis, meningococcal,10,3,7,87,94,86,1,2,-,1,R.A,...,-,-,-,-,-,1,-,-,1,3,-,1,-,-,1,-,-,1,a.e.,,,5,1,2,9,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part14_confidences.csv,75.24,83.54,76.27,67.87,78.66,81.54,43.82,82.47,72.75,31.96,79.64,70.21,76.07,76.03,20.74,76.03,24.56,75.34,20.95,78.27,71.88,42.11,80.57,57.67,68.75,43.82,79.39,66.94,79.74,70.51,70.02,80.81,53.91,78.66,42.97,79.54,78.12,72.36,78.08,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part14_tables.csv,9,Meningitis, meningococcal,3,10,4,90,96,93,-,1,-,.A,1,P.A.,-,-,-,-,-,-,1,-,-,2,3,1,-,-,1,-,-,1,P.A,R.P.,...,-,5,-,9,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part15_confidences.csv,78.03,85.74,79.20,76.61,82.62,84.81,67.24,84.18,75.98,34.23,77.39,72.95,73.54,76.90,35.64,79.44,18.05,78.66,17.81,80.13,77.20,77.73,82.47,19.90,82.47,44.26,80.62,33.91,78.96,62.55,73.93,81.20,73.14,78.86,44.26,80.96,77.10,77.25,80.66,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,9,Meningitis, meningococcal,9,3,6,99,98,98,-,-,-,,...,,-,-,-,-,-,-,-,1,-,6,2,1,-,-,-,-,-,-,,,,3,-,1,9,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part16_confidences.csv,69.68,75.54,71.88,68.90,73.63,73.44,48.68,74.22,70.02,43.58,69.58,71.04,33.79,70.65,32.54,70.85,38.77,72.36,24.26,71.24,67.63,38.84,70.90,35.67,70.95,18.04,72.27,56.35,69.04,51.03,69.53,65.48,53.03,68.07,53.47,71.73,68.55,67.33,69.53,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part16_tables.csv,9,Meningitis, meningococcal,5,9,6,104,104,109,1,-,-,,,,-,-,-,-,-,-,1,-,1,2,6,2,-,-,-,-,-,1,a.e.,,,1,3,1,9,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part17_confidences.csv,71.58,85.69,75.44,63.18,82.08,84.62,72.80,81.49,80.37,44.41,79.05,53.37,83.69,78.08,33.20,78.71,35.08,81.93,20.48,82.52,32.76,53.96,82.81,44.41,80.08,25.07,76.22,23.55,75.83,67.14,66.89,81.40,75.49,80.47,44.41,81.98,78.71,81.01,79.64,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,9,Meningitis, meningococcal,3,5,5,111,107,114,2,1,-,,A...,...,-,-,-,-,-,-,-,1,-,1,2,2,-,-,-,-,-,-,,A.O.,...,-,1,1,9,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part18_confidences.csv,82.03,89.55,86.33,80.27,87.35,87.94,70.36,89.36,84.96,46.78,84.38,78.08,84.96,82.81,22.33,83.25,67.29,83.35,19.47,82.91,78.03,79.39,87.84,72.85,80.91,25.73,83.98,54.20,85.06,78.22,51.51,86.43,80.96,84.72,19.06,87.30,85.40,84.42,83.98,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part18_tables.csv,9,Meningitis, meningococcal,6,3,5,117,112,120,2,2,-,...,...,...,-,-,-,1,-,1,-,-,-,1,1,1,-,-,-,-,-,1,P.A,R.9.,...,2,-,-,9,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part19_confidences.csv,78.91,90.72,85.55,85.25,87.70,88.62,79.30,90.09,86.43,81.49,86.91,83.15,83.50,87.50,60.25,85.11,46.56,84.52,65.87,87.30,63.23,80.86,88.23,79.00,85.35,46.56,87.84,46.56,83.25,77.59,45.02,82.67,59.91,84.23,26.81,88.38,70.90,82.47,81.30,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part19_tables.csv,9,Meningitis, meningococcal,8,6,4,125,120,123,2,2,-,,,,1,-,-,1,1,1,1,-,1,1,1,2,-,-,-,-,-,-,,,,2,2,-,9,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part1_confidences.csv,67.63,87.94,79.30,80.13,82.42,84.57,21.95,85.16,74.56,30.13,79.64,71.09,67.14,78.86,30.18,75.54,26.51,71.73,22.64,77.15,54.05,62.35,80.81,46.53,70.07,46.53,77.93,56.79,70.85,69.24,71.44,79.35,70.80,72.22,37.48,81.93,74.51,76.90,79.35,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,9,Meningitis, meningococcal,4,9,4,4,2,4,4,2,-,A...,,...,-,1,-,-,-,-,-,-,-,-,1,2,-,3,-,-,-,-,P.A,A.V.,,-,2,-,9,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part20_confidences.csv,73.05,89.94,64.89,79.10,86.38,87.30,84.52,89.50,83.40,35.57,84.67,82.37,81.01,85.45,79.15,82.03,46.19,82.37,55.71,85.30,61.82,59.28,84.42,78.47,80.22,67.14,85.06,79.83,75.39,84.96,41.33,84.03,46.19,83.20,32.91,84.23,80.32,71.48,80.03,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part20_tables.csv,9,Meningitis, meningococcal,8,8,3,133,122,127,1,2,-,,...,...,-,1,1,1,1,-,-,1,1,1,1,1,-,-,-,-,-,-,..,...,...,5,2,-,9,,,,,,,
