cdi_ca_1956_wk_prov_dbs_Part15_confidences.csv,83.54,91.80,84.77,81.98,88.43,90.77,71.97,90.14,81.35,36.65,82.86,78.12,78.71,82.32,38.16,85.06,19.34,84.23,19.07,85.79,82.67,83.20,88.28,21.30,88.28,47.39,86.33,36.30,84.57,66.94,79.15,86.96,78.32,84.42,47.39,86.67,82.57,82.71,86.38,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,5,(b) Pacillary,16,9,12,149,149,149,-,-,-,-,-,-,-,-,-,...,...,....,...,1,...,3,1,2,-,-,-,1,-,-,7,1,-,5,6,7,5,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part16_confidences.csv,30.03,90.33,85.94,82.42,88.04,87.84,58.20,88.72,83.69,52.10,83.20,84.96,40.41,84.47,38.92,84.72,46.36,86.52,29.00,85.21,80.86,46.46,84.77,42.65,84.86,21.57,86.43,67.38,82.52,61.04,83.11,78.32,63.38,81.40,63.92,85.79,81.98,80.52,83.11,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part16_tables.csv,5,(b) Bacillary,10,16,14,159,170,171,-,-,-,-,-,-,-,-,-,,...,R.P.,1,..A,P..,-,3,-,-,-,-,-,1,-,-,7,-,9,5,12,5,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part17_confidences.csv,77.00,92.19,81.20,67.97,88.33,91.02,78.32,87.70,86.47,47.78,85.06,57.42,90.04,83.98,35.72,84.67,37.74,88.13,22.03,88.77,35.25,58.06,89.06,47.78,86.13,26.98,81.98,25.34,81.54,72.22,71.97,87.60,81.25,86.62,47.78,88.18,84.67,87.16,85.64,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,5,(h) Bacillary,11,17,10,177,175,175,-,-,-,-,-,-,-,-,-,,,,,1,,-,3,2,1,-,1,1,-,-,1,4,-,8,9,5,5,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part18_confidences.csv,83.25,90.82,87.60,81.45,88.62,89.21,71.39,90.67,86.23,47.46,85.60,79.20,86.23,84.03,22.66,84.42,68.26,84.57,19.75,84.13,79.15,80.57,89.11,73.93,82.08,26.12,85.25,55.03,86.28,79.35,52.29,87.70,82.13,85.99,19.34,88.57,86.62,85.64,85.25,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part18_tables.csv,5,(b) Bacillary,12,11,11,189,186,186,-,-,-,1,-,-,-,-,-,,,,,,1,1,-,2,-,1,-,-,1,-,-,1,-,10,8,5,5,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part19_confidences.csv,80.86,92.92,87.70,87.35,89.84,90.82,81.25,92.29,88.57,83.50,89.06,85.21,85.55,89.65,61.72,87.21,47.71,86.62,67.48,89.45,64.79,82.81,90.43,80.96,87.45,47.71,89.99,47.71,85.30,79.54,46.12,84.72,61.43,86.33,27.47,90.58,72.61,84.52,83.30,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part19_tables.csv,5,(b) Bacillary,9,12,11,198,197,197,-,-,-,-,1,-,-,-,-,,,,,,,2,1,2,-,-,-,-,-,-,3,-,-,4,10,10,5,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part1_confidences.csv,69.09,89.89,81.05,81.88,84.23,86.43,22.44,87.01,76.22,30.79,81.40,72.66,68.60,80.57,30.83,77.20,27.10,73.29,23.14,78.86,55.22,63.72,82.57,47.56,71.63,47.56,79.64,58.06,72.41,70.80,73.00,81.10,72.36,73.78,38.28,83.74,76.17,78.56,81.10,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,5,(h) Facillary,11,4,9,11,4,12,-,-,-,-,-,-,-,-,-,A.P,...,P...,3,1,.A,2,1,1,-,-,-,-,1,-,-,-,-,6,1,2,5,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part20_confidences.csv,74.90,92.24,66.55,81.15,88.57,89.50,86.67,91.75,85.50,36.47,86.82,84.47,83.06,87.60,81.15,84.13,47.36,84.47,57.13,87.45,63.38,60.79,86.57,80.47,82.23,68.85,87.26,81.88,77.29,87.16,42.38,86.18,47.36,85.35,33.74,86.38,82.37,73.29,82.03,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part20_tables.csv,5,(h) Pacillary,9,9,4,207,201,201,-,-,-,1,1,-,-,-,-,...,...,...,..,...,R.S,-,2,3,2,-,-,-,-,-,-,3,-,6,4,1,5,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part21_confidences.csv,30.03,83.89,78.91,76.07,80.96,83.15,64.06,82.76,76.32,44.51,78.61,77.59,70.31,79.83,38.72,78.71,22.36,77.73,60.99,81.84,77.20,48.27,80.52,62.11,78.12,43.16,80.62,65.67,77.44,68.75,75.88,74.71,70.26,77.20,34.59,78.17,79.64,76.56,76.86,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part21_tables.csv,5,(b) Bacillary,10,9,10,217,208,208,-,-,-,-,1,-,-,-,-,P...,R.P.,,1,...,3,1,-,1,-,2,-,-,-,-,2,-,-,6,6,2,5,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part22_confidences.csv,73.97,88.33,78.91,76.66,81.59,84.57,33.79,85.06,80.32,44.19,79.10,64.99,70.75,75.63,23.18,78.27,26.46,74.07,22.28,77.64,71.92,44.29,80.91,45.53,71.44,46.26,72.80,52.98,75.24,67.58,78.03,78.91,69.53,76.37,65.82,79.83,77.73,79.00,81.35,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part22_tables.csv,5,(b) Bacillary,32,10,14,249,222,222,-,-,-,-,-,-,-,-,-,,,,1,1,1,2,1,2,1,-,-,-,-,-,1,2,-,27,6,8,5,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part23_confidences.csv,38.92,91.31,86.04,83.64,87.94,89.79,79.54,91.41,82.52,33.98,87.21,78.22,87.30,82.81,48.27,85.55,50.20,88.33,47.34,87.79,80.52,68.41,88.33,76.12,85.99,27.78,85.64,29.22,86.72,77.69,77.10,87.26,84.72,87.45,47.34,88.57,87.30,84.28,85.99,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part23_tables.csv,5,(b) Bacillary,16,32,8,265,228,228,-,-,-,1,-,-,-,-,-,....,$.8,,1,1,1,-,2,I,-,1,-,-,-,-,4,1,-,10,27,3,5,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part24_confidences.csv,83.98,91.99,81.45,76.56,85.11,88.23,52.93,88.53,82.76,31.74,80.08,79.49,77.34,83.50,26.93,81.74,47.49,83.74,47.49,82.52,55.81,52.59,84.33,35.84,80.18,47.49,79.74,69.43,80.81,29.91,56.01,86.57,82.47,80.62,63.67,86.23,86.23,86.82,85.94,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part24_tables.csv,5,(b) Bacillary,20,16,9,285,237,237,-,-,-,-,1,-,-,-,-,...,...,P...,A.R.,1,1,-,-,1,-,-,-,-,-,-,2,4,-,18,10,6,5,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part25_confidences.csv,72.85,88.33,81.98,52.69,86.43,87.35,25.44,86.91,81.54,73.39,84.77,76.76,76.03,87.01,34.08,84.96,20.85,80.27,19.58,84.81,78.56,80.03,84.77,46.22,79.49,46.31,77.54,73.00,83.01,65.92,42.24,84.13,68.46,81.25,46.31,84.18,79.74,77.93,79.54,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part25_tables.csv,5,(b) Bacillary,14,20,10,299,244,244,-,-,-,-,-,-,-,-,-,,:,:.,1,...,,-,-,1,-,-,1,-,-,-,-,2,-,13,18,5,5,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part26_confidences.csv,81.93,88.18,81.01,80.71,83.50,86.77,60.94,84.77,79.83,45.92,83.01,81.84,45.83,82.23,20.56,84.52,20.57,84.96,45.92,85.01,76.56,79.30,85.69,44.75,82.71,34.18,84.13,26.66,82.52,77.49,35.35,86.18,80.42,85.25,52.15,85.99,82.18,82.76,85.06,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part26_tables.csv,5,(b) Bacillary,8,16,12,308,257,257,-,-,-,-,,-,-,-,-,...,....,...,....,1,1,-,2,-,-,-,-,-,-,-,-,-,-,8,13,5.,5,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part27_confidences.csv,34.81,79.69,72.75,70.26,74.22,75.83,34.13,77.73,72.41,50.88,76.61,70.65,63.82,75.34,38.40,75.78,41.14,73.39,19.75,75.83,70.80,67.82,76.12,58.15,76.03,41.14,75.54,60.84,76.42,62.50,54.98,74.71,54.83,71.34,25.29,75.63,71.29,70.17,71.68,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,5,(h) Pacillary,-,1,1,10,13,17,-,-,-,...,...,...,-,-,-,-,-,-,:.,..,:.,...,:,: .,-,-,-,-,1,-,-,-,-,-,-,-,6,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part28_confidences.csv,73.29,87.94,80.96,82.23,84.08,85.94,34.72,81.98,79.05,20.95,78.81,46.78,81.59,79.88,53.86,81.69,73.29,83.06,26.29,81.88,76.56,69.19,83.30,23.23,79.10,36.13,82.37,45.09,81.35,73.54,78.76,80.96,71.83,79.93,45.09,82.86,75.88,79.74,82.76,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part28_tables.csv,5,(b) Bacillary,-,-,-,10,13,17,-,-,-,..,...,...,-,-,-,-,-,-,:,:.,,:.,:.,: 0,-,-,-,-,-,-,-,-,-,-,-,-,6,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part29_confidences.csv,45.80,89.55,83.40,74.90,84.96,88.18,67.14,89.75,71.53,66.36,83.98,79.79,73.05,81.88,19.42,85.01,22.38,80.52,47.29,83.54,76.27,57.47,87.50,62.84,84.23,47.29,82.52,39.60,82.71,75.98,77.20,81.35,79.49,79.54,37.55,87.84,84.86,81.01,84.77,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part29_tables.csv,5,(h) Bacillary,20,23,18,357,314,314,-,-,-,-,-,-,-,-,-,,,a.e.,,A.O.,3,2,1,2,-,-,-,3,14,-,1,-,-,14,8,11,5,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part2_confidences.csv,59.47,82.13,77.29,78.17,78.76,82.18,30.13,79.93,71.78,43.41,78.96,67.38,77.83,71.97,71.73,79.74,51.95,77.98,18.90,78.61,49.90,71.78,70.02,24.78,77.29,31.71,71.14,42.31,76.76,66.46,71.83,80.86,67.53,80.57,27.10,78.03,69.48,75.73,76.95,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part2_tables.csv,5,(b) Pacillary,9,11,8,20,7,19,-,-,-,-,-,-,-,-,-,.A,A.P.,...,1,3,1,3,2,2,-,-,-,-,-,-,-,-,-,5,6,3,5,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part30_confidences.csv,78.76,90.04,84.91,62.06,84.18,89.36,39.67,88.92,82.91,33.37,83.84,74.07,77.00,85.99,70.85,84.23,31.03,83.30,63.77,84.57,71.73,53.86,83.74,31.64,79.15,46.63,84.81,40.65,79.44,75.34,77.29,79.79,48.63,83.25,23.68,85.84,85.35,81.93,83.30,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part30_tables.csv,5,(b) Bacillary,9,20,15,366,329,329,-,-,-,-,-,-,-,-,-,:.,:.,:.,:,:.,:.,-,2,2,-,-,-,-,3,-,-,1,-,9,14,7,5,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part31_confidences.csv,70.65,89.89,83.40,80.18,87.50,87.65,33.52,87.40,78.81,47.53,82.81,71.78,27.05,78.32,19.27,82.32,33.23,79.93,27.69,83.89,75.29,49.83,85.79,61.52,79.69,47.17,80.13,61.43,85.16,40.58,76.51,84.86,81.20,84.03,61.87,87.99,83.20,80.57,83.59,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part31_tables.csv,5,(b) Bacillary,19,9,21,385,356,356,-,-,-,-,-,-,-,-,-,9.8,P...,9.9,1,...,3,2,-,1,-,-,2,-,-,-,-,-,-,16,9,14,5,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part33_confidences.csv,77.15,88.62,86.18,83.40,87.65,88.09,34.77,88.92,80.52,42.04,85.45,73.05,33.98,83.35,50.83,77.73,40.16,80.66,70.70,82.13,54.54,71.14,84.72,76.56,80.62,46.46,84.13,79.00,78.86,27.56,81.69,86.38,23.39,85.11,71.78,87.74,83.59,81.69,82.96,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,5,(b) Bacillary,7,14,13,406,398,398,-,-,-,1,-,-,-,-,-,,,A.A,,A.A,1,3,2,2,-,-,-,-,-,-,-,-,-,3,12,7,5,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part34_confidences.csv,80.57,91.31,83.01,79.10,88.09,88.23,83.30,90.19,83.25,67.43,87.60,82.96,77.78,87.99,35.40,87.16,47.24,87.30,33.86,87.30,70.70,83.74,89.26,54.79,85.69,47.24,87.79,81.74,87.55,72.80,84.23,87.01,68.85,84.57,33.96,87.21,85.60,85.21,84.42,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,5,(b) Bacillary,11,7,18,417,411,411,-,-,-,-,1,-,-,-,-,2,R.P.,...,3,...,5,-,3,3,-,-,-,-,-,-,-,-,-,6,3,7,5,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part35_confidences.csv,81.40,92.48,87.55,76.81,89.45,89.75,42.55,90.97,84.72,58.06,83.30,72.85,85.74,85.84,20.61,85.50,47.56,86.08,21.08,87.99,79.79,70.17,87.99,41.19,77.54,47.56,82.96,49.88,84.96,76.86,82.96,87.26,81.98,84.62,42.65,87.30,87.50,85.25,84.42,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,5,(b) Pacillary,18,11,11,435,430,430,-,-,-,-,-,-,-,-,-,2,2,...,.R,3,1,2,-,2,3,-,-,2,-,-,3,-,-,6.,6,6,5,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part36_confidences.csv,77.54,88.13,81.15,79.30,83.98,85.64,55.62,86.38,77.20,56.01,82.81,77.88,66.46,85.21,59.77,80.86,42.82,78.66,41.06,83.94,71.39,73.49,85.35,29.39,79.20,45.87,81.54,37.21,81.69,58.89,73.14,77.93,28.52,76.46,38.84,83.74,78.81,78.91,80.57,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part36_tables.csv,5,(h) Bacillary,6,18,13,441,443,443,-,-,-,-,-,-,-,-,-,A.O.,2,A.9,..A,R.P.,5,2,2,1,-,3,-,-,2,-,1,3,-,3,6,4,5,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part37_confidences.csv,81.84,89.01,82.42,79.88,85.30,88.33,34.52,87.65,81.84,34.52,82.03,82.03,80.03,83.35,29.79,82.57,19.17,78.71,21.78,84.38,58.74,74.46,85.11,37.79,69.97,46.17,85.01,28.56,80.76,73.29,82.03,83.79,82.71,83.15,54.98,84.96,82.96,80.57,82.18,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part37_tables.csv,5,(h) Pacillary,6,6,13,447,453,453,-,-,-,-,-,-,-,-,-,...,...,...,...,...,3,2,2,2,1,-,-,-,-,-,-,1,-,3,3,5.,5,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part38_confidences.csv,71.68,79.98,71.58,72.90,73.49,76.95,74.07,77.88,71.53,28.32,71.97,70.51,70.75,73.97,37.74,72.12,22.94,74.46,24.99,75.29,29.27,69.43,75.05,72.17,73.39,41.21,73.58,70.21,69.87,75.73,25.39,75.73,41.21,75.29,28.59,75.93,71.29,73.14,73.14,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,5,(h) Bacillary,5,6,12,452,462,462,-,-,-,-,-,-,-,-,-,*.9,...,...,..,...,3,2,2,3,-,1,-,-,-,1,1,-,-,2,3,4,5,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part39_confidences.csv,79.49,90.87,84.33,86.72,86.62,87.94,23.82,89.36,82.47,57.13,85.79,77.98,55.32,85.94,73.14,84.33,47.05,81.35,49.17,85.94,38.31,75.29,87.26,62.35,83.06,47.05,85.79,81.74,88.18,81.30,47.61,88.28,85.11,85.94,60.21,89.75,85.40,83.59,83.59,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part39_tables.csv,5,(b) Bacillary,16,5,11,468,490,490,-,-,-,-,-,-,-,-,-,1,9.A,P...,...,R.P.,**,5,2,6,-,-,-,2,-,-,3,1,-,5,2,2,5,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part3_confidences.csv,80.76,91.41,85.89,84.77,89.26,90.43,65.53,90.97,83.94,72.07,86.52,76.37,82.13,85.94,78.52,84.18,25.17,83.54,36.60,87.35,73.00,80.32,86.33,44.95,82.52,47.44,86.04,77.69,85.69,77.15,31.86,88.28,82.08,82.47,22.18,88.87,81.35,83.64,84.47,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part3_tables.csv,5,(b) Facillary,16,9,6,36,13,27,-,-,-,-,-,-,-,-,-,....,...,...,..,1,1,4,3,2,-,-,-,-,-,-,-,-,-,12,5,3,5,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part40_confidences.csv,77.49,91.99,86.43,85.25,88.23,90.77,52.73,89.89,84.67,57.52,82.52,81.69,82.13,85.45,79.54,88.62,19.98,87.79,77.93,86.91,76.12,76.32,86.13,84.08,86.62,47.34,87.94,29.71,87.50,82.81,45.85,89.60,29.05,87.89,47.34,89.11,87.94,83.74,84.28,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part40_tables.csv,5,(h) Bacillary,5,16,9,473,507,507,-,-,-,-,-,-,-,-,-,a.e,1,a.s.,...,,4,1,5,2,2,-,-,-,2,-,2,3,-,$ :,5,4,5,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part41_confidences.csv,69.14,87.21,77.64,80.91,81.01,84.28,23.30,85.99,77.83,25.95,74.90,73.73,44.75,78.96,30.83,78.03,44.85,77.69,29.00,79.35,27.98,69.58,79.79,33.47,72.02,44.85,77.15,36.28,79.69,66.65,71.63,77.83,64.50,76.42,44.68,81.54,78.47,78.17,79.39,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part41_tables.csv,5,(b) Bacillary,19,5,6,492,541,541,-,-,-,5,-,-,-,-,-,a.e.,a.a,,A.A,a.e.,3,3,1,1,-,2,-,-,-,-,8,2,-,3,-,3,5,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part42_confidences.csv,41.48,88.87,82.81,74.17,83.94,86.43,47.49,87.70,81.05,44.24,81.84,82.67,43.07,82.67,21.83,84.23,23.50,83.84,46.14,83.64,70.56,50.10,86.87,46.14,82.13,46.14,84.96,44.07,81.20,77.25,72.71,82.42,29.71,78.56,47.31,80.32,81.64,80.32,35.99,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part42_tables.csv,5,(b) Bacillary,17,19,12,509,550,550,-,-,-,4,5,-,-,-,-,9.3,...,1.9,1,...,3,-,3,2,-,-,1,4,-,-,3,8,-,5,3,2,5,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part43_confidences.csv,75.68,85.64,77.93,75.78,79.05,83.79,30.30,84.18,76.37,55.27,78.56,76.46,31.76,80.86,18.79,80.03,44.24,78.56,20.43,80.13,57.62,75.49,82.67,37.13,78.81,22.40,81.15,52.83,78.42,75.98,73.05,80.37,52.00,81.05,44.24,79.35,74.22,77.69,80.57,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part43_tables.csv,5,(h) Bacillary,5,17,7,514,557,557,-,-,-,as,4,TAC,-,-,-,,,,,1,2,-,-,2,-,:,-,-,4,-,-,3,-,5,5,3,5,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part44_confidences.csv,81.93,87.45,81.64,77.64,83.89,85.89,51.46,86.33,79.20,70.31,79.64,79.69,50.44,82.32,44.21,82.32,45.46,82.96,41.97,84.38,44.38,79.20,82.32,21.50,79.69,45.73,83.20,70.75,80.32,71.44,85.40,81.45,18.96,79.15,53.76,82.18,81.45,79.49,84.81,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part44_tables.csv,5,(b) Bacillary,7,5,17,521,589,589,-,-,-,-,-,-,-,-,-,3,,,,,1,4,-,2,-,-,-,=,-,-,1,-,-,a,5,8.,5,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part45_confidences.csv,83.15,91.70,81.93,74.61,86.43,89.06,59.77,88.43,80.47,43.97,81.93,55.96,85.40,79.44,30.30,80.47,44.51,85.16,20.15,87.06,79.54,41.65,87.79,31.96,84.91,47.58,84.33,47.58,83.40,76.90,79.15,84.86,37.16,86.04,47.58,89.26,83.98,85.30,86.33,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part45_tables.csv,5,(h) Bacillary,13,7,9,534,598,598,(6),-,-,-,-,-,-,-,-,4,3,,,,2,1,4,1,-,-,-,#:,-,-,5,=,...,3,-,1: 1,5,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part46_confidences.csv,73.58,88.18,78.17,70.80,81.15,84.52,36.62,85.60,71.14,63.53,79.88,70.95,81.74,74.17,46.68,76.07,28.05,79.54,18.81,81.49,73.63,40.14,82.67,43.70,79.79,46.24,77.15,73.24,82.23,57.13,69.53,83.50,75.98,76.46,37.67,84.96,79.59,82.52,82.86,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part46_tables.csv,5,(b) Bacillary,24,13,14,558,622,622,-,(6),-,3,-,-,-,-,-,1,4,,,A.A,1,-,1,3,-,-,1,-,-,-,10,5,-,10,3,3,5,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part47_confidences.csv,61.77,76.46,71.39,68.07,72.61,74.12,58.45,74.66,68.51,39.60,72.80,56.05,72.80,70.61,66.21,71.14,33.08,72.27,39.60,72.02,47.17,69.38,60.16,33.01,72.36,43.09,69.92,18.74,71.68,65.97,70.07,73.44,69.04,72.56,15.92,70.65,40.45,65.72,64.06,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part47_tables.csv,5,(h) Pacillary,33,24,7,591,636,636,-,-,-,3,3,-,-,-,-,...,1,..,A.P.,....,1,-,-,3,-,-,-,18,-,-,4,10,-,8,10,3,5,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part48_confidences.csv,78.76,90.77,81.93,79.88,85.25,87.94,74.41,88.77,78.76,41.77,83.94,77.10,48.75,80.47,29.74,83.84,47.09,81.25,19.76,81.93,79.39,39.97,86.28,50.68,84.86,47.09,85.45,72.95,80.42,74.51,76.22,85.21,66.65,79.98,40.06,86.38,86.62,81.10,84.77,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part48_tables.csv,5,(b) Bacillary,10,33,11,601,645,645,-,-,-,-,3,-,-,-,-,1,a.a,a.e.,0.A,,2,-,-,3,-,-,-,-,18,1,-,4,-,9.,8,7,5,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part49_confidences.csv,80.47,90.62,84.03,80.66,86.82,87.99,80.86,89.65,82.42,23.86,84.96,78.22,77.39,84.08,70.17,84.57,46.83,84.38,69.24,80.81,73.00,59.57,85.99,82.52,80.57,46.83,84.67,79.93,85.64,36.40,79.59,88.23,42.63,83.50,23.46,89.21,83.25,76.12,81.30,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part49_tables.csv,5,(h) Bacillary,5.,10,12,606,657,657,-,-,-,-,-,-,-,-,-,A.9,1,R.P.,P.A,A.P.,6,-,-,2,-,-,2,3,-,2,2,-,-,-,9,2,5,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part4_confidences.csv,83.11,91.75,86.23,76.61,89.84,89.11,72.90,90.58,84.18,81.01,87.50,78.37,86.91,88.48,24.60,87.94,21.18,87.70,47.12,88.62,83.35,66.46,87.60,69.63,89.26,22.66,87.45,68.90,84.57,41.99,79.93,80.81,81.10,83.45,53.81,81.79,83.25,82.32,85.35,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part4_tables.csv,5,(b) Pacillary,9,16,17,45,24,32,-,-,-,-,-,-,-,-,-,:.,:.,:.,...,..,1,2,4,8,1,-,-,-,-,I,-,-,-,6,12,2,5,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part50_confidences.csv,80.37,92.77,81.45,85.35,88.62,90.28,57.08,90.09,85.25,38.62,85.01,81.40,27.54,85.16,47.63,82.71,22.03,81.69,47.63,84.18,65.19,47.83,86.43,40.06,85.64,47.63,84.86,35.60,85.74,77.49,80.32,81.98,39.16,80.71,58.06,85.40,52.20,77.98,83.74,,,,,,,,
