cdi_ca_1956_wk_prov_dbs_Part10_confidences.csv,83.89,90.67,85.16,81.15,87.40,90.19,32.06,90.28,86.91,71.78,86.18,83.69,24.19,84.33,19.79,85.16,20.52,87.65,20.58,87.26,80.86,76.37,87.79,58.06,85.50,20.36,84.77,35.69,84.47,76.03,26.44,87.26,51.90,83.30,46.70,85.45,84.33,81.49,84.77,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part10_tables.csv,20,Typhoid and paratyphoid,9,6,4,73,34,95,-,-,-,-,-,-,-,-,-,-,-,-,7,3,2,2,-,1,-,-,-,I,-,-,-,2,1,-,1,-,20,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part11_confidences.csv,81.54,89.45,79.79,74.90,82.23,86.62,43.16,87.74,76.56,28.59,80.86,69.48,82.67,75.54,37.77,79.49,24.22,77.29,20.15,81.79,64.89,54.83,83.54,49.41,79.79,47.02,73.63,72.61,81.49,71.39,74.22,86.96,80.32,75.88,63.13,87.50,84.77,84.42,85.21,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part11_tables.csv,20,Typhoid and paratyphoid,3,2,8,70,36,107,-,-,-,-,-,-,-,-,-,-,-,-,3,-,5,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,20,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part12_confidences.csv,78.32,89.06,84.03,70.65,85.60,88.57,83.64,88.09,80.27,46.44,85.84,73.39,84.67,85.16,38.09,83.25,25.44,83.79,18.59,86.13,80.32,45.70,87.16,76.86,84.96,46.44,84.96,30.59,84.13,73.58,79.83,84.13,35.67,75.29,74.61,83.84,82.47,79.20,81.05,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part12_tables.csv,20,Typhoid and paratyphoid,6,3,9,79,45,115,-,-,-,-,-,-,-,-,-,-,-,-,2,3,4,1,-,1,-,-,-,3,-,-,-,-,-,-,-,-,20,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part13_confidences.csv,79.54,89.75,81.49,79.25,86.08,87.89,20.07,86.43,77.49,49.34,80.08,74.76,37.79,79.25,33.98,71.73,46.95,83.06,28.32,83.15,76.32,54.05,85.89,33.50,83.11,46.95,75.29,28.30,81.93,49.88,74.56,85.01,80.91,78.32,34.79,87.35,84.62,82.28,82.32,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part13_tables.csv,20,Typhoid and paratyphoid,4,6,7,83,50,126,-,-,-,-,-,-,-,-,-,-,-,-,2,2,5,-,1,1,-,-,-,-,3,-,-,-,-,2,-,1,20,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part14_confidences.csv,81.54,90.53,82.62,73.54,85.25,88.33,47.49,89.36,78.86,34.64,86.28,76.07,82.47,82.37,22.47,82.37,26.61,81.59,22.71,84.81,77.88,45.63,87.26,62.45,74.46,47.49,86.04,72.51,86.38,76.37,75.88,87.55,58.45,85.25,46.56,86.23,84.67,78.42,84.57,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part14_tables.csv,20,Typhoid and paratyphoid,5,4,6,88,65,130,-,-,-,-,-,-,-,-,-,-,-,-,1,2,3,2,-,1,-,-,-,-,-,1,1,-,-,1,2,-,20,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part15_confidences.csv,83.94,92.24,85.16,82.37,88.87,91.21,72.31,90.58,81.74,36.82,83.25,78.47,79.10,82.71,38.33,85.45,19.42,84.62,19.15,86.18,83.06,83.59,88.72,21.40,88.72,47.61,86.72,36.47,84.96,67.29,79.49,87.35,78.66,84.81,47.61,87.06,82.96,83.06,86.77,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,20,Typhoid and paratyphoid,2,5,10,90,73,135,-,-,-,-,-,-,-,-,-,-,-,-,-,1,6,-,2,-,-,-,-,-,-,-,1,1,-,1,1,-,20,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part16_confidences.csv,84.86,91.94,87.45,83.89,89.65,89.40,59.28,90.33,85.21,53.03,84.72,86.47,41.14,85.99,39.60,86.23,47.19,88.09,29.52,86.72,82.32,47.29,86.28,43.41,86.38,21.96,87.99,68.55,84.03,62.11,84.62,79.74,64.50,82.86,65.09,87.35,83.45,81.93,84.62,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part16_tables.csv,20,Typhoid and paratyphoid,12,2,9,102,77,145,-,-,-,-,-,-,-,-,-,-,-,-,10,-,7,1,-,1,-,-,-,1,-,-,-,1,-,-,1,1,20,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part17_confidences.csv,77.34,92.63,81.54,68.31,88.72,91.46,78.71,88.09,86.87,48.00,85.45,57.71,90.48,84.38,35.89,85.06,37.92,88.53,22.13,89.21,35.42,58.30,89.50,48.00,86.52,27.10,82.37,25.46,81.93,72.56,72.31,87.99,81.59,87.01,48.00,88.57,85.06,87.55,86.04,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,20,Typhoid and paratyphoid,5,12,8,107,81,154,1,-,-,-,-,-,-,-,-,-,-,-,1,10,3,2,1,1,-,-,-,-,1,-,I,-,-,1,-,-,20,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part18_confidences.csv,83.84,91.50,88.23,82.03,89.26,89.84,71.88,91.31,86.82,47.80,86.23,79.79,86.82,84.62,22.81,85.06,68.75,85.21,19.90,84.72,79.74,81.15,89.75,74.46,82.67,26.29,85.84,55.42,86.91,79.93,52.64,88.33,82.71,86.57,19.48,89.21,87.26,86.28,85.84,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part18_tables.csv,20,Typhoid and paratyphoid,10,5,8,117,89,157,-,1,-,-,-,-,-,-,-,-,-,-,8,1,4,1,2,1,-,-,-,-,-,-,-,-,-,1,1,1,20,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part19_confidences.csv,80.32,92.33,87.11,86.77,89.26,90.19,80.71,91.70,87.99,82.91,88.48,84.62,84.96,89.01,61.33,86.62,47.39,86.04,67.04,88.87,64.36,82.28,89.84,80.42,86.87,47.39,89.40,47.39,84.72,79.00,45.83,84.13,60.99,85.74,27.27,89.94,72.17,83.94,82.76,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part19_tables.csv,20,Typhoid and paratyphoid,6,10,14,123,93,162,-,-,-,-,-,-,,,-,-,-,-,3,8,8,2,1,1,-,-,-,-,-,-,1,-,-,-,1,-,20,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part1_confidences.csv,68.90,89.60,80.81,81.64,83.98,86.18,22.36,86.77,75.98,30.69,81.15,72.41,68.41,80.32,30.74,76.95,27.03,73.05,23.07,78.61,55.03,63.53,82.32,47.41,71.39,47.41,79.39,57.86,72.17,70.56,72.80,80.86,72.12,73.58,38.18,83.50,75.93,78.32,80.86,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,20,Typhoid and paratyphoid,6,6,4,6,4,5,-,-,-,-,-,-,-,-,-,-,-,-,6,3,1,1,2,-,-,-,-,-,1,-,-,-,-,-,-,-,20,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part20_confidences.csv,74.46,91.70,66.16,80.66,88.09,89.01,86.18,91.26,85.06,36.25,86.33,83.98,82.62,87.11,80.71,83.64,47.09,83.98,56.79,86.96,62.99,60.45,86.08,80.03,81.79,68.46,86.72,81.40,76.86,86.67,42.14,85.69,47.09,84.86,33.54,85.89,81.93,72.90,81.59,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part20_tables.csv,20,Typhoid and paratyphoid,5,6,4,128,94,182,-,-,-,-,-,-,-,-,I,-,-,-,4,3,4,-,2,-,-,-,-,1,-,-,-,1,we,-,are,-,20,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part21_confidences.csv,87.01,93.90,88.33,85.16,90.62,93.12,71.73,92.68,85.45,49.83,87.99,86.87,78.71,89.36,43.33,88.09,25.02,87.01,68.26,91.60,86.38,54.00,90.14,69.48,87.45,48.32,90.28,73.54,86.67,76.95,84.91,83.59,78.66,86.38,38.72,87.55,89.11,85.69,86.04,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part21_tables.csv,20,Typhoid and paratyphoid,21,7,7,151,101,186,1,-,-,-,-,-,-,I,-,1,I,-,13,4,5.,3,-,1,-,-,-,-,1,I,-,2,-,3,-,-,20,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part22_confidences.csv,73.83,88.18,78.81,76.56,81.45,84.42,33.74,84.96,80.22,44.12,79.00,64.89,70.65,75.49,23.14,78.12,26.44,73.97,22.24,77.49,71.83,44.21,80.81,45.46,71.34,46.19,72.66,52.93,75.10,67.48,77.88,78.81,69.43,76.22,65.72,79.69,77.64,78.91,81.20,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part22_tables.csv,20,Typhoid and paratyphoid,13,21,10,164,103,192,-,1,-,-,-,-,-,-,-,-,1,-,5,13,4,1,3,-,-,-,-,-,-,-,2,-,-,5,3,-,20,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part23_confidences.csv,84.67,92.19,86.87,84.47,88.77,90.67,80.32,92.29,83.35,34.30,88.04,79.00,88.13,83.59,48.73,86.43,50.68,89.21,47.80,88.67,81.30,69.09,89.21,76.90,86.82,28.05,86.52,29.49,87.60,78.42,77.88,88.09,85.55,88.33,47.80,89.45,88.18,85.11,86.82,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part23_tables.csv,20,Typhoid and paratyphoid,13,13,8,177,111,205,2,-,-,-,-,-,-,-,-,1,-,-,5,5,8,1,1,-,-,-,-,-,I,-,2,2,-,2,5,-,20,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part24_confidences.csv,84.52,92.63,81.98,77.05,85.64,88.82,53.27,89.11,83.35,31.96,80.62,80.03,77.88,84.08,27.10,82.32,47.80,84.33,47.80,83.06,56.20,52.93,84.86,36.08,80.71,47.80,80.27,69.87,81.35,30.10,56.40,87.16,83.01,81.15,64.11,86.77,86.77,87.40,86.52,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part24_tables.csv,20,Typhoid and paratyphoid,8,12,7,184,116,214,-,2,-,-,-,-,-,-,-,-,1,-,3,5,5,1,1,1,-,-,-,1,-,-,-,1,-,3,2,1,20,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part25_confidences.csv,70.46,85.40,79.30,50.93,83.54,84.42,24.60,84.03,78.86,70.95,81.93,74.22,73.49,84.13,32.96,82.18,20.15,77.64,18.93,81.98,75.93,77.39,81.93,44.68,76.86,44.78,74.95,70.56,80.22,63.72,40.84,81.35,66.21,78.52,44.78,81.40,77.10,75.34,76.90,,,,,,,,
