cdi_ca_1956_wk_prov_dbs_Part10_confidences.csv,80.18,86.67,81.40,77.59,83.54,86.23,30.66,86.28,83.11,68.65,82.42,80.03,23.13,80.62,18.91,81.40,19.63,83.79,19.68,83.40,77.29,73.00,83.94,55.52,81.74,19.47,81.01,34.13,80.76,72.71,25.27,83.40,49.63,79.64,44.65,81.74,80.62,77.93,81.05,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part10_tables.csv,21,Undulant fever,4,1,1,33,14,21,-,-,-,-,-,-,-,-,-,..,,,3,1,1,1,-,-,-,-,-,-,-,-,...,...,...,-,-,-,21,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part11_confidences.csv,82.42,90.38,80.62,75.68,83.11,87.50,43.60,88.67,77.34,28.88,81.69,70.21,83.50,76.32,38.16,80.32,24.48,78.08,20.37,82.62,65.58,55.42,84.38,49.93,80.62,47.51,74.41,73.34,82.37,72.17,75.00,87.89,81.15,76.66,63.82,88.43,85.64,85.25,86.13,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part11_tables.csv,21,Undulant fever,4,1,3,34,18,23,-,-,-,-,-,-,-,-,-,....,9.8,P...,2,....,2,-,1,-,1,-,-,-,-,-,1,A.R.,P.A.,-,-,-,21,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part12_confidences.csv,78.42,89.16,84.13,70.70,85.69,88.67,83.69,88.13,80.37,46.48,85.94,73.44,84.77,85.25,38.13,83.35,25.46,83.89,18.62,86.18,80.37,45.75,87.26,76.95,85.06,46.48,85.06,30.62,84.23,73.68,79.93,84.23,35.69,75.34,74.66,83.94,82.57,79.25,81.10,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part12_tables.csv,21,Undulant fever,2,4,1,36,20,24,-,-,-,-,-,-,I,-,-,a.e.,..A.,A.P.,2,2,1,-,-,-,-,1,-,-,-,-,....,1,,-,-,-,21,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part13_confidences.csv,78.52,88.62,80.47,78.17,84.96,86.77,19.81,85.30,76.46,48.68,79.05,73.78,37.30,78.22,33.54,70.75,46.34,81.98,27.95,82.08,75.34,53.37,84.77,33.06,82.03,46.34,74.32,27.93,80.86,49.24,73.58,83.89,79.88,77.29,34.35,86.18,83.54,81.20,81.25,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part13_tables.csv,21,Undulant fever,-,2,3,36,20,28,-,-,-,-,-,-,-,-,-,...,...,A.A.,...,2,1,-,-,-,-,-,-,-,-,-,A.O.,,A.O.,-,,-,21,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part14_confidences.csv,79.49,88.23,80.57,71.68,83.11,86.13,46.29,87.11,76.86,33.76,84.13,74.17,80.37,80.27,21.90,80.27,25.95,79.54,22.13,82.67,75.88,44.48,85.06,60.89,72.61,46.29,83.84,70.70,84.23,74.46,73.97,85.35,56.93,83.11,45.39,84.03,82.52,76.42,82.47,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part14_tables.csv,21,Undulant fever,5,-,2,41,19,30,-,-,-,-,-,-,-,,-,,,,3,,1,1,-,1,1,-,-,-,-,-,,,,-,-,-,21,,,,,,,,
