cdi_ca_1956_wk_prov_dbs_Part13_confidences.csv,89.99,82.57,88.48,88.43,83.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part13_tables.csv,Total,"1,072",100.0,"1,063",100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part17_confidences.csv,86.13,63.09,92.87,93.02,87.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,1955,"1,450",629,392,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part18_confidences.csv,77.34,59.67,79.44,68.85,56.20,79.93,61.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part18_tables.csv,Total,91,149,394,536,"1,462","1,599",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part19_confidences.csv,93.02,79.30,89.70,89.99,80.81,91.16,79.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part19_tables.csv,Total,85,205,480,738,"1,548","1,801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part20_confidences.csv,91.26,75.88,80.57,68.95,59.91,87.70,69.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part20_tables.csv,Total,85,245,564,983,"1,632","2,046",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part21_confidences.csv,87.74,73.49,82.91,72.12,69.73,80.96,60.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part21_tables.csv,Total,112,240,676,"1,223","1,744","2,286",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part23_confidences.csv,86.62,78.61,86.04,83.59,82.96,85.11,76.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part23_tables.csv,Total,176,299,973,"1,770","2,041","2,833",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part27_confidences.csv,89.65,72.02,84.47,85.55,79.79,85.06,68.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,Paralytic,129,170,"1,528","1,188",945,"1,652",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part33_confidences.csv,89.45,71.53,83.30,82.57,78.22,85.94,74.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,Total,902,"2,134","6,028","10,785","7,095","11,848",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part38_confidences.csv,56.05,38.06,45.68,43.70,45.78,82.08,75.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
