cdi_ca_1956_wk_prov_dbs_Part10_confidences.csv,75.15,81.25,76.32,72.71,78.32,80.81,28.74,80.86,77.88,64.31,77.25,75.00,21.68,75.54,17.72,76.32,18.38,78.56,18.44,78.17,72.46,68.41,78.66,52.00,76.61,18.25,75.93,31.98,75.68,68.12,23.68,78.17,46.51,74.61,41.85,76.56,75.54,73.05,75.98,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part10_tables.csv,17,Tuberculosis:4,193,203,217,"1,714","1,727","1,936",4,24,10,4,-,1,1,3,5,24,14,11,66,77,88,20,26,20,18,13,10,22,3,16,12,23,17,22,20,30,17,,,,,
cdi_ca_1956_wk_prov_dbs_Part11_confidences.csv,82.71,90.77,80.96,75.98,83.45,87.84,43.80,89.01,77.64,29.00,82.03,70.51,83.84,76.61,38.31,80.66,24.57,78.42,20.45,82.96,65.82,55.62,84.77,50.15,80.96,47.71,74.71,73.63,82.71,72.46,75.29,88.23,81.49,76.95,64.06,88.82,85.99,85.64,86.47,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part11_tables.csv,17,Tuberculosis:,150,193,201,"1,864","1,927","2,182",5,4,4,-,4,-,6,1,4,3,24,11,44,66,84,22,20,28,7,18,10,5,22,7,24,12,18,34,22,27,17,,,,,
cdi_ca_1956_wk_prov_dbs_Part12_confidences.csv,79.54,90.48,85.35,71.78,86.96,89.94,84.96,89.45,81.54,47.17,87.21,74.51,85.99,86.52,38.70,84.57,25.83,85.11,18.88,87.45,81.59,46.44,88.53,78.08,86.33,47.17,86.33,31.08,85.45,74.76,81.10,85.45,36.23,76.46,75.78,85.16,83.79,80.42,82.32,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part12_tables.csv,17,Tuberculosis:4,169,150,207,"2,034","2,118","2,341",11,5,3,-,-,2,-,6,3,6,3,14,68,44,62,22,22,28,10,7,10,14,5,6,8,24,14,30,34,39,17,,,,,
cdi_ca_1956_wk_prov_dbs_Part13_confidences.csv,76.95,86.82,78.86,76.61,83.30,85.01,19.41,83.59,74.95,47.71,77.49,72.27,36.57,76.66,32.89,69.34,45.41,80.37,27.39,80.42,73.83,52.29,83.06,32.40,80.42,45.41,72.80,27.37,79.25,48.24,72.12,82.23,78.27,75.73,33.67,84.47,81.88,79.54,79.64,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part13_tables.csv,17,Tuberculosis:4,127,170,178,"2,162","2,240","2,562",7,11,3,1,1,-,-,-,4,9,6,14,61,68,69,15,22,20,10,10,11,2,14,7,8,8,18,14,30,29,17,,,,,
cdi_ca_1956_wk_prov_dbs_Part14_confidences.csv,81.35,90.33,82.47,73.39,85.06,88.13,47.39,89.16,78.66,34.57,86.13,75.93,82.28,82.18,22.42,82.18,26.56,81.45,22.66,84.62,77.69,45.53,87.11,62.35,74.32,47.39,85.84,72.36,86.23,76.22,75.73,87.35,58.30,85.06,46.46,86.04,84.52,78.27,84.42,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part14_tables.csv,17,Tuberculosis:4,151,128,213,"2,314","2,425","2,815",11,7,5,1,1,-,5,1,4,21,9,16,35,61,83,21,15,29,5,10,18,5,2,6,16,8,11,31,14,29,17,,,,,
