cdi_ca_1956_wk_prov_dbs_Part13_confidences.csv,91.75,84.18,90.19,90.14,84.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part13_tables.csv,Paralytic,584,54.5,464,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part18_tables.csv,Paralytic,51,74,219,239,803,703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part19_tables.csv,Paralytic,39,80,258,319,842,783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part20_tables.csv,Paralytic,40,86,298,405,882,869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part21_tables.csv,Paralytic,53,85,351,490,935,954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part23_tables.csv,Paralytic,84,112,495,692,"1,079","1,156",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,Nonparalytic,91,162,902,"1,076",617,"1,366",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,Paralytic,388,638,"2,799","3,823","3,382","4,287",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,Non-paralytic,326,652,"4,181","8,391","4,466","8,681",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part39_tables.csv,Unspecified,125,359,"1,969","5,715","2,168","6,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part44_tables.csv,Paralytic,117,283,"5,464","9,130","6,047","9,594",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part46_tables.csv,Paralytic,117,201,"5,728","9,542","6,311","10,006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part49_tables.csv,Paralytic,82,119,"5,982","9,941","6,565","10,405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part50_tables.csv,Paralytic,53,83,"6,033","10,024","6,616","10,488",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
