cdi_ca_1956_wk_prov_dbs_Part10_confidences.csv,81.54,88.18,82.81,78.91,84.96,87.70,31.18,87.74,84.52,69.82,83.84,81.40,23.52,81.98,19.24,82.81,19.96,85.25,20.01,84.81,78.61,74.22,85.35,56.45,83.15,19.80,82.37,34.69,82.13,73.93,25.71,84.81,50.49,80.96,45.41,83.11,81.98,79.25,82.42,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part10_tables.csv,22,Venereal diseases:,284,365,340,"3,276","3,496","3,543",9,7,10,-,1,-,16,8,15,4,4,8,73,109,102,42,73,61,28,42,18,12,20,23,50,50,51,50,51,55,22,,,,,
cdi_ca_1956_wk_prov_dbs_Part11_tables.csv,22,Venereal diseases:,279,284,320,"3,555","3,795","3,876",11,9,5,2,-,-,8,16,11,9,4,6,58,73,78,43,42,63,31,28,24,12,12,17,49,50,51,56,50,48,22,,,,,
cdi_ca_1956_wk_prov_dbs_Part12_tables.csv,22,Venereal diseases:,284,279,351,"3,839","4,083","4,218",4,11,5,-,2,-,10,8,14,1,9.,6,46,58,83,49,43,71,30,31,22,20,12,24,61,49,42,63,56,55,22,,,,,
cdi_ca_1956_wk_prov_dbs_Part13_tables.csv,22,Venereal diseases:,270,284,350,"4,109","4,393","4,584",5,4,9,-,-,-,8,10,12,4,1,6,79,46,90,46,49,62,29,30,27,18,20,25,35,61,49,46,63,50,22,,,,,
cdi_ca_1956_wk_prov_dbs_Part14_tables.csv,22,Venereal diseases:,329,270,292,"4,438","4,650","4,869",21,5,7,-,-,-,8,8,5,2,4,3,90,79,85,59,46,49,32,29,16,33,18,19,36,35,48,48,46,54,22,,,,,
cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,22,Venereal diseases:,300,329,333,"4,738","4,974","5,195",6,21,9,-,-,-,15,8,9,6,2,5,64,90,108,58,59,54,18,32,25,16,33,18,48,36,42,69,48,36,22,,,,,
cdi_ca_1956_wk_prov_dbs_Part16_tables.csv,22,Venereal diseases:,323,300,341,"5,061","5,270","5,453",8,6,10,1,-,-,10,15,6,5,6,5,59,64,81,56,58,69,29,18,29,25,16,19,56,48,47,74,69,64,22,,,,,
cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,22,Venereal diseases:,302,323,375,"5,363","5,600","5,821",8,8,9,-,1,-,3,10,12,8,5,6,80,59,106,46,56,70,27,29,19,13,25,23,54,56,44,63,74,72,22,,,,,
cdi_ca_1956_wk_prov_dbs_Part18_tables.csv,22,Venereal diseases:,289,302,356,"5,652","5,935","6,178",9,8,9,-,-,1,6,3,6,3,8,6,63,80,91,24,46,63,33,27,25,22,13,22,46,54,57,83,63,76,22,,,,,
cdi_ca_1956_wk_prov_dbs_Part19_tables.csv,22,Venereal diseases:,270,289,337,"5,922","6,213","6,511",7,9,9,-,-,-,4,6,13,1,3,5,54,63,74,42,24,64,21,33,21,10,22,23,58,46,56,73,83,51,22,,,,,
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,22,Venereal diseases:,259,240,416,258,336,336,6,2,11,1,-,-,12,10,10,1,1,6,94,37,117,37,46,65,10,33,38,12,10,33,59,38,51,27,63,65,22,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part20_tables.csv,22,Venereal diseases:,175,270,287,"6,097","6,507","6,780",7,7,5,-,-,1,5,4,6,3,1,8,76,54,78,(8),42,57,17,21,21,33,10,21,-,58,32,34,73,59,22,,,,,
cdi_ca_1956_wk_prov_dbs_Part21_tables.csv,22,Venereal diseases:,236,214,321,"6,372","6,823","7,095",5,7,9,1,-,-,10,5,17,2,3,6,60,76,81,(8),(8),60,30,17,27,18,33,23,47,39,48,63,34,42,22,,,,,
cdi_ca_1956_wk_prov_dbs_Part22_tables.csv,22,Venereal diseases:,330,265,353,"6,768","7,127","7,441",2,5,8,-,1,-,10,10,12,4,2,6,100,60,93,38,29,60,17,30,20,27,18,22,52,47,41,80,63,61,22,,,,,
cdi_ca_1956_wk_prov_dbs_Part23_tables.csv,22,Venereal diseases:,311,330,341,"7,079","7,415","7,852",7,2,9,1,-,-,13,10,14,4,4,6,65,100,96,50,38,59,22,17,18,34,27,25,59,52,57,56,80,59,22,,,,,
cdi_ca_1956_wk_prov_dbs_Part24_tables.csv,22,Venereal diseases:,327,311,332,"7,406","7,703","8,170",13,7,8,1,1,-,4,13,14,4,4,4,70,65,69,39,50,52,22,22,26,27,34,21,59,59,60,88,56,57,22,,,,,
cdi_ca_1956_wk_prov_dbs_Part25_tables.csv,22,Venereal diseases:,282,327,297,"7,688","7,977","8,466",-,13,9,-,1,-,8,4,7,2,4,6,50,70,55,46,39,57,21,22,33,23,27,30,56,59,54,76,88,56,22,,,,,
