cdi_ca_1956_wk_prov_dbs_Part10_confidences.csv,83.94,90.72,85.21,81.20,87.45,90.23,32.08,90.33,86.96,71.83,86.23,83.74,24.21,84.38,19.79,85.21,20.53,87.70,20.59,87.30,80.91,76.37,87.84,58.11,85.55,20.37,84.77,35.72,84.52,76.07,26.44,87.30,51.95,83.35,46.73,85.50,84.38,81.54,84.81,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part10_tables.csv,25,"(c) "" other",31,56,63,354,497,591,-,5,1,-,1,-,4,-,2,-,-,3,15,26,24,3,13,16,-,1,2,3,6,2,2,-,2,4,4,3,25,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part11_tables.csv,25,(c) other,32,31,58,386,552,633,2,-,1,-,-,-,1,4,3,-,-,3,16,15,35,11,3,16,-,-,2,-,3,2,1,2,2,1,4,2,25,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part12_tables.csv,25,(c) other,26,32,58,412,597,691,-,2,3,-,-,-,2,1,3,-,-,3,8,16,14,8,11,15,5,-,3,1,-,2,1,1,2,1,1,4,25,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part13_tables.csv,25,"(c) "" other",40,26,46,452,637,762,-,-,3,-,-,-,2,2,3,1,-,1,20,8,18,6,8,14,2,5,1,1,1,3,2,1,1,6,1,8,25,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part14_tables.csv,25,(c) other,52,40,47,502,678,946,4,-,3,-,-,-,-,2,1,2,1,1,28,20,20,15,6,12,-,2,1,1,1,4,-,2,1,2,6,3,25,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,25,"(c) "" other",52,52,70,556,712,854,1,4,-,-,-,-,2,-,4,-,2,1,28,28,25,14,15,15,-,-,-,-,1,4,2,-,1,5,2,8,25,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part16_tables.csv,25,"(c) "" other",36,52,49,592,751,927,-,1,2,-,-,-,2,2,1,2,-,1,13,28,19,12,14,16,1,-,2,2,-,2,2,2,1,2,5,3,25,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,25,(c) other,52,36,76,644,804,976,-,-,3,-,-,-,-,2,3,3,2,1,27,13,29,9,12,16,2,1,-,1,2,4,3,2,2,7.,2,8,25,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part18_tables.csv,25,(c) other,29,52,57,673,861,"1,054",-,-,1,-,-,-,3,-,1,1,3,2,13,27,30,3,9,15,1,2,3,1,1,1,-,3,4,7,7,6,25,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part19_tables.csv,25,(c) other,30,29,52,703,892,"1,106",3,-,1,-,-,-,,3,-,-,1,3,10,13,19,6,3,17,3,1,1,1,1,2,1,-,5,6,7.,2,25,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,25,(c) other,20,20,43,20,38,39,-,-,2,1,-,-,-,1,1,-,-,1,9,9,17,4,7,14,-,-,2,1,1,3,4,I,1,1,2,6,25,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part20_tables.csv,25,"(c) "" other",38,30,42,741,931,"1,158",1,3,1,-,-,-,3,I,2,-,-,2,27,10,22,-,6,10,-,3,3,1,1,1,I,1,1,6,6,4,25,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part21_tables.csv,25,(c) other,27,38,53,768,984,"1,200",1,1,1,-,-,-,4,3,5,1,-,7,13,27,18,-,-,14,-,-,2,4,1,2,1,-,3,3,6,4,25,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part22_tables.csv,25,(c) other,43,32,43,822,"1,027","1,226",-,1,-,-,-,-,2,4,2,I,1,1,24,13,19,4,5,12,2,I,1,5,4,1,-,1,1,6,3,7,25,,,,,,
