cdi_ca_1956_wk_prov_dbs_Part10_confidences.csv,84.67,91.50,85.94,81.88,88.23,91.02,32.37,91.11,87.74,72.46,87.01,84.47,24.43,85.11,19.97,85.94,20.72,88.48,20.78,88.09,81.64,77.05,88.62,58.59,86.33,20.56,85.55,36.04,85.25,76.76,26.68,88.09,52.39,84.08,47.14,86.28,85.11,82.28,85.60,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part10_tables.csv,10,Mumps,820,904,"1,171","9,125","8,714","11,117",-,-,-,2,11,3,3,3,54,-,-,1,216,220,218,369,412,580,35,37,32,...,7,63,...,...,24,195,214,121,10,,,,
cdi_ca_1956_wk_prov_dbs_Part11_confidences.csv,83.45,91.55,81.69,76.66,84.18,88.62,44.17,89.79,78.32,29.25,82.76,71.09,84.57,77.29,38.65,81.35,24.79,79.10,20.63,83.69,66.41,56.10,85.50,50.59,81.69,48.12,75.39,74.32,83.40,73.10,75.93,89.01,82.18,77.64,64.60,89.55,86.77,86.38,87.21,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part11_tables.csv,10,Mumps,"1,139",820,941,"10,264","9,575","12,383",-,-,1,6,2,4,9,3,39,-,-,-,202,216,220,623,369,381,78,35,35,R.P.,...,76,... ....,R.A. ..,P.O. 19,221,195,119,10,,,,
cdi_ca_1956_wk_prov_dbs_Part12_confidences.csv,79.74,90.72,85.60,71.97,87.21,90.19,85.16,89.70,81.74,47.29,87.40,74.71,86.23,86.72,38.79,84.77,25.90,85.35,18.93,87.70,81.79,46.56,88.77,78.27,86.52,47.29,86.52,31.15,85.64,74.95,81.35,85.64,36.33,76.66,75.98,85.40,83.98,80.62,82.52,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part12_tables.csv,10,Mumps,926,"1,139",975,"11,190","10,369","14,116",-,-,-,-,6,3,-,9,22,-,-,1,301,202,215,360,623,366,46,78,35,....,1.9,63,P.R.,R.P.,41,219,221,124,10,,,,
cdi_ca_1956_wk_prov_dbs_Part13_confidences.csv,79.05,89.21,81.01,78.71,85.55,87.35,19.95,85.89,77.00,49.02,79.59,74.27,37.57,78.76,33.79,71.24,46.66,82.57,28.12,82.67,75.88,53.71,85.35,33.28,82.62,46.66,74.80,28.10,81.40,49.56,74.07,84.47,80.42,77.83,34.57,86.82,84.13,81.74,81.84,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part13_tables.csv,10,Mumps,715,926,"1,048","11,905","11,133","15,629",-,-,1,14,-,3,3,-,27,-,-,1,104,301,208,404,360,413,51,46,42,1,...,51,....,,a.e. 24,138,219,150,10,,,,
cdi_ca_1956_wk_prov_dbs_Part14_confidences.csv,80.08,88.87,81.15,72.22,83.69,86.77,46.63,87.74,77.39,34.01,84.77,74.71,80.96,80.86,22.06,80.86,26.15,80.13,22.29,83.30,76.46,44.80,85.69,61.33,73.14,46.63,84.47,71.24,84.81,75.00,74.51,85.99,57.37,83.69,45.73,84.67,83.15,77.00,83.06,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part14_tables.csv,10,Mumps,709,716,968,"12,615","12,101","16,960",-,-,1,12,14,1,6,4,23,-,-,-,170,104,224,352,404,356,36,51,33,2,1,50,...,A.P.,26,131,138,157,10,,,,,
cdi_ca_1956_wk_prov_dbs_Part15_confidences.csv,83.84,92.14,85.11,82.28,88.77,91.11,72.22,90.48,81.64,36.79,83.20,78.42,79.00,82.62,38.28,85.35,19.40,84.52,19.14,86.08,82.96,83.50,88.62,21.37,88.62,47.56,86.62,36.43,84.86,67.19,79.44,87.26,78.56,84.72,47.56,87.01,82.86,83.01,86.67,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,10,Mumps,852,709,796,"13,467","12,756","18,067",-,-,1,5,12,6,26,6,30,-,-,-,209,170,189,421,352,348,36,36,31,S.A.,2,39,...,,a.e. 10,155,131,99,10,,,,,
cdi_ca_1956_wk_prov_dbs_Part16_confidences.csv,84.81,91.89,87.40,83.84,89.60,89.36,59.23,90.28,85.16,53.03,84.67,86.43,41.11,85.94,39.60,86.18,47.17,88.04,29.49,86.67,82.28,47.27,86.23,43.38,86.33,21.95,87.94,68.55,83.98,62.11,84.57,79.69,64.50,82.81,65.04,87.30,83.40,81.88,84.57,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part16_tables.csv,10,Mumps,"1,050",852,769,"14,517","13,521","19,383",1,-,1,18,5,3,11,26,16,-,-,1,223,209,191,496,421,380,66,36,33,S.A,...,18,R.P.,...,22,235,155,81,10,,,,
cdi_ca_1956_wk_prov_dbs_Part17_confidences.csv,74.90,89.70,79.00,66.16,85.94,88.57,76.22,85.30,84.13,46.48,82.76,55.86,87.60,81.69,34.74,82.37,36.72,85.74,21.44,86.38,34.30,56.49,86.67,46.48,83.79,26.25,79.74,24.65,79.35,70.26,70.07,85.21,79.05,84.28,46.48,85.79,82.37,84.81,83.35,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,10,Mumps,783,"1,057",959,"15,307","14,192","20,453",1,1,-,7,18,1,13,18,22,-,-,2,217,223,189,388,496,345,25,66,29,-,-,88,V.A,,30,132,235,110,10,,,,
cdi_ca_1956_wk_prov_dbs_Part18_confidences.csv,83.59,91.21,87.94,81.79,88.96,89.60,71.68,91.02,86.57,47.66,85.94,79.54,86.57,84.38,22.74,84.81,68.55,84.91,19.84,84.47,79.49,80.91,89.50,74.22,82.42,26.22,85.60,55.22,86.67,79.69,52.49,88.04,82.47,86.33,19.42,88.92,86.96,85.99,85.60,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part18_tables.csv,10,Mumps,791,784,793,"16,099","14,806","21,586",-,1,1,7,7,2,9,14,23,-,-,1,173,217,192,372,388,372,39,25,19,,,35,...,A.P.,27,191,132,119,10,,,,,
cdi_ca_1956_wk_prov_dbs_Part19_confidences.csv,80.81,92.87,87.65,87.30,89.84,90.77,81.20,92.24,88.53,83.45,89.01,85.16,85.50,89.60,61.72,87.16,47.68,86.57,67.48,89.40,64.75,82.81,90.38,80.91,87.40,47.68,89.94,47.68,85.25,79.49,46.09,84.67,61.38,86.28,27.44,90.53,72.61,84.47,83.25,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part19_tables.csv,10,Mumps,676,791,733,"16,775","15,507","22,753",-,-,-,22,7,1,9,9,27,-,-,1,145,173,194,337,372,286,20,39,25,1,,41,,,17,142,191,78,10,,,,,
cdi_ca_1956_wk_prov_dbs_Part1_confidences.csv,67.97,88.38,79.74,80.52,82.86,85.01,22.06,85.60,74.95,30.30,80.08,71.44,67.48,79.25,30.32,75.93,26.66,72.07,22.77,77.59,54.30,62.70,81.20,46.78,70.46,46.78,78.32,57.08,71.24,69.63,71.83,79.74,71.19,72.61,37.67,82.37,74.90,77.29,79.74,,,,,,,,
