cdi_ca_1956_wk_prov_dbs_Part10_confidences.csv,85.01,91.89,86.33,82.23,88.57,91.41,32.50,91.50,88.13,72.75,87.35,84.81,24.52,85.50,20.06,86.33,20.80,88.87,20.86,88.43,81.98,77.39,89.01,58.84,86.67,20.64,85.89,36.18,85.60,77.05,26.78,88.43,52.59,84.42,47.34,86.62,85.50,82.62,85.94,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part10_tables.csv,18,(a) Pulmonary,150,167,169,"1,411","1,383","1,571",4,24,9,2,-,-,1,3,3,23,14,11,58,72,87,(6),(6),(6),18,13,10,14,3,7,12,22,15,18,16,24,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part11_confidences.csv,78.96,86.62,77.29,72.51,79.64,83.84,41.80,84.96,74.12,27.69,78.32,67.29,80.03,73.14,36.57,76.95,23.45,74.85,19.52,79.20,62.84,53.08,80.86,47.85,77.29,45.53,71.34,70.31,78.91,69.14,71.88,84.23,77.78,73.44,61.13,84.77,82.08,81.74,82.52,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part11_tables.csv,18,(a) Pulmonary,117,150,163,"1,528","1,548","1,782",5,4,3,-,2,-,6,1,4,3,23,11,42,58,80,(6),(6),(6),6,18,10,3,14,6,19,12,16,33,18,25,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part12_confidences.csv,78.91,89.70,84.67,71.19,86.23,89.21,84.23,88.72,80.86,46.78,86.47,73.93,85.30,85.79,38.38,83.89,25.63,84.42,18.73,86.77,80.91,46.04,87.79,77.44,85.60,46.78,85.60,30.81,84.72,74.12,80.42,84.72,35.94,75.83,75.15,84.47,83.11,79.74,81.64,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part12_tables.csv,18,(a) Pulmonary,137,117,173,"1,666","1,687","1,911",11,5,2,-,-,2,-,6,3,6,3,14,66,42,62,(6),(6),(6),10,6,10,13,3,4,7,19,14,24,33,36,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part13_confidences.csv,76.66,86.52,78.56,76.32,82.96,84.67,19.34,83.30,74.66,47.53,77.20,72.02,36.43,76.37,32.76,69.09,45.24,80.03,27.27,80.13,73.54,52.10,82.76,32.28,80.08,45.24,72.56,27.27,78.96,48.07,71.83,81.88,77.98,75.44,33.52,84.18,81.54,79.25,79.35,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part13_tables.csv,18,(a) Pulmonary,107,138,144,"1,774","1,785","2,075",7,11,2,1,1,-,-,-,4,9,6,14,57,66,66,(6),(6),(6),9,10,11,2,13,5,S,7.,15,14,24,21,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part14_confidences.csv,79.44,88.18,80.52,71.68,83.06,86.08,46.26,87.06,76.81,33.74,84.08,74.12,80.32,80.22,21.89,80.22,25.93,79.54,22.12,82.62,75.88,44.46,85.01,60.84,72.56,46.26,83.79,70.65,84.18,74.41,73.93,85.30,56.93,83.06,45.36,83.98,82.52,76.42,82.42,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part14_tables.csv,18,(a) Pulmonary,117,108,160,"1,892","1,944","2,302",11,7,4,1,1,-,5,1,4,19,9,16,32,57,83,(6),(6),(6),4,9,18,3,2,5,13,8,10,29,14,27,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part15_confidences.csv,82.18,90.33,83.45,80.71,87.01,89.36,70.80,88.72,80.08,36.06,81.54,76.86,77.44,81.01,37.55,83.69,19.02,82.86,18.76,84.42,81.35,81.88,86.87,20.96,86.87,46.63,84.91,35.72,83.20,65.87,77.88,85.55,77.05,83.06,46.63,85.30,81.25,81.40,84.96,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,18,(a) Pulmonary,169,114,174,"2,052","2,119","2,405",4,11,9,-,1,-,1,5,3,5,19,17,88,32,80,(6),(6),(6),4,4,14,4,-,4,38,13,17,25,29,16,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part16_confidences.csv,83.74,90.77,86.33,82.81,88.48,88.23,58.50,89.16,84.13,52.34,83.59,85.35,40.60,84.86,39.09,85.11,46.58,86.91,29.13,85.60,81.25,46.68,85.16,42.85,85.25,21.68,86.87,67.68,82.91,61.33,83.50,78.71,63.67,81.79,64.21,86.18,82.37,80.86,83.50,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part16_tables.csv,18,(a) Pulmonary,205,169,148,"2,258","2,242","2,544",11,4,6,1,-,1,4,1,2,4,5,14,82,88,73,(6),(6),(6),15,4,12,3,4,4,34,38,11,51,25,34,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part17_confidences.csv,75.54,90.43,79.64,66.70,86.67,89.31,76.86,86.04,84.81,46.88,83.45,56.35,88.33,82.42,35.03,83.11,37.04,86.47,21.62,87.11,34.59,56.93,87.40,46.88,84.52,26.46,80.42,24.85,80.03,70.85,70.65,85.94,79.69,84.96,46.88,86.52,83.11,85.50,84.03,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,18,(a) Pulmonary,111,205,181,"2,369","2,445","2,743",6,11,4,1,1,2,1,4,2,16,4,5,22,82,69,(6),(6),(6),17,15,16,8,3,3,20,34,12,20,51,26,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part18_confidences.csv,81.69,89.16,85.99,79.93,86.96,87.55,70.07,88.96,84.62,46.58,84.03,77.73,84.62,82.47,22.23,82.86,66.99,83.01,19.38,82.57,77.69,79.05,87.50,72.56,80.57,25.63,83.64,54.00,84.72,77.88,51.32,86.08,80.62,84.38,18.98,86.91,85.01,84.08,83.64,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part18_tables.csv,18,(a) Pulmonary,88,111,181,"2,457","2,556","2,923",5,6,7,-,1,-,1,1,2,9,16,15,31,22,77,(6),(6),(6),13,17,16,1,8,8,7,20,17,21,20,27,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part19_confidences.csv,81.10,93.21,87.94,87.60,90.14,91.06,81.49,92.58,88.82,83.74,89.36,85.45,85.79,89.89,61.91,87.50,47.85,86.87,67.72,89.75,64.99,83.11,90.72,81.20,87.70,47.85,90.28,47.85,85.55,79.79,46.26,84.96,61.57,86.57,27.54,90.82,72.85,84.77,83.54,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part19_tables.csv,18,(a) Pulmonary,172,88,175,"2,629","2,686","3,136",5,5,5,1,-,1,8,1,6,17,9,12,81,31,70,(6),(6),(6),15,13,20,8,1,7,25,7,10,12,21,30,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part1_confidences.csv,68.55,89.16,80.42,81.25,83.59,85.79,22.27,86.38,75.63,30.57,80.81,72.07,68.07,79.98,30.59,76.61,26.88,72.71,22.96,78.27,54.79,63.23,81.93,47.19,71.04,47.19,79.05,57.62,71.83,70.21,72.46,80.47,71.83,73.24,37.99,83.11,75.59,77.98,80.47,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,18,(a) Pulmonary,105,67,133,105,134,141,4,2,10,-,-,-,5,1,1,14,7,14,37,22,40,(6),(6),(6),1,13,10,-,4,1,8,6,15,37,12,22,18,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part20_confidences.csv,76.12,93.75,67.68,82.47,90.04,90.97,88.09,93.26,86.91,37.06,88.23,85.84,84.42,89.06,82.52,85.50,48.14,85.84,58.06,88.92,64.40,61.77,88.04,81.79,83.59,69.97,88.67,83.20,78.56,88.57,43.09,87.60,48.14,86.77,34.30,87.79,83.74,74.51,83.40,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part20_tables.csv,18,(a) Pulmonary,163,172,151,"2,792","2,833","3,290",8,5,12,-,1,2,1,8,4,5,17,5,91,81,76,(6),(6),(6),16,15,12,14,8,6,-,25,13,28,12,25,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part21_confidences.csv,82.62,89.16,83.89,80.86,86.04,88.38,68.12,87.99,81.15,47.31,83.54,82.47,74.71,84.86,41.14,83.64,23.77,82.62,64.84,86.96,82.03,51.32,85.55,65.97,83.01,45.87,85.69,69.78,82.28,73.05,80.62,79.39,74.66,82.03,36.77,83.11,84.62,81.35,81.69,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part21_tables.csv,18,(a) Pulmonary,124,184,169,"2,937","3,003","3,386",4,8,7,-,-,1,-,2,1,16,5,16,59,91,58,(6),(6),(6),8,16,19,2,14,6,24,20,21,11,28,19,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part22_confidences.csv,72.80,86.91,77.69,75.44,80.32,83.25,33.25,83.74,79.05,43.48,77.88,63.96,69.63,74.41,22.81,77.00,26.05,72.90,21.92,76.37,70.80,43.58,79.64,44.82,70.31,45.53,71.63,52.15,74.02,66.50,76.81,77.69,68.41,75.15,64.79,78.56,76.51,77.78,80.03,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part22_tables.csv,18,(a) Pulmonary,135,124,163,"3,011","3,166","3,549",8,4,6,-,-,1,3,-,-,2,16,16,66,59,79,(6),(6),(6),17,8,12,3,2,6,20,24,14,16,11,23,18,,,,,
cdi_ca_1956_wk_prov_dbs_Part23_confidences.csv,84.33,91.80,86.52,84.08,88.43,90.28,80.03,91.89,83.01,34.18,87.70,78.66,87.79,83.25,48.54,86.04,50.49,88.87,47.61,88.28,81.01,68.80,88.87,76.56,86.47,27.93,86.13,29.39,87.21,78.12,77.54,87.74,85.21,87.94,47.61,89.06,87.84,84.77,86.47,,,,,,,,
