cdi_ca_1956_wk_prov_dbs_Part10_confidences.csv,78.91,85.30,80.13,76.37,82.23,84.86,30.18,84.91,81.79,67.53,81.10,78.76,22.77,79.35,18.62,80.13,19.31,82.47,19.36,82.08,76.07,71.83,82.62,54.64,80.47,19.17,79.74,33.57,79.49,71.53,24.87,82.08,48.83,78.37,43.95,80.42,79.35,76.71,79.79,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part10_tables.csv,12,(a) With paralysis,3,-,2,18,27,27,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,12,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part11_confidences.csv,80.08,87.84,78.37,73.54,80.76,85.01,42.38,86.18,75.15,28.08,79.39,68.21,81.15,74.17,37.08,78.03,23.78,75.88,19.79,80.27,63.72,53.81,82.03,48.51,78.37,46.17,72.31,71.29,80.03,70.12,72.85,85.40,78.86,74.46,62.01,85.94,83.20,82.86,83.69,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part11_tables.csv,12,(a) With paralysis,2,3,2,20,28,28,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,1,-,12,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part12_confidences.csv,77.54,88.18,83.20,69.92,84.77,87.70,82.76,87.21,79.44,45.97,84.96,72.66,83.84,84.33,37.72,82.42,25.20,82.96,18.41,85.25,79.49,45.26,86.28,76.07,84.13,45.97,84.13,30.27,83.30,72.85,79.05,83.30,35.30,74.51,73.83,83.01,81.64,78.37,80.22,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part12_tables.csv,12,(a) With paralysis,1,2,3,21,35,35,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,12,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part13_confidences.csv,77.29,87.21,79.20,76.95,83.64,85.40,19.49,83.94,75.24,47.92,77.78,72.61,36.72,77.00,33.03,69.68,45.61,80.71,27.49,80.81,74.17,52.49,83.40,32.54,80.76,45.61,73.14,27.49,79.59,48.46,72.41,82.57,78.61,76.07,33.81,84.86,82.23,79.88,79.98,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part13_tables.csv,12,(a) With paralysis,2,1,1,23,36,36,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,12,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part14_confidences.csv,79.74,88.53,80.81,71.92,83.35,86.38,46.44,87.40,77.10,33.86,84.38,74.41,80.62,80.52,21.97,80.52,26.03,79.83,22.19,82.96,76.12,44.63,85.35,61.08,72.85,46.44,84.13,70.95,84.47,74.71,74.17,85.60,57.13,83.35,45.53,84.28,82.81,76.66,82.71,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part14_tables.csv,12,(a) With paralysis,3,2,2,26,39,39,-,1,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,12,,,,,,,,
