cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,1,Chickenpox,848,813,872,"16,777","15,790","18,209",4,27,2,8,5,4,25,18,24,-,-,-,312,240,177,324,395,405,17,15,18,...,...,28,...,...,27,158,113,149,1,,,,,
cdi_ca_1956_wk_prov_dbs_Part16_confidences.csv,85.84,93.02,88.53,84.86,90.72,90.48,59.96,91.41,86.23,53.66,85.69,87.50,41.63,87.01,40.09,87.26,47.75,89.11,29.86,87.74,83.30,47.85,87.30,43.92,87.40,22.22,89.01,69.38,85.01,62.84,85.64,80.66,65.28,83.84,65.87,88.38,84.47,82.91,85.64,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part16_tables.csv,1,Chickenpox,883,848,873,"17,660","16,542","18,900",2,4,2,2,8,5,15,25,34,-,-,-,244,312,189,393,324,426,12,17,19,:.,:.,19,:,:,48,215,158,98,1,,,,,
cdi_ca_1956_wk_prov_dbs_Part17_confidences.csv,74.56,70.31,70.31,65.82,85.55,88.13,75.88,84.91,83.74,46.26,82.37,55.62,87.21,81.35,34.59,81.98,36.55,85.35,21.34,85.99,34.13,56.20,86.23,46.26,83.40,26.12,79.39,24.54,78.96,69.92,69.73,84.81,78.66,83.84,46.26,85.40,81.98,84.38,82.96,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,1,Chickenpox,871,885,976,"18,533","17,296","19,906",13,2,2,-,2,7,29,17,44,-,-,-,241,244,167,392,393,454,13,12,22,....,...,26,...,....,40,183,215,185,1,,,,,
cdi_ca_1956_wk_prov_dbs_Part18_confidences.csv,83.74,67.58,67.58,81.93,89.16,89.79,71.83,91.21,86.72,47.75,86.13,79.69,86.72,84.57,22.79,84.96,68.70,85.11,19.87,84.62,79.64,81.05,89.70,74.37,82.57,26.27,85.74,55.37,86.82,79.83,52.59,88.23,82.62,86.52,19.46,89.11,87.16,86.18,85.74,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part18_tables.csv,1,Chickenpox,766,871,938,"19,299","17,873","20,841",-,13,5,4,-,3,13,29,35,-,-,-,156,241,147,376,392,491,28,13,27,P.P.,...,45,A.R.,:,41,189,183,160,1,,,,,
cdi_ca_1956_wk_prov_dbs_Part19_confidences.csv,81.79,93.99,88.67,88.33,90.87,91.80,82.18,93.31,89.55,84.42,90.09,86.18,86.47,90.62,62.40,88.18,48.24,87.60,68.26,90.43,65.53,83.74,91.46,81.88,88.43,48.24,91.02,48.24,86.28,80.42,46.63,85.64,62.11,87.30,27.78,91.60,73.44,85.45,84.23,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part19_tables.csv,1,Chickenpox,715,766,879,"20,014","18,502","21,752",4,-,2,7,4,4,23,13,18,-,-,-,227,156,170,319,376,420,19,28,28,..,:,30,:.,: .,23,116,189,170,1,,,,,
cdi_ca_1956_wk_prov_dbs_Part1_confidences.csv,70.56,91.75,82.76,83.59,86.04,88.23,22.90,88.87,77.83,31.45,83.11,74.17,70.02,82.28,31.49,78.81,27.66,74.85,23.63,80.52,56.40,65.04,84.33,48.56,73.14,48.56,81.35,59.28,73.93,72.27,74.56,82.81,73.88,75.34,39.09,85.50,77.78,80.22,82.81,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,1,Chickenpox,927,695,"1,629",927,921,"1,415",9,1,2,4,1,6,25,14,54,-,1,3,182,204,239,511,358,719,3,39,54,....,3,47,...,...,148,193,74,245,1,,,,,,
cdi_ca_1956_wk_prov_dbs_Part20_confidences.csv,75.68,72.17,72.17,81.98,89.55,90.48,87.60,92.77,86.43,36.87,87.74,85.35,83.98,88.57,82.03,85.06,47.88,85.35,57.76,88.43,64.06,61.43,87.50,81.35,83.11,69.58,88.18,82.76,78.12,88.09,42.85,87.11,47.88,86.28,34.11,87.30,83.25,74.12,82.96,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part20_tables.csv,1,Chickenpox,820,715,869,"20,834","19,088","22,692",2,4,6,-,7,3,25,23,24,-,-,-,157,227,163,461,319,417,14,19,25,1,: .,36,:,:,21,160,116,134,1,,,,,
cdi_ca_1956_wk_prov_dbs_Part21_confidences.csv,85.89,92.72,87.21,84.08,89.50,91.89,70.80,91.50,84.38,49.19,86.87,85.79,77.69,88.23,42.80,86.96,24.72,85.89,67.43,90.43,85.30,53.32,88.96,68.60,86.33,47.71,89.11,72.56,85.60,75.98,83.84,82.57,77.64,85.30,38.23,86.43,87.99,84.62,84.91,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part21_tables.csv,1,Chickenpox,841,825,"1,125","21,680","19,796","23,689",7,3,2,6,-,5,28,29,21,-,-,1,183,157,199,386,461,512,29,14,38,:,1,32,...,:,37,202,160,174,1,,,,
cdi_ca_1956_wk_prov_dbs_Part22_confidences.csv,75.93,90.72,81.05,78.71,83.79,86.87,34.69,87.35,82.47,45.39,81.25,66.75,72.66,77.69,23.80,80.37,27.20,76.07,22.88,79.69,73.88,45.46,83.11,46.78,73.34,47.51,74.76,54.44,77.25,69.38,80.13,81.05,71.39,78.42,67.58,81.98,79.83,81.15,83.50,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part22_tables.csv,1,Chickenpox,750,841,"1,066","22,430","20,500","24,823",2,7,6,2,6,1,38,28,45,-,-,1,168,183,178,324,386,434,38,29,27,...,:,32,.....,R.P.,43,178,202,180,1,,,,
cdi_ca_1956_wk_prov_dbs_Part23_confidences.csv,38.92,77.10,77.10,83.25,87.50,89.36,79.20,90.97,82.13,33.81,86.77,77.88,86.87,82.42,48.05,85.16,49.98,87.94,47.12,87.40,80.18,68.12,87.94,75.78,85.60,27.66,85.25,29.08,86.33,77.29,76.76,86.82,84.33,87.06,47.12,88.18,86.91,83.89,85.60,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part23_tables.csv,1,Chickenpox,804,750,996,"23,234","21,241","26,154",17,2,6,5,2,1,18,38,49,-,-,-,119,168,143,402,324,426,70,38,50,*...,..,43,...,....,36,173,178,149,1,,,,,
cdi_ca_1956_wk_prov_dbs_Part24_confidences.csv,82.86,90.77,80.32,75.54,83.94,87.06,52.20,87.35,81.69,31.32,79.00,78.42,76.32,82.42,26.56,80.66,46.85,82.62,46.85,81.40,55.08,51.90,83.15,35.38,79.10,46.85,78.71,68.51,79.74,29.52,55.27,85.40,81.35,79.54,62.84,85.06,85.06,85.64,84.77,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part24_tables.csv,1,Chickenpox,611,804,992,"23,845","21,978","27,249",-,17,5,10,5,5,13,18,44,,,,154,119,138,324,402,453,12,70,34,A.R,A.C.,40,,A.P.,26,98,173,133,1,,,,,
cdi_ca_1956_wk_prov_dbs_Part25_confidences.csv,75.98,69.09,69.09,54.93,90.14,91.06,26.54,90.62,85.01,76.56,88.38,80.03,79.30,90.72,35.52,88.62,21.74,83.69,20.42,88.43,81.93,83.50,88.38,48.19,82.91,48.29,80.81,76.12,86.52,68.70,44.04,87.70,71.39,84.72,48.29,87.74,83.15,81.25,82.96,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part25_tables.csv,1,Chickenpox,632,623,779,"24,590","22,564","28,485",4,-,3,6,10,4,27,25,41,: .,..,,93,154,91,343,324,362,33,12,30,:,,24,:.,:,26,126,98,134,1,,,,,
cdi_ca_1956_wk_prov_dbs_Part26_confidences.csv,83.84,83.84,83.84,80.66,83.45,86.72,60.94,84.72,79.79,45.90,82.96,81.79,45.80,82.18,20.54,84.47,20.56,84.96,45.90,84.96,76.51,79.25,85.64,44.73,82.67,34.16,84.08,26.64,82.47,77.44,35.35,86.13,80.37,85.21,52.15,85.94,82.13,82.71,85.01,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part26_tables.csv,1,Chickenpox,377,632,609,"24,967","22,956","29,323",1,4,2,8,6,5,23,27,31,,...,1,33,93,65,205,343,265,20,33,29,1,...,45,...,,6,86,126,103,1,,,,,
cdi_ca_1956_wk_prov_dbs_Part27_confidences.csv,73.24,86.13,78.66,75.98,80.22,82.03,36.91,84.03,78.27,55.03,82.86,76.42,69.04,81.45,41.53,81.93,44.48,79.35,21.36,82.03,76.56,73.34,82.32,62.84,82.23,44.48,81.69,65.77,82.62,67.58,59.42,80.81,59.28,77.15,27.34,81.79,77.05,75.83,77.49,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,1,Chickenpox,1,2,1,51,54,81,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part28_confidences.csv,24.40,44.56,83.50,84.81,86.72,88.67,35.82,84.57,81.54,21.61,81.30,48.24,84.18,82.37,55.57,84.23,75.59,85.64,27.12,84.42,79.00,71.34,85.94,23.96,81.59,37.26,84.96,46.51,83.89,75.83,81.25,83.50,74.07,82.42,46.51,85.50,78.27,82.28,85.40,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part28_tables.csv,1,Chickenpox,1,1,2,52,56,83,1,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part29_confidences.csv,79.79,69.34,69.34,75.83,86.04,89.31,67.97,90.82,72.41,67.19,85.06,80.81,73.97,82.91,19.67,86.08,22.66,81.49,47.88,84.57,77.25,58.15,88.57,63.62,85.30,47.88,83.54,40.09,83.74,76.90,78.17,82.32,80.47,80.52,38.01,88.92,85.94,81.98,85.84,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part29_tables.csv,1,Chickenpox,301,252,307,"25,674","23,751","31,067",12,3,1,1,-,6,18,27,11,:.,..,1,112,41,29,88,130,95,4,7,20,:,:,21,:,,12,66,44,55,1,,,,,
cdi_ca_1956_wk_prov_dbs_Part2_confidences.csv,65.62,90.62,85.25,86.28,86.91,90.72,33.23,88.23,79.20,47.90,87.16,74.32,85.89,79.44,79.15,87.99,57.32,86.08,20.85,86.77,55.08,79.20,77.29,27.34,85.25,34.99,78.52,46.68,84.72,73.34,79.25,89.21,74.51,88.87,29.88,86.13,76.66,83.59,84.91,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part2_tables.csv,1,Chickenpox,"1,369",927,"1,600","2,296","2,305","3,074",7,9,6,-,4,9,84,25,65,-,-,-,417,182,327,633,511,761,38,3,73,1,....,67,P...,...,109,189,193,194,1,,,
cdi_ca_1956_wk_prov_dbs_Part30_confidences.csv,81.25,92.87,87.60,64.01,86.87,92.14,40.92,91.75,85.55,34.42,86.47,76.42,79.44,88.67,73.10,86.91,32.01,85.89,65.77,87.21,73.97,55.57,86.38,32.64,81.64,48.10,87.45,41.92,81.98,77.73,79.69,82.28,50.15,85.84,24.43,88.53,88.04,84.47,85.89,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part30_tables.csv,1,Chickenpox,226,301,270,"25,900","23,947","31,501",1,12,2,-,1,9,9,18,13,:,..,..,54,112,29,109,68,82,12,4,13,:.,:,20,:.,,:,41,66,31,1,,,,,
cdi_ca_1956_wk_prov_dbs_Part31_confidences.csv,70.36,89.55,83.06,79.88,87.16,87.30,33.37,87.06,78.47,47.34,82.47,71.48,26.95,77.98,19.20,81.98,33.11,79.59,27.56,83.54,75.00,49.63,85.40,61.28,79.35,46.97,79.79,61.18,84.81,40.41,76.17,84.47,80.86,83.69,61.62,87.60,82.86,80.22,83.25,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part31_tables.csv,1,Chickenpox,188,226,173,"26,088","24,065","31,886",2,1,2,1,-,4,21,9,6,:,:.,:,55,54,24,63,109,46,20,12,9,:.,:.,4,:.,:,7,26,41,30,1,,,,,
cdi_ca_1956_wk_prov_dbs_Part33_confidences.csv,78.86,90.62,88.13,85.25,89.65,90.04,35.57,90.92,82.37,42.99,87.35,74.71,34.74,85.25,51.95,79.49,41.06,82.47,72.27,83.98,55.76,72.75,86.62,78.32,82.42,47.51,86.04,80.76,80.62,28.17,83.50,88.33,23.91,87.06,73.39,89.75,85.45,83.54,84.81,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,1,Chickenpox,94,133,138,"26,323","24,259","32,270",9,2,2,-,1,3,7,9,3,...,...,...,20,35,26,51,61,41,7,10,7,....,...,5,.R,,6,-,16,24,1,,,,,
cdi_ca_1956_wk_prov_dbs_Part34_confidences.csv,81.45,92.29,83.89,79.98,89.01,89.16,84.23,91.16,84.18,68.16,88.57,83.84,78.61,88.92,35.79,88.09,47.75,88.23,34.23,88.23,71.48,84.62,90.23,55.37,86.62,47.75,88.77,82.62,88.53,73.58,85.16,87.94,69.58,85.50,34.33,88.13,86.52,86.13,85.35,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,1,Chickenpox,235,94,118,"26,558","24,348","32,470",3,9,1,-,-,-,5,7,4,..,...,9.3,111,20,14,96,51,33,5.,7,10,..,....,6,a..,...,3,15,-,21,1,,,,,
cdi_ca_1956_wk_prov_dbs_Part35_confidences.csv,81.20,72.17,72.17,76.61,89.21,89.50,42.46,90.77,84.47,57.91,83.11,72.71,85.50,85.60,20.56,85.30,47.44,85.84,21.03,87.74,79.59,70.02,87.79,41.09,77.34,47.44,82.71,49.76,84.72,76.66,82.71,87.06,81.79,84.42,42.55,87.11,87.26,85.06,84.23,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,1,Chickenpox,98,235,86,"26,680","24,412","32,611",-,3,-,2,-,-,13,5,1,..,:,:,7,111,21,53,96,30,13,5,8,...,...,12,...,...,2,10,15,17,1,,,,,
cdi_ca_1956_wk_prov_dbs_Part36_confidences.csv,80.13,91.02,83.84,81.93,86.77,88.48,57.42,89.21,79.74,57.86,85.55,80.47,68.65,88.04,61.72,83.54,44.24,81.25,42.41,86.72,73.73,75.88,88.13,30.35,81.84,47.39,84.23,38.43,84.42,60.79,75.59,80.52,29.44,79.00,40.11,86.47,81.40,81.49,83.20,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part36_tables.csv,1,Chickenpox,90,98,171,"26,770","24,479","32,814",-,-,1,-,2,-,2,13,11,..,:.,:.,24,7,26,46,53,47,3,13,7,..,:,11,..,...,3,15,10,25,1,,,,,
cdi_ca_1956_wk_prov_dbs_Part37_confidences.csv,82.81,90.09,83.40,80.86,86.33,89.40,34.94,88.72,82.81,34.94,83.01,83.01,81.01,84.38,30.15,83.54,19.40,79.69,22.05,85.45,59.47,75.39,86.13,38.23,70.80,46.73,86.08,28.91,81.74,74.22,83.06,84.77,83.74,84.13,55.66,86.04,83.98,81.54,83.20,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part37_tables.csv,1,Chickenpox,119,94,132,"26,893","24,573","33,005",2,-,1,-,-,1,5,6,4,:.,:.,:.,59,24,35,30,46,38,5,3,10,:.,:.,12,:,:,5,18,15,18,1,,,,,
cdi_ca_1956_wk_prov_dbs_Part38_confidences.csv,80.91,90.23,80.81,82.28,82.96,86.82,83.59,87.89,80.71,31.98,81.20,79.59,79.83,83.50,42.60,81.40,25.88,84.03,28.20,84.96,33.03,78.37,84.72,81.45,82.81,46.51,83.06,79.25,78.86,85.50,28.66,85.50,46.51,84.96,32.28,85.69,80.42,82.52,82.57,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,1,Chickenpox,119,119,157,"27,012","24,717","33,264",-,2,1,-,-,1,2,5,7,:.,:.,:.,50,59,31,52,30,57,2,5,14,2,:,10,..,....,8,11,18,29,1,,,,,
cdi_ca_1956_wk_prov_dbs_Part39_confidences.csv,76.66,87.60,81.30,83.64,83.50,84.77,22.97,86.18,79.49,55.08,82.71,75.20,53.32,82.86,70.51,81.30,45.36,78.47,47.39,82.86,36.94,72.61,84.13,60.11,80.08,45.36,82.71,78.81,85.01,78.42,45.90,85.16,82.03,82.86,58.01,86.52,82.37,80.62,80.57,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part39_tables.csv,1,Chickenpox,122,119,249,"27,134","24,868","33,685",2,-,1,-,-,-,1,2,6,: .,:,:,35,50,46,60,52,64,6,2,12,...,2,25,...,....,2,18,11,39,1,,,,,
cdi_ca_1956_wk_prov_dbs_Part3_confidences.csv,82.03,92.87,87.26,86.13,90.67,91.85,66.60,92.43,85.30,73.24,87.94,77.59,83.45,87.30,79.79,85.50,25.59,84.86,37.18,88.77,74.17,81.59,87.74,45.65,83.84,48.19,87.40,78.91,87.06,78.37,32.37,89.70,83.40,83.79,22.53,90.28,82.67,85.01,85.84,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part3_tables.csv,1,Chickenpox,"1,145","1,369","1,455","3,441","3,524","4,590",7,7,5,1,-,11,-,84,62,-,-,-,337,417,313,554,633,741,28,38,51,5,1,49,:.,:,101,213,189,220,1,,
cdi_ca_1956_wk_prov_dbs_Part40_confidences.csv,74.32,88.23,82.91,81.79,84.67,87.11,50.59,86.23,81.20,55.18,79.15,78.37,78.81,81.93,76.32,85.01,19.17,84.23,74.76,83.35,73.05,73.19,82.62,80.66,83.11,45.41,84.33,28.49,83.94,79.44,43.99,85.94,27.88,84.28,45.41,85.50,84.33,80.32,80.86,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part40_tables.csv,1,Chickenpox,161,125,351,"27,298","25,075","33,908",-,2,2,-,-,-,13,4,7,P...,..,**,42,35,63,52,60,107,4,6,16,3,A.R.,20,,,8,47,18,51,1,,,,,
cdi_ca_1956_wk_prov_dbs_Part41_confidences.csv,73.39,92.58,82.42,85.89,85.99,89.45,24.73,91.26,82.62,27.54,79.49,78.22,47.51,83.84,32.74,82.81,47.61,82.47,30.81,84.23,29.71,73.88,84.72,35.52,76.42,47.61,81.88,38.53,84.57,70.75,76.07,82.62,68.51,81.10,47.41,86.57,83.30,83.01,84.28,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part41_tables.csv,1,Chickenpox,350,161,398,"27,648","25,414","34,290",-,-,3,-,-,1,13,13,15,9.0,Q.A,1,169,42,95,87,52,146,14,4,22,...,3,20,R.O.,...,22,67,47,51,1,,,,,
cdi_ca_1956_wk_prov_dbs_Part42_confidences.csv,80.27,90.19,84.03,75.29,85.21,87.70,48.19,88.96,82.28,44.90,83.06,83.94,43.73,83.89,22.16,85.45,23.85,85.06,46.83,84.86,71.63,50.83,88.18,46.83,83.35,46.83,86.18,44.73,82.42,78.37,73.83,83.64,30.15,79.74,48.02,81.54,82.86,81.54,85.60,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part42_tables.csv,1,Chickenpox,461,350,516,"28,109","25,809","34,734",-,-,2,2,-,1,10,13,11,..,: .,:.,89,169,147,265,87,236,19,14,24,..,:,27,..,..,6,76,67,63,1,,,,,
cdi_ca_1956_wk_prov_dbs_Part43_confidences.csv,79.74,90.19,82.13,79.83,83.30,88.23,31.93,88.72,80.47,58.20,82.81,80.57,33.45,85.21,19.80,84.33,46.61,82.76,21.53,84.42,60.69,79.49,87.06,39.11,83.01,23.60,85.50,55.66,82.62,80.08,76.95,84.67,54.79,85.40,46.61,83.59,78.17,81.84,84.86,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part43_tables.csv,1,Chickenpox,592,476,765,"28,716","26,191","35,382",en,-,1,-,2,-,27,20,13,0.0,,1,265,89,149,139,265,244,53,19,32,9.9,A.P.,18,R.P.,9.8,14,108,76,123,1,,,,,
cdi_ca_1956_wk_prov_dbs_Part44_confidences.csv,85.50,91.21,85.16,81.01,87.55,89.60,53.71,90.04,82.67,73.34,83.06,83.11,52.64,85.89,46.12,85.84,47.44,86.57,43.80,87.99,46.31,82.67,85.89,22.44,83.15,47.71,86.77,73.78,83.79,74.56,89.06,84.96,19.78,82.62,56.10,85.74,84.96,82.91,88.48,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part44_tables.csv,1,Chickenpox,645,592,806,"29,361","26,719","36,147",-,-,4,-,-,1,2,27,27,1.2,A.P.,1,144,265,165,320,139,312,23,53,31,9.3,R.P.,18,A.9.,..,9,156,108,95,1,,,,,
cdi_ca_1956_wk_prov_dbs_Part45_confidences.csv,82.23,90.62,81.01,73.78,85.45,88.09,59.08,87.45,79.59,43.46,81.01,55.32,84.42,78.56,29.96,79.59,44.02,84.23,19.92,86.08,78.66,41.19,86.77,31.62,83.94,47.05,83.40,47.05,82.47,76.03,78.22,83.89,36.74,85.06,47.05,88.28,83.01,84.38,85.35,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part45_tables.csv,1,Chickenpox,634,660,866,"30,010","27,216","37,044",-,-,1,2,-,3,13,17,37,9.8,...,1,134,144,183,295,320,271,26,23,42,*.*,R..,37,A.O.,..,7,164,156,110,1,,,,,
cdi_ca_1956_wk_prov_dbs_Part46_confidences.csv,69.68,83.50,73.97,67.04,69.43,67.48,71.88,67.68,67.33,68.41,75.63,67.14,63.53,73.24,69.19,66.70,72.17,75.29,70.80,78.08,85.25,88.13,78.27,79.64,72.51,66.70,73.05,77.39,77.83,59.57,66.26,71.00,58.40,72.36,35.64,57.67,75.34,78.12,53.91,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part46_tables.csv,1,Chickenpox,842,649,"1,099","30,867","27,990","38,102",-,-,3,2,2,2,46,28,35,.A,A.A.,1,197,134,245,383,295,416,34,26,47,...,A...,68,A.T.,..,7,180,164,112,1,,,,
cdi_ca_1956_wk_prov_dbs_Part47_confidences.csv,73.14,90.53,84.57,80.62,86.04,87.79,69.19,88.43,81.15,46.90,86.23,66.36,86.23,83.64,78.42,84.28,39.18,85.60,46.90,85.30,55.86,82.18,71.24,39.09,85.69,51.03,82.81,22.19,84.86,78.12,83.01,86.96,81.79,85.94,18.85,83.69,47.90,77.88,75.88,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part47_tables.csv,1,Chickenpox,876,848,"1,225","31,749","28,833","39,315",-,-,3,-,2,4,49,52,30,:.,: .,:,248,197,311,390,383,421,49,34,53,...,...,56,...,...,25,140,180,132,1,,,,
cdi_ca_1956_wk_prov_dbs_Part48_confidences.csv,78.08,90.04,81.25,79.25,84.57,87.21,73.78,88.04,78.08,41.43,83.25,76.46,48.34,79.83,29.49,83.15,46.70,80.62,19.60,81.25,78.71,39.62,85.55,50.24,84.13,46.70,84.77,72.31,79.79,73.88,75.59,84.52,66.06,79.30,39.72,85.64,85.89,80.42,84.08,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part48_tables.csv,1,Chickenpox,994,846,"1,394","32,713","29,968","41,257",-,-,7,1,-,1,66,55,56,...,...,2,271,248,268,424,390,574,57,49,52,:,:,86,...,:,19,175,104,154,1,,,,
cdi_ca_1956_wk_prov_dbs_Part49_confidences.csv,77.93,87.74,81.40,78.08,84.03,85.21,78.27,86.77,79.79,23.11,82.28,75.73,74.90,81.40,67.92,81.88,45.34,81.69,67.04,78.22,70.65,57.67,83.25,79.93,78.03,45.34,81.93,77.39,82.91,35.25,77.05,85.45,41.26,80.86,22.72,86.38,80.62,73.73,78.71,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part49_tables.csv,1,Chickenpox,863,994,"1,185","33,576","31,055","42,094",-,-,1,3,1,2,91,66,37,P..,..A,...,211,271,322,315,424,524,49,57,51,A.P.,A.A,25,..,P...,14,194,175,131,1,,,,
cdi_ca_1956_wk_prov_dbs_Part4_confidences.csv,84.38,93.12,87.55,77.78,91.21,90.48,73.97,91.89,85.45,82.23,88.82,79.54,88.23,89.79,24.96,89.26,21.50,89.01,47.83,89.94,84.57,67.43,88.92,70.65,90.62,23.00,88.72,69.92,85.84,42.63,81.15,82.03,82.32,84.67,54.59,83.01,84.47,83.54,86.62,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part4_tables.csv,1,Chickenpox,"1,345","1,207","1,316","4,848","4,555","6,183",5,7,4,-,1,4,65,62,28,-,-,-,329,337,264,698,554,562,15,28,41,2,5,56,:,:.,88,231,213,179,1,,
