cdi_ca_1956_wk_prov_dbs_Part16_confidences.csv,83.30,90.28,85.89,82.37,88.04,87.79,58.20,88.67,83.69,52.10,83.15,84.91,40.38,84.42,38.89,84.67,46.34,86.47,28.98,85.16,80.81,46.44,84.72,42.63,84.81,21.56,86.38,67.33,82.47,60.99,83.11,78.27,63.33,81.35,63.92,85.74,81.93,80.47,83.11,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part16_tables.csv,25,"(c) "" other",36,52,49,592,751,927,-,1,2,-,-,-,2,2,1,2,-,1,13,28,19,12,14,16,1,-,2,2,-,2,2,2,1,2,5,3,25,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part17_confidences.csv,76.03,91.02,80.13,67.09,87.21,89.84,77.34,86.57,85.35,47.17,83.98,56.69,88.92,82.91,35.25,83.59,37.26,87.01,21.75,87.65,34.79,57.32,87.94,47.17,85.01,26.64,80.91,25.00,80.52,71.29,71.09,86.47,80.18,85.50,47.17,87.06,83.59,86.04,84.57,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,25,(c) other,52,36,76,644,804,976,-,-,3,-,-,-,-,2,3,3,2,1,27,13,29,9,12,16,2,1,-,1,2,4,3,2,2,7.,2,8,25,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part18_confidences.csv,82.03,89.55,86.33,80.27,87.35,87.94,70.36,89.36,84.96,46.78,84.38,78.08,84.96,82.81,22.33,83.25,67.29,83.35,19.47,82.91,78.03,79.39,87.84,72.85,80.91,25.73,83.98,54.20,85.06,78.22,51.51,86.43,80.96,84.72,19.06,87.30,85.40,84.42,83.98,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part18_tables.csv,25,(c) other,29,52,57,673,861,"1,054",-,-,1,-,-,-,3,-,1,1,3,2,13,27,30,3,9,15,1,2,3,1,1,1,-,3,4,7,7,6,25,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part19_confidences.csv,77.69,89.26,84.23,83.89,86.33,87.21,78.03,88.67,85.06,80.18,85.55,81.84,82.18,86.08,59.28,83.79,45.83,83.20,64.84,85.94,62.26,79.59,86.87,77.78,83.98,45.83,86.47,45.83,81.93,76.37,44.31,81.35,58.98,82.91,26.39,87.01,69.78,81.20,80.03,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part19_tables.csv,25,(c) other,30,29,52,703,892,"1,106",3,-,1,-,-,-,,3,-,-,1,3,10,13,19,6,3,17,3,1,1,1,1,2,1,-,5,6,7.,2,25,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part1_confidences.csv,68.07,88.48,79.79,80.62,82.96,85.11,22.08,85.69,75.05,30.32,80.18,71.53,67.53,79.35,30.37,76.03,26.68,72.17,22.78,77.64,54.39,62.74,81.30,46.83,70.51,46.83,78.42,57.18,71.29,69.68,71.88,79.83,71.24,72.66,37.70,82.47,75.00,77.39,79.83,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,25,(c) other,20,20,43,20,38,39,-,-,2,1,-,-,-,1,1,-,-,1,9,9,17,4,7,14,-,-,2,1,1,3,4,I,1,1,2,6,25,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part20_confidences.csv,71.44,87.99,63.53,77.39,84.52,85.40,82.71,87.55,81.59,34.79,82.81,80.57,79.25,83.59,77.44,80.27,45.19,80.57,54.49,83.45,60.45,58.01,82.62,76.81,78.47,65.67,83.25,78.12,73.73,83.15,40.45,82.23,45.19,81.45,32.20,82.37,78.61,69.97,78.27,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part20_tables.csv,25,"(c) "" other",38,30,42,741,931,"1,158",1,3,1,-,-,-,3,I,2,-,-,2,27,10,22,-,6,10,-,3,3,1,1,1,I,1,1,6,6,4,25,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part21_confidences.csv,85.06,91.80,86.38,83.25,88.62,91.02,70.12,90.62,83.54,48.71,86.04,84.91,76.95,87.35,42.38,86.13,24.48,85.06,66.75,89.55,84.47,52.83,88.13,67.97,85.50,47.24,88.23,71.88,84.77,75.24,83.06,81.74,76.90,84.47,37.84,85.60,87.16,83.79,84.08,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part21_tables.csv,25,(c) other,27,38,53,768,984,"1,200",1,1,1,-,-,-,4,3,5,1,-,7,13,27,18,-,-,14,-,-,2,4,1,2,1,-,3,3,6,4,25,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part22_confidences.csv,74.85,89.40,79.88,77.59,82.57,85.60,34.20,86.08,81.30,44.73,80.08,65.82,71.63,76.56,23.46,79.20,26.81,75.00,22.55,78.56,72.80,44.82,81.88,46.09,72.31,46.83,73.68,53.66,76.12,68.41,78.96,79.88,70.36,77.29,66.65,80.81,78.71,79.98,82.32,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part22_tables.csv,25,(c) other,43,32,43,822,"1,027","1,226",-,1,-,-,-,-,2,4,2,I,1,1,24,13,19,4,5,12,2,I,1,5,4,1,-,1,1,6,3,7,25,,,,,,
cdi_ca_1956_wk_prov_dbs_Part23_confidences.csv,81.74,89.01,83.84,81.49,85.69,87.50,77.54,89.06,80.42,33.13,84.96,76.22,85.06,80.71,47.05,83.40,48.93,86.13,46.14,85.55,78.52,66.70,86.13,74.22,83.84,27.08,83.50,28.47,84.52,75.68,75.15,85.01,82.62,85.25,46.14,86.33,85.11,82.13,83.84,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part23_tables.csv,25,(c) other,42,43,55,864,"1,061","1,262",2,-,2,-,--,-,2,2,2,-,-,-,17,24,22,17,4,14,2,2,2,-,5,2,-,,I,2,6,5,25,,,,,,
cdi_ca_1956_wk_prov_dbs_Part24_confidences.csv,77.20,84.57,74.85,70.36,78.22,81.10,48.63,81.40,76.07,29.17,73.63,73.05,71.09,76.76,24.74,75.15,43.65,77.00,43.65,75.83,51.32,48.34,77.49,32.96,73.68,43.65,73.34,63.82,74.32,27.49,51.51,79.59,75.78,74.07,58.54,79.25,79.25,79.79,79.00,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part24_tables.csv,25,(c) other,22,42,46,886,"1,106","1,298",-,2,1,-,-,-,1,2,3,-,-,-,11,17,16,8,17,12,-,2,2,1,I,3,1,-,1,1,2,5,25,,,,,,
cdi_ca_1956_wk_prov_dbs_Part25_confidences.csv,72.07,87.40,81.15,52.15,85.50,86.43,25.17,86.04,80.66,72.61,83.89,75.93,75.24,86.08,33.72,84.08,20.63,79.44,19.37,83.89,77.73,79.20,83.89,45.73,78.66,45.83,76.71,72.22,82.13,65.19,41.80,83.25,67.77,80.37,45.83,83.30,78.91,77.10,78.71,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part25_tables.csv,25,"(c) "" other",36,22,50,922,"1,142","1,339",-,-,-,-,-,-,-,1,2,-,-,1,19,11,18,5,8,12,-,-,1,4,-,2,2,1,3,6,1,2,25,,,,,,
cdi_ca_1956_wk_prov_dbs_Part26_confidences.csv,78.96,84.96,78.08,77.78,80.47,83.64,58.74,81.69,76.95,44.26,80.03,78.91,44.17,79.25,19.81,81.49,19.82,81.93,44.26,81.93,73.78,76.42,82.62,43.14,79.69,32.93,81.10,25.71,79.54,74.71,34.08,83.06,77.49,82.18,50.29,82.86,79.20,79.74,81.98,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part26_tables.csv,25,(c) other,30,36,45,952,"1,187","1,368",-,-,2,-,-,-,-,-,2,,-,-,14,19,25,5,5,9,2,-,1,2,4,2,1,2,1,6,6,2,25,,,,,,
cdi_ca_1956_wk_prov_dbs_Part27_confidences.csv,70.85,34.55,76.12,73.54,77.64,79.35,35.72,81.35,75.73,53.27,80.18,73.93,66.80,78.81,40.19,79.30,43.04,76.81,20.67,79.35,74.07,70.95,79.64,60.84,79.59,43.04,79.00,63.62,79.93,65.38,57.52,78.17,57.37,74.66,26.46,79.15,74.56,73.39,75.00,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,26,Gonorrhoea,242,241,285,"7,177","7,312","7,312",-,2,10,-,-,1,16,2,7,6,6,2,44,32,44,23,24,39,20,15,31,25,27,34,42,52,50,66,81,54,26,,,,,
cdi_ca_1956_wk_prov_dbs_Part28_confidences.csv,70.65,84.81,78.03,79.30,81.05,82.91,33.47,79.05,76.22,20.20,76.03,45.09,78.66,77.05,51.95,78.76,70.65,80.08,25.34,78.96,73.83,66.70,80.32,22.40,76.27,34.84,79.44,43.48,78.42,70.90,75.98,78.03,69.24,77.05,43.48,79.93,73.14,76.90,79.83,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part28_tables.csv,25,(c) other,248,242,302,"7,425","7,604","7,604",11,-,6,-,-,-,3,16,9,10,6,4,62,44,53,31,23,51,15,20,31,40,25,26,-,42,57,76,66,51,26,,,,,
cdi_ca_1956_wk_prov_dbs_Part29_confidences.csv,79.05,89.84,83.64,75.15,85.25,88.48,67.33,89.99,71.78,66.55,84.28,80.03,73.29,82.13,19.48,85.30,22.45,80.76,47.44,83.79,76.51,57.62,87.79,63.04,84.47,47.44,82.76,39.72,82.96,76.22,77.44,81.59,79.74,79.79,37.67,88.09,85.16,81.25,85.06,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part29_tables.csv,25,(c) other,34,26,56,"1,039","1,360","1,520",-,-,1,1,:,-,5,2,4,1,1,=,18,13,29,-,2,14,1,2,2,If,-,1,5,-,4,4,7,6,25,,,,,
cdi_ca_1956_wk_prov_dbs_Part2_confidences.csv,61.87,85.45,80.42,81.35,81.93,85.55,31.35,83.20,74.66,45.17,82.18,70.07,80.96,74.90,74.61,82.96,54.05,81.15,19.67,81.84,51.90,74.66,72.85,25.78,80.42,32.98,74.02,44.02,79.88,69.14,74.71,84.13,70.26,83.79,28.17,81.20,72.31,78.81,80.08,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part2_tables.csv,25,"(c) "" other",15,20,48,35,85,86,-,-,-,-,1,-,2,-,4,1,-,2,6,9,26,3,4,16,-,-,1,-,1,2,I,4,1,3,1,4.,25,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part30_confidences.csv,79.54,90.92,85.79,62.70,85.06,90.23,40.06,89.84,83.74,33.72,84.67,74.80,77.78,86.82,71.58,85.11,31.35,84.13,64.40,85.40,72.41,54.39,84.57,31.96,79.93,47.09,85.64,41.04,80.27,76.12,78.03,80.57,49.12,84.08,23.91,86.67,86.18,82.71,84.13,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part30_tables.csv,25,"(c) "" other",29,46,40,"1,080","1,393","1,566",-,-,-,-,1,-,-,5,1,-,-,1,20,18,9,3,12,15,1,1,2,1,-,1,-,5,2,4,4,5,25,,,,,
cdi_ca_1956_wk_prov_dbs_Part31_confidences.csv,64.65,82.28,76.32,73.39,80.08,80.22,30.66,80.03,72.12,43.51,75.78,65.67,24.77,71.68,17.64,75.34,30.42,73.14,25.34,76.76,68.90,45.61,78.47,56.30,72.90,43.16,73.29,56.25,77.93,37.13,70.02,77.64,74.32,76.90,56.59,80.52,76.12,73.73,76.51,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part31_tables.csv,25,"(c) "" other",24,29,41,"1,104","1,432","1,606",1,-,3,-,-,=,-,-:,-,EO,-,1,14,20,17,-,3,10,2,1,1,3,1,2,3,-,1,1,4,4,25,,,,,
cdi_ca_1956_wk_prov_dbs_Part33_confidences.csv,74.51,85.60,83.25,80.57,84.67,85.06,33.59,85.89,77.78,40.60,82.52,70.56,32.81,80.52,49.07,75.05,38.79,77.93,68.26,79.30,52.69,68.70,81.84,73.97,77.88,44.87,81.25,76.27,76.17,26.61,78.86,83.45,22.60,82.23,69.34,84.77,80.71,78.91,80.13,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,25,(c) other,36,23,47,"1,166","1,527","1,688",-,-,1,-,1,,3,-,1,E,1,1,22,13,20,5,6.,10,-,-,1,3,1,5,1,1,1,2,1,5,25,,,,,
cdi_ca_1956_wk_prov_dbs_Part34_confidences.csv,78.86,89.36,81.25,77.44,86.18,86.33,81.54,88.28,81.49,66.02,85.74,81.20,76.12,86.13,34.67,85.30,46.24,85.45,33.15,85.45,69.24,81.98,87.35,53.61,83.84,46.24,85.94,80.03,85.69,71.24,82.47,85.16,67.38,82.76,33.23,85.35,83.79,83.40,82.62,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,25,(c) other,28,36,50,"1,194","1,584","1,737",1,-,3,-,-,-,-,3,2,-,-,1,14,22,16,8,5,9,1,-,1,-,3,3,-,1,1,4,2,7,25,,,,,
cdi_ca_1956_wk_prov_dbs_Part35_confidences.csv,79.05,89.79,85.01,74.61,86.87,87.16,41.33,88.38,82.28,56.40,80.91,70.75,83.25,83.35,20.02,83.06,46.19,83.59,20.48,85.45,77.49,68.16,85.50,40.01,75.34,46.19,80.57,48.44,82.52,74.66,80.57,84.77,79.64,82.18,41.43,84.81,84.96,82.81,82.03,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,25,(c) other,37,28,36,"1,231","1,613","1,778",-,1,2,-,-,-,3,-,2,-,-,1,19,14,9,3,8,11,2,1,1,1,-,1,2,-,1,7,4,4,25,,,,,
cdi_ca_1956_wk_prov_dbs_Part36_confidences.csv,75.29,85.55,78.81,76.95,81.54,83.15,53.96,83.84,36.11,54.35,80.42,75.63,64.50,82.71,58.01,78.52,41.58,76.37,39.87,81.49,69.29,71.34,82.86,28.52,76.90,44.53,79.15,36.11,79.30,57.13,71.00,75.68,27.69,74.22,37.70,81.30,76.51,76.56,78.17,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part36_tables.csv,25,(c) other,25,37,53,"1,256","1,648","1,814",1,-,1,-,-,-,3,3,1,-,-,-,15,19,19,-,3,8,1,2,2,3,1,1,-,2,2,2,7,2,25,,,,,
cdi_ca_1956_wk_prov_dbs_Part37_confidences.csv,81.74,88.92,82.32,79.79,85.21,88.23,34.47,87.55,81.74,34.47,81.93,81.93,79.93,83.25,29.74,82.47,19.14,78.61,21.75,84.33,58.69,74.41,85.01,37.74,69.92,46.12,84.96,28.54,80.66,73.24,81.98,83.69,82.67,83.06,54.93,84.91,82.86,80.47,82.08,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part37_tables.csv,25,(c) other,52,35,42,"1,318","1,685","1,843",-,1,-,-,-,-,1,3,3,1,-,1,35,15,16,5,10,12,2,1,-,3,3,2,-,-,8,5,2,3,25,,,,,
cdi_ca_1956_wk_prov_dbs_Part38_confidences.csv,81.49,90.92,81.40,82.91,83.54,87.50,84.23,88.53,81.30,32.20,81.79,80.18,80.42,84.08,42.92,81.98,26.07,84.62,28.42,85.60,33.28,78.91,85.35,82.03,83.40,46.85,83.69,79.83,79.44,86.08,28.88,86.08,46.85,85.60,32.50,86.33,81.01,83.15,83.15,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,25,(c) other,44,52,48,"1,362","1,716","1,885",2,-,1,-,-,-,3,1,2,1,1,1,20,35,14,14,5,14,-,2,2,1,3,1,1,-,3,2,5,6,25,,,,,
cdi_ca_1956_wk_prov_dbs_Part39_confidences.csv,77.64,88.77,82.32,84.72,84.57,85.89,23.27,87.26,80.57,28.10,83.79,76.12,54.00,83.89,71.44,82.32,45.95,79.44,48.02,83.94,34.42,73.54,42.82,60.89,81.10,45.95,83.79,79.83,86.08,79.44,46.48,86.23,83.11,83.89,58.79,87.65,83.40,81.64,81.64,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part39_tables.csv,25,"(c) "" other",54,We,50,"1,416","1,764","1,932",1,2,1,1,-,-,-,3,1,1,1,-,30,20,25,14,14,13,2,-,1,-,1,1,2,1,3,3,2,5,25,,,,,
cdi_ca_1956_wk_prov_dbs_Part3_confidences.csv,79.93,90.53,85.06,83.94,88.38,89.55,64.89,90.09,83.11,71.39,85.69,75.63,81.35,85.11,77.73,83.35,24.93,82.71,36.23,86.52,72.31,79.54,85.50,44.51,81.69,46.97,85.21,76.90,84.86,76.37,31.57,87.45,81.30,81.64,21.96,87.99,80.57,82.86,83.69,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part3_tables.csv,25,(c) other,29,15,71,64,128,139,-,-,1,-,-,-,-,2,3,-,1,1,14,6,33,6,3,16,-,-,1,1,-,1,2,-,3,6,3,9,25,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part40_confidences.csv,74.61,88.57,83.25,82.08,84.96,87.40,50.78,86.57,81.49,55.37,79.44,78.66,79.10,82.28,76.61,85.35,19.24,84.52,75.05,83.69,73.29,73.49,82.91,80.96,83.40,45.58,84.67,28.59,84.28,79.74,44.17,86.28,27.98,84.62,45.58,85.84,84.67,80.62,81.15,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part40_tables.csv,25,(c) other,39,54,44,"1,455","1,804","1,973",2,1,2,-,1,-,2,-,1,3,1,1,25,30,19,-,14,13,-,2,2,2,-,1,3,2,4,2,3,2,25,,,,,
cdi_ca_1956_wk_prov_dbs_Part41_confidences.csv,66.99,84.42,75.20,78.32,78.47,81.59,22.56,83.25,75.39,25.12,72.51,71.39,43.36,76.46,29.86,75.54,43.43,75.24,28.10,76.86,27.10,67.38,77.29,32.40,69.73,43.43,74.71,35.13,77.15,64.55,69.38,75.39,62.50,74.02,43.26,78.96,76.03,75.73,76.90,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part41_tables.csv,25,(c) other,27,45,50,"1,488","1,846","2,017",1,2,2,-,-,-,-,2,2,-,3,-,23,25,25,1,6,13,1,-,-,-,2,1,1,3,2,I,2,3,25,,,,,
cdi_ca_1956_wk_prov_dbs_Part42_confidences.csv,75.88,85.30,79.49,71.19,80.57,82.96,45.58,84.18,77.78,42.48,78.56,79.35,41.36,79.30,20.96,80.81,22.56,80.42,44.29,80.27,67.72,48.10,83.40,44.29,78.86,44.29,81.54,42.31,77.93,74.12,69.82,79.10,28.52,75.44,45.41,77.10,78.37,77.10,80.96,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part42_tables.csv,25,(c) other,37,29,45,"1,527","1,879","2,073",-,1,2,-,-,-,1,2,4,-,-,1,16,23,17,9,1,13,6,1,-,I,-,1,2,1,1,3,-,5,25,,,,,
cdi_ca_1956_wk_prov_dbs_Part43_confidences.csv,70.65,79.93,72.75,70.75,73.83,78.22,28.30,78.61,71.34,51.61,73.39,71.39,29.64,75.54,17.55,74.76,41.31,73.34,19.08,74.85,53.81,70.46,77.15,34.67,73.58,20.91,75.78,49.34,73.24,70.95,68.21,75.05,48.56,75.68,41.31,74.12,69.29,72.51,75.24,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part43_tables.csv,25,"(c) "" other",44,40,49,"1,574","1,914","2,118",-,!,1,I,-,-,1,4,2,#,-,2,25,16,24,7,9,14,-,6,-,2,-,2,1,2,1,8,3,3,25,,,,,
cdi_ca_1956_wk_prov_dbs_Part44_confidences.csv,80.47,85.84,80.13,76.27,82.37,84.33,50.54,84.77,77.78,68.99,78.17,78.22,49.54,80.86,43.41,80.81,44.63,81.45,41.21,82.81,43.58,77.78,80.86,21.11,78.27,44.90,81.69,69.43,78.86,70.17,83.84,79.98,18.62,77.73,52.78,80.66,79.98,78.03,83.25,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part44_tables.csv,25,(c) other,50,44,58,"1,624","1,950","2,167",-,-,2,-,I,-,1,1,1,-,-,1,30,25,22,11,7,10,3,-,2,2,2,3,-,1,3,3,8,6,25,,,,,
cdi_ca_1956_wk_prov_dbs_Part45_confidences.csv,79.88,88.04,78.66,71.68,83.01,85.55,57.37,84.91,77.29,42.21,78.66,53.76,82.03,76.32,29.10,77.29,42.75,81.79,19.36,83.64,76.42,40.01,84.33,30.71,81.54,45.70,81.01,45.70,80.13,73.88,76.03,81.49,35.69,82.62,45.70,85.74,80.66,81.93,82.91,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part45_tables.csv,25,(c) .. other,42,50,57,"2,005","1,984","2,228",-,-,2,-,-,-,-,1,3,1,-,-,22,30,25,11,11,9,1,3,1,1,2,2,-,-,3,6,3,7,25,,,,,
cdi_ca_1956_wk_prov_dbs_Part46_confidences.csv,75.20,90.09,79.83,72.31,82.91,86.38,37.43,87.40,72.66,64.89,81.59,72.46,83.50,75.73,47.71,77.73,28.64,81.25,19.21,83.25,75.24,41.02,84.47,44.65,81.54,47.24,78.86,74.85,84.03,58.35,71.04,85.30,77.64,78.12,38.48,86.77,81.35,84.28,84.67,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part46_tables.csv,25,(c) other,43,42,47,"1,709","2,021","2,271",-,-,1,-,-,-,1,-,5,2,1,-,30,22,21,-,11,9,4,1,2,-,1,2,1,-,1,5.,6,3,25,,,,,
cdi_ca_1956_wk_prov_dbs_Part47_confidences.csv,69.63,86.23,80.52,76.76,81.88,83.59,65.87,84.23,77.29,44.65,82.13,63.18,82.13,79.64,74.66,80.22,37.30,81.49,44.65,81.20,53.22,78.22,67.82,37.21,81.59,48.58,78.86,21.13,80.81,74.41,79.00,82.81,77.88,81.79,17.94,79.69,45.61,74.12,29.35,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part47_tables.csv,25,(c) other,33,50,60,"1,749","2,066","2,329",-,-,3,-,-,-,-,1,2,-,2,2,30,30,26,-,7,11,1,4,2,-,-,2,-,1,2,2,5,6,25,,,,,
cdi_ca_1956_wk_prov_dbs_Part48_confidences.csv,79.49,91.70,82.71,80.66,86.08,88.82,75.15,89.65,79.49,42.19,84.77,77.83,49.22,81.30,30.03,84.67,47.56,82.08,19.96,82.71,80.18,40.36,87.11,51.17,85.69,47.56,86.28,73.68,81.25,75.24,76.95,86.08,67.29,80.76,40.45,87.21,87.45,81.88,85.60,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part48_tables.csv,25,"(c) "" other",43,45,53,"1,801","2,114","2,407",-,-,-,-,-,-,1,-,3,-,-,2,18,30,20,12,12,19,3,1,-,1,-,4,1,-,2,7,2,2,25,,,,,
cdi_ca_1956_wk_prov_dbs_Part49_confidences.csv,80.08,90.19,83.59,80.22,86.33,87.50,80.42,89.16,81.98,23.74,84.52,77.83,76.95,83.64,69.78,84.13,46.58,83.94,68.90,80.37,72.61,59.28,85.50,82.13,80.18,46.58,84.18,79.54,85.21,36.21,79.15,87.79,42.41,83.06,23.34,88.77,82.86,75.73,80.86,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part49_tables.csv,25,"(c) "" other",34,43,58,"1,835","2,145","2,460",-,-,1,1,1,I,2,1,1,-,-,4,22,18,17,-,12,14,3,3,1,2,1,4,3,1,1,2,7,4,25,,,,,
cdi_ca_1956_wk_prov_dbs_Part4_confidences.csv,81.05,89.50,84.13,74.76,87.70,86.96,71.09,88.33,82.13,79.00,85.40,76.46,84.81,86.33,24.00,85.79,20.67,85.55,45.97,86.47,81.30,64.84,85.50,67.92,87.11,22.11,85.30,67.19,82.52,40.97,77.98,78.86,79.15,81.40,52.49,79.79,81.20,80.32,83.30,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part4_tables.csv,25,(c) other,49,31,58,115,186,202,1,-,3,-,-,-,1,2,3,1,-,3,28,14,27,9,6,16,2,-,2,4,1,2,3,2,1,-,6,7,25,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part50_confidences.csv,71.48,82.47,72.41,75.93,78.81,80.27,50.73,80.13,75.83,34.35,75.63,72.41,24.49,75.73,42.36,73.54,19.59,72.66,42.36,74.85,57.96,42.53,76.86,35.64,76.17,42.36,75.44,31.64,76.22,68.90,71.44,72.95,34.84,71.78,51.61,75.93,46.41,69.34,74.46,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part50_tables.csv,25,(c) other,26,34,39,"1,861","2,174","2,520",1,-,2,-,-,-,2,2,2,-,-,2,20,22,15,-,-,8,2,3,2,-,2,2,-,3,3,7,2,5,25,,,,,
