cdi_ca_1956_wk_prov_dbs_Part10_confidences.csv,75.39,81.54,76.56,72.95,78.56,81.05,28.83,81.15,78.17,64.55,77.49,75.24,21.75,75.83,17.79,76.56,18.46,78.81,18.51,78.47,72.71,68.65,78.96,52.20,76.90,18.31,76.17,32.08,75.93,68.36,23.77,78.47,46.66,74.90,41.99,76.86,75.83,73.29,76.22,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part10_tables.csv,28,Whooping cough,140,197,140,"1,711","3,632","1,930",8,-,-,15,19,-,9,8,-,1,8,-,67,76,62,7,13,50,4,10,8,7,10,3,15,14,16,7,39,19,28,,,,,
cdi_ca_1956_wk_prov_dbs_Part11_confidences.csv,79.88,87.65,78.17,73.39,80.57,84.86,42.29,85.99,75.00,28.00,79.25,68.07,80.96,74.02,37.01,77.88,23.73,75.73,19.75,80.13,63.57,53.71,81.84,48.41,78.17,46.07,72.17,71.14,79.83,69.97,72.71,85.21,78.71,74.32,61.87,85.74,83.06,82.71,83.50,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part11_tables.csv,28,Whooping cough,157,140,132,"1,869","3,878","2,063",6,8,-,9,15,2,2,9,3,1,1,-,78,67,54,18,7,39,7,4,2,1,7,3,7,15,10,28,7,11,28,,,,,
cdi_ca_1956_wk_prov_dbs_Part12_confidences.csv,79.49,90.43,85.30,71.73,86.91,89.89,84.91,89.40,81.49,47.14,87.16,74.51,85.94,86.47,38.67,84.52,25.83,85.06,18.87,87.45,81.54,46.41,88.48,78.03,86.28,47.14,86.28,31.05,85.40,74.71,81.05,85.40,36.21,76.42,75.73,85.11,83.74,80.37,82.28,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part12_tables.csv,28,Whooping cough,160,157,157,"2,030","4,105","2,202",2,6,-,-,9,-,I,2,7,-,1,-,112,78,36,11,18,44,7,7,5,2,1,2,15,7,14,11,28,14,28,,,,,
cdi_ca_1956_wk_prov_dbs_Part13_confidences.csv,63.28,71.44,64.84,63.04,68.51,69.92,15.97,68.75,61.67,39.26,63.72,59.47,30.08,63.09,27.05,57.03,37.35,66.11,22.52,66.16,60.74,43.02,68.31,26.64,66.11,37.35,59.91,22.51,65.19,39.70,59.33,67.63,64.40,61.33,27.69,69.48,69.09,66.99,68.51,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part13_tables.csv,28,Whooping cough,221,179,161,"2,270","4,276","2,359",34,2,1,11,17,-,5,2,13,2,-,-,106,112,36,22,11,35,2,7,7,2,2,2,4,15,7,33,11,31,28,,,,,
cdi_ca_1956_wk_prov_dbs_Part14_confidences.csv,78.56,87.26,79.64,70.90,82.18,85.16,45.78,86.13,75.98,33.40,83.20,73.34,79.49,79.39,21.66,79.39,25.66,78.66,21.89,81.74,75.05,43.99,84.13,60.21,71.78,45.78,82.91,69.92,83.30,73.63,73.14,84.42,56.35,82.18,44.87,83.11,81.64,59.47,53.42,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part14_tables.csv,28,Whooping cough,183,221,134,"2,453","4,511","2,487",1,34,1,16,11,-,1,5,1,-,2,-,80,106,48,17,22,42,13,2,7,14,2,3,7,4,9,34,33,10,28,,,,,
cdi_ca_1956_wk_prov_dbs_Part15_confidences.csv,72.31,79.49,73.39,71.00,76.56,78.56,62.30,78.03,70.41,31.71,71.73,67.63,68.12,71.24,33.03,73.63,16.74,72.90,16.50,74.27,71.53,72.02,76.42,18.43,76.42,41.02,74.71,31.42,73.19,57.96,68.51,75.24,67.77,73.05,41.02,75.00,71.44,57.37,63.77,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,28,Whooping cough,209,183,126,"2,662","4,676","2,621",-,1,-,15,16,-,I,1,1,4,--,i,111,80,48,24,17,31,11,13,3,-,14,4,20,7,9,23,34,18,28,,,,,
cdi_ca_1956_wk_prov_dbs_Part16_confidences.csv,66.36,75.49,81.69,78.32,83.69,83.50,55.32,84.33,79.59,49.54,79.10,80.71,38.40,80.32,36.99,80.52,44.07,82.23,27.56,81.01,76.86,44.17,80.57,40.53,80.66,20.51,82.13,64.01,78.47,58.01,79.00,74.46,60.25,77.39,60.74,81.54,77.93,76.51,75.44,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part16_tables.csv,28,Whooping cough,195,209,160,"2,857","4,873","2,747",-,-,-,29,15,1,3,1,18,2,4,-,81,111,50,17,24,50,8,11,5,2,-,5,10,20,19,43,23,11,28,,,,,
cdi_ca_1956_wk_prov_dbs_Part17_confidences.csv,61.13,75.20,64.06,72.02,54.79,71.88,48.61,54.39,74.02,29.64,52.78,76.46,55.86,52.10,76.37,52.54,23.41,79.69,13.67,55.08,78.32,36.01,76.95,29.64,53.42,72.80,73.24,77.44,50.59,44.80,44.65,54.35,69.34,75.59,66.89,77.44,62.35,68.16,62.45,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,28,Whooping cough,195,195,187,"3,052","5,093","2,953",5,-,-,14,29,-,33,3,11,-,2,-,72,81,43,32,17,30,3,8,5,2,2,3,10,10,18,24,43,24,28,,,,,
cdi_ca_1956_wk_prov_dbs_Part18_confidences.csv,54.00,65.82,77.88,72.36,78.76,79.30,63.43,80.57,76.61,42.19,76.07,70.41,76.61,74.71,20.14,75.05,60.69,75.20,17.57,74.76,70.36,71.58,79.25,65.72,72.95,23.22,75.78,48.90,76.71,70.51,46.48,77.93,73.00,76.42,17.19,78.71,77.00,53.91,69.34,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part18_tables.csv,28,Whooping cough,197,195,164,"3,249","5,283","3,168",2,5,1,25,14,2,5,33,4,3,-,1,70,72,54,19,32,41,13,3,3,10,2,2,14,10,19,36,24,25,28,,,,,
cdi_ca_1956_wk_prov_dbs_Part19_confidences.csv,58.50,78.42,84.67,84.38,86.77,87.70,78.47,89.11,85.55,80.62,86.04,82.28,82.62,86.57,59.62,84.23,46.07,83.64,65.19,86.38,62.60,79.98,87.30,78.17,84.42,46.07,86.91,46.07,82.37,76.81,44.53,81.79,59.28,83.35,26.51,87.45,70.12,81.59,80.42,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part19_tables.csv,28,Whooping cough,207,197,147,"3,456","5,537","3,332",1,2,-,21,25,-,-,5,2,-,3,1,91,70,39,25,19,22,8,13,3,5,10,10,29,14,11,27,36,29,28,,,,,
cdi_ca_1956_wk_prov_dbs_Part1_confidences.csv,65.23,84.86,76.51,77.29,79.54,81.59,21.18,82.18,71.97,29.08,76.86,68.55,64.75,76.07,29.10,72.85,25.59,69.19,21.85,74.46,52.15,60.16,77.98,44.90,67.63,44.90,75.20,54.79,68.36,66.80,68.95,76.56,68.31,69.68,36.16,79.05,71.92,74.17,60.50,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,28,Whooping cough,131,118,190,131,331,159,2,5,-,12,7,-,2,5,5,2,1,1,27,24,51,51,53,48,-,8,7,5,6,3,12,1,10,18,8,17,28,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part20_confidences.csv,51.56,63.53,45.83,55.86,60.99,61.62,59.67,63.18,58.89,25.12,59.77,58.15,57.23,60.35,55.91,57.96,32.62,58.15,39.33,60.25,43.63,41.85,59.62,55.42,56.64,47.39,67.58,56.40,53.22,60.01,29.20,59.33,32.62,60.69,68.41,59.47,69.82,75.44,71.78,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part20_tables.csv,28,Whooping cough,165,207,147,"3,621","5,717","3,481",2,1,-,29,21,-,-,-,5,-,-,1,68,91,32,16,25,44,19,8,2,12,5,3,-,29,11,19,27,28,28,,,,,
cdi_ca_1956_wk_prov_dbs_Part21_confidences.csv,71.92,77.64,73.00,70.41,74.95,76.95,59.28,76.61,70.65,41.19,72.75,71.83,65.04,73.88,35.82,72.80,20.69,71.92,56.45,75.73,71.44,44.65,74.51,57.47,72.27,39.94,74.61,60.79,71.63,63.62,70.21,69.14,65.04,57.08,72.66,62.50,75.78,61.62,61.87,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part21_tables.csv,28,Whooping cough,169,180,142,"3,805","5,940","3,563",7,2,-,20,29,-,-,-,6,1,-,-,97,68,54,10,16,30,6,19,2,5,12,3,8,15,19,15,19,24,28,,,,,
cdi_ca_1956_wk_prov_dbs_Part22_confidences.csv,51.95,71.00,65.77,73.10,77.78,80.66,32.23,81.10,76.61,42.14,75.44,62.01,67.48,72.12,22.11,74.61,25.24,70.65,21.24,74.02,68.60,42.21,77.15,43.43,68.12,44.12,69.38,50.54,71.73,64.45,74.41,75.24,66.31,72.80,62.79,76.12,74.12,75.34,71.24,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part22_tables.csv,28,Whooping cough,145,169,134,"3,949","6,122","3,665",7,7,-,14,20,-,-,-,10,1,1,-,79,97,33,5,10,50,16,6,4,9,5,5,1,8,14,13,15,14,28,,,,,
cdi_ca_1956_wk_prov_dbs_Part23_confidences.csv,58.69,85.99,81.01,78.76,82.81,84.52,74.90,86.08,77.73,32.01,82.13,73.68,82.18,77.98,45.46,80.57,47.29,83.20,44.58,82.67,75.83,64.45,83.20,71.68,80.96,26.17,80.66,27.51,81.69,73.14,72.61,82.13,79.79,82.37,44.58,83.40,82.23,79.35,65.04,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part23_tables.csv,28,Whooping cough,143,145,175,"5,382","6,320","3,901",-,7,-,15,14,-,2,-,?,2,1,-,80,79,34,6,5,42,17,16,3,3,9,2,2,1,17,16,13,25,28.,,,,,
