cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,12,(a) With paralysis,1,4,4,1,4,4,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,12,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part20_tables.csv,12,(a) With paralysis,4,1,2,36,53,53,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,12,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part21_tables.csv,12,(a) With paralysis,1,3,6,36,59,57,-,-,-,-,-,-,-,-,I,-,-,-,1,3,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,3,12,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part22_tables.csv,12,(a) With paralysis,-,1,5,36,63,63,-,-,-,-,-,-,,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,3,12,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part23_tables.csv,12,(a) With paralysis,1,-,3,39,66,66,-,-,-,-,-,-,-,(6),-,-,-,-,-,-,-,-,-,),-,-,-,-,-,-,-,-,-,1,-,1,12,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part24_tables.csv,12,(a) With paralysis,1,2,5,41,71,71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,-,-,-,-,-,-,-,-,-,1,1,12,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part25_tables.csv,12,(a) With paralysis,2,1,9,43,80,80,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,3,-,1,-,-,-,-,-,-,-,1,-,1,12,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part26_tables.csv,12,(a) With paralysis,2,2,13,45,93,93,-,-,-,-,-,-,-,-,-,,,-,-,1,2,1,-,3,PP,-,,1,-,-,-,-,-,-,1,2,12,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,12,(a) With paralysis,1,-,23,22,53,53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,9,-,-,-,(6),-,-,-,-,-,1,-,4,13,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part28_tables.csv,12,(a) With paralysis,2,1,34,24,62,69,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,21,-,-,4,-,(6),1,-,-,-,-,1,3,13,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part29_tables.csv,12,(a) With paralysis,6,-,25,55,127,127,-,-,-,-,-,-,-,-,-,-,-,-,3,-,5,-,-,5,-,-,1,(6),-,1,3,-,-,-,-,3,12,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part2_tables.csv,12,(a) With paralysis,-,1,5,1,9,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,12,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part30_tables.csv,12,(a) With paralysis,5,7,45,62,141,142,-,-,-,-,-,-,-,-,1,-,-,-,3,3,6,-,1,10,-,-,4,-,(6),1,1,3,2,1,-,2,12,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part31_tables.csv,12,(a) With paralysis,4,5,82,66,164,206,-,-,1,-,-,-,-,-,2,-,-,1,-,3,11,1,-,12,-,-,9,1,-,5,-,1,-,2,1,3,12,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,12,(a) With paralysis,13,10,100,91,246,370,-,-,1,-,-,1,1,-,6,-,-,-,3,3,21,5,5,20,1,-,3,-,1,4,1,-,1,2,1,12,12,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,12,(a) With paralysis,15,22,85,117,273,443,-,-,-,-,-,-,-,1,5,1,-,1,5.,3,2,4,14,24,2,1,2,-,-,7,1,1,1,2,2,5,12,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,12,(a) With paralysis,15,17,83,134,318,513,-,-,1,-,-,1,-,-,5,-,1,-,7,5,7,5.,6,23,-,2,3,(6),-,4,3,1,1,-,2,6,12,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part36_tables.csv,12,(a) With paralysis,18,19,79,159,354,596,-,-,-,-,-,-,-,-,2,-,-,-,7,7,5,7,9.,19,-,-,1,-,-,5.,3,3,-,1,I,6,12,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part37_tables.csv,12,(a) With paralysis,15,22,99,181,374,696,-,-,-,-,-,-,-,-,1,-,1,1,7,7,15,5,10,13,-,-,2,-,-,4,2,3,3,1,1,6,12,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,12,(a) With paralysis,11,20,68,199,393,774,-,-,-,-,-,-,-,-,3,-,-,-,8,7,4,2,10,15,-,-,2,1,-,4,-,2,-,-,1,11,12,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part39_tables.csv,12,(a) With paralysis,17,13,63,220,413,830,-,-,-,-,-,1,-,-,1,-,-,-,11,8,11,4,4,21,2,-,6,-,1,4,-,-,1,-,-,3,12,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part3_tables.csv,12,(a) With paralysis,1,-,3,2,11,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,12,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part40_tables.csv,12,(a) With paralysis,17,17,54,237,439,891,-,-,-,-,-,-,-,-,-,-,-,1,5,11,13,7,4,16,-,2,1,(6),-,3,1,-,2,4,-,4,12,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part41_tables.csv,12,(a) With paralysis,5,19,53,245,451,942,-,-,-,-,-,-,-,-,1,1,-,1,-,5,7,1,9,20,-,-,5,-,-,2,2,1,-,1,4.,4,12,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part42_tables.csv,12,(a) With paralysis,14,6,51,242,470,995,-,-,-,-,-,-,-,-,2,1,1,-,4,-,4,4,2,15,-,-,2,-,-,5,1,2,-,4,1,6,12,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part43_tables.csv,12,(a) With paralysis,16,14,38,278,480,"1,030",-,I,$,1,8:,-,at,FP.,:,1,1,you,5,4,2,4,4,4,2,-,1,1,=,2,1,1,1,2,4,5,12,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part44_tables.csv,12,(a) With paralysis,9,18,32,290,495,"1,052",-,-,-,-,1,-,-,-,-,-,1,-,1,5,6,1,6,3,1,2,4,-,-,1,5,1,-,1,2,5,12,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part45_tables.csv,12,(a) With paralysis,4,10,24,295,507,"1,073",-,-,-,-,-,-,-,-,2,-,-,-,1,1,4,1,2,5,1,1,4,-,-,2,1,5,-,-,1,4,12,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part46_tables.csv,12,(a) With paralysis,4,5,19,301,517,"1,097",-,-,-,-,-,-,-,-,-,-,-,-,2,1,4,1,2,3,-,1,F,(6),E,2,1,1,1,PP.,E,5,12,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part47_tables.csv,12,(a) With paralysis,17,5,22,319,524,"1,117",2,-,-,-,-,-,-,-,2,-,-,-,7,2,-,-,2,2,-,-,2,-,(6),1,5,1,-,3,-,3,12,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part48_tables.csv,12,(a) With paralysis,9.,18,5,329,528,"1,127",-,2,-,-,-,-,-,-,-,-,-,-,7,7,1,-,1,2,-,-,-,-,-,-,1,5,-,1,3,1,12,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part49_tables.csv,12,(a) With paralysis,=,9,9,331,536,"1,132",-,-,-,-,-,-,-,-,-,-,-,-,-,7,1,-,-,-,-,-,1,-,-,1,-,1,-,-,1,2,12,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part4_tables.csv,12,(a) With paralysis,-,2,2,3,13,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,12,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part50_tables.csv,12,(a) With paralysis,25,-,10,356,542,"1,142",-,-,-,-,-,-,-,-,-,-,-,-,24,-,3,-,-,1,1,-,-,-,-,1,,-,-,-,-,1,12,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,12,(a) With paralysis,1,2,11,358,544,"1,155",-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,1,1,-,-,-,-,-,-,I,-,2,12,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part52_tables.csv,12,(a) With paralysis,2,1,4,361,551,"1,163",-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,12,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part5_tables.csv,12,(a) With paralysis,5,-,3,8,16,16,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,1,1,-,1,-,-,-,1,-,-,1,-,-,12,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part6_tables.csv,12,(a) With paralysis,-,5,-,8,19,19,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,1,-,-,-,-,-,1,-,-,1,I,12,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part7_tables.csv,12,(a) With paralysis,3,-,2,11,21,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,2,-,-,12,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part8_tables.csv,12,(a) With paralysis,3,3,3,14,24,24,-,-,-,-,-,-,-,-,1,-,-,-,2,-,-,-,1,-,-,-,1,-,-,-,-,-,-,1,2,-,12,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part9_tables.csv,12,(a) With paralysis,-,3,1,14,25,25,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,,12,,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part10_tables.csv,12,(a) With paralysis,3,-,2,18,27,27,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,12,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part11_tables.csv,12,(a) With paralysis,2,3,2,20,28,28,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,1,-,12,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part12_tables.csv,12,(a) With paralysis,1,2,3,21,35,35,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,12,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part13_tables.csv,12,(a) With paralysis,2,1,1,23,36,36,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,12,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part14_tables.csv,12,(a) With paralysis,3,2,2,26,39,39,-,1,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,12,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,12,(a) With paralysis,-,3,2,27,42,39,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,12,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part16_tables.csv,12,(a) With paralysis,1,-,-,28,44,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,am,-,-,-,-,1,-,-,12,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,12,(a) With paralysis,1,1,3,30,47,42,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,1,12,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part18_tables.csv,12,(a) With paralysis,1,1,1,31,48,43,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,12,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part19_tables.csv,12,(a) With paralysis,1,1,3,32,51,50,-,-,-,-,-,!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,12,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,12,(a) With paralysis,1,4,4,1,4,4,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,12,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part20_tables.csv,12,(a) With paralysis,4,1,2,36,53,53,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,12,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part21_tables.csv,12,(a) With paralysis,1,3,6,36,59,57,-,-,-,-,-,-,-,-,I,-,-,-,1,3,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,3,12,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part22_tables.csv,12,(a) With paralysis,-,1,5,36,63,63,-,-,-,-,-,-,,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,3,12,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part23_tables.csv,12,(a) With paralysis,1,-,3,39,66,66,-,-,-,-,-,-,-,(6),-,-,-,-,-,-,-,-,-,),-,-,-,-,-,-,-,-,-,1,-,1,12,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part24_tables.csv,12,(a) With paralysis,1,2,5,41,71,71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,-,-,-,-,-,-,-,-,-,1,1,12,FILLER,FILLER,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part25_tables.csv,12,(a) With paralysis,2,1,9,43,80,80,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,3,-,1,-,-,-,-,-,-,-,1,-,1,12,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part26_tables.csv,12,(a) With paralysis,2,2,13,45,93,93,-,-,-,-,-,-,-,-,-,,,-,-,1,2,1,-,3,PP,-,,1,-,-,-,-,-,-,1,2,12,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,12,(a) With paralysis,1,-,23,22,53,53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,9,-,-,-,(6),-,-,-,-,-,1,-,4,13,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part28_tables.csv,12,(a) With paralysis,2,1,34,24,62,69,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,21,-,-,4,-,(6),1,-,-,-,-,1,3,13,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part29_tables.csv,12,(a) With paralysis,6,-,25,55,127,127,-,-,-,-,-,-,-,-,-,-,-,-,3,-,5,-,-,5,-,-,1,(6),-,1,3,-,-,-,-,3,12,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part2_tables.csv,12,(a) With paralysis,-,1,5,1,9,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,12,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part30_tables.csv,12,(a) With paralysis,5,7,45,62,141,142,-,-,-,-,-,-,-,-,1,-,-,-,3,3,6,-,1,10,-,-,4,-,(6),1,1,3,2,1,-,2,12,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part31_tables.csv,12,(a) With paralysis,4,5,82,66,164,206,-,-,1,-,-,-,-,-,2,-,-,1,-,3,11,1,-,12,-,-,9,1,-,5,-,1,-,2,1,3,12,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part32_tables.csv,paralysis,8,5,71,75,206,299,-,-,-,-,-,1,-,-,4,-,-,-,3,-,14,3,2,16,-,-,9,1,1,3,-,-,1,1,2,5.,12,FILLER,,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,12,(a) With paralysis,13,10,100,91,246,370,-,-,1,-,-,1,1,-,6,-,-,-,3,3,21,5,5,20,1,-,3,-,1,4,1,-,1,2,1,12,12,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,12,(a) With paralysis,15,22,85,117,273,443,-,-,-,-,-,-,-,1,5,1,-,1,5.,3,2,4,14,24,2,1,2,-,-,7,1,1,1,2,2,5,12,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,12,(a) With paralysis,15,17,83,134,318,513,-,-,1,-,-,1,-,-,5,-,1,-,7,5,7,5.,6,23,-,2,3,(6),-,4,3,1,1,-,2,6,12,FILLER,FILLER,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part36_tables.csv,12,(a) With paralysis,18,19,79,159,354,596,-,-,-,-,-,-,-,-,2,-,-,-,7,7,5,7,9.,19,-,-,1,-,-,5.,3,3,-,1,I,6,12,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part37_tables.csv,12,(a) With paralysis,15,22,99,181,374,696,-,-,-,-,-,-,-,-,1,-,1,1,7,7,15,5,10,13,-,-,2,-,-,4,2,3,3,1,1,6,12,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,12,(a) With paralysis,11,20,68,199,393,774,-,-,-,-,-,-,-,-,3,-,-,-,8,7,4,2,10,15,-,-,2,1,-,4,-,2,-,-,1,11,12,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part39_tables.csv,12,(a) With paralysis,17,13,63,220,413,830,-,-,-,-,-,1,-,-,1,-,-,-,11,8,11,4,4,21,2,-,6,-,1,4,-,-,1,-,-,3,12,FILLER,FILLER,FILLER,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part3_tables.csv,12,(a) With paralysis,1,-,3,2,11,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,12,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part40_tables.csv,12,(a) With paralysis,17,17,54,237,439,891,-,-,-,-,-,-,-,-,-,-,-,1,5,11,13,7,4,16,-,2,1,(6),-,3,1,-,2,4,-,4,12,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part41_tables.csv,12,(a) With paralysis,5,19,53,245,451,942,-,-,-,-,-,-,-,-,1,1,-,1,-,5,7,1,9,20,-,-,5,-,-,2,2,1,-,1,4.,4,12,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part42_tables.csv,12,(a) With paralysis,14,6,51,242,470,995,-,-,-,-,-,-,-,-,2,1,1,-,4,-,4,4,2,15,-,-,2,-,-,5,1,2,-,4,1,6,12,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part43_tables.csv,12,(a) With paralysis,16,14,38,278,480,"1,030",-,I,$,1,8:,-,at,FP.,:,1,1,you,5,4,2,4,4,4,2,-,1,1,=,2,1,1,1,2,4,5,12,FILLER,FILLER,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part44_tables.csv,12,(a) With paralysis,9,18,32,290,495,"1,052",-,-,-,-,1,-,-,-,-,-,1,-,1,5,6,1,6,3,1,2,4,-,-,1,5,1,-,1,2,5,12,FILLER,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part45_tables.csv,12,(a) With paralysis,4,10,24,295,507,"1,073",-,-,-,-,-,-,-,-,2,-,-,-,1,1,4,1,2,5,1,1,4,-,-,2,1,5,-,-,1,4,12,FILLER,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part46_tables.csv,12,(a) With paralysis,4,5,19,301,517,"1,097",-,-,-,-,-,-,-,-,-,-,-,-,2,1,4,1,2,3,-,1,F,(6),E,2,1,1,1,PP.,E,5,12,FILLER,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part47_tables.csv,12,(a) With paralysis,17,5,22,319,524,"1,117",2,-,-,-,-,-,-,-,2,-,-,-,7,2,-,-,2,2,-,-,2,-,(6),1,5,1,-,3,-,3,12,FILLER,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part48_tables.csv,12,(a) With paralysis,9.,18,5,329,528,"1,127",-,2,-,-,-,-,-,-,-,-,-,-,7,7,1,-,1,2,-,-,-,-,-,-,1,5,-,1,3,1,12,FILLER,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part49_tables.csv,12,(a) With paralysis,=,9,9,331,536,"1,132",-,-,-,-,-,-,-,-,-,-,-,-,-,7,1,-,-,-,-,-,1,-,-,1,-,1,-,-,1,2,12,FILLER,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part4_tables.csv,12,(a) With paralysis,-,2,2,3,13,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,12,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part50_tables.csv,12,(a) With paralysis,25,-,10,356,542,"1,142",-,-,-,-,-,-,-,-,-,-,-,-,24,-,3,-,-,1,1,-,-,-,-,1,,-,-,-,-,1,12,FILLER,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,12,(a) With paralysis,1,2,11,358,544,"1,155",-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,1,1,-,-,-,-,-,-,I,-,2,12,FILLER,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part52_tables.csv,12,(a) With paralysis,2,1,4,361,551,"1,163",-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,12,FILLER,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part5_tables.csv,12,(a) With paralysis,5,-,3,8,16,16,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,1,1,-,1,-,-,-,1,-,-,1,-,-,12,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part6_tables.csv,12,(a) With paralysis,-,5,-,8,19,19,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,1,-,-,-,-,-,1,-,-,1,I,12,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part7_tables.csv,12,(a) With paralysis,3,-,2,11,21,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,2,-,-,12,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part8_tables.csv,12,(a) With paralysis,3,3,3,14,24,24,-,-,-,-,-,-,-,-,1,-,-,-,2,-,-,-,1,-,-,-,1,-,-,-,-,-,-,1,2,-,12,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part9_tables.csv,12,(a) With paralysis,-,3,1,14,25,25,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,,12,FILLER,,,,,,,
