1,Chickenpox,301,252,307,25674,23751,31067,12,3,1,1,-,6,18,27,11,..,..,1,112,41,29,88,130,95,4,7,20,..,..,21,..,..,12,66,44,55,1
2,Diphtheria,4,1,2,56,60,85,-,1,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,2
3,Dysentery: 4,20,23,18,357,316,316,-,-,-,-,-,-,-,-,-,..,..,..,..,..,3,2,1,2,-,-,-,3,14,-,1,-,-,14,8,11,3
4,(a) Amoebic,-,-,-,-,2,7,-,-,-,-,-,-,-,-,-,..,..,..,..,..,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4
5,(b) Bacillary,20,23,18,357,314,314,-,-,-,-,-,-,-,-,-,..,..,..,..,..,3,2,1,2,-,-,-,3,14,-,1,-,-,14,8,11,5
6,"Encephalitis, infectious",-,-,1,10,14,18,-,-,-,..,..,..,-,-,-,-,-,-,..,..,..,..,..,..,-,-,-,-,-,-,-,-,-,-,-,-,6
7,"Influenza, epidemic",127,148,18,8318,36126,8918,..,..,..,84,126,..,34,22,11,-,-,-,-,-,-,9,-,1,-,-,-,-,-,-,..,..,..,-,-,-,7
8,Measles,552,495,466,39564,42113,45800,2,1,3,1,10,7,28,13,22,..,..,1,254,188,78,180,219,151,7,10,19,..,..,6,28,25,72,52,29,67,8
9,"Meningitis, meningococcal",1,4,2,177,183,168,-,-,-,..,..,..,-,-,-,-,-,-,-,1,-,1,1,1,-,-,1,-,-,-,..,..,..,-,2,-,9
10,Mumps,138,198,186,20909,19205,27491,-,-,1,4,7,1,-,1,12,..,..,..,24,45,23,77,91,80,4,4,13,2,1,9,..,..,16,27,49,22,10
11,"Poliomyelitis, epidemic: 4",11,2,95,91,219,259,-,-,1,-,-,-,-,-,1,-,-,3,3,-,6,1,2,34,-,-,3,1,-,2,3,-,11,3,-,10,11
12,(a) With paralysis,6,-,25,55,127,127,-,-,-,-,-,-,-,-,-,-,-,-,3,-,5,-,-,5,-,-,1,(6),-,1,3,-,-,-,-,3,12
13,(b) Without paralysis,4,2,58,28,79,115,-,-,1,-,-,-,-,-,-,-,-,1,-,-,1,1,2,29,-,-,2,(6),-,-,-,-,2,3,-,8,13
14,Rubella,251,242,58,48333,17122,8796,-,1,-,..,..,..,8,6,1,..,..,..,111,91,5,49,52,30,-,-,-,..,1,3,16,11,11,67,80,9,14
15,"Scarlet fever, etc. 5 **",117,112,110,8405,6025,9139,3,1,1,25,10,2,12,22,6,21,1,1,16,17,14,29,20,12,1,1,14,1,24,2,3,7,8,6,9,14,15
16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
17,"Tuberculosis: 4,6",247,138,188,5156,5375,5900,3,6,20,3,-,-,-,1,1,15,9,7,155,47,57,11,22,22,13,13,19,-,8,9,29,9,17,18,23,31,17
18,(a) Pulmonary,218,109,155,4217,4368,4728,3,6,19,2,-,-,-,1,1,14,9,7,149,46,52,(6),(6),(6),12,13,19,-,4,8,22,9,17,16,21,26,18
19,(b) Non-pulmonary,18,7,10,308,350,296,-,-,-,1,-,-,-,-,-,1,-,-,6,1,5,(6),(6),(6),1,-,-,-,4,1,7,..,1,2,2,4,19
20,Typhoid and paratyphoid,1,7,7,219,152,232,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2,-,-,1,-,-,-,-,1,-,-,-,-,1,5,-,20
21,Undulant fever,-,-,2,78,69,70,-,-,-,-,-,-,-,-,-,..,..,..,..,..,1,-,-,1,-,-,-,-,-,-,..,..,..,-,-,-,21
22,Venereal diseases:,258,334,345,8822,9288,9817,11,11,7,1,-,-,5,5,11,5,10,7,85,75,81,(8),34,65,18,17,30,36,41,32,57,58,57,40,83,56,22
23,"(a) Syphilis, primary",4,5,4,59,60,119,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,3,4,-,1,-,-,23
24,(b) '' secondary,-,-,1,23,21,71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24
25,(c) '' other,34,26,56,1039,1360,1520,-,-,1,1,-,-,5,2,4,-,-,-,18,13,29,-,2,14,1,2,2,-,-,1,5,-,4,4,7,6,25
26,(d) Gonorrhoea,220,302,282,7699,7833,7833,11,11,5,-,-,-,-,3,8,5,10,7,67,62,48,-,31,49,17,15,28,36,40,29,49,54,52,35,76,50,26
27,(e) Other venereal diseases 8,-,1,-,2,14,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,27
28,Whooping cough,112,91,127,4789,7515,4692,-,-,-,1,9,1,-,-,4,-,-,-,67,41,37,14,22,43,6,7,4,3,-,6,2,3,15,19,9,9,28
