1,Chickenpox,871,885,976,18544,17296,19906,13,2,2,-,2,7,29,17,44,-,-,-,241,244,167,392,393,454,13,12,22,..,..,26,..,..,40,183,215,185,1
2,Diphtheria,-,-,2,40,43,62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
3,Dysentery: 4,11,17,10,177,176,176,-,-,-,-,-,-,-,-,-,..,..,..,..,1,1,-,3,2,1,-,1,1,-,-,1,4,-,8,9,5,3
4,(a) Amoebic,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,..,..,..,..,..,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4
5,(b) Bacillary,11,17,10,177,175,175,-,-,-,-,-,-,-,-,-,..,..,..,..,1,1,-,3,2,1,-,1,1,-,-,1,4,-,8,9,5,5
6,"Encephalitis, infectious",-,-,-,6,7,9,-,-,-,..,..,..,-,-,-,-,-,-,..,..,..,..,..,..,-,-,-,-,-,-,-,-,-,-,-,-,6
7,"Influenza, epidemic",142,315,335,6409,33338,6598,..,..,..,32,165,..,96,25,249,-,-,-,-,-,-,2,12,5,6,1,4,-,-,-,..,..,..,5,112,20,7
8,Measles,1317,1293,1667,26240,27881,30352,8,6,4,20,15,5,29,44,64,-,-,3,518,319,394,554,725,539,22,29,44,-,-,7,22,22,168,144,133,193,8
9,"Meningitis, meningococcal",3,5,5,111,107,114,8,1,-,..,..,..,-,-,-,-,-,-,-,1,-,1,2,2,-,-,-,-,-,-,..,..,..,-,1,1,9
10,Mumps,783,1057,959,15307,14192,20453,1,1,-,7,18,1,13,18,22,-,-,2,217,223,189,388,496,345,25,66,29,-,-,88,..,..,30,132,235,110,10
11,"Poliomyelitis, epidemic: 4",2,2,6,49,76,76,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,1,-,1,1,1,1,1,11
12,(a) With paralysis,1,1,3,30,47,42,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,1,12
13,(b) Without paralysis,1,1,2,14,25,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,13
14,Rubella,2118,2929,444,30751,10589,5211,2,4,-,..,..,..,13,29,13,..,..,..,786,953,25,805,1208,234,4,7,-,..,..,27,8,17,41,500,711,30,14
15,"Scarlet fever, etc. 5 **",306,348,294,5893,4178,6618,-,6,3,7,7,6,52,30,26,-,-,3,72,78,64,145,204,75,4,1,12,1,-,16,6,7,31,19,15,50,15
16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
17,"Tuberculosis: 4,6",143,254,206,2907,3015,3465,6,11,4,1,1,2,2,5,2,18,5,5,23,88,69,22,32,29,17,15,16,9,4,6,23,37,15,22,56,32,17
18,(a) Pulmonary,111,205,181,2369,2445,2743,6,11,4,1,1,2,1,4,2,16,4,5,22,82,69,(6),(6),(6),17,15,16,8,3,3,20,34,12,20,51,26,18
19,(b) Non-pulmonary,10,17,11,170,196,153,-,-,-,-,-,-,1,1,-,2,1,-,1,6,1,(6),(6),(6),-,-,-,1,1,2,3,3,1,2,5,6,19
20,Typhoid and paratyphoid,5,12,8,107,81,154,1,-,-,-,-,-,-,-,-,-,-,-,1,10,3,2,1,1,-,-,-,-,1,-,-,-,-,1,-,-,20
21,Undulant fever,2,4,4,47,29,39,-,-,-,-,-,-,-,-,-,..,..,..,2,2,2,-,1,-,-,1,-,-,-,-,..,..,..,-,-,-,21
22,Venereal diseases:,302,323,375,5363,5600,5821,8,8,9,-,1,-,3,10,12,8,5,6,80,59,106,46,56,70,27,29,19,13,25,23,54,56,44,63,74,72,22
23,"(a) Syphilis, primary",1,2,7,41,39,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,-,-,1,1,-,1,2,-,-,-,23
24,(b) '' secondary,4,-,5,19,13,46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,3,-,-,-,-,-,24
25,(c) '' other,52,36,76,644,804,976,-,-,3,-,-,-,-,2,3,3,2,1,27,13,29,9,12,16,2,1,-,1,2,4,3,2,2,7,2,8,25
26,(d) Gonorrhoea,245,285,280,4659,4733,4645,8,8,5,-,1,-,3,8,6,5,3,3,53,46,89,37,44,47,23,28,19,12,22,17,48,53,38,56,72,59,26
27,(e) Other venereal diseases 8,-,-,-,-,11,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27
28,Whooping cough,195,195,187,3052,5093,2953,5,-,-,14,29,-,33,3,11,-,2,-,72,81,43,32,17,30,3,8,5,2,2,3,10,10,18,24,43,24,28
