file_name,row_index,col_index,AWS_Value,Manual_Value,Equal,Confidence_Value
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,0,0,1.0,1,True,41.21
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,0,1,Chickenpox,Chickenpox,True,91.21
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,0,2,848,848,True,84.23
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,0,3,813,813,True,81.45
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,0,4,872,872,True,87.84
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,0,5,"16,777",16777,False,90.19
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,0,6,"15,790",15790,False,71.48
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,0,7,"18,209",18209,False,89.55
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,0,8,4,4,True,80.81
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,0,9,27,27,True,36.4
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,0,10,2,2,True,82.32
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,0,11,8,8,True,77.59
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,0,12,5,5,True,78.17
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,0,13,4,4,True,81.79
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,0,14,25,25,True,37.89
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,0,15,18,18,True,84.47
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,0,16,24,24,True,19.2
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,0,17,-,-,True,83.64
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,0,18,-,-,True,18.93
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,0,19,-,-,True,85.21
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,0,20,312,312,True,82.08
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,0,21,240,240,True,82.67
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,0,22,177,177,True,87.7
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,0,23,324,324,True,21.15
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,0,24,395,395,True,87.7
