file_name,row_index,col_index,AWS_Value,Manual_Value,Equal,Confidence_Value
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,0,0,1.0,1,True,82.71
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,0,1,Chickenpox,Chickenpox,True,91.16
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,0,2,519,519,True,80.86
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,0,3,"1,364",1364,False,77.73
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,0,4,949,949,True,83.74
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,0,5,"35,467",35467,False,89.84
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,0,6,"32,871",32871,False,39.21
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,0,7,"44,937",44937,False,90.19
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,0,8,-,-,True,82.23
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,0,9,-,-,True,44.07
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,0,10,4,4,True,82.67
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,0,11,-,-,True,80.96
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,0,12,5,5,True,25.1
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,0,13,1,1,True,85.01
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,0,14,43,43,True,47.8
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,0,15,78,78,True,84.62
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,0,16,15,15,True,47.8
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,0,17,,..,False,85.79
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,0,18,,..,False,20.72
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,0,19,,..,False,87.16
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,0,20,220,220,True,79.39
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,0,21,638,638,True,56.84
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,0,22,197,197,True,88.62
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,0,23,-,-,True,77.0
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,0,24,438,438,True,87.35
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,0,25,548,548,True,47.8
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,0,26,45,45,True,88.09
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,0,27,48,48,True,76.51
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,0,28,42,42,True,86.57
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,0,29,a.e.,..,False,60.01
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,0,30,,..,False,86.08
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,0,31,39,39,True,86.67
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,0,32,,..,False,73.24
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,0,33,,..,False,85.21
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,0,34,11,11,True,69.38
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,0,35,211,211,True,89.01
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,0,36,157,157,True,87.3
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,0,37,92,91,False,85.5
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,0,38,1,1,False,86.72
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,1,0,2.0,2,True,81.25
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,1,1,Diphtheria,Diphtheria,True,89.55
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,1,2,2,2,True,79.39
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,1,3,2,2,True,76.32
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,1,4,8,8,True,82.28
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,1,5,136,136,True,88.28
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,1,6,136,136,True,38.5
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,1,7,184,184,True,88.57
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,1,8,-,-,True,80.76
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,1,9,-,-,True,43.29
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,1,10,-,-,True,81.2
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,1,11,-,-,True,79.49
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,1,12,-,-,True,24.65
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,1,13,-,-,True,83.5
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,1,14,-,-,True,46.95
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,1,15,-,-,True,83.11
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,1,16,-,-,True,46.95
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,1,17,-,-,True,84.28
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,1,18,-,-,True,20.35
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,1,19,-,-,True,85.6
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,1,20,-,-,True,77.98
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,1,21,2,2,True,55.86
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,1,22,3,3,True,87.01
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,1,23,-,-,True,75.63
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,1,24,-,-,True,85.79
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,1,25,-,-,True,46.95
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,1,26,-,-,True,86.52
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,1,27,-,-,True,75.15
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,1,28,-,-,True,85.06
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,1,29,2,2,True,58.98
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,1,30,-,-,True,84.52
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,1,31,1,1,True,85.16
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,1,32,... *,-,False,71.92
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,1,33,-,-,True,83.69
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,1,34,1,1,True,68.12
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,1,35,-,-,True,87.45
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,1,36,-,-,True,85.74
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,1,37,,-,False,83.98
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,1,38,2,2,False,85.21
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,2,0,3.0,3,True,75.83
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,2,1,Dysentery:4,Dysentery: 4,False,83.59
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,2,2,4,4,True,74.12
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,2,3,4,4,True,71.24
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,2,4,12,12,True,76.76
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,2,5,617,617,True,82.37
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,2,6,669,669,True,35.94
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,2,7,669,669,True,82.67
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,2,8,-,-,True,75.34
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,2,9,-,-,True,40.41
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,2,10,-,-,True,75.78
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,2,11,-,-,True,74.22
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,2,12,-,-,True,23.0
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,2,13,-,-,True,77.93
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,2,14,-,-,True,43.82
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,2,15,-,-,True,77.59
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,2,16,-,-,True,43.82
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,2,17,4,4,True,78.66
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,2,18,,..,False,18.99
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,2,19,,..,False,79.88
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,2,20,,..,False,72.8
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,2,21,,..,False,52.15
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,2,22,2,2,True,81.25
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,2,23,-,-,True,70.61
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,2,24,-,-,True,80.08
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,2,25,-,-,True,43.82
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,2,26,-,-,True,80.76
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,2,27,-,-,True,70.17
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,2,28,-,-,True,79.39
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,2,29,-,-,True,55.03
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,2,30,-,-,True,78.91
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,2,31,-,-,True,79.49
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,2,32,-,-,True,67.14
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,2,33,-,-,True,78.12
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,2,34,-,-,True,63.57
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,2,35,-,-,True,81.59
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,2,36,4,4,True,80.03
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,2,37,I 4,4,False,78.42
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,2,38,3,3,False,79.49
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,3,0,4.0,4,True,79.79
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,3,1,(a) Amoebic,(a) Amoebic,True,87.89
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,3,2,-,-,True,77.98
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,3,3,-,-,True,74.95
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,3,4,-,-,True,80.76
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,3,5,2,2,True,86.67
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,3,6,3,3,True,37.82
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,3,7,18,18,True,86.96
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,3,8,-,-,True,79.25
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,3,9,-,-,True,42.48
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,3,10,-,-,True,79.74
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,3,11,-,-,True,78.08
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,3,12,-,-,True,24.19
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,3,13,-,-,True,81.98
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,3,14,-,-,True,46.09
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,3,15,-,-,True,81.59
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,3,16,-,-,True,46.09
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,3,17,,..,False,82.71
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,3,18,a,..,False,19.97
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,3,19,,..,False,84.03
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,3,20,,..,False,76.56
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,3,21,,..,False,54.83
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,3,22,,..,False,85.45
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,3,23,-,-,True,74.27
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,3,24,-,-,True,84.23
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,3,25,,-,False,46.09
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,3,26,,-,False,84.96
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,3,27,-,-,True,73.78
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,3,28,-,-,True,83.5
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,3,29,-,-,True,57.91
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,3,30,-,-,True,83.01
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,3,31,-,-,True,83.59
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,3,32,-,-,True,70.61
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,3,33,-,-,True,82.13
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,3,34,-,-,True,66.89
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,3,35,,-,False,85.84
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,3,36,-,-,True,84.18
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,3,37,-,-,True,82.47
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,3,38,,4,False,83.64
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,4,0,5.0,5,True,82.03
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,4,1,(b) Pacillary,(b) Bacillary,False,90.43
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,4,2,4,4,True,80.18
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,4,3,4,4,True,77.1
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,4,4,6,6,True,83.06
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,4,5,614,614,True,89.11
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,4,6,666,666,True,38.89
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,4,7,666,666,True,89.45
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,4,8,-,-,True,81.54
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,4,9,-,-,True,43.7
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,4,10,-,-,True,81.98
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,4,11,-,-,True,80.27
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,4,12,-,-,True,24.89
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,4,13,-,-,True,84.33
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,4,14,-,-,True,47.41
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,4,15,-,-,True,83.94
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,4,16,-,-,True,47.41
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,4,17,4,4,True,85.11
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,4,18,...,..,False,20.54
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,4,19,....,..,False,86.43
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,4,20,,..,False,78.76
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,4,21,....,..,False,56.4
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,4,22,1,1,True,87.89
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,4,23,-,-,True,76.42
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,4,24,-,-,True,86.62
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,4,25,-,-,True,47.41
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,4,26,-,-,True,87.35
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,4,27,-,-,True,75.88
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,4,28,-,-,True,85.89
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,4,29,-,-,True,59.52
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,4,30,-,-,True,85.4
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,4,31,-,-,True,85.99
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,4,32,-,-,True,72.66
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,4,33,-,-,True,84.52
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,4,34,: -,-,False,68.8
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,4,35,-,-,True,88.28
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,4,36,4,4,True,86.57
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,4,37,- 4,4,False,84.81
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,4,38,5,5,False,86.04
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,5,0,6.0,6,True,79.54
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,5,1,Encephalitis,"Encephalitis, infectious",False,87.7
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,5,2, infectious,-,False,77.73
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,5,3,-,1,False,74.76
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,5,4,1,-,False,80.52
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,5,5,,46,False,86.43
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,5,6,46,35,False,37.72
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,5,7,35,41,False,86.72
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,5,8,41,-,False,79.05
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,5,9,-,-,True,42.38
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,5,10,-,-,True,79.49
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,5,11,-,..,False,77.83
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,5,12,...,..,False,24.13
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,5,13,.,..,False,81.74
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,5,14,...,-,False,45.97
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,5,15,-,-,True,81.4
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,5,16,-,-,True,45.97
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,5,17,-,-,True,82.52
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,5,18,-,-,True,19.92
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,5,19,-,-,True,83.84
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,5,20,-,..,False,76.37
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,5,21,,..,False,54.69
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,5,22,...,..,False,85.21
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,5,23,9.R,..,False,74.07
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,5,24,...,..,False,83.98
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,5,25,,..,False,45.97
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,5,26,...,-,False,84.72
