file_name,row_index,col_index,AWS_Value,Manual_Value,Equal,Confidence_Value
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,0,0,1.0,1,True,81.45
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,0,1,Chickenpox,Chickenpox,True,92.29
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,0,2,235,235,True,83.89
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,0,3,94,94,True,79.98
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,0,4,118,118,True,89.01
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,0,5,"26,558",26558,False,89.16
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,0,6,"24,348",24348,False,84.23
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,0,7,"32,470",32470,False,91.16
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,0,8,3,3,True,84.18
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,0,9,9,9,True,68.16
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,0,10,1,1,True,88.57
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,0,11,-,-,True,83.84
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,0,12,-,-,True,78.61
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,0,13,-,-,True,88.92
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,0,14,5,5,True,35.79
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,0,15,7,7,True,88.09
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,0,16,4,4,True,47.75
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,0,17,..,..,True,88.23
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,0,18,...,..,False,34.23
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,0,19,9.3,..,False,88.23
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,0,20,111,111,True,71.48
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,0,21,20,20,True,84.62
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,0,22,14,14,True,90.23
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,0,23,96,96,True,55.37
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,0,24,51,51,True,86.62
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,0,25,33,33,True,47.75
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,0,26,5.,5,False,88.77
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,0,27,7,7,True,82.62
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,0,28,10,10,True,88.53
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,0,29,..,..,True,73.58
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,0,30,....,..,False,85.16
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,0,31,6,6,True,87.94
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,0,32,a..,..,False,69.58
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,0,33,...,..,False,85.5
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,0,34,3,3,True,34.33
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,0,35,15,15,True,88.13
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,0,36,-,-,True,86.52
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,0,37,21,21,True,86.13
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,0,38,1,1,False,85.35
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,1,0,2.0,2,True,70.7
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,1,1,Diphtheria,Diphtheria,True,80.13
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,1,2,-,-,True,72.85
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,1,3,-,-,True,69.43
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,1,4,-,-,True,77.29
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,1,5,60,60,True,77.39
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,1,6,68,68,True,73.1
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,1,7,90,90,True,79.15
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,1,8,-,-,True,73.1
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,1,9,-,-,True,59.18
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,1,10,-,-,True,76.86
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,1,11,-,-,True,72.8
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,1,12,-,-,True,68.26
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,1,13,-,-,True,77.2
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,1,14,-,-,True,31.08
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,1,15,-,-,True,76.46
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,1,16,-,-,True,41.46
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,1,17,-,-,True,76.61
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,1,18,-,-,True,29.71
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,1,19,-,-,True,76.61
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,1,20,-,-,True,62.06
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,1,21,-,-,True,73.49
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,1,22,-,-,True,78.32
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,1,23,-,-,True,48.05
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,1,24,-,-,True,75.2
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,1,25,-,-,True,41.46
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,1,26,-,-,True,77.05
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,1,27,-,-,True,71.73
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,1,28,-,-,True,76.86
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,1,29,-,-,True,63.87
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,1,30,-,-,True,73.93
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,1,31,-,-,True,76.37
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,1,32,-,-,True,60.4
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,1,33,-,-,True,74.22
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,1,34,-,-,True,29.79
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,1,35,-,-,True,76.51
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,1,36,-,-,True,75.1
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,1,37,-,-,True,74.76
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,1,38,2,2,False,74.07
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,2,0,3.0,3,True,79.0
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,2,1,Dysentery:4,Dysentery: 4,False,89.55
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,2,2,11,11,True,81.4
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,2,3,7,7,True,77.59
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,2,4,19,19,True,86.38
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,2,5,417,417,True,86.52
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,2,6,413,413,True,81.74
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,2,7,413,413,True,88.48
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,2,8,-,-,True,81.69
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,2,9,-,-,True,66.16
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,2,10,-,-,True,85.94
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,2,11,-,-,True,81.35
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,2,12,1,1,True,76.32
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,2,13,-,-,True,86.28
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,2,14,-,-,True,34.74
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,2,15,-,-,True,85.5
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,2,16,-,-,True,46.34
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,2,17,2,2,True,85.6
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,2,18,,..,False,33.2
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,2,19,:,..,False,85.6
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,2,20,3,3,True,69.38
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,2,21,..,..,True,82.13
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,2,22,5,5,True,87.55
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,2,23,-,-,True,53.71
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,2,24,3,3,True,84.03
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,2,25,3,3,True,46.34
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,2,26,-,-,True,86.13
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,2,27,-,-,True,80.18
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,2,28,-,-,True,85.89
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,2,29,-,-,True,71.39
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,2,30,-,-,True,82.62
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,2,31,-,-,True,85.35
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,2,32,-,-,True,67.53
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,2,33,-,-,True,82.96
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,2,34,-,-,True,33.3
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,2,35,6,6,True,85.55
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,2,36,3,3,True,83.94
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,2,37,7,7,True,83.59
