file_name,row_index,col_index,AWS_Value,Manual_Value,Equal,Confidence_Value
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,0,0,1,1,False,78.86
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,0,1,Chickenpox,Chickenpox,True,90.62
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,0,2,94,94,True,88.13
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,0,3,133,133,True,85.25
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,0,4,138,138,True,89.65
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,0,5,"26,323",26323,False,90.04
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,0,6,"24,259",24259,False,35.57
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,0,7,"32,270",32270,False,90.92
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,0,8,9,9,True,82.37
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,0,9,2,2,True,42.99
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,0,10,2,2,True,87.35
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,0,11,-,-,True,74.71
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,0,12,1,-,False,34.74
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,0,13,3,3,True,85.25
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,0,14,7,7,True,51.95
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,0,15,9,9,True,79.49
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,0,16,3,3,True,41.06
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,0,17,...,..,False,82.47
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,0,18,...,..,False,72.27
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,0,19,...,..,False,83.98
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,0,20,20,20,True,55.76
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,0,21,35,35,True,72.75
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,0,22,26,26,True,86.62
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,0,23,51,51,True,78.32
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,0,24,61,61,True,82.42
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,0,25,41,41,True,47.51
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,0,26,7,7,True,86.04
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,0,27,10,10,True,80.76
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,0,28,7,7,True,80.62
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,0,29,....,..,False,28.17
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,0,30,...,..,False,83.50
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,0,31,5,5,True,88.33
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,0,32,.R,..,False,23.91
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,0,33,,..,False,87.06
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,0,34,6,6,True,73.39
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,0,35,-,-,True,89.75
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,0,36,16,16,True,85.45
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,0,37,24,24,True,83.54
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,0,38,1,1,False,84.81
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,1,0,2,2,False,75.49
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,1,1,Diphtheria,Diphtheria,True,86.77
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,1,2,-,-,True,84.38
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,1,3,-,-,True,81.64
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,1,4,2,2,True,85.79
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,1,5,60,60,True,86.23
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,1,6,68,68,True,34.06
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,1,7,88,88,True,87.06
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,1,8,-,-,True,78.86
